307.5-04.9 |155   |       | 14.4  |       |D| 91..1502                  |                            |Of(H)         91.50001                                            |
308.2+07.7 |      |       | 17.3  | 17.0  |C| 90..2581,91..1502         |                            |                                                                  |
308.6-12.2 |165   |       | 14.76 | 14.78 |B| SK 89   ,91..1502         |                            |                                                                  |
309.0-04.2 |159   |       | 14.22 | 14.00 |B| 91..1502                  |                            |WC 9          91.50001                                            |CSI -66-13488 0;LSS 3169
309.1-04.3 |160   |       | 14.58 | 14.40 |B| 88..1306,91..1502         |                            |WC 4          91.50001                                            |HD 120800;CSI -65 2513 40;CPD -65 2513;GCRV 8191
309.2+01.3 |157   |       |       |       | |                           |                            |                                                                  |
310.3+24.7 |152   |       | 12.66 | 12.88 |A| 91..1502                  |                            |O(H)          91.50001                                            |
311.0+02.4 |161   |       | 12.78 | 12.29 |A| 91..1502                  |                            |B9 V          76..3101                                            |
311.1+03.4 |      |       |       |       | |                           |                            |                                                                  |V704 Cen
311.4+02.8 |      |       | 17.30 | 17.24 |B| SK 89   ,91..1502         |    field star?             |                                                                  |
312.3+10.5 |      |       | 14.67 | 14.66 |A| SK 89   ,91..1502         |                            |                                                                  |
312.6-01.8 |167   |       | 15.89 | 15.11 |A| SK 89                     |                            |                                                                  |
313.8-12.6 |176   |       |       |       | |                           |                            |                                                                  |
315.0-00.3 |      |       | 16.3  | 16.7  |D| SK 89                     |  field star?               |                                                                  |
315.1-13.0 |183   |       | 10.61 | 11.01 |A| 91..1502                  |                            |O8(f) p       79....13|Of(H)       91.50001                       |CPC 21.1 2955;CPD -71 1889;HD 138403;SAO 257300;MWC 236
315.4+05.2 |      |       |>19.2  |>18.9  | | SK 89                     |                            |                                                                  |
315.4+09.4 |163   |       | 17.9  |       |D| SK 89                     |                            |Symbiot.?     89..3096                                            |SS73 43
315.7+05.5 |168   |       |       |       | |                           |                            |                                                                  |
316.1+08.4 |166   |       | 12.86 | 12.72 |A| SK 89   ,91..1502         |                            |Of(H)         91.50001                                            |CPD -51 6744
318.3-02.0 |      |       |>16.9  |       | | SK 89                     |  field star?               |                                                                  |
318.4+41.4 |156   |   9.98| 11.28 | 11.53 |A| 66..9017,72.30001         |                            |O(H)          91.50001                                            |CSI -19 -13379;UBV 12237;FB 138
319.2+06.8 |      |       | 18.1  |       |D| 91..1502                  |                            |                                                                  |
319.6+15.7 |169   |       | 17.44 |       |B| 88..1306                  |                            |WR            73..9127                                            |CD -43 9005;GCRV 8390;HD 125720
320.1-09.6 |      |       | 10.78 | 10.90 |A| SK 89   ,91..1502         |                            |O(H)          91.50001                                            |
320.3-28.8 |370   |       | 14.99 | 14.96 |B| 91..1502                  |                            |                                                                  |
320.9+02.0 |172   |       |       |>17.9  | | SK 89                     |                            |                                                                  |
321.0+03.9 |      |       | 12.97 | 12.28 |A| 91..1502                  |                            |WC 11         91.50001                                            |
321.0+08.3 |      |       | 20.6  |       | | 90..2581                  |                            |                                                                  |
321.3+02.8 |171   |       | 17.92 | 16.24 |B| SK 89                     |                            |                                                                  |
321.3-16.7 |219   |       | 15.97 | 16.46 |B| SK 89                     |                            |                                                                  |
321.8+01.9 |      |       |       | 21.2  |C| 86.50105                  |                            |                                                                  |
322.1-06.6 |189   |       | 17.3  | 17.2  |D| 91..1502                  |                            |                                                                  |
322.4-02.6 |182   |       |       |       | |                           |                            |                                                                  |
322.5-05.2 |186   |       | 16.3  | 15.3  |C| SK 89                     |                            |                                                                  |HD 140586;CSI -61 -15434
323.1-02.5 |      |       | 17.41 | 17.04 |B| SK 89                     |                            |                                                                  |
323.9+02.4 |177   |       | 17.6  | 16.8  |C| SK 89                     |                            |                                                                  |
324.0+03.5 |      |       | 16.2  |       | | 89..1351                  |                            |WC 4          91.50001                                            |
324.1+09.0 |170bis|       | 17.2  | 17.1  |C| 91..1502                  |                            |O ?           84..1537                                            |
324.2+02.5 |179   |       | 17.0  |       | | 79..3511                  |                            |                                                                  |
324.8-01.1 |184   |       |       |       | |                           |                            |                                                                  |
325.4-04.0 |191   |       | 13.9  |       | | 79..3511                  |                            |                                                                  |
325.8+04.5 |181   |       | 15.98 |       | | 79..3511                  |                            |                                                                  |
325.8-12.8 |218   |       | 13.35 | 13.42 |A| SK 89   ,91..1502         |                            |O(H)          91.50001                                            |CSI -64-16498 0;HD 151895
326.0-06.5 |202   |       | 13.30 | 13.08 |A| 91..1502                  |                            |O(H)          91.50001                                            |
326.7+42.2 |162   |       | 17.91 |       |B| 88..1306                  |                            |                                                                  |
327.1-01.8 |      |       |       | 17.2  |D| 91..1502                  |                            |                                                                  |
327.1-02.2 |192   |       | 15.88 | 15.15 |B| SK 89                     |                            |WC 9          91.30002             91.30002                       |
327.5+13.3 |173   |       |>18.2  | 18.7  |D| SK 89                     |                            |                                                                  |
327.7-05.4 |      |       |       | 19.3  | | 89.30812                  |                            |                                                                  |
327.8+10.0 |175   |       | 13.30 | 13.43 |B| SK 89                     |                            |Of(H)         91.50001                                            |HD 13556;CD -45 9789;CPD -45 7306;GCRV 8827
327.8-06.1 |206   |       | 15.4  |       | | 79..3511                  |                            |                                                                  |
328.2+01.3 |187   |       |       |       | |                           |                            |                                                                  |
329.0+01.9 |188   |       | 14.46 | 14.03 |A| SK 89                     |                            |O(H)          91.50001                                            |
329.4-02.7 |      |       | 17.1  | 16.1  |C| 91..1502                  |                            |                                                                  |
329.5+01.7 |      |       | 14.28 | 13.57 |A| 91..1502                  |                            |                                                                  |
329.5-02.2 |      |       | 15.84 | 15.79 |B| 91..1502                  |                            |                                                                  |
330.2+05.9 |185   |       | 19.5  |       | | 77..1134                  |                            |                                                                  |
330.7+04.1 |      |       | 11.95 | 11.14 |A| SK 89                     |  F-type companion          |sdO+F5III-IV  84...314                                            |HD 330036;CD -48 10371
330.9+04.3 |      |       |       | 17.7  |D| 91..1502                  |                            |                                                                  |
331.0-02.7 |      |       | 18.2  | 17.6  |C| 91..1502                  |                            |                                                                  |
331.1-05.7 |      |       | 13.23 | 12.68 |A| 91..1502                  |                            |                                                                  |HD 149427;CD -55 6825
331.3+16.8 |174   |       | 15.7  | 15.5  |D| SK 89                     |                            |WC ?          91.30002                                            |HD 134743;CD -37 10033;GCRV 8789
331.4-03.5 |208   |       | 13.55 | 13.41 |A| 91..1502                  |                            |O(H)          91.50001                                            |SS73 57
331.7-01.0 |203   |       | 17.6  |       |D| 91..1502                  |                            |O9.5-BO       78....82                                            |
332.3-04.2 |211   |       | 16.4  |       | | 79..3511                  |                            |                                                                  |
332.8-16.4 |267bis|       |       |       | |                           |                            |                                                                  |
332.9-09.9 |229   |       | 12.13 | 11.50 |A| 91..1502                  |                            |WC 11         81.27751                                            |CPD -56 8032;GCRV 66771
334.3-09.3 |232   |       | 16.09 |       |B| 88..1306                  |                            |Absorpt.lines 69..9047                                            |CD -55 7079;GCRV 9902;HD 154952
334.8-07.4 |222   |       | 12.26 | 11.54 |A| 91..1502                  |  cool star?                |F-G ?         91.30002                                            |CPD -53 8315
335.2-03.6 |      |       | 17.46 | 17.06 |B| 91..1502                  |                            |                                                                  |
335.4+09.2 |190   |       | 21.   |       | | 77..1134                  |                            |                                                                  |
335.5+12.4 |185bis|  11.27| 12.40 | 12.44 |B| 83...423,91..1502         |                            |O(H)          91.50001                                            |LSE 125
335.6-04.0 |      |       | 20.3  |       | | 90..2581                  |                            |                                                                  |
335.9-03.6 |      |       | 21.1  |       | | 90..2581                  |                            |                                                                  |
336.2-06.9 |225   |       | 17.2  | 16.5  |C| SK 89                     |                            |WN?           73..9018                                            |
336.3-05.6 |220   |       | 18.34 | 16.62 |B| SK 89                     |  field star?               |                                                                  |
336.8-07.2 |230   |       | 18.   |       | | 77..1134                  |                            |                                                                  |
336.9+08.3 |      |       | 15.94 | 15.45 |B| 91..1502                  |                            |                                                                  |
336.9-11.5 |      |       | 19.2  |       | | 90..2581                  |                            |                                                                  |
337.4+01.6 |210   |       | 17.9  | 16.7  |C| 91..1502                  |                            |WC 9          91.30002                                            |SS73 58
337.5-05.1 |      |       | 12.90 | 12.74 |A| 91..1502                  |                            |                                                                  |
337.6-04.2 |      |       | 21.9  |       | | 90..2581                  |                            |                                                                  |
338.1-08.3 |235   |       | 16.75 |       |B| 88..1306                  |                            |                                                                  |CD -51 10820;GCRV 9994;HD 156531
338.8+05.6 |      |       | 16.7  | 16.3  |C| SK 89                     |                            |                                                                  |
339.9+88.4 |149   |       |       | 14.9  | | 85..9051                  |  G-type comp.: B=9.6, V=8.8|sdO + G5 III  83...391                                            |AG 26 1312;BD 26 2405;HD 112313;SAO 82570;IN Com
340.4-14.1 |      |       | 16.38 | 16.24 |B| 91..1502                  |                            |                                                                  |
340.8+10.8 |196   |       | 18.5  |       | | 77..1134                  |                            |                                                                  |
340.8+12.3 |194   |       | 19.   |       | | 77..1134                  |                            |                                                                  |
341.2-24.6 |346   |       |       |       | |                           |                            |                                                                  |
341.5-09.1 |      |       | 15.28 | 15.41 |B| 91..1502                  |                            |                                                                  |
341.6+13.7 |193   |       | 13.35 | 13.29 |A| SK 89                     |                            |IUE obsns     82.29501                                            |
341.8+05.4 |210bis|       | 16.14 |       |B| 88..1306                  |                            |                                                                  |HD 148687;CD -39 10464;GCRV 9495
342.1+10.8 |200   |       | 19.31 |       |B| 88..1306                  |                            |                                                                  |
342.1+27.5 |178   |       | 18.85 |       |B| 88..1306                  |                            |IUE Sp.,P Cyg 82.29501                                            |CD -23 12238
342.5-14.3 |285   |       | 12.48 | 12.59 |A| 91..1502                  |                            |                                                                  |
342.8-06.6 |      |       | 16.3  | 16.2  |D| 91..1502                  |                            |                                                                  |
343.3-00.6 |      |       | 17.8  | 16.4  |C| 91..1502                  |                            |                                                                  |
343.4+11.9 |201   |       | 16.87 | 17.30 |B| SK 89                     |                            |                                                                  |HARO 1- 1
343.5-07.8 |      |       | 15.16 | 14.61 |B| 91..1502                  |                            |                                                                  |
343.6+03.7 |213   |       | 20.5  | 20.5  | | 80..1013                  |                            |                                                                  |
344.2+04.7 |      |       | 16.9  | 16.7  |C| 91..1502                  |                            |                                                                  |
345.0-04.9 |      |       | 14.6  | 14.3  |D| 91..1502                  |                            |                                                                  |
345.2-01.2 |231   |       |       |       | |                           |                            |                                                                  |
345.2-08.8 |257   |       | 11.20 | 11.38 |A| SK 89                     |                            |Of(H)         91.50001                                            |CD -46 11816;CPD -46 8876;HD 161044
345.3-10.2 |      |       | 18.4  | 17.3  |C| 90..2581,91..1502         |                            |                                                                  |
345.4+00.1 |224   |       | 12.88 | 12.50 |A| SK 89   ,91..1502         |                            |O(H)          91.50001                                            |CD -40 11127;CPD -40 7710;GCRV 9841;HD 154072
345.5+15.1 |197   |       |       |       | |                           |                            |O(H)          91.50001                                            |
346.2-08.2 |256   |       | 16.0  | 15.2  |C| SK 89                     |                            |IUE obsns     82.29501                                            |HD 161028;CSI -44 -17417
346.9+12.4 |207   |       | 20.5  |       |P| 62.13001                  |                            |                                                                  |
348.0+06.3 |      |       | 18.2  |       | | 89..1351                  |                            |                                                                  |
348.0-13.8 |304   |       | 14.82 | 15.10 |B| SK 89   ,91..1502         |  field star?               |                                                                  |HD 167672;CSI -46 -18148
348.8-09.0 |      |       | 16.4  | 16.8  |D| 91..1502                  |                            |                                                                  |
349.3-01.1 |236   |       | 15.5  | 14.90 |A| SK 89                     |                            |                                                                  |
349.3-04.2 |248   |       | 17.3  | 16.8  |C| 91..1502                  |                            |                                                                  |
349.5+01.0 |233   |       |>21.1  |       |B| 88..1306                  |                            |                                                                  |CD -36 11341;CPC 18 8579;GCRV 9926;HD 155520
349.8+04.4 |      |       | 17.6  | 17.0  |D| 91..1502                  |                            |                                                                  |
350.9+04.4 |223   |       | 13.66 | 13.26 |A| SK 89   ,91..1502         |                            |O(H)          91.50001                                            |
351.1+04.8 |      |       | 16.9  |       |D| 91..1502                  |                            |                                                                  |
351.2+05.2 |      |       | 16.4  | 16.2  |C| 91..1502                  |                            |                                                                  |
351.3+07.6 |      |       | 16.3  | 16.3  |C| 91..1502                  |                            |                                                                  |
351.7-10.9 |      |       | 16.4  | 16.3  |C| 91..1502                  |                            |                                                                  |
351.9+09.0 |      |       | 16.7  | 16.0  |C| 91..1502                  |                            |                                                                  |
352.9+11.4 |215   |       | 13.18 | 12.75 |A| 91..1502                  |                            |WC 11         91.30002                                            |
352.9-07.5 |      |       | 14.3  | 14.3  |C| 91..1502                  |                            |                                                                  |
353.3+06.3 |      |       | 16.67 | 16.40 |B| 91..1502                  |                            |                                                                  |
353.5-04.9 |      |       |       | 16.8  |D| 91..1502                  |                            |                                                                  |
353.7+06.3 |      |       | 14.72 | 13.96 |A| 91..1502                  |                            |                                                                  |
355.1-06.9 |280   |       | 16.2  | 15.3  |C| SK 89                     |                            |                                                                  |CSI -36-17592 0;GCRV 10455; V567 Sgr;HV7117
355.2-02.5 |      |       |       |       | |                           |                            |WC            91.30002                                            |
355.7-03.4 |      |       | 18.4  | 17.7  |C| 91..1502                  |                            |                                                                  |
355.7-03.5 |      |       | 15.7  | 15.4  |C| 91..1502                  |                            |                                                                  |
355.9+03.6 |      |       | 16.6  | 15.8  |C| 91..1502                  |                            |                                                                  |
355.9-04.2 |      |       | 16.6  | 16.4  |C| 91..1502                  |                            |WC ?          91.30002                                            |
356.5-02.3 |262   |       | 15.58 | 14.54 |B| SK 89   ,91..1502         |                            |                                                                  |SS73 102
356.5-03.9 |      |       | 16.8  | 16.3  |C| 91..1502                  |                            |                                                                  |
356.7-04.8 |      |       | 16.3  | 16.2  |C| 91..1502                  |                            |                                                                  |
356.8-11.7 |309   |       | 16.54 | 16.15 |B| 91..1502                  |                            |                                                                  |
357.0+02.4 |240   |       |>21.   |       |P| 67.30013                  |                            |                                                                  |
357.1+03.6 |      |       | 17.3  | 16.4  |C| 91..1502                  |                            |WR ?          91.30002                                            |
357.1-04.7 |      |       | 15.91 | 15.42 |A| 91..1502                  |                            |                                                                  |
357.2+07.4 |      |       | 18.4  | 17.9  |D| 91..1502                  |                            |                                                                  |
357.2-04.5 |      |       | 17.3  |       |D| 91..1502                  |                            |                                                                  |
357.3+03.3 |      |       | 17.34 | 16.31 |B| 91..1502                  |                            |                                                                  |
357.3+04.0 |237   |       | 20.5  |       |P| 67.30013                  |                            |                                                                  |
357.4-03.5 |      |       | 17.7  | 17.3  |C| 91..1502                  |                            |                                                                  |
357.4-04.6 |      |       | 17.3  | 16.5  |C| 91..1502                  |                            |                                                                  |
357.6-03.3 |268   |       |>21.   |       |P| 67.30013                  |                            |                                                                  |
357.9-03.8 |273   |       |>21.   |       |P| 67.30013                  |                            |                                                                  |
358.0+09.3 |      |       | 17.6  | 17.8  |C| 91..1502                  |                            |                                                                  |
358.2+04.2 |      |       |       | 17.5  |D| 91..1502                  |                            |                                                                  |
358.3-21.6 |358   |       | 14.8  | 14.2  |C| SK 89                     |                            |WC 4          91.50001                                            |CPD -39 8386;GCRV 11718;HD 180206;RU CrA;AN 18.1907;CD -39 13207;HV 1318
358.5-04.2 |      |       | 16.8  | 16.2  |C| 91..1502                  |                            |                                                                  |
358.5-07.3 |293   |       | 17.33 |       |B| 88..1306                  |                            |                                                                  |
358.6+01.8 |247   |       |>21.   |       |P| 67.30013                  |                            |                                                                  |
358.6+07.8 |      |       | 17.0  | 17.1  |C| 91..1502                  |                            |                                                                  |
358.7+05.2 |      |       |>18.3  |>17.2  | | SK 89                     |  field star?               |                                                                  |
358.7-05.2 |      |       |       | 17.1  |D| 91..1502                  |                            |                                                                  |
358.8-00.0 |      |       | 16.95 | 14.93 |B| 91..1502                  |                            |                                                                  |
358.9-00.7 |260   |       | 13.44 | 12.72 |A| SK 89   ,91..1502         |                            |Of(H)         91.50001                                            |HD 316248;MWC 270
359.0-04.1 |277   |       |>21.   |       |P| 67.30013                  |                            |                                                                  |
359.1+15.1 |217   |       |       | 19.7  |B| 86.50105                  |                            |                                                                  |
359.1-02.3 |      |       | 18.0  | 17.2  |C| 91..1502                  |                            |                                                                  |
359.1-02.9 |      |       |       | 17.9  |D| 91..1502                  |                            |                                                                  |
359.2+01.2 |250   |       |       | 17.2  |D| 91..1502                  |                            |                                                                  |
359.2+04.7 |      |       | 16.90 | 15.88 |B| 91..1502                  |                            |                                                                  |
359.2-33.5 |      |   9.60| 10.56 |       |A| 91.00001                  |                            |O(H)          91.50001                                            | CD-41 13967
359.3-00.9 |264   |       | 18.6  |       |D| 91..1502                  |                            |                                                                  |CD -29 13998;HD 316340
359.3-03.1 |      |       | 18.1  | 17.1  |C| 91..1502                  |                            |                                                                  |
359.4-03.4 |275   |       |>21.   |       |P| 67.30013                  |                            |                                                                  |
359.8+05.6 |      |       | 15.21 | 14.74 |A| 91..1502                  |                            |                                                                  |
359.8-07.2 |      |       | 15.5  | 15.7  |C| 91..1502                  |                            |                                                                  |
359.9+05.1 |239   |       | 18.86 |       |B| 88..1306                  |                            |                                                                  |
