130.3-11.7 |           6.1    76..9034
130.3-11.7 |           6.1    84..1511
130.3-11.7 |    7.1  - 8.3    71..9065
130.4+03.1 |           6.81   CKS91
130.9-10.5 |           0.74   CKS91
131.5+02.6 |           2.0    84..1511
131.5+02.6 |           2.56   CKS91
136.1+04.9 |           0.81   71..9065
136.1+04.9 |           0.96   CKS91
136.1+04.9 |           1.5    84..1511
138.8+02.8 |           0.91   84..4108
138.8+02.8 |           1.24   78..1992
138.8+02.8 |           1.3    84..1511
138.8+02.8 |           1.35   82...363
138.8+02.8 |           1.43   76..9034
138.8+02.8 |    1.4  - 1.5    71..9065
141.7-07.8 |           1.04   71..9065
141.7-07.8 |           1.65   CKS91
141.7-07.8 |           1.7    84..1511
142.1+03.4 |           6.51   CKS91
144.3-15.5 |           4.66   71..9065
144.3-15.5 |           5.60   CKS91
144.3-15.5 |           6.1    84..1511
144.5+06.5 |           0.90   84..4108
144.5+06.5 |           1.1    84..1511
144.5+06.5 |           1.10   82...363
144.5+06.5 |           1.15   78..1992
144.5+06.5 |           1.16   76..9034
144.5+06.5 |    1.1  - 1.3    71..9065
146.7+07.6 |           7.15   CKS91
147.4-02.3 |           0.8    84..1511
147.4-02.3 |           1.60   84..4108
147.4-02.3 |           1.70   82...363
147.4-02.3 |           2.7    78..1992
147.4-02.3 |           2.99   CKS91
147.4-02.3 |           3.82   71..9065
147.8+04.1 |           1.4    84..1511
147.8+04.1 |           2.17   78..1992
147.8+04.1 |           2.69   71..9065
147.8+04.1 |           4.36   CKS91
148.4+57.0 |           0.61   CKS91
149.0+04.4 |           8.53   CKS91
153.7+22.8 |           1.18   71..9065
153.7+22.8 |           1.35   CKS91
153.7+22.8 |           2.3    84..1511
153.7-01.4 |          10.5    CKS91
158.8+37.1 |           0.91   CKS91
158.8+37.1 |           0.93   71..9065
158.8+37.1 |           2.4    84..1511
158.9+17.8 |           0.141  CKS91
159.0-15.1 |           2.80   84..4108
159.0-15.1 |           2.92   82...363
159.0-15.1 |           3.0    84..1511
159.0-15.1 |           3.9    78..1992
159.0-15.1 |           5.01   71..9065
159.0-15.1 |           5.2    76..9034
160.5-00.5 |           0.53   CKS91
161.2-14.8 |           2.4    84..1511
161.2-14.8 |           2.40   84..4108
161.2-14.8 |           3.11   82...363
161.2-14.8 |           4.4    78..1992
161.2-14.8 |           4.66   71..9065
161.2-14.8 |           5.54   76..9034
164.8+31.1 |           0.57   CKS91
164.8+31.1 |           0.65   78..1992
164.8+31.1 |           0.9    84..1511
164.8+31.1 |    0.3  - 0.6    71..9065
165.5-06.5 |           2.20   84..4108
165.5-06.5 |           3.40   CKS91
165.5-06.5 |           3.49   82...363
165.5-06.5 |           7.6    CKS91
165.5-15.2 |           0.59   78..1992
165.5-15.2 |           0.65   84..4108
165.5-15.2 |           0.67   82...363
165.5-15.2 |           0.7    76..9034
165.5-15.2 |           0.78   71..9065
165.5-15.2 |           0.8    84..1511
166.1+10.4 |           0.7    84..1511
166.1+10.4 |           1.0    78..1992
166.1+10.4 |           1.10   84..4108
166.1+10.4 |           1.12   82...363
166.1+10.4 |           1.25   84..1007
166.1+10.4 |           1.59   CKS91
166.1+10.4 |           2.66   71..9065
166.1+10.4 |           3.24   76..9034
166.4-06.5 |           3.30   84..4108
166.4-06.5 |           3.53   CKS91
167.0-00.9 |           1.78   71..9065
167.0-00.9 |           2.6    84..1511
167.4-09.1 |           6.68   CKS91
170.7+04.6 |           7.95   CKS91
171.3-25.8 |           2.22   78..1992
171.3-25.8 |           2.40   84..4108
171.3-25.8 |           2.43   82...363
171.3-25.8 |           2.51   71..9002
171.3-25.8 |           3.49   71..9065
171.3-25.8 |           3.6    84..1511
173.7-05.8 |           0.89   71..9065
173.7-05.8 |           1.1    CKS91
173.7-05.8 |           1.4    84..1511
174.2-14.6 |           2.60   84..4108
174.2-14.6 |           4.60   CKS91
178.3-02.5 |           5.95   CKS91
181.5+00.9 |           2.01   CKS91
184.0-02.1 |           1.80   84..4108
184.0-02.1 |           2.06   82...363
184.0-02.1 |           2.92   CKS91
184.6+00.6 |          12.2    CKS91
184.8+04.4 |           5.12   CKS91
189.1+19.8 |           1.1    71..9065
189.1+19.8 |           1.21   78..1992
189.1+19.8 |           1.30   84..4108
189.1+19.8 |           1.38   82...363
189.1+19.8 |           1.5    84..1511
189.1+19.8 |           1.58   76..9034
189.8+07.7 |           2.59   78..1992
189.8+07.7 |           3.73   71..9065
189.8+07.7 |           3.80   84..4108
189.8+07.7 |           5.7    84..1511
189.8+07.7 |           5.95   82...363
190.3-17.7 |           2.90   84..4108
190.3-17.7 |           4.01   78..1992
190.3-17.7 |           4.1    84..1511
190.3-17.7 |           4.20   82...363
190.3-17.7 |           5.45   71..9065
190.3-17.7 |           5.8    76..9034
190.3-17.7 |           5.83   75..9002
190.3-17.7 |           6.06   CKS91
193.6-09.5 |           2.70   84..4108
194.2+02.5 |           0.17   84..1007
194.2+02.5 |           1.50   84..4108
194.2+02.5 |           1.82   82...363
194.2+02.5 |           2.1    84..1511
194.2+02.5 |           2.16   71..9065
194.2+02.5 |           2.25   78..1992
194.2+02.5 |           2.76   CKS91
194.2+02.5 |           3.17   75..9002
194.2+02.5 |           3.4    76..9034
196.6-10.9 |           1.50   84..4108
196.6-10.9 |           2.1    78..1992
196.6-10.9 |           2.2    84..1511
196.6-10.9 |           2.20   71..9065
196.6-10.9 |           2.36   82...363
196.6-10.9 |           2.4    76..9034
196.6-10.9 |           2.48   75..9002
196.6-10.9 |           2.49   CKS91
196.6-10.9 |           4.65   84..1007
197.2-14.2 |           2.50   71..9065
197.2-14.2 |           3.0    84..1511
197.2-14.2 |           5.03  
197.2-14.2 |           5.76   CKS91
197.8+17.3 |           0.28   84..1007
197.8+17.3 |           0.94   78..1992
197.8+17.3 |           0.97   84..4108
197.8+17.3 |           1.09   71..9065
197.8+17.3 |           1.1    84..1511
197.8+17.3 |           1.17   75..9002
197.8+17.3 |           1.22   82...363
197.8+17.3 |           1.24   76..9034
197.8+17.3 |           1.25   CKS91
197.8-03.3 |           2.41   71..9065
197.8-03.3 |           2.56   82...363
197.8-03.3 |           2.8    84..1511
197.8-03.3 |           3.32   CKS91
198.6-06.3 |           1.70   84..4108
198.6-06.3 |           2.04   CKS91
198.6-06.3 |           2.08   82...363
198.6-06.3 |           2.16   75..9002
198.6-06.3 |           2.6    84..1511
200.7+08.4 |           2.20   71..9065
200.7+08.4 |           2.29   CKS91
200.7+08.4 |           3.2    84..1511
201.7+02.5 |           7.78   CKS91
204.0-08.5 |           0.78   71..9065
204.0-08.5 |           0.96   82...363
204.0-08.5 |           1.18   CKS91
204.0-08.5 |           1.8    84..1511
204.0-08.5 |         > 0.95   75..9002
204.1+04.7 |           0.33   71..9065
204.1+04.7 |           0.44   CKS91
204.1+04.7 |           0.45   82...363
204.1+04.7 |           0.48   84..4108
204.1+04.7 |           1.0    84..1511
205.1+14.2 |           0.21   78..1992
205.1+14.2 |           0.24   CKS91
205.1+14.2 |           0.25   82...363
205.1+14.2 |           0.26   84..4108
205.1+14.2 |           0.5    84..1511
206.4-40.5 |           1.18   84..1007
206.4-40.5 |           1.20   84..4108
206.4-40.5 |           1.55   78..1992
206.4-40.5 |           1.6    84..1511
206.4-40.5 |           1.70   82...363
206.4-40.5 |           2.14   71..9065
206.4-40.5 |           2.2    76..9034
206.4-40.5 |           2.20   75..9002
206.4-40.5 |           2.28   CKS91
208.5+33.2 |           1.48   71..9065
208.5+33.2 |           1.69   CKS91
208.5+33.2 |           3.1    84..1511
210.3+01.9 |           1.80   78..1992
210.3+01.9 |           2.16   71..9065
210.3+01.9 |           2.40   84..4108
210.3+01.9 |           3.10   82...363
210.3+01.9 |           3.39   CKS91
210.3+01.9 |           3.5    84..1511
211.2-03.5 |           1.60   84..4108
211.2-03.5 |           2.65   CKS91
211.2-03.5 |           3.0    84..1511
212.0+04.3 |           4.88   CKS91
212.0+04.3 |           5.60   78..1992
214.9+07.8 |           1.73   71..9065
214.9+07.8 |           1.80   84..4108
214.9+07.8 |           1.81   82...363
214.9+07.8 |           1.96   CKS91
214.9+07.8 |           3.0    84..1511
215.2-24.2 |           0.36   78..1992
215.2-24.2 |           0.38   84..4108
215.2-24.2 |           0.41   82...363
215.2-24.2 |           0.61   CKS91
215.2-24.2 |           0.8    84..1511
215.2-24.2 |           1.71   71..9065
215.2-24.2 |           1.80   76..9034
215.2-24.2 |           1.92   75..9002
215.2-24.2 |           5.74   84..1007
215.5-30.8 |           0.21   82...363
215.5-30.8 |           0.22   CKS91
215.5-30.8 |           0.23   84..4108
215.5-30.8 |           0.26   78..1992
215.5-30.8 |           0.29   71..9065
215.5-30.8 |           0.5    84..1511
215.6+03.6 |           1.10   84..4108
215.6+03.6 |           1.15   78..1992
215.6+03.6 |           1.28   75..9002
215.6+03.6 |           1.30   82...363
215.6+03.6 |           1.36   76..9034
215.6+03.6 |           1.36   CKS91
215.6+03.6 |           1.4    71..9065
215.6+03.6 |           1.5    84..1511
215.6+11.1 |           0.67   71..9065
215.6+11.1 |           2.1    84..1511
216.0-00.2 |           1.30   71..9065
216.0-00.2 |           1.57   CKS91
216.0-00.2 |           1.7    84..1511
217.1+14.7 |           0.35   71..9065
217.1+14.7 |           0.36   78..1992
217.1+14.7 |           0.49   76..9034
217.1+14.7 |           0.49   82...363
217.1+14.7 |           0.51   75..9002
217.1+14.7 |           0.52   84..4108
217.1+14.7 |           0.53   CKS91
217.1+14.7 |           0.9    84..1511
219.1+31.2 |           0.21   71..9065
219.1+31.2 |           0.23   CKS91
219.1+31.2 |           0.5    84..1511
220.3-53.9 |           0.26   78..1992
220.3-53.9 |           0.26   82...363
220.3-53.9 |           0.28   75..9002
220.3-53.9 |           0.28   84..4108
220.3-53.9 |           0.30   76..9034
220.3-53.9 |           0.34   71..9065
220.3-53.9 |           0.35   CKS91
220.3-53.9 |           0.5    84..1511
220.3-53.9 |           0.93   84..1007
221.3-12.3 |           1.20   84..4108
221.3-12.3 |           1.37   82...363
221.3-12.3 |           1.9    84..1511
221.3-12.3 |           2.03   CKS91
221.3-12.3 |           3.1    78..1992
221.3-12.3 |           3.54   75..9002
221.3-12.3 |           3.6    76..9034
221.3-12.3 |           5.91   84..1007
221.3-12.3 |    3.1  - 3.9    71..9065
221.7+05.3 |           1.89   82...363
221.7+05.3 |           2.5    84..1511
221.7+05.3 |           3.43   78..1992
221.7+05.3 |           3.46   71..9065
221.7+05.3 |           5.75   CKS91
221.7+05.3 |         > 4.62   75..9002
224.3+15.3 |           0.75   CKS91
224.3+15.3 |           1.04   71..9065
224.3+15.3 |           2.1    84..1511
224.9+01.0 |           3.20   CKS91
226.7+05.6 |           3.00   84..4108
226.7+05.6 |           3.45   82...363
226.7+05.6 |           5.5    84..1511
226.7+05.6 |           8.4    78..1992
226.7+05.6 |           9.56   76..9034
226.7+05.6 |           9.79   75..9002
228.8+05.3 |           3.20   84..4108
228.8+05.3 |           3.69   82...363
228.8+05.3 |           5.8    84..1511
228.8+05.3 |           7.36   CKS91
228.8+05.3 |           8.7    78..1992
228.8+05.3 |           9.91   76..9034
228.8+05.3 |          10.15   75..9002
229.6-02.7 |           1.56   71..9065
229.6-02.7 |           2.1    84..1511
231.4+04.3 |           1.76   78..1992
231.4+04.3 |           2.1    84..1511
231.4+04.3 |           2.11   71..9065
231.4+04.3 |           2.58   82...363
231.4+04.3 |           4.39   CKS91
231.8+04.1 |           0.90   78..1992
231.8+04.1 |           0.98   71..9065
231.8+04.1 |           1.00   84..4108
231.8+04.1 |           1.15   76..9034
231.8+04.1 |           1.17   75..9002
231.8+04.1 |           1.17   82...363
231.8+04.1 |           1.20   CKS91
231.8+04.1 |           1.5    84..1511
232.4-01.8 |           3.00   84..4108
232.4-01.8 |           4.3    78..1992
232.4-01.8 |           4.5    84..1511
232.4-01.8 |           4.90   76..9034
232.4-01.8 |           4.93   82...363
232.4-01.8 |           5.01   75..9002
232.8-04.7 |           2.12   CKS91
232.8-04.7 |           4.45   78..1992
233.5-16.3 |           2.10   84..4108
233.5-16.3 |           2.41   82...363
233.5-16.3 |           3.1    84..1511
233.5-16.3 |           3.37   71..9065
233.5-16.3 |           3.66   CKS91
234.3-06.6 |           1.67   71..9065
234.3-06.6 |           2.4    84..1511
234.8+02.4 |           0.74   84..4108
234.8+02.4 |           0.9    71..9065
234.8+02.4 |           1.01   82...363
234.8+02.4 |           1.1    84..1511
234.8+02.4 |           1.13   78..1992
234.8+02.4 |           1.13   84..1007
234.8+02.4 |           1.34   CKS91
234.8+02.4 |           1.35   75..9002
234.8+02.4 |           1.38   76..9034
234.9-01.4 |           3.95   CKS91
234.9-01.4 |           5.11   78..1992
235.3-03.9 |           3.75   CKS91
236.7+03.5 |           2.2    71..9065
236.7+03.5 |           2.50   84..4108
236.7+03.5 |           2.63   CKS91
236.7+03.5 |           2.64   82...363
236.7+03.5 |           3.9    84..1511
238.0+34.8 |           0.58   78..1992
238.0+34.8 |           0.61   71..9065
238.0+34.8 |           0.69   82...363
238.0+34.8 |           0.74   84..4108
238.0+34.8 |           0.75   CKS91
238.0+34.8 |           0.78   76..9034
238.0+34.8 |           0.80   75..9002
238.0+34.8 |           1.6    84..1511
238.9+07.3 |           3.34   CKS91
239.6+13.9 |           1.24   84..1007
239.6+13.9 |           1.66   78..1992
239.6+13.9 |           1.70   84..4108
239.6+13.9 |           1.81   71..9065
239.6+13.9 |           1.99   82...363
239.6+13.9 |           2.04   75..9002
239.6+13.9 |           2.15   76..9034
239.6+13.9 |           2.19   CKS91
239.6+13.9 |           2.6    84..1511
240.3+07.0 |           7.74   CKS91
240.3-07.6 |           3.2    84..1511
240.3-07.6 |           4.12   78..1992
240.3-07.6 |           8.82   CKS91
240.3-07.6 |    3.9  - 5.0    71..9065
241.0+02.3 |           2.53   71..9065
241.0+02.3 |           2.73   78..1992
241.0+02.3 |           3.20   84..4108
241.0+02.3 |           4.06   75..9002
241.0+02.3 |           4.38   82...363
241.0+02.3 |           4.6    84..1511
242.6-11.6 |           2.90   84..4108
242.6-11.6 |           3.48   78..1992
242.6-11.6 |           3.86   71..9065
242.6-11.6 |           4.04   82...363
242.6-11.6 |           4.3    84..1511
242.6-11.6 |           4.53   76..9034
242.6-11.6 |           4.53   CKS91
242.6-11.6 |           4.64   75..9002
243.3-01.0 |           1.7    71..9065
243.3-01.0 |           1.80   84..4108
243.3-01.0 |           2.44   84..1007
243.3-01.0 |           2.61   82...363
243.3-01.0 |           2.65   78..1992
243.3-01.0 |           2.7    84..1511
243.3-01.0 |           2.81   75..9002
243.3-01.0 |           2.82   76..9034
244.5+12.5 |           0.42   71..9065
244.5+12.5 |           0.8    84..1511
245.4+01.6 |           2.50   78..1992
245.4+01.6 |           3.0    71..9065
245.4+01.6 |           3.20   84..4108
245.4+01.6 |           4.48   82...363
245.4+01.6 |           4.9    84..1511
245.4+01.6 |           7.14   CKS91
248.7+29.5 |           0.67   71..9065
248.7+29.5 |           0.72   CKS91
248.7+29.5 |           1.4    84..1511
248.8-08.5 |           3.6    84..1511
248.8-08.5 |           5.2    71..9065
248.8-08.5 |           6.9    CKS91
249.3-05.4 |           1.63   71..9065
249.3-05.4 |           2.0    84..1511
249.3-05.4 |           2.14   82...363
249.3-05.4 |           2.27   CKS91
250.3+00.1 |           1.84   71..9065
250.3+00.1 |           2.0    84..1511
250.3+00.1 |           3.34   CKS91
251.1-01.5 |           3.50   CKS91
252.6+04.4 |           1.70   71..9065
252.6+04.4 |           1.9    84..1511
252.6+04.4 |           2.19   82...363
252.6+04.4 |           2.34   CKS91
252.6+04.4 |         > 2.00   75..9002
253.5+10.7 |           2.2    71..9065
253.5+10.7 |           3.3    84..1511
253.9+05.7 |           1.60   84..4108
253.9+05.7 |           1.98   78..1992
253.9+05.7 |           2.02   82...363
253.9+05.7 |           2.6    84..1511
253.9+05.7 |           3.29   CKS91
253.9+05.7 |    2.62 - 2.72   71..9065
258.1-00.3 |           0.8    84..1511
258.1-00.3 |           1.20   84..4108
258.1-00.3 |           1.84   CKS91
258.1-00.3 |           3.63   71..9065
259.1+00.9 |           0.88   CKS91
259.1+00.9 |           1.11   71..9065
259.1+00.9 |           1.2    84..1511
261.0+32.0 |           0.52   84..4108
261.0+32.0 |           0.54   84..1007
261.0+32.0 |           0.73   82...363
261.0+32.0 |           0.8    84..1511
261.0+32.0 |           0.81   78..1992
261.0+32.0 |           1.03   75..9002
261.0+32.0 |           1.08   CKS91
261.0+32.0 |           1.1    76..9034
261.0+32.0 |    0.86 - 1.08   71..9065
261.6+03.0 |           1.40   84..4108
261.6+03.0 |           1.74   71..9065
261.6+03.0 |           1.98   CKS91
261.6+03.0 |           2.1    84..1511
261.6+03.0 |           2.14   CKS91
261.6+03.0 |           2.28   82...363
261.9+08.5 |           1.4    71..9065
261.9+08.5 |           1.46   78..1992
261.9+08.5 |           1.60   84..4108
261.9+08.5 |           1.72   75..9002
261.9+08.5 |           2.02   82...363
261.9+08.5 |           2.07   76..9034
261.9+08.5 |           2.22   84..1007
261.9+08.5 |           2.3    84..1511
263.0-05.5 |           2.50   84..4108
263.0-05.5 |           2.78   82...363
263.0-05.5 |           4.40   CKS91
263.0-05.5 |           4.7    84..1511
263.0-05.5 |           9.06   76..9034
263.0-05.5 |           9.24   75..9002
263.0-05.5 |          10.76   71..9065
264.1-08.1 |           1.66   82...363
264.1-08.1 |           1.7    71..9065
264.1-08.1 |           1.78   76..9034
264.1-08.1 |           1.82   75..9002
264.1-08.1 |           2.10   84..4108
264.1-08.1 |           3.2    84..1511
264.4-12.7 |           3.00   84..4108
264.4-12.7 |           3.38   82...363
264.4-12.7 |           5.4    84..1511
264.4-12.7 |           9.56   76..9034
264.4-12.7 |           9.79   75..9002
264.4-12.7 |          11.54   71..9065
265.7+04.1 |           1.40   84..4108
265.7+04.1 |           1.8    84..1511
265.7+04.1 |           1.88   82...363
265.7+04.1 |           2.54   78..1992
265.7+04.1 |           2.62   75..9002
265.7+04.1 |           3.02   CKS91
265.7+04.1 |           3.1    76..9034
265.7+04.1 |           6.65   84..1007
265.7+04.1 |    2.0  - 2.8    71..9065
269.7-03.6 |           2.00   84..4108
269.7-03.6 |           2.36   82...363
269.7-03.6 |           3.2    84..1511
269.7-03.6 |           3.7    71..9065
269.7-03.6 |           3.73   CKS91
272.1+12.3 |           0.80   84..4108
272.1+12.3 |           0.85   78..1992
272.1+12.3 |           1.03   82...363
272.1+12.3 |           1.06   75..9002
272.1+12.3 |           1.1    84..1511
272.1+12.3 |           1.24   76..9034
272.1+12.3 |           1.25   CKS91
272.1+12.3 |    0.7  - 1.5    71..9065
273.2-03.7 |           3.1    84..1511
273.2-03.7 |           3.6    78..1992
273.2-03.7 |           3.8    71..9065
274.6+02.1 |           4.67   82...363
274.6+02.1 |           5.9    84..1511
274.6+02.1 |           6.62   CKS91
274.6+02.1 |           7.63   76..9034
274.6+02.1 |           7.81   75..9002
274.6+03.5 |           2.3    84..1511
274.6+03.5 |           2.51   71..9065
274.6+03.5 |           2.98   CKS91
275.0-04.1 |           1.90   84..4108
275.0-04.1 |           2.51   82...363
275.0-04.1 |           2.9    84..1511
275.0-04.1 |           3.5    71..9065
275.0-04.1 |           3.65   CKS91
275.0-04.1 |           3.73   76..9034
275.0-04.1 |           3.82   75..9002
275.0-04.1 |           4.84   84..1007
275.2-02.9 |           3.10   84..4108
275.2-02.9 |           3.8    71..9065
275.2-02.9 |           4.7    84..1511
275.2-02.9 |           5.03   CKS91
275.2-02.9 |           5.12   82...363
275.2-03.7 |           0.77   CKS91
275.3-04.7 |           4.65   82...363
275.3-04.7 |           7.2    84..1511
275.3-04.7 |           7.30   CKS91
275.3-04.7 |          12.44   76..9034
275.3-04.7 |          12.69   75..9002
275.3-04.7 |          13.32   71..9065
275.5-01.3 |           1.9    84..1511
275.5-01.3 |           4.03   71..9065
275.8-02.9 |           2.70   84..4108
275.8-02.9 |           2.8    71..9065
275.8-02.9 |           3.96   CKS91
275.8-02.9 |           4.0    84..1511
275.8-02.9 |           4.04   82...363
277.1-03.8 |           0.86   82...363
277.1-03.8 |           0.88   78..1992
277.1-03.8 |           0.94   84..4108
277.1-03.8 |           1.0    CKS91
277.1-03.8 |           1.01   76..9034
277.1-03.8 |           1.03   71..9065
277.1-03.8 |           1.03   75..9002
277.1-03.8 |           1.5    84..1511
278.1-05.9 |           0.99   84..4108
278.1-05.9 |           1.22   82...363
278.1-05.9 |           1.6    84..1511
278.1-05.9 |           1.65   78..1992
278.1-05.9 |           1.83   CKS91
278.1-05.9 |           2.21   75..9002
278.1-05.9 |           2.30   76..9034
278.1-05.9 |           2.64   84..1007
278.1-05.9 |    1.9  - 2.3    71..9065
278.5-04.5 |           2.06   71..9065
278.5-04.5 |           2.2    84..1511
278.6-06.7 |           1.96   CKS91
278.6-06.7 |           2.01   76..9034
278.6-06.7 |           2.04   82...363
278.6-06.7 |           2.06   75..9002
278.6-06.7 |           4.7    84..1511
278.8+04.9 |           2.60   84..4108
278.8+04.9 |           4.0    84..1511
278.8+04.9 |           4.01   78..1992
278.8+04.9 |           4.29   82...363
278.8+04.9 |           4.38   CKS91
278.8+04.9 |           4.40   76..9034
278.8+04.9 |           4.49   75..9002
278.8+04.9 |           4.81   71..9065
279.6-03.1 |           1.70   84..4108
279.6-03.1 |           2.18   82...363
279.6-03.1 |           2.40   CKS91
279.6-03.1 |           2.7    84..1511
281.0-05.6 |           0.75   84..4108
281.0-05.6 |           0.83   82...363
281.0-05.6 |           1.30   CKS91
281.0-05.6 |           1.33   78..1992
281.0-05.6 |           2.0    84..1511
281.0-05.6 |           6.74   71..9065
281.0-05.6 |           7.91   76..9034
281.0-05.6 |           8.10   75..9002
282.9+03.8 |           4.90   71..9065
282.9+03.8 |           5.1    84..1511
283.3+03.9 |           2.8    84..1511
283.3+03.9 |           3.1    78..1992
283.3+03.9 |           3.79   71..9065
283.3+03.9 |           5.1    CKS91
283.3+03.9 |         > 3.41   75..9002
283.6+25.3 |           1.00   CKS91
283.8+02.2 |           2.10   84..4108
283.8+02.2 |           2.62   82...363
283.8+02.2 |           3.4    84..1511
283.8+02.2 |           4.16   CKS91
283.8+02.2 |           4.25   71..9065
283.8+02.2 |           4.84   76..9034
283.8+02.2 |           4.96   75..9002
283.8-04.2 |           3.4    84..1511
283.8-04.2 |           3.69   78..1992
283.8-04.2 |           4.43   71..9065
283.9-01.8 |           1.9    84..1511
283.9-01.8 |           2.35   71..9065
285.4+01.5 |           2.2    84..1511
285.4+01.5 |           2.22   CKS91
285.4+01.5 |           7.79   71..9065
285.4-05.3 |           1.70   84..4108
285.4-05.3 |           1.79   82...363
285.4-05.3 |           2.62   CKS91
285.4-05.3 |           2.8    84..1511
285.4-05.3 |           3.0    78..1992
285.4-05.3 |           3.95   76..9034
285.4-05.3 |           4.10   75..9002
285.4-05.3 |    1.0  - 1.1    71..9065
285.6-02.7 |           2.0    84..1511
285.6-02.7 |         > 5.15   75..9002
285.7+01.2 |           2.1    84..1511
285.7+01.2 |           5.20   71..9065
285.7-14.9 |           1.90   84..4108
285.7-14.9 |           2.54   82...363
285.7-14.9 |           2.81   78..1992
285.7-14.9 |           2.9    84..1511
285.7-14.9 |           3.95   CKS91
285.7-14.9 |           4.01   76..9034
285.7-14.9 |           4.17   75..9002
285.7-14.9 |    3.5  - 4.2    71..9065
286.0-06.5 |           3.6    84..1511
286.0-06.5 |         > 4.46   75..9002
286.3+02.8 |           2.6    84..1511
286.3+02.8 |           2.97   71..9065
286.3-04.8 |           1.70   84..4108
286.3-04.8 |           2.3    78..1992
286.3-04.8 |           2.5    84..1511
286.3-04.8 |           2.50   82...363
286.3-04.8 |           3.0    76..9034
286.3-04.8 |           3.22   75..9002
286.3-04.8 |           4.58   84..1007
286.3-04.8 |    2.2  - 3.1    71..9065
288.4+00.3 |           2.2    84..1511
288.4+00.3 |           2.36   71..9065
288.4-02.4 |           3.10   84..4108
288.4-02.4 |           3.5    71..9065
288.4-02.4 |           4.60   82...363
288.4-02.4 |           4.7    84..1511
288.8-05.2 |           2.00   84..4108
288.8-05.2 |           2.97   82...363
288.8-05.2 |           3.0    84..1511
288.8-05.2 |           4.34   CKS91
288.8-05.2 |           4.52   71..9065
289.6-01.6 |           2.2    84..1511
289.6-01.6 |           2.58   71..9065
289.8+07.7 |           4.60   84..4108
289.8+07.7 |           5.73   82...363
289.8+07.7 |           7.8    84..1511
289.8+07.7 |          11.48   76..9034
289.8+07.7 |          11.76   75..9002
289.8+07.7 |          16.72   71..9065
290.1-00.4 |           2.0    84..1511
290.1-00.4 |           2.50   71..9065
290.5+07.9 |           1.50   84..4108
290.5+07.9 |           2.0    78..1992
290.5+07.9 |           2.16   82...363
290.5+07.9 |           2.28   75..9002
290.5+07.9 |           2.4    84..1511
290.5+07.9 |           3.1    CKS91
290.5+07.9 |           3.10   76..9034
290.5+07.9 |    1.6  - 2.4    71..9065
291.6-04.8 |           1.1    78..1992
291.6-04.8 |           1.10   84..4108
291.6-04.8 |           1.19   82...363
291.6-04.8 |           1.87   CKS91
291.6-04.8 |           2.1    84..1511
291.6-04.8 |           3.11   71..9065
291.6-04.8 |           4.84   76..9034
291.6-04.8 |           4.95   75..9002
291.7+03.7 |           4.6    84..1511
291.7+03.7 |           4.78   78..1992
291.7+03.7 |           5.74   71..9065
292.4+04.1 |           3.10   84..4108
292.4+04.1 |           3.99   82...363
292.4+04.1 |           5.1    84..1511
292.4+04.1 |           6.31   CKS91
292.4+04.1 |           6.66   71..9065
292.4+04.1 |           7.19   76..9034
292.4+04.1 |           7.36   75..9002
292.6+01.2 |           1.27   82...363
292.6+01.2 |           1.30   78..1992
292.6+01.2 |           1.31   71..9065
292.6+01.2 |           1.60   84..4108
292.6+01.2 |           1.60   CKS91
292.6+01.2 |           1.62   76..9034
292.6+01.2 |           1.65   75..9002
292.6+01.2 |           2.0    84..1511
292.8+01.1 |           2.50   84..4108
292.8+01.1 |           4.3    84..1511
292.8+01.1 |         > 6.77   75..9002
293.6+01.2 |           1.88   71..9065
293.6+01.2 |           1.9    84..1511
293.6+10.9 |           1.00   78..1992
293.6+10.9 |           1.10   75..9002
294.1+43.6 |           0.66   84..4108
294.1+43.6 |           0.72   75..9002
294.1+43.6 |           0.78   78..1992
294.1+43.6 |           0.88   CKS91
294.1+43.6 |           0.9    84..1511
294.1+43.6 |           0.91   82...363
294.1+43.6 |           0.92   76..9034
294.1+43.6 |           1.0    71..9065
294.1+43.6 |           1.92   84..1007
294.6+04.7 |           0.54   84..4108
294.6+04.7 |           0.58   82...363
294.6+04.7 |           0.78   78..1992
294.6+04.7 |           0.9    84..1511
294.6+04.7 |           1.01   CKS91
294.6+04.7 |           1.7    76..9034
294.6+04.7 |           1.77   75..9002
294.6+04.7 |           3.95   84..1007
294.6+04.7 |    1.4  - 1.5    71..9065
294.9-04.3 |           5.1    84..1511
296.3-03.0 |           1.80   84..4108
296.3-03.0 |           2.01   82...363
296.3-03.0 |           3.17   CKS91
296.3-03.0 |           3.4    84..1511
296.3-03.0 |           4.7    71..9065
296.4-06.9 |           7.8    84..1511
296.6-20.0 |           1.70   84..4108
296.6-20.0 |           1.9    76..9034
296.6-20.0 |           1.97   75..9002
296.6-20.0 |           1.99   82...363
296.6-20.0 |           2.4    84..1511
296.6-20.0 |    1.5  - 1.8    71..9065
297.4+03.7 |           3.8    84..1511
297.4+03.7 |           8.85   71..9065
298.1-00.7 |           0.33   84..4108
298.1-00.7 |           0.6    84..1511
298.1-00.7 |           1.33   CKS91
298.2-01.7 |           1.6    84..1511
298.2-01.7 |           2.29   71..9065
298.3-04.8 |           1.34   78..1992
298.3-04.8 |           1.45   82...363
298.3-04.8 |           1.50   84..4108
298.3-04.8 |           1.58   76..9034
