3.2 * 1927          0.0740     -21.   229.   122.
3.2   1939          0.0883     -30.   262.   149.
3.2   2021          0.0994     -43.   270.   193.
3.3 * 2056          0.0763      -9.   208.   168.
3.3 * 2061          0.0768       2.   209.   170.
3.3 * 2065          0.0721     -11.   196.   162.
3.3 * 2067          0.0732       3.   199.   164.
3.3 * 2079          0.0662      -5.   179.   154.
3.3 * 2089          0.0743      -9.   195.   174.
3.3 * 2092          0.0669       5.   178.   158.
3.3 * 2124          0.0654      26.   168.   160.
3.3   2177          0.0769     -12.   163.   214.
3.3 * 1521.0+2835   0.0829      -9.   221.   183.
3.4   2108          0.0919     -65.   218.   215.
3.4   2110          0.0978       5.   241.   226.
3.4   2142          0.0899     -11.   208.   227.
3.4   2159          0.0979     -67.   198.   256.
3.4   2175          0.0978       8.   204.   260.
3.4   2178          0.0928     -20.   189.   252.
3.4   2244          0.0970      43.   164.   281.
3.4   2249          0.0809      41.   135.   243.
3.4   2253          0.0884      67.   145.   258.
3.4   1550.0+2019   0.0899     -50.   206.   223.
4.1 *  754          0.0528     -36.    99.  -161.
4.1 *  780          0.0545     -49.   103.  -163.
4.1 *  838          0.0502     -33.   117.  -139.
4.1 *  957          0.0440     -32.   123.  -102.
4.1 *  978          0.0527     -57.   139.  -121.
4.1 *  979          0.0550     -63.   142.  -127.
4.1    992          0.0533      22.   171.   -90.
4.1 *  993          0.0533     -53.   143.  -120.
4.1 *  999          0.0318      -1.   103.   -62.
4.1 * 1016          0.0321      -5.   104.   -63.
4.1 * 1069          0.0630     -82.   167.  -129.
4.1   1100          0.0464      16.   159.   -62.
4.1 * 1139          0.0386     -36.   123.   -67.
4.1 * 1142          0.0353     -15.   121.   -53.
4.1 * 1177          0.0316       6.   114.   -36.
4.1 * 1185          0.0304      18.   111.   -28.
4.1   1213          0.0468      27.   166.   -38.
4.1   1216          0.0524     -71.   159.   -80.
4.1 * 1228          0.0350      30.   127.   -22.
4.1 * 1257          0.0339      30.   123.   -18.
4.1 * 1267          0.0321      12.   118.   -24.
4.1   1308          0.0481     -69.   150.   -63.
4.1 * 1314          0.0341      55.   116.    -2.
4.1   1334          0.0559     -83.   173.   -68.
4.1 * 1367          0.0215      -3.    81.   -15.
4.1 * 1656          0.0232       1.    88.    13.
4.2   1020          0.0650     -12.   198.  -120.
4.2   1032          0.0794     -43.   227.  -152.
4.2   1145          0.0677      -4.   225.   -87.
4.2   1149          0.0710     -41.   225.  -104.
4.2   1171          0.0704     -61.   218.  -105.
4.2   1238          0.0716     -76.   222.   -94.
4.2   1337          0.0826     -53.   271.   -74.
4.2   1346          0.0970     -85.   304.   -91.
4.2   1356          0.0698     -46.   235.   -61.
4.2   1362          0.0966     -77.   306.   -84.
4.2   1371          0.0673     -26.   233.   -49.
4.2   1385          0.0831     -51.   276.   -63.
4.2   1390          0.0796     -47.   267.   -58.
4.2   1474          0.0791     -42.   271.   -33.
4.2   1526          0.0797     -53.   272.   -19.
4.2   1541          0.0892     -85.   293.   -22.
4.2   1552          0.0845     -68.   284.   -14.
4.2   1569          0.0784     -44.   270.     1.
4.2   1589          0.0718     -34.   251.     8.
4.2   1638          0.0621     -31.   220.    19.
4.3    744          0.0729      54.   177.  -179.
4.3    763          0.0840      55.   203.  -200.
4.3    819          0.0759      14.   192.  -183.
4.3    858          0.0881      -9.   221.  -207.
4.3    912          0.0888     -48.   223.  -202.
4.3    933          0.0958     -53.   244.  -208.
4.3    954          0.0922     -58.   239.  -196.
5.1    757          0.0517     114.   137.   -63.
5.1   1003          0.0520      95.   160.   -37.
5.1   1169          0.0582      82.   192.   -26.
5.1 * 1218          0.0792     134.   241.    -9.
5.1 * 1270          0.0689     124.   211.     3.
5.1   1275          0.0603      55.   209.   -26.
5.1 * 1291          0.0530     102.   164.     7.
5.1 * 1318          0.0566     105.   176.     7.
5.1 * 1377          0.0514      96.   161.    12.
5.1 * 1383          0.0603     108.   188.    13.
5.1 * 1400          0.0778     136.   235.    19.
5.1 * 1436          0.0646     117.   198.    23.
5.1 * 1452          0.0631     100.   202.    18.
5.1   1461          0.0537      59.   187.     6.
5.1 * 1468          0.0844     127.   262.    24.
5.1 * 1507          0.0592     117.   176.    33.
5.1 * 1534          0.0698     139.   200.    44.
5.1 * 1616          0.0833     131.   250.    59.
5.1 * 1767          0.0701     123.   201.    79.
5.1 * 1783          0.0766     117.   224.    90.
5.1   1904          0.0708      78.   211.   110.
5.2    834          0.0707     187.   166.    -9.
5.2 *  945          0.0917     231.   211.    10.
5.2 * 1186          0.0791     209.   175.    44.
5.2 * 1254          0.0628     160.   155.    31.
5.2 * 1279          0.0551     134.   147.    23.
5.2 * 1412          0.0839     209.   193.    55.
5.2   1496          0.0941     172.   265.    46.
5.2 * 1500          0.0720     184.   167.    54.
5.2 * 1681          0.0908     210.   213.    84.
5.2 * 1741          0.0745     175.   179.    77.
5.2 * 1851          0.0864     199.   197.   101.
5.2   1859          0.0988     166.   260.   126.
5.2 * 1101.0+7042   0.0843     209.   201.    31.
        21          0.0948     247.  -189.    82.
       102          0.0657     108.  -208.     8.
       116          0.0669     109.  -212.    -0.
       134          0.0694     102.  -224.   -11.
       272          0.0877     268.  -136.   -17.
       278          0.0896     269.  -145.   -23.
       358          0.0576      62.  -177.   -92.
       376          0.0489     166.   -60.   -35.
       399          0.0715     174.  -150.  -106.
       401          0.0748     183.  -154.  -110.
       404          0.0632     215.   -55.   -45.
       407          0.0470     159.   -55.   -44.
       410          0.0897     173.  -204.  -152.
       415          0.0788      87.  -209.  -156.
       419          0.0406      18.  -121.   -90.
       423          0.0797      87.  -208.  -162.
       449          0.0803     268.    76.    26.
       450          0.0607     174.   -81.  -105.
       465          0.0855     171.  -150.  -187.
       478          0.0900     192.  -124.  -207.
       480          0.0473      85.   -83.  -128.
       484          0.0386      51.   -77.  -111.
       496          0.0320      30.   -61.  -100.
       500          0.0666      22.  -127.  -200.
       505          0.0543     182.    73.    24.
       509          0.0836     137.  -102.  -233.
       514          0.0731      29.  -128.  -222.
       526          0.0541     100.   -56.  -160.
       527          0.0794     261.    92.     5.
       533          0.0472      11.   -80.  -154.
       539          0.0205      40.   -17.   -66.
       548          0.0410      -7.   -49.  -145.
       553          0.0670     205.    70.  -101.
       559          0.0757     240.   113.   -21.
       564          0.0779     242.   123.   -21.
       566          0.0984     289.   151.   -63.
       568          0.0751     177.   102.  -167.
       569          0.0196      60.    33.   -33.
       576          0.0381     117.    69.   -45.
       582          0.0581     148.    99.  -111.
       592          0.0624      63.    83.  -198.
       595          0.0666     181.   128.   -86.
       623          0.0871      24.   114.  -276.
       628          0.0835     164.   167.  -170.
       634          0.0267      79.    60.   -26.
       644          0.0704     -11.    92.  -232.
       671          0.0494      86.   112.  -113.
       680          0.0790     149.   179.  -148.
       690          0.0788     119.   178.  -172.
       695          0.0687     116.   161.  -142.
       779          0.0226      37.    66.   -43.
       924          0.0989     122.   285.  -122.
       991          0.0880      27.   265.  -144.
      1035          0.0792     107.   245.   -70.
      1097          0.0793      65.   257.   -80.
      1126          0.0852      -1.   271.  -113.
      1187          0.0791      89.   258.   -42.
      1190          0.0794      94.   257.   -39.
      1365          0.0763      38.   263.   -30.
      1399          0.0913    -127.   271.   -87.
      1609          0.0891      -2.   304.    27.
      1630          0.0649     -86.   215.     2.
      1631          0.0508    -122.   139.   -15.
      1644          0.0449    -114.   120.   -12.
      1650          0.0845    -139.   257.     2.
      1651          0.0825    -147.   246.    -0.
      1736          0.0350    -108.    76.    -1.
      1750          0.0860    -150.   252.    42.
      1773          0.0776    -123.   235.    56.
      1809          0.0788    -114.   240.    73.
      1836          0.0363     -90.    98.    29.
      1837          0.0376     -92.   102.    31.
      2028          0.0772    -105.   197.   152.
      2029          0.0767    -112.   192.   151.
      2033          0.0821    -116.   204.   161.
      2048          0.0945    -140.   223.   184.
      2168          0.0619      94.   141.   144.
      2184          0.0550      73.   125.   138.
      2198          0.0798      74.   171.   207.
      2241          0.0635      24.   115.   195.
      2247          0.0392     115.    70.    57.
      2248          0.0663     176.   117.   107.
      2250          0.0654      54.   115.   196.
      2255          0.0800     166.   141.   173.
      2256          0.0601     165.   104.    94.
      2271          0.0568     156.    98.    92.
      2295          0.0508     127.    81.   109.
      2296          0.0617     170.    99.   102.
      2301          0.0874     210.   125.   175.
      2319          0.0564      94.    29.   179.
      0022.2-5712   0.0450     -83.  -142.   -26.
      0035.0-0126   0.0735     106.  -236.    18.
      0258.3-3714   0.0360     -16.  -111.   -76.
      0317.9-5403   0.0550     -80.  -146.  -111.
      0329.2-5247   0.0569     -79.  -148.  -120.
      0341.9-5349   0.0575     -84.  -144.  -125.
      0427.8-5350   0.0384     -61.   -87.   -97.
      0430.5-6135   0.0545    -107.  -115.  -121.
      0600.2-4002   0.0490     -53.   -62.  -160.
      0608.5-3335   0.0350     -27.   -37.  -123.
      0626.5-5422   0.0502     -98.   -63.  -143.
      0820.0+0647   0.0809      44.   139.  -241.
      0935.6-2007   0.0335     -51.    61.   -98.
      1251.6-2845   0.0553    -162.   116.   -27.
      1326.0-3100   0.0479    -151.    92.    -3.
      1843.0+4530   0.0918     135.    79.   271.
    + 2006.0-5639   0.0585    -162.  -123.    59.
    + 2029.1-6312   0.0763    -210.  -161.    42.
    + 2035.9-6132   0.0709    -192.  -155.    44.
    + 2047.8-5255   0.0446    -113.  -110.    49.
    + 2048.7-5208   0.0467    -116.  -116.    53.
      2059.0-2813   0.0379     -54.  -101.    85.
    + 2104.0-3955   0.0520     -99.  -138.    85.
      2104.3-2541   0.0385     -48.  -103.    88.
    + 2113.1-5937   0.0588    -151.  -145.    35.
    + 2126.1-5102   0.0797    -170.  -207.    74.
    + 2130.7-6215   0.0555    -144.  -139.    22.
    + 2131.0-5351   0.0772    -171.  -200.    60.
      2137.0-2245   0.0331     -28.   -99.    71.
    + 2142.1-5150   0.0535    -117.  -150.    45.
    + 2143.1-5732   0.0743    -172.  -193.    40.
    + 2147.0-5533   0.0675    -152.  -181.    42.
    + 2150.6-5805   0.0760    -174.  -198.    36.
    + 2152.3-5549   0.0376     -89.  -107.    23.
    + 2156.5-5624   0.0754    -167.  -202.    39.
      2158.2-6011   0.0996    -224.  -248.    33.
    + 2201.1-5822   0.0405     -97.  -114.    17.
    + 2201.2-5019   0.0365     -76.  -110.    29.
    + 2212.7-5148   0.0680    -135.  -196.    41.
    + 2213.5-5250   0.0532    -110.  -157.    31.
    + 2218.2-5523   0.0396     -88.  -118.    18.
    + 2221.0-5644   0.0590    -129.  -168.    21.
    + 2222.4-5605   0.0789    -164.  -219.    29.
    + 2228.5-5500   0.0752    -152.  -214.    28.
    + 2231.8-5243   0.0554    -110.  -167.    25.
      2244.0+3925   0.0820     211.  -102.   161.
      2339.0+2632   0.0952     226.  -193.   127.
      2356.0-6112   0.0959    -186.  -264.   -40.
