notRadio,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,n_RAh,F6cm,r_F6cm,F11cm,r_F11cm,l_z,z,Sp,n_Vmag,Vmag,B-V,U-B,Mabs,FC,r_Vmag,r_z,RA1950h,RA1950m,RA1950s,DE1950-,DE1950d,DE1950m,DE1950s
*,1055.9+016,10,58,25.4,--,1,22,23,--,--,--,--,--,--,0.497,--,--,19.7,--,--,-22.8,--,--,464,10,55,51.2,--,1,38,28
*,Ton 47,10,58,27.0,--,22,35,34,O,--,--,--,--,--,0.094,S1,--,16.3,--,--,-22.5,577,--,577,10,55,45.7,--,22,51,38
*,2QZ J105828-0114,10,58,28.5,-,1,14,36,O,--,--,--,--,--,0.395,S1,*,20.72,--,-1.48,-21.3,--,487,487,10,55,55.1,-,0,58,31
*,SBS 1055+605,10,58,30.1,--,60,16,0,O,--,--,--,--,--,0.149,S1n,--,17.0,--,--,-22.8,--,--,802,10,55,24.4,--,60,32,4
*,2QZ J105832+0026,10,58,32.2,--,0,26,4,O,--,--,--,--,--,0.706,S1,*,20.44,--,-0.62,-22.9,--,487,487,10,55,58.3,--,0,42,9
*,RXS J10586-0248,10,58,41.8,-,2,48,57,--,--,--,--,--,--,0.074,S1,--,15.39,--,--,-22.9,--,--,55,10,56,8.9,-,2,32,52
*,2QZ J105843+0103,10,58,43.6,--,1,3,36,O,--,--,--,--,--,0.707,S1,*,20.51,--,-0.86,-22.8,--,489,489,10,56,9.5,--,1,19,41
*,2QZ J105845+0050,10,58,45.8,--,0,50,41,O,--,--,--,--,--,0.555,S1,*,19.87,--,-0.5,-22.8,--,489,489,10,56,11.7,--,1,6,46
*,SDSS J10590+0051,10,59,2.8,--,0,51,25,O,--,2,--,--,--,0.103,S1,--,17.96,--,--,-21.0,--,--,2,10,56,28.7,--,1,7,30
*,SDSS J10590+0035,10,59,4.3,--,0,35,49,O,--,1,--,--,--,0.393,S1,--,19.67,--,--,-22.3,--,--,1,10,56,30.3,--,0,51,54
*,2QZ J105904-0225,10,59,4.7,-,2,25,1,O,--,--,--,--,--,0.347,S1,*,19.8,--,-1.51,-21.9,--,489,489,10,56,31.7,-,2,8,56
*,SDSS J10590-0022,10,59,4.9,-,0,22,45,O,--,2,--,--,--,0.38,S1,--,22.33,--,--,-19.6,--,--,2,10,56,31.2,-,0,6,40
*,2QZ J105905+0156,10,59,5.2,--,1,56,49,O,--,--,--,--,--,0.701,S1,*,20.57,--,-0.66,-22.7,--,489,489,10,56,30.8,--,2,12,54
*,SDSS J10591+6558,10,59,10.9,--,65,58,55,O,--,1,--,--,--,0.266,S1,--,19.34,--,--,-21.8,--,--,1,10,55,56.6,--,66,15,0
*,ESO 215-G?14,10,59,18.5,-,51,26,30,--,--,--,--,--,--,0.019,S1,--,15.8,--,--,-19.5,242,--,2114,10,57,7.0,-,51,10,24
*,2QZ J105920+0016,10,59,20.9,--,0,16,11,O,--,--,--,--,--,0.68,S1,*,20.61,--,-0.91,-22.6,--,489,489,10,56,47.0,--,0,32,17
*,IRAS 10539+8414B,10,59,28.6,--,83,58,9,O,--,--,--,--,--,0.097,S3,--,17.5,--,--,-21.4,--,--,1085,10,53,58.6,--,84,14,13
*,SDSSp J10595-0043,10,59,32.5,-,0,43,54,O,--,--,--,--,--,0.155,S1n,R,18.78,--,--,-20.5,--,--,2241,10,56,58.9,-,0,27,48
*,RX J10596-1506,10,59,35.6,-,15,6,41,--,--,--,--,--,--,0.093,S1.5,--,18.4,--,--,-20.4,--,--,113,10,57,6.6,-,14,50,35
--,87GB 10570+2113,10,59,39.0,--,20,57,22,O,0.269,778,--,--,--,0.4,--,--,19.7,--,--,-22.3,--,--,923,10,56,58.4,--,21,13,28
*,SDSS J10597-0023,10,59,42.5,-,0,23,1,O,--,1,--,--,--,0.397,S1,--,19.49,--,--,-22.5,--,--,1,10,57,8.8,-,0,6,55
*,2QZ J105955-0059,10,59,55.8,-,0,59,4,O,--,--,--,--,--,0.56,S1,*,20.04,--,0.65,-22.7,--,487,487,10,57,22.3,-,0,42,58
*,SDSS J11000+0105,11,0,1.8,--,1,5,46,O,--,2,--,--,--,0.04,S1,--,18.27,--,--,-18.6,--,--,2,10,57,27.7,--,1,21,52
*,SDSS J11000+6535,11,0,4.5,--,65,35,22,O,--,2,--,--,--,0.19,S1,--,19.82,--,--,-20.5,--,--,2,10,56,51.5,--,65,51,28
*,Q 1057+4635,11,0,5.1,--,46,18,58,--,--,--,--,--,--,0.126,--,R,20.0,--,--,-18.9,1795,--,1795,10,57,12.8,--,46,35,4
*,HS 1057+4632,11,0,16.1,--,46,16,15,O,--,--,--,--,--,0.032,S1,--,16.5,--,--,-19.9,--,--,1610,10,57,23.8,--,46,32,21
*,RXS J11003-0738,11,0,18.1,-,7,38,59,--,--,--,--,--,--,0.066,S1,--,16.01,--,--,-22.0,--,--,55,10,57,46.7,-,7,22,52
*,NGC 3486,11,0,23.9,--,28,58,30,O,--,909,--,--,--,0.002,S2,--,11.28,0.6,--,-18.5,1716,1211,913,10,57,40.4,--,29,14,37
*,2QZ J110030-0140,11,0,30.2,-,1,40,37,O,--,--,--,--,--,0.629,S1,*,20.38,--,-0.48,-22.6,--,489,489,10,57,56.9,-,1,24,30
*,2QZ J110039+0028,11,0,39.4,--,0,28,27,O,--,--,--,--,--,0.642,S1,*,20.33,--,-0.23,-22.7,--,489,489,10,58,5.5,--,0,44,34
*,2QZ J110042-0013,11,0,42.2,-,0,13,8,O,--,--,--,--,--,0.573,S1,*,20.38,--,-0.74,-22.4,--,489,489,10,58,8.5,--,0,2,59
*,2QZ J110044+0135,11,0,44.9,--,1,35,52,O,--,--,--,--,--,0.469,S1,*,19.44,--,-0.43,-22.9,--,489,489,10,58,10.6,--,1,51,59
*,10582-0618,11,0,45.4,-,6,34,42,--,--,--,--,--,--,0.03,S2,--,--,--,--,--,--,--,1253,10,58,13.6,-,6,18,35
*,2QZ J110055+0158,11,0,55.6,--,1,58,38,O,--,--,--,--,--,0.638,S1,*,20.35,--,-0.54,-22.7,--,489,489,10,58,21.2,--,2,14,45
--,MARK  728,11,1,1.8,--,11,2,50,O,0.036,191,--,--,--,0.036,S1.9,--,15.78,0.97,0.2,-19.9,1281,2113,1495,10,58,24.6,--,11,18,57
*,2QZ J110104-0107,11,1,4.6,-,1,7,49,O,--,--,--,--,--,0.559,S1,*,20.09,--,-0.62,-22.6,--,489,489,10,58,31.1,-,0,51,41
*,SDSS J11012+0022,11,1,14.2,--,0,22,48,O,--,2,--,--,--,0.215,S1,--,19.47,--,--,-21.2,--,--,2,10,58,40.3,--,0,38,56
*,SDSS J11012+0048,11,1,16.3,--,0,48,14,O,--,1,--,--,--,0.213,S1,--,20.33,--,--,-20.3,--,--,1,10,58,42.3,--,1,4,22
--,MS 10588+1003,11,1,26.5,--,9,47,20,O,0.006,1960,--,--,--,0.028,S1.9,--,15.47,--,--,-20.7,--,--,827,10,58,49.7,--,10,3,28
*,2QZ J110128+0030,11,1,28.6,--,0,30,4,O,--,--,--,--,--,0.671,S1,*,20.69,--,-0.55,-22.5,--,489,489,10,58,54.7,--,0,46,12
--,UGC  6100,11,1,34.0,--,45,39,14,O,0.004,597,--,--,--,0.029,S2,--,14.1,--,--,-22.1,525,--,1500,10,58,42.5,--,45,55,22
*,2QZ J110140+0109,11,1,40.1,--,1,9,13,O,--,--,--,--,--,0.261,S1,*,20.27,--,-0.88,-20.8,--,489,489,10,59,6.0,--,1,25,21
*,Q 1058+4755,11,1,44.7,--,47,39,19,--,--,--,--,--,--,0.064,--,R,20.44,--,--,-16.9,1795,--,1795,10,58,52.0,--,47,55,27
*,Q 1058+4753,11,1,45.3,--,47,37,24,--,--,--,--,--,--,0.022,--,R,17.95,--,--,-17.1,1795,--,1795,10,58,52.6,--,47,53,32
*,Q 1059+4749,11,1,54.4,--,47,33,40,--,--,--,--,--,--,0.122,--,R,19.36,--,--,-19.4,1795,--,1795,10,59,1.8,--,47,49,48
*,TOL 1059+105,11,1,57.9,--,10,17,39,O,--,--,--,--,--,0.034,S1,--,15.6,--,--,-21.0,1050,--,207,10,59,21.0,--,10,33,48
*,SDSS J11022+6459,11,2,13.1,--,64,59,25,O,--,1,--,--,--,0.077,S1,--,18.31,--,--,-20.0,--,--,1,10,59,2.4,--,65,15,33
--,FIRST J1102+2239,11,2,23.4,--,22,39,20,R,--,--,--,--,--,0.453,S1,O,19.5,--,--,-22.8,--,--,2228,10,59,42.5,--,22,55,29
*,2QZ J110230-0105,11,2,30.9,-,1,5,30,O,--,--,--,--,--,0.157,S1,*,20.11,--,-0.76,-19.8,--,487,487,10,59,57.4,-,0,49,21
*,MS 10590+7302,11,2,37.0,--,72,46,38,O,--,959,--,--,--,0.089,S1.2,--,16.4,0.69,-0.28,-21.6,361,1270,1927,10,59,7.8,--,73,2,47
*,Q 1059+4752,11,2,51.2,--,47,36,23,--,--,--,--,--,--,0.019,--,R,19.85,--,--,-14.9,1795,--,1795,10,59,58.9,--,47,52,32
*,SDSS J11029-0045,11,2,55.4,-,0,45,12,O,--,2,--,--,--,0.119,S1,--,19.7,--,--,-19.6,--,--,2,11,0,21.8,-,0,29,2
*,2QZ J110306+0129,11,3,6.2,--,1,29,14,O,--,--,--,--,--,0.522,S1,*,20.46,--,-0.41,-22.1,--,489,489,11,0,32.0,--,1,45,24
*,2QZ J110308-0206,11,3,8.6,-,2,6,51,O,--,--,--,--,--,0.463,S1,*,19.91,--,-0.52,-22.4,--,489,489,11,0,35.4,-,1,50,41
*,SDSS J11031-0012,11,3,10.0,-,0,12,45,O,--,1,--,--,--,0.329,S1,--,19.98,--,--,-21.6,--,--,1,11,0,36.3,--,0,3,25
--,NGC 3504,11,3,11.2,--,27,58,22,O,0.117,776,0.19,579,--,0.005,H2,--,12.93,0.55,-0.27,-18.9,1716,1211,1047,11,0,28.5,--,28,14,32
*,2QZ J110312-0254,11,3,12.5,-,2,54,35,O,--,--,--,--,--,0.672,S1,*,20.47,--,-0.36,-22.7,--,489,489,11,0,39.6,-,2,38,25
*,2QZ J110312+0000,11,3,12.8,--,0,0,11,O,--,--,--,--,--,0.276,S1n,*,19.77,--,-1.85,-21.4,--,487,2241,11,0,39.0,--,0,16,21
*,2QZ J110314-0216,11,3,14.9,-,2,16,36,O,--,--,--,--,--,0.567,S1,*,20.17,--,-1.04,-22.6,--,487,487,11,0,41.8,-,2,0,26
*,2QZ J110315-0015,11,3,15.1,-,0,15,15,O,--,--,--,--,--,0.451,S1,*,19.85,--,-0.16,-22.4,--,487,487,11,0,41.4,--,0,0,55
*,RXS J11032-0654,11,3,15.8,-,6,54,10,--,--,--,--,--,--,0.025,S1,--,13.34,--,--,-22.5,--,--,55,11,0,44.0,-,6,38,0
*,2QZ J110335-0243,11,3,35.3,-,2,43,26,O,--,--,--,--,--,0.695,S1,*,20.79,--,-0.65,-22.4,--,489,489,11,1,2.3,-,2,27,16
*,SDSS J11036-0031,11,3,39.3,-,0,31,13,O,--,1,--,--,--,0.434,S1,--,19.73,--,--,-22.4,--,--,1,11,1,5.7,-,0,15,2
--,FIRST J1103+3729,11,3,40.3,--,37,29,25,R,--,--,--,--,--,0.074,S1,--,17.2,--,--,-21.1,--,--,2228,11,0,53.7,--,37,45,35
*,SDSS J11037-0048,11,3,46.1,-,0,48,12,O,--,2,--,--,--,0.082,S1,--,19.72,--,--,-18.8,--,--,2,11,1,12.5,-,0,32,1
*,RXS J11039-0230,11,3,55.4,-,2,31,9,O,--,--,--,--,--,0.219,S1,--,19.14,--,--,-21.5,--,--,55,11,1,22.3,-,2,14,58
*,2QZ J110356+0148,11,3,56.5,--,1,48,4,O,--,--,--,--,--,0.29,S1,*,19.6,--,-0.46,-21.7,--,489,489,11,1,22.2,--,2,4,15
*,SDSS J11040+0104,11,4,4.7,--,1,4,37,O,--,1,--,--,--,0.12,S1,--,19.13,--,--,-20.2,--,--,1,11,1,30.6,--,1,20,48
*,SDSS J11041+0054,11,4,11.4,--,0,54,44,O,--,2,--,--,--,0.153,S1,--,19.02,--,--,-20.8,--,--,2,11,1,37.3,--,1,10,55
*,2QZ J110414-0148,11,4,14.8,-,1,48,39,O,--,--,--,--,--,0.753,S1,*,20.79,--,-0.36,-22.7,--,489,489,11,1,41.5,-,1,32,28
*,HS 1101+1820,11,4,17.3,--,18,3,54,O,--,--,--,--,--,0.19,S1,--,17.5,--,--,-22.8,--,--,816,11,1,38.1,--,18,20,5
*,SDSS J11044-0049,11,4,24.9,-,0,49,14,O,--,2,--,--,--,0.101,S1,--,19.59,--,--,-19.4,--,--,2,11,1,51.3,-,0,33,3
*,SDSS J11044+0033,11,4,27.5,--,0,33,7,O,--,1,--,--,--,0.244,S1,--,19.58,--,--,-21.3,--,--,1,11,1,53.5,--,0,49,18
*,SDSS J11044+0005,11,4,28.4,--,0,5,19,O,--,2,--,--,--,0.096,S1,--,19.65,--,--,-19.2,--,--,2,11,1,54.6,--,0,21,30
*,SDSSp J11045-0033,11,4,30.3,-,0,33,12,O,--,1802,--,--,--,0.457,--,--,19.49,--,--,-22.8,--,--,1802,11,1,56.7,-,0,17,1
*,2QZ J110456-0055,11,4,56.4,-,0,55,43,O,--,--,--,--,--,0.547,S1,*,20.11,--,-0.75,-22.6,--,489,489,11,2,22.9,-,0,39,31
*,SDSS J11050+0053,11,5,0.1,--,0,53,6,O,--,2,--,--,--,0.014,S1,--,19.29,--,--,-15.3,--,--,2,11,2,26.1,--,1,9,18
*,SDSS J11050-0044,11,5,2.0,-,0,44,54,O,--,1,--,--,--,0.332,S1,--,19.91,--,--,-21.7,--,--,1,11,2,28.4,-,0,28,42
*,SDSS J11050-0114,11,5,3.6,-,1,14,50,O,--,2,--,--,--,0.271,S1,--,21.87,--,--,-19.3,--,--,2,11,2,30.2,-,0,58,38
*,2QZ J110514-0046,11,5,14.8,-,0,46,20,O,--,--,--,--,--,0.183,S1,*,20.56,--,-0.53,-19.7,--,487,487,11,2,41.2,-,0,30,8
*,RXS J11052+0053,11,5,17.3,--,0,53,19,--,--,--,--,--,--,0.097,S1,--,17.26,--,--,-21.6,--,--,55,11,2,43.3,--,1,9,31
*,SDSS J11053-0050,11,5,21.5,-,0,50,4,O,--,2,--,--,--,0.034,S1,--,19.38,--,--,-17.2,--,--,2,11,2,47.9,-,0,33,52
*,SDSS J11054-0112,11,5,24.6,-,1,12,47,O,--,2,--,--,--,0.101,S1,--,19.7,--,--,-19.2,--,--,2,11,2,51.1,-,0,56,35
*,SDSS J11054+0032,11,5,29.4,--,0,32,3,O,--,2,--,--,--,0.086,S1,--,19.78,--,--,-18.8,--,--,2,11,2,55.5,--,0,48,15
*,2QZ J110535-0125,11,5,35.0,-,1,25,21,O,--,--,--,--,--,0.497,S1,*,20.12,--,-0.54,-22.4,--,489,489,11,3,1.6,-,1,9,8
*,Q 1102+4641,11,5,41.7,--,46,24,50,--,--,--,--,--,--,0.006,--,R,21.46,--,--,-10.8,1795,--,1795,11,2,51.0,--,46,41,2
*,SDSS J11058+0024,11,5,50.0,--,0,24,10,O,--,2,--,--,--,0.019,S1,--,17.73,--,--,-17.6,--,--,2,11,3,16.1,--,0,40,23
*,2QZ J110557-0131,11,5,57.3,-,1,31,16,O,--,--,--,--,--,0.278,S1,*,19.65,--,-0.49,-21.6,--,489,489,11,3,23.9,-,1,15,3
*,RXS J11061+5826,11,6,7.8,--,58,26,9,O,--,--,--,--,--,0.128,S1,--,17.5,--,--,-22.0,--,--,344,11,3,7.9,--,58,42,22
*,EXO 1103.4+2551,11,6,8.8,--,25,35,32,--,--,--,--,--,--,0.176,S1,--,17.6,--,--,-22.6,--,--,113,11,3,27.4,--,25,51,45
*,Q 1103+4636,11,6,26.7,--,46,20,7,--,--,--,--,--,--,0.053,--,R,19.3,--,--,-17.7,1795,--,1795,11,3,36.2,--,46,36,20
--,FIRST J1106+3539,11,6,35.7,--,35,39,58,R,--,--,--,--,--,0.11,S?,--,17.94,--,--,-21.2,--,--,2228,11,3,50.5,--,35,56,11
--,NGC 3516,11,6,47.4,--,72,34,7,O,0.015,2321,--,--,--,0.009,S1.5,--,12.4,0.72,-0.23,-20.5,1716,527,913,11,3,22.8,--,72,50,20
*,SDSS J11068+0032,11,6,52.4,--,0,32,21,O,--,2,--,--,--,0.042,S1,--,19.09,--,--,-17.9,--,--,2,11,4,18.5,--,0,48,35
*,2QZ J110656+0043,11,6,56.3,--,0,43,4,O,--,--,--,--,--,0.346,S1,*,20.65,--,-0.68,-21.1,--,489,489,11,4,22.3,--,0,59,18
*,2QZ J110706+0144,11,7,6.3,--,1,44,57,O,--,--,--,--,--,0.636,S1,*,20.39,--,-0.49,-22.6,--,489,489,11,4,32.0,--,2,1,11
*,SDSS J11073+6721,11,7,19.5,--,67,21,48,O,--,2,--,--,--,0.136,S1,--,19.65,--,--,-20.0,--,--,2,11,4,7.9,--,67,38,2
*,2QZ J110729-0151,11,7,29.5,-,1,51,48,O,--,--,--,--,--,0.47,S1,*,19.56,--,-0.42,-22.8,--,489,489,11,4,56.2,-,1,35,33
*,2QZ J110733-0155,11,7,33.1,-,1,55,36,O,--,--,--,--,--,0.461,S1,*,20.47,--,-0.68,-21.8,--,489,489,11,4,59.8,-,1,39,21
*,Q 1104+4641,11,7,44.0,--,46,25,2,--,--,--,--,--,--,0.033,--,R,17.83,--,--,-18.1,1795,--,1795,11,4,53.9,--,46,41,16
*,SDSS J11078+0055,11,7,49.1,--,0,55,20,O,--,2,--,--,--,0.061,S1,--,18.28,--,--,-19.6,--,--,2,11,5,15.1,--,1,11,35
*,SDSS J11078-0007,11,7,53.2,-,0,7,18,O,--,2,--,--,--,0.112,S1,--,19.25,--,--,-19.9,--,--,2,11,5,19.4,--,0,8,57
*,SDSS J11079+6729,11,7,55.5,--,67,29,17,O,--,2,--,--,--,0.157,S1,--,19.86,--,--,-20.1,--,--,2,11,4,44.1,--,67,45,31
*,SDSS J11079+0023,11,7,56.3,--,0,23,5,O,--,2,--,--,--,0.102,S1,--,17.53,--,--,-21.4,--,--,2,11,5,22.4,--,0,39,20
*,Q 1105+4641,11,7,58.9,--,46,24,46,--,--,--,--,--,--,0.237,--,R,19.67,--,--,-20.6,1795,--,1795,11,5,8.9,--,46,41,1
*,SDSS J11080+6609,11,8,1.0,--,66,9,36,O,--,1,--,--,--,0.44,S1,--,20.05,--,--,-22.2,--,--,1,11,4,52.0,--,66,25,51
*,Q 1105+4639,11,8,2.6,--,46,23,1,--,--,--,--,--,--,0.055,--,R,19.28,--,--,-17.8,1795,--,1795,11,5,12.6,--,46,39,16
*,2QZ J110802-0011,11,8,2.9,-,0,11,57,O,--,--,--,--,--,0.391,S1,*,19.63,--,-0.41,-22.4,--,489,489,11,5,29.2,--,0,4,18
*,SDSS J11080+6519,11,8,4.0,--,65,19,14,O,--,2,--,--,--,0.12,S1,--,19.99,--,--,-19.3,--,--,2,11,4,56.4,--,65,35,29
*,SDSS J11080+6723,11,8,4.8,--,67,23,41,O,--,2,--,--,--,0.163,S1,--,19.96,--,--,-20.0,--,--,2,11,4,53.7,--,67,39,56
*,2QZ J110815-0137,11,8,15.5,-,1,37,25,O,--,--,--,--,--,0.594,S1,*,19.97,--,-0.91,-22.9,--,489,489,11,5,42.1,-,1,21,10
*,NPM1G-11.0294,11,8,20.3,-,11,48,11,O,--,--,--,1678,--,0.054,S1h,--,15.6,--,--,-22.0,514,--,2347,11,5,49.7,-,11,31,56
*,1WGA J1108.5+7226,11,8,33.2,--,72,26,10,O,--,--,--,--,--,0.328,--,O,20.2,--,--,-21.4,1320,--,380,11,5,10.6,--,72,42,25
*,SDSS J11086+6646,11,8,39.6,--,66,46,38,O,--,1,--,--,--,0.221,S1,--,19.68,--,--,-21.0,--,--,1,11,5,30.0,--,67,2,53
--,PKS 1106+023,11,8,45.5,--,2,2,40,O,0.584,778,0.64,2155,--,0.157,S1,--,18.01,--,--,-21.9,1358,--,584,11,6,11.2,--,2,18,56
*,Q 1105+4636,11,8,47.9,--,46,20,36,--,--,--,--,--,--,0.279,--,R,21.21,--,--,-19.4,1795,--,1795,11,5,58.1,--,46,36,52
*,2QZ J110849+0025,11,8,49.7,--,0,25,24,O,--,--,--,--,--,0.495,S1,*,20.82,--,-1.03,-21.7,--,489,489,11,6,15.8,--,0,41,40
*,2QZ J110856+0038,11,8,56.7,--,0,38,41,O,--,--,--,--,--,0.298,S1,*,20.37,--,-0.67,-21.0,--,489,489,11,6,22.7,--,0,54,57
*,Q 1106+4642,11,9,3.2,--,46,25,58,--,--,--,--,--,--,0.073,--,R,18.58,--,--,-19.1,1795,--,1795,11,6,13.5,--,46,42,14
*,SDSS J11095-0040,11,9,32.1,-,0,40,4,O,--,2,--,--,--,0.594,S1,--,21.24,--,--,-21.6,--,--,2,11,6,58.5,-,0,23,47
*,SDSS J11095+6726,11,9,33.7,--,67,26,36,O,--,2,--,--,--,0.34,S1,--,20.44,--,--,-21.2,--,--,2,11,6,23.5,--,67,42,52
*,2QZ J110945+0150,11,9,46.0,--,1,50,28,O,--,--,--,--,--,0.19,S1,*,20.38,--,-0.43,-20.0,--,489,489,11,7,11.7,--,2,6,45
*,SDSS J11098+6730,11,9,48.3,--,67,30,26,O,--,2,--,--,--,0.464,S1,--,21.62,--,--,-20.7,--,--,2,11,6,38.2,--,67,46,42
*,HE 1107-0813,11,9,48.5,-,8,30,15,O,--,--,--,--,--,0.057,S1,--,16.07,--,--,-21.6,--,--,2296,11,7,16.9,-,8,13,58
*,SDSS J11098+6559,11,9,49.5,--,65,59,35,O,--,1,--,--,--,0.397,S1,--,20.34,--,--,-21.7,--,--,1,11,6,42.0,--,66,15,51
*,Q 1107+4754,11,9,51.2,--,47,38,16,--,--,--,--,--,--,0.315,--,R,18.62,--,--,-22.3,1795,--,1795,11,7,1.0,--,47,54,33
--,FIRST J1109+4233,11,9,52.8,--,42,33,15,R,--,--,--,--,--,0.26,S?,--,19.16,--,--,-21.9,--,--,2228,11,7,5.3,--,42,49,32
*,2QZ J110954-0141,11,9,54.5,-,1,41,7,O,--,--,--,--,--,0.564,S1,*,20.68,--,-0.62,-22.1,--,487,487,11,7,21.1,-,1,24,50
--,PKS 1107-187,11,10,0.5,-,18,58,49,O,0.463,787,0.65,1753,--,0.497,--,--,21.1,1.34,--,-20.0,584,697,697,11,7,31.8,-,18,42,32
*,2QZ J111000+0149,11,10,0.9,--,1,49,5,O,--,--,--,--,--,0.377,S1,*,19.88,--,-0.42,-22.0,--,489,489,11,7,26.6,--,2,5,22
*,SDSS J11100-0100,11,10,4.0,-,1,0,17,O,--,2,--,--,--,0.11,S1,--,18.62,--,--,-20.5,--,--,2,11,7,30.5,-,0,44,0
--,SDSS J11101-0101,11,10,6.2,-,1,1,16,O,0.002,2,--,--,--,0.11,S1,--,18.81,--,--,-20.3,--,--,2,11,7,32.7,-,0,44,59
*,2QZ J111010+0013,11,10,10.5,--,0,13,24,O,--,--,--,--,--,0.686,S1,*,20.52,--,-0.5,-22.7,--,489,489,11,7,36.6,--,0,29,41
*,SDSS J11101+0003,11,10,11.9,--,0,3,52,O,--,1,--,--,--,0.218,S1,--,20.22,--,--,-20.4,--,--,1,11,7,38.1,--,0,20,9
*,HE 1107+0129,11,10,12.1,--,1,13,27,O,--,--,--,--,--,0.094,S1,--,16.73,--,--,-22.1,--,--,2296,11,7,38.0,--,1,29,44
*,SDSS J11102-0000,11,10,14.2,-,0,0,23,O,--,2,--,--,--,0.092,S1,--,19.59,--,--,-19.2,--,--,2,11,7,40.4,--,0,15,54
*,Zw 241.091,11,10,15.5,--,46,26,29,O,--,--,--,--,--,0.038,H2,R,16.8,--,--,-19.4,1795,--,2130,11,7,26.1,--,46,42,46
*,2QZ J111017-0009,11,10,17.8,-,0,9,21,O,--,--,--,--,--,0.539,S1,*,20.61,--,-0.85,-22.0,--,489,489,11,7,44.0,--,0,6,56
*,SDSSp J11103-0055,11,10,22.4,-,0,55,44,O,--,--,--,--,--,0.257,S1n,R,18.59,--,--,-21.9,--,--,2241,11,7,48.8,-,0,39,27
*,SDSS J11104-0003,11,10,25.5,-,0,3,34,O,--,2,--,--,--,0.219,S1,--,20.04,--,--,-20.6,--,--,2,11,7,51.7,--,0,12,43
--,ESO 438-G09,11,10,48.0,-,28,30,4,R,0.007,2093,--,1452,--,0.024,S1,--,14.17,0.48,-0.5,-21.1,2089,2285,1100,11,8,22.1,-,28,13,46
*,Q 1108+4643,11,10,57.3,--,46,26,57,--,--,--,--,--,--,0.052,--,R,20.06,--,--,-16.9,1795,--,1795,11,8,8.1,--,46,43,15
*,IRAS 11084-0037,11,10,59.7,-,0,53,28,--,--,--,--,--,--,0.089,S2,--,--,--,--,--,--,--,1612,11,8,26.1,-,0,37,10
--,NPM1G+35.0215,11,11,4.8,--,35,13,51,O,0.003,1960,--,--,--,0.061,S,--,17.61,--,--,-20.2,1235,1539,1960,11,8,20.7,--,35,30,9
*,SDSS J11111-0113,11,11,6.9,-,1,13,54,O,--,1,--,--,--,0.127,S1,--,19.62,--,--,-19.8,--,--,1,11,8,33.4,-,0,57,36
*,SDSS J11111+6727,11,11,8.1,--,67,27,6,O,--,2,--,--,--,0.519,S1,--,21.87,--,--,-20.7,--,--,2,11,7,59.0,--,67,43,24
--,NGC 3561B,11,11,13.1,--,28,41,47,O,0.062,433,--,--,--,0.028,S3,--,14.7,--,--,-21.4,70,--,585,11,8,31.4,--,28,58,5
--,PKS 1108+201,11,11,20.0,--,19,55,36,R,0.666,778,0.89,2314,--,0.299,S2,--,18.5,--,--,-22.9,933,--,1535,11,8,41.0,--,20,11,54
*,2QZ J111120-0148,11,11,20.5,-,1,48,43,O,--,--,--,--,--,0.511,S1,*,20.4,--,-0.57,-22.1,--,487,487,11,8,47.2,-,1,32,25
*,2QZ J111124-0132,11,11,24.4,-,1,32,20,O,--,--,--,--,--,0.568,S1,*,20.51,--,-1.17,-22.2,--,487,487,11,8,51.0,-,1,16,2
*,Q 1108+4749,11,11,25.6,--,47,33,2,--,--,--,--,--,--,0.07,--,R,18.65,--,--,-18.9,1795,--,1795,11,8,36.0,--,47,49,20
*,SDSS J11114+0035,11,11,26.6,--,0,35,5,O,--,2,--,--,--,0.176,S1,--,19.42,--,--,-20.8,--,--,2,11,8,52.7,--,0,51,23
*,SDSS J11116+0023,11,11,41.1,--,0,23,15,O,--,2,--,--,--,0.072,S1,--,19.06,--,--,-19.1,--,--,2,11,9,7.2,--,0,39,34
*,SDSS J11118-0025,11,11,49.5,-,0,25,59,O,--,1,--,--,--,0.276,S1,--,19.29,--,--,-21.9,--,--,1,11,9,15.8,-,0,9,40
*,IRAS 11095-0238,11,12,3.4,-,2,54,23,O,--,--,--,--,--,0.106,S3,--,17.4,--,--,-21.7,329,--,586,11,9,30.3,-,2,38,4
*,Q 1109+4755,11,12,6.0,--,47,38,54,--,--,--,--,--,--,0.083,--,R,19.37,--,--,-18.6,1795,--,1795,11,9,16.5,--,47,55,13
*,SDSS J11122+6541,11,12,15.5,--,65,41,0,O,--,1,--,--,--,0.25,S1,--,19.5,--,--,-21.5,--,--,1,11,9,10.0,--,65,57,19
--,SDSS J11123+0030,11,12,21.8,--,0,30,28,O,--,1,--,--,--,0.523,S1,--,19.64,--,--,-22.9,--,--,1,11,9,47.9,--,0,46,47
*,2QZ J111227-0133,11,12,27.7,-,1,33,29,O,--,--,--,--,--,0.52,S1,*,20.25,--,-0.99,-22.3,--,487,487,11,9,54.3,-,1,17,10
*,SDSS J11125-0104,11,12,31.1,-,1,4,5,O,--,2,--,--,--,0.503,S1,--,21.08,--,--,-21.4,--,--,2,11,9,57.6,-,0,47,46
