notRadio,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,n_RAh,F6cm,r_F6cm,F11cm,r_F11cm,l_z,z,Sp,n_Vmag,Vmag,B-V,U-B,Mabs,FC,r_Vmag,r_z,RA1950h,RA1950m,RA1950s,DE1950-,DE1950d,DE1950m,DE1950s
*,2QZ J004925-3001,0,49,25.2,-,30,1,43,O,--,--,--,--,--,0.662,S1,*,20.56,--,-0.87,-22.6,--,487,487,0,46,59.5,-,30,18,3
*,SDSS J00494-0045,0,49,28.7,-,0,45,7,O,--,2,--,--,--,0.054,S1,--,18.76,--,--,-18.8,--,--,2,0,46,55.1,-,1,1,27
*,SDSS J00495+1532,0,49,30.9,--,15,32,16,O,--,1,--,--,--,0.239,S1,--,18.29,--,--,-22.6,--,--,1,0,46,53.3,--,15,15,56
*,Q 0047+0123,0,49,39.1,--,1,40,2,--,--,--,--,--,--,0.097,--,R,19.93,--,--,-18.4,1795,--,1795,0,47,5.0,--,1,23,42
*,SDSS J00497+0055,0,49,45.6,--,0,55,48,O,--,2,--,--,--,0.207,S1,--,19.77,--,--,-20.8,--,--,2,0,47,11.6,--,0,39,28
*,Q 0047-2822,0,49,46.9,-,28,6,2,--,--,--,--,--,--,0.332,--,*,20.14,--,-0.58,-21.5,--,--,1153,0,47,20.7,-,28,22,22
--,NGC  266,0,49,48.0,--,32,16,40,O,0.004,637,--,--,--,0.015,S3b,--,13.06,1.08,0.65,-20.6,--,1211,912,0,47,5.4,--,32,0,20
*,SDSS J00498+1441,0,49,50.5,--,14,41,56,O,--,1,--,--,--,0.183,S1,--,19.39,--,--,-20.9,--,--,1,0,47,13.1,--,14,25,36
*,SDSS J00498+0050,0,49,53.2,--,0,50,7,O,--,2,--,--,--,0.219,S1,--,19.71,--,--,-21.0,--,--,2,0,47,19.3,--,0,33,47
*,SDSS J00499+1552,0,49,58.7,--,15,52,47,O,--,2,--,--,--,0.05,S1,--,19.27,--,--,-18.1,--,--,2,0,47,21.0,--,15,36,28
*,SDSS J00499-0024,0,49,59.8,-,0,24,15,O,--,2,--,--,--,0.059,S1,--,19.78,--,--,-18.0,--,--,2,0,47,26.2,-,0,40,35
*,2QZ J005001-2814,0,50,1.2,-,28,14,53,O,--,--,--,--,--,0.415,S1,*,20.56,--,-0.8,-21.5,--,489,489,0,47,35.1,-,28,31,13
*,SDSS J00500-0103,0,50,2.7,-,1,3,54,O,--,2,--,--,--,0.217,S1,--,20.17,--,--,-20.5,--,--,2,0,47,29.2,-,1,20,13
*,SDSS J00501-0946,0,50,8.2,-,9,46,26,O,--,2,--,--,--,0.12,S1,--,19.48,--,--,-19.8,--,--,2,0,47,36.9,-,10,2,45
*,2QZ J005011-2822,0,50,11.2,-,28,22,15,O,--,--,--,--,--,0.255,S1,*,20.71,--,-0.89,-20.3,--,487,487,0,47,45.1,-,28,38,34
*,Q 0047-2633,0,50,12.1,-,26,17,29,--,--,--,--,--,--,0.414,S1,*,19.95,--,-0.57,-22.1,--,--,1153,0,47,45.4,-,26,33,48
*,SDSS J00502+0057,0,50,12.6,--,0,57,2,O,--,2,--,--,--,0.193,S1,--,20.03,--,--,-20.4,--,--,2,0,47,38.6,--,0,40,43
*,SDSS J00502-0042,0,50,13.5,-,0,42,48,O,--,2,--,--,--,0.258,S1,--,20.31,--,--,-20.7,--,--,2,0,47,39.9,-,0,59,7
*,SDSS J00503+0006,0,50,20.6,--,0,6,24,O,--,2,--,--,--,0.206,S1,--,20.25,--,--,-20.3,--,--,2,0,47,46.8,-,0,9,55
*,SDSS J00503+0009,0,50,22.6,--,0,9,28,O,--,1,--,--,--,0.134,S1,--,19.19,--,--,-20.4,--,--,1,0,47,48.8,-,0,6,51
*,SDSS J00503+1439,0,50,23.4,--,14,39,53,O,--,1,--,--,--,0.237,S1,--,20.51,--,--,-20.3,--,--,1,0,47,46.0,--,14,23,34
*,SDSS J00504-0920,0,50,28.1,-,9,20,53,O,--,1,--,--,--,0.166,S1,--,19.35,--,--,-20.7,--,--,1,0,47,56.7,-,9,37,12
*,RXS J00505+0441,0,50,33.8,--,4,41,48,O,--,--,--,--,--,0.097,S1,--,17.2,--,--,-21.7,--,--,2206,0,47,58.9,--,4,25,29
*,SGP6:23,0,50,34.2,-,28,2,26,O,--,--,--,--,--,0.587,--,*,20.4,--,-0.54,-22.4,--,256,489,0,48,8.1,-,28,18,45
*,SDSS J00505-0058,0,50,35.6,-,0,58,1,O,--,2,--,--,--,0.08,S1,--,19.42,--,--,-19.0,--,--,2,0,48,2.1,-,1,14,20
*,SDSS J00506-0843,0,50,38.4,-,8,43,59,O,--,2,--,--,--,0.015,S1,--,18.4,--,--,-16.4,--,--,2,0,48,6.9,-,9,0,18
*,SDSS J00506+0054,0,50,41.8,--,0,54,27,O,--,2,--,--,--,0.075,S1,--,19.81,--,--,-18.5,--,--,2,0,48,7.8,--,0,38,8
*,SDSS J00507+0051,0,50,45.6,--,0,51,29,O,--,2,--,--,--,0.16,S1,--,19.8,--,--,-20.2,--,--,2,0,48,11.7,--,0,35,10
*,SDSS J00508+1343,0,50,48.6,--,13,43,51,O,--,1,--,--,--,0.524,S1,--,19.88,--,--,-22.7,--,--,1,0,48,11.4,--,13,27,32
*,SGP2:34,0,50,53.9,-,29,4,56,O,--,--,--,--,--,0.438,--,*,19.8,--,-0.64,-22.4,--,256,487,0,48,28.2,-,29,21,15
--,3C  22.0,0,50,57.0,--,51,12,4,O,0.632,776,1.28,1057,--,0.937,S1,--,22.0,--,--,-22.1,1656,--,596,0,48,5.5,--,50,55,46
*,SDSS J00509+1437,0,50,57.5,--,14,37,54,O,--,1,--,--,--,0.279,S1,--,20.13,--,--,-21.1,--,--,1,0,48,20.0,--,14,21,35
*,SDSS J00510+0046,0,51,5.3,--,0,46,0,O,--,2,--,--,--,0.056,S1,--,19.27,--,--,-18.4,--,--,2,0,48,31.4,--,0,29,41
*,Q 0048-2959,0,51,10.2,-,29,43,3,--,--,--,--,--,--,0.171,S2,*,19.61,--,-0.58,-20.5,--,--,1153,0,48,44.7,-,29,59,22
*,2QZ J005111-3018,0,51,11.1,-,30,18,53,O,--,--,--,--,--,0.679,S1,*,20.64,--,0.05,-22.5,--,489,489,0,48,45.8,-,30,35,12
*,Q 0048-2941,0,51,16.1,-,29,25,7,--,--,--,--,--,--,0.072,--,*,19.88,--,-0.4,-18.3,--,--,1153,0,48,50.5,-,29,41,25
*,SDSS J00513+1354,0,51,18.3,--,13,54,47,O,--,1,--,--,--,0.138,S1,--,17.86,--,--,-21.8,--,--,1,0,48,41.0,--,13,38,29
*,SDSS J00513+0032,0,51,18.4,--,0,32,57,O,--,2,--,--,--,0.084,S1,--,18.77,--,--,-19.8,--,--,2,0,48,44.5,--,0,16,39
*,SDSS J00513-1038,0,51,20.1,-,10,38,16,O,--,2,--,--,--,0.432,S1,--,21.27,--,--,-20.9,--,--,2,0,48,49.1,-,10,54,34
*,SDSS J00513-0031,0,51,23.3,-,0,31,11,O,--,2,--,--,--,0.231,S1,--,21.05,--,--,-19.7,--,--,2,0,48,49.7,-,0,47,29
*,SDSS J00514-1026,0,51,25.8,-,10,26,44,O,--,1,--,--,--,0.055,S1,--,18.22,--,--,-19.4,--,--,1,0,48,54.7,-,10,43,2
*,SDSS J00514-0006,0,51,26.0,-,0,6,6,O,--,2,--,--,--,0.055,S1,--,18.49,--,--,-19.1,--,--,2,0,48,52.3,-,0,22,24
*,SDSS J00514+0052,0,51,27.4,--,0,52,38,O,--,2,--,--,--,0.069,S1,--,19.64,--,--,-18.5,--,--,2,0,48,53.4,--,0,36,20
*,SDSS J00514-0026,0,51,28.2,-,0,26,36,O,--,2,--,--,--,0.074,S1,--,19.05,--,--,-19.2,--,--,2,0,48,54.6,-,0,42,54
--,UGC   524,0,51,35.0,--,29,24,4,O,0.003,597,--,--,--,0.036,S1.0,--,14.5,--,--,-22.2,1235,--,1500,0,48,53.1,--,29,7,46
*,SDSS J00515-0020,0,51,35.2,-,0,20,12,O,--,2,--,--,--,0.192,S1,--,19.76,--,--,-20.6,--,--,2,0,49,1.6,-,0,36,30
*,SDSS J00517+0009,0,51,47.3,--,0,9,41,O,--,2,--,--,--,0.038,S1,--,18.78,--,--,-18.0,--,--,2,0,49,13.5,-,0,6,37
*,SDSS J00518+0033,0,51,49.4,--,0,33,53,O,--,2,--,--,--,0.016,S1,--,18.36,--,--,-16.6,--,--,2,0,49,15.5,--,0,17,35
*,SDSS J00518-0107,0,51,53.2,-,1,7,59,O,--,2,--,--,--,0.104,S1,--,18.93,--,--,-20.1,--,--,2,0,49,19.8,-,1,24,17
--,MARK 1148,0,51,54.8,--,17,25,59,O,0.001,1059,--,--,--,0.064,S1.5,--,15.96,0.48,-0.84,-21.5,1288,1443,243,0,49,16.5,--,17,9,41
*,SDSS J00519+1551,0,51,57.8,--,15,51,51,O,--,2,--,--,--,0.056,S1,--,18.41,--,--,-19.2,--,--,2,0,49,19.9,--,15,35,33
*,SDSS J00519+0014,0,51,58.4,--,0,14,56,O,--,2,--,--,--,0.212,S1,--,19.87,--,--,-20.7,--,--,2,0,49,24.6,-,0,1,22
*,SDSS J00519-0859,0,51,58.8,-,8,59,2,O,--,2,--,--,--,0.15,S1,--,19.81,--,--,-20.0,--,--,2,0,49,27.4,-,9,15,20
*,SDSS J00519-0029,0,51,59.6,-,0,29,11,O,--,2,--,--,--,0.005,S1,--,17.13,--,--,-15.3,--,--,2,0,49,26.0,-,0,45,29
*,SDSS J00520+0035,0,52,0.6,--,0,35,49,O,--,1,--,--,--,0.114,S1,--,19.29,--,--,-19.9,--,--,1,0,49,26.7,--,0,19,31
*,SDSS J00521+1605,0,52,6.5,--,16,5,47,O,--,1,--,--,--,0.258,S1,--,21.04,--,--,-20.0,--,--,1,0,49,28.5,--,15,49,30
*,2QZ J005208-3054,0,52,8.6,-,30,54,23,O,--,--,--,--,--,0.46,S1,*,20.09,--,-0.53,-22.2,--,489,489,0,49,43.7,-,31,10,41
*,2QZ J005211-3117,0,52,11.3,-,31,17,42,O,--,--,--,--,--,0.666,S1,*,20.28,--,0.57,-22.9,--,489,489,0,49,46.5,-,31,34,0
*,Q 0049-2944,0,52,24.5,-,29,28,41,--,--,--,--,--,--,0.114,--,*,18.09,--,-0.34,-21.1,--,--,1153,0,49,59.1,-,29,44,58
*,SGP2:24,0,52,25.8,-,29,15,15,O,--,--,--,--,--,0.717,--,*,20.7,--,-0.57,-22.6,--,256,256,0,50,0.4,-,29,31,32
*,Q 0049+0019B,0,52,26.8,--,0,35,38,O,--,--,--,--,--,0.4,--,O,19.1,--,--,-22.9,--,--,359,0,49,52.9,--,0,19,21
*,SDSS J00524+1453,0,52,27.0,--,14,53,59,O,--,1,--,--,--,0.238,S1,--,20.29,--,--,-20.6,--,--,1,0,49,49.3,--,14,37,42
*,SGP5:31,0,52,28.2,-,27,7,19,O,--,--,--,--,--,0.598,--,*,20.9,--,-0.47,-22.0,--,256,256,0,50,2.1,-,27,23,36
*,SDSS J00525+0019,0,52,33.7,--,0,19,52,O,--,2,--,--,--,0.062,S1,--,17.85,--,--,-20.0,--,--,2,0,49,59.9,--,0,3,35
*,SDSS J00525-0937,0,52,34.0,-,9,37,1,O,--,2,--,--,--,0.015,S1,--,17.54,--,--,-17.2,--,--,2,0,50,2.8,-,9,53,18
*,RXS J00526-1822,0,52,37.8,-,18,22,31,O,--,--,--,--,--,0.181,S1,--,17.8,--,--,-22.4,--,--,1811,0,50,9.0,-,18,38,48
*,SDSS J00526-0913,0,52,38.3,-,9,13,37,O,--,2,--,--,--,0.074,S1,--,18.39,--,--,-19.9,--,--,2,0,50,7.0,-,9,29,54
*,Q 0050-2824,0,52,40.6,-,28,7,55,--,--,--,--,--,--,0.551,S1,*,20.09,--,-0.88,-22.6,--,--,1153,0,50,14.8,-,28,24,12
*,SDSS J00526-0917,0,52,40.9,-,9,17,27,O,--,2,--,--,--,0.146,S1,--,20.12,--,--,-19.6,--,--,2,0,50,9.6,-,9,33,44
*,Q 0050-2622,0,52,42.1,-,26,6,27,--,--,--,--,--,--,0.176,--,*,18.43,--,-0.48,-21.7,--,--,1153,0,50,15.7,-,26,22,44
*,NGC  289,0,52,42.2,-,31,12,22,--,--,--,--,--,--,0.006,--,--,13.44,0.99,0.42,-18.4,1716,2113,2115,0,50,17.5,-,31,28,39
*,Q 0050-3013,0,52,43.7,-,29,57,41,--,--,--,--,--,--,0.075,--,*,20.4,--,-0.26,-17.9,--,--,1153,0,50,18.6,-,30,13,58
*,SDSS J00527-0109,0,52,45.6,-,1,9,32,O,--,2,--,--,--,0.439,S1,--,24.35,--,--,-17.8,--,--,2,0,50,12.2,-,1,25,49
*,Q 0050-2837,0,52,46.1,-,28,21,12,--,--,--,--,--,--,0.456,S1,*,19.67,--,-0.92,-22.6,--,--,1153,0,50,20.4,-,28,37,29
*,SDSS J00527+0111,0,52,47.6,--,1,11,7,O,--,2,--,--,--,0.044,S1,--,18.93,--,--,-18.2,--,--,2,0,50,13.6,--,0,54,50
*,SDSS J00528-0841,0,52,49.8,-,8,41,33,O,--,2,--,--,--,0.053,S1,--,19.48,--,--,-18.0,--,--,2,0,50,18.3,-,8,57,50
--,NPM1G+43.0016,0,52,50.5,--,43,36,14,O,--,157,--,--,--,0.059,S1.5,--,17.7,--,--,-20.1,157,--,157,0,50,2.6,--,43,19,57
*,2QZ J005250-2949,0,52,50.6,-,29,49,59,O,--,--,--,--,--,0.561,S1,*,19.96,--,-0.74,-22.8,--,489,489,0,50,25.4,-,30,6,16
*,2QZ J005251-3000,0,52,51.5,-,30,0,58,O,--,--,--,--,--,0.717,S1,*,20.53,--,-0.49,-22.8,--,489,489,0,50,26.4,-,30,17,15
--,SDSS J00528-0004,0,52,52.4,-,0,4,27,O,0.002,2,--,--,--,0.116,S1,--,17.95,--,--,-21.3,--,--,2,0,50,18.7,-,0,20,44
*,SDSS J00528-1003,0,52,52.7,-,10,3,50,O,--,2,--,--,--,0.057,S1,--,18.8,--,--,-18.9,--,--,2,0,50,21.6,-,10,20,7
*,SDSS J00529+0022,0,52,57.8,--,0,22,7,O,--,2,--,--,--,0.034,S1,--,17.37,--,--,-19.2,--,--,2,0,50,24.0,--,0,5,50
*,SDSS J00530+1501,0,53,0.5,--,15,1,30,O,--,2,--,--,--,0.038,S1,--,18.69,--,--,-18.1,--,--,2,0,50,22.8,--,14,45,13
*,SDSS J00530+0106,0,53,0.6,--,1,6,34,O,--,2,--,--,--,0.079,S1,--,18.48,--,--,-19.9,--,--,2,0,50,26.6,--,0,50,17
*,SDSS J00530+0110,0,53,1.8,--,1,10,17,O,--,2,--,--,--,0.065,S1,--,20.28,--,--,-17.7,--,--,2,0,50,27.8,--,0,54,0
*,SDSS J00530-0010,0,53,3.1,-,0,10,46,O,--,1,--,--,--,0.138,S1,--,19.31,--,--,-20.3,--,--,1,0,50,29.4,-,0,27,3
*,Q 0050+0220,0,53,7.3,--,2,37,15,--,--,--,--,--,--,0.017,--,R,18.16,--,--,-16.3,1795,--,1795,0,50,32.9,--,2,20,58
*,SDSS J00531+0030,0,53,9.1,--,0,30,40,O,--,1,--,--,--,0.236,S1,--,20.11,--,--,-20.7,--,--,1,0,50,35.2,--,0,14,23
*,SDSS J00531+1438,0,53,9.3,--,14,38,23,O,--,1,--,--,--,0.182,S1,--,19.94,--,--,-20.3,--,--,1,0,50,31.7,--,14,22,7
*,SDSS J00531+0040,0,53,11.0,--,0,40,15,O,--,2,--,--,--,0.171,S1,--,19.58,--,--,-20.5,--,--,2,0,50,37.1,--,0,23,59
*,SDSS J00532-0106,0,53,12.2,-,1,6,25,O,--,2,--,--,--,0.337,S1,--,21.05,--,--,-20.6,--,--,2,0,50,38.8,-,1,22,41
*,Q 0050-2850,0,53,13.4,-,28,33,49,--,--,--,--,--,--,0.095,--,*,18.38,--,-0.19,-20.4,--,--,1153,0,50,47.9,-,28,50,6
*,Q 0050-2604,0,53,14.1,-,25,48,39,--,--,--,--,--,--,0.258,--,*,20.16,--,-0.48,-20.9,--,--,1153,0,50,47.6,-,26,4,56
*,SDSS J00532-0037,0,53,15.9,-,0,37,1,O,--,2,--,--,--,0.174,S1,--,20.25,--,--,-19.9,--,--,2,0,50,42.3,-,0,53,17
*,SDSS J00533-0110,0,53,19.3,-,1,10,59,O,--,2,--,--,--,0.108,S1,--,21.46,--,--,-17.6,--,--,2,0,50,45.9,-,1,27,15
*,SDSS J00533-1024,0,53,19.7,-,10,24,12,O,--,2,--,--,--,0.015,S1,--,17.14,--,--,-17.6,--,--,2,0,50,48.7,-,10,40,28
*,2QZ J005319-3027,0,53,20.0,-,30,27,46,O,--,--,--,--,--,0.762,S1,*,20.67,--,-1.28,-22.8,--,489,489,0,50,55.1,-,30,44,2
*,2QZ J005321-3030,0,53,21.0,-,30,30,45,O,--,--,--,--,--,0.514,S1,*,20.53,--,-0.41,-22.0,--,489,489,0,50,56.2,-,30,47,1
*,2QZ J005321-2916,0,53,21.5,-,29,16,59,O,--,--,--,--,--,0.49,S1,*,20.26,--,-0.32,-22.2,--,487,487,0,50,56.2,-,29,33,15
*,D0K 26,0,53,22.4,--,12,30,59,O,--,--,--,--,--,1.115,--,R,21.41,--,--,-22.5,--,--,398,0,50,45.3,--,12,14,43
*,SDSS J00533-0012,0,53,23.8,-,0,12,54,O,--,2,--,--,--,0.112,S1,--,20.0,--,--,-19.2,--,--,2,0,50,50.1,-,0,29,10
*,D0K 12,0,53,24.7,--,12,33,42,O,--,--,--,--,--,0.681,--,O,20.3,--,--,-22.9,--,--,398,0,50,47.6,--,12,17,26
*,SDSS J00534-0917,0,53,27.8,-,9,17,16,O,--,1,--,--,--,0.215,S1,--,20.16,--,--,-20.5,--,--,1,0,50,56.5,-,9,33,32
*,NGC  291,0,53,29.8,-,8,46,4,--,--,--,--,--,--,0.019,S2,--,14.64,--,--,-20.7,--,--,1070,0,50,58.4,-,9,2,20
--,B3 0050+402B,0,53,31.7,--,40,31,25,O,0.112,776,--,--,--,0.149,S2,--,18.8,--,--,-21.0,556,1539,556,0,50,45.1,--,40,15,9
*,SDSS J00535-0001,0,53,34.9,-,0,1,15,O,--,2,--,--,--,0.193,S1,--,20.7,--,--,-19.7,--,--,2,0,51,1.2,-,0,17,31
*,0051-0220,0,53,38.6,-,2,4,42,O,--,--,--,--,--,0.187,--,--,17.7,--,--,-22.6,--,--,359,0,51,5.4,-,2,20,58
*,SDSS J00536+0112,0,53,39.2,--,1,12,9,O,--,2,--,--,--,0.196,S1,--,19.92,--,--,-20.5,--,--,2,0,51,5.2,--,0,55,53
*,SDSS J00536-0843,0,53,40.7,-,8,43,59,O,--,2,--,--,--,0.202,S1,--,20.09,--,--,-20.4,--,--,2,0,51,9.3,-,9,0,15
*,2QZ J005352-3114,0,53,53.0,-,31,14,5,O,--,--,--,--,--,0.466,S1,*,20.67,--,-0.98,-21.7,--,489,489,0,51,28.5,-,31,30,21
*,HE 0051-2420,0,53,54.4,-,24,4,35,O,--,--,--,--,--,0.056,S1,--,17.34,--,--,-20.3,--,--,2296,0,51,27.5,-,24,20,51
--,IRAS 00521-7054,0,53,55.9,-,70,38,5,--,--,--,0.01,1678,--,0.07,S1h,--,16.2,1.02,0.57,-20.9,514,877,2033,0,52,6.0,-,70,54,21
*,SDSS J00539-0903,0,53,56.2,-,9,3,26,O,--,2,--,--,--,0.206,S1,--,20.16,--,--,-20.4,--,--,2,0,51,24.9,-,9,19,42
*,SDSS J00539-0006,0,53,58.9,-,0,6,9,O,--,2,--,--,--,0.054,S1,--,18.82,--,--,-18.8,--,--,2,0,51,25.2,-,0,22,25
*,SDSS J00539-1007,0,53,59.6,-,10,7,7,O,--,1,--,--,--,0.12,S1,--,19.45,--,--,-19.9,--,--,1,0,51,28.6,-,10,23,23
*,Q 0051-2755,0,54,0.4,-,27,39,38,--,--,--,--,--,--,0.409,--,*,20.44,--,-0.68,-21.6,--,--,1153,0,51,34.7,-,27,55,54
*,SDSS J00540-0034,0,54,2.4,-,0,34,45,O,--,2,--,--,--,0.073,S1,--,18.93,--,--,-19.3,--,--,2,0,51,28.8,-,0,51,1
*,SDSS J00540+1544,0,54,3.4,--,15,44,49,O,--,1,--,--,--,0.433,S1,--,19.44,--,--,-22.7,--,--,1,0,51,25.4,--,15,28,33
*,SDSS J00542+0016,0,54,15.4,--,0,16,16,O,--,2,--,--,--,0.148,S1,--,19.53,--,--,-20.3,--,--,2,0,51,41.6,--,0,0,1
*,2QZ J005418-2728,0,54,18.0,-,27,28,2,O,--,--,--,--,--,0.547,S1,*,20.49,--,-0.81,-22.2,--,489,489,0,51,52.3,-,27,44,17
*,SDSS J00543-0021,0,54,22.9,-,0,21,8,O,--,2,--,--,--,0.137,S1,--,19.77,--,--,-19.9,--,--,2,0,51,49.3,-,0,37,23
*,Q 0051-2947,0,54,23.3,-,29,30,47,O,--,--,--,--,--,0.216,--,*,20.36,--,-0.7,-20.3,--,--,1153,0,51,58.3,-,29,47,2
*,SDSS J00544+1448,0,54,25.7,--,14,48,51,O,--,2,--,--,--,0.041,S1,--,18.55,--,--,-18.4,--,--,2,0,51,47.9,--,14,32,36
*,SDSS J00545-0044,0,54,31.8,-,0,44,45,O,--,2,--,--,--,0.176,S1,--,21.64,--,--,-18.5,--,--,2,0,51,58.3,-,1,1,0
*,Q 0052-2740,0,54,34.8,-,27,24,42,--,--,--,--,--,--,0.156,--,*,20.25,--,-0.53,-19.7,--,--,1153,0,52,9.1,-,27,40,57
*,SDSS J00546+1554,0,54,39.8,--,15,54,46,O,--,2,--,--,--,0.236,S1,--,19.93,--,--,-20.9,--,--,2,0,52,1.7,--,15,38,31
*,SDSS J00547+0023,0,54,43.6,--,0,23,56,O,--,2,--,--,--,0.148,S1,--,19.49,--,--,-20.3,--,--,2,0,52,9.8,--,0,7,41
*,SDSS J00547-0005,0,54,44.8,-,0,5,57,O,--,2,--,--,--,0.146,S1,--,21.13,--,--,-18.6,--,--,2,0,52,11.1,-,0,22,12
*,SDSSp J00547+0042,0,54,46.1,--,0,42,4,O,--,--,--,--,--,0.234,S1n,R,18.91,--,--,-21.3,--,--,2241,0,52,12.2,--,0,25,49
*,Q 0052-2956,0,54,47.0,-,29,40,6,O,--,--,--,--,--,0.199,--,--,18.8,--,--,-21.7,339,--,1416,0,52,22.1,-,29,56,21
*,SGP3:03,0,54,49.6,-,28,11,24,O,--,--,--,--,--,0.573,--,*,20.9,--,-0.68,-21.9,--,256,487,0,52,24.2,-,28,27,39
*,2QZ J005449-3213,0,54,49.9,-,32,13,11,O,--,--,--,--,--,0.522,S1,*,20.62,--,-0.33,-21.9,--,487,487,0,52,25.9,-,32,29,26
*,MS 00521+2931,0,54,49.9,--,29,47,29,--,--,1960,--,--,--,0.151,S1,--,18.33,--,--,-21.5,1235,--,1960,0,52,7.3,--,29,31,14
*,ESO 411-G029,0,54,54.5,-,32,1,53,O,--,--,--,--,--,0.032,S2,--,15.04,--,--,-21.4,--,--,1254,0,52,30.5,-,32,18,8
*,2QZ J005455-2836,0,54,55.6,-,28,36,23,O,--,--,--,--,--,0.598,S1,*,20.47,--,-0.34,-22.4,--,487,487,0,52,30.3,-,28,52,38
*,SGP7:47,0,54,55.8,-,29,11,18,O,--,--,--,--,--,0.619,--,*,20.5,--,-0.5,-22.5,--,256,256,0,52,30.7,-,29,27,33
*,SDSS J00550+0021,0,55,1.0,--,0,21,7,O,--,1,--,--,--,0.193,S1,--,20.09,--,--,-20.3,--,--,1,0,52,27.2,--,0,4,52
*,ESO 541-G001,0,55,2.6,-,19,0,17,O,--,--,--,--,--,0.021,S2,--,13.61,--,--,-21.9,--,--,1254,0,52,34.2,-,19,16,32
*,SDSS J00551-1019,0,55,9.3,-,10,19,22,O,--,2,--,--,--,0.1,S1,--,18.92,--,--,-20.0,--,--,2,0,52,38.4,-,10,35,37
*,Q 0052-3108A,0,55,15.2,-,30,52,18,O,--,--,--,--,--,0.35,--,O,19.7,--,--,-22.0,--,--,1416,0,52,50.8,-,31,8,33
*,SDSS J00553-0031,0,55,21.6,-,0,31,16,O,--,2,--,--,--,0.043,S1,--,19.62,--,--,-17.5,--,--,2,0,52,48.0,-,0,47,30
*,2QZ J005525-3208,0,55,25.5,-,32,8,3,O,--,--,--,--,--,0.398,S1,*,19.65,--,-0.83,-22.4,--,487,487,0,53,1.6,-,32,24,17
*,2QZ J005525-3123,0,55,26.0,-,31,23,27,O,--,--,--,--,--,0.346,S1,*,20.08,--,-0.97,-21.6,--,489,489,0,53,1.8,-,31,39,41
*,SDSS J00554+0026,0,55,26.1,--,0,26,51,O,--,2,--,--,--,0.176,S1,--,19.86,--,--,-20.3,--,--,2,0,52,52.2,--,0,10,37
*,0052-0038,0,55,27.4,-,0,21,49,O,--,--,--,--,--,0.168,--,--,18.5,--,--,-21.6,--,--,359,0,52,53.8,-,0,38,3
*,SGP7:07,0,55,31.2,-,29,19,36,O,--,--,--,--,--,0.706,--,*,20.5,--,-0.4,-22.8,--,256,256,0,53,6.3,-,29,35,50
*,SDSS J00555-0031,0,55,31.8,-,0,31,48,O,--,2,--,--,--,0.044,S1,--,17.93,--,--,-19.2,--,--,2,0,52,58.2,-,0,48,2
*,Q 0053-2724,0,55,32.5,-,27,7,56,--,--,--,--,--,--,0.433,S1,*,19.69,--,-1.03,-22.5,--,--,1153,0,53,6.8,-,27,24,10
*,SDSS J00555+1402,0,55,33.3,--,14,2,8,O,--,2,--,--,--,0.366,S1,--,20.08,--,--,-21.8,--,--,2,0,52,55.7,--,13,45,54
*,SDSS J00555+1410,0,55,33.7,--,14,10,41,O,--,2,--,--,--,0.209,S1,--,19.8,--,--,-20.8,--,--,2,0,52,56.0,--,13,54,27
*,Q 0053+0221,0,55,34.6,--,2,37,15,--,--,--,--,--,--,0.164,--,R,19.97,--,--,-19.5,1795,--,1795,0,53,0.2,--,2,21,1
*,2QZ J005535-3144,0,55,35.1,-,31,44,23,O,--,--,--,--,--,0.256,S1,*,19.82,--,-0.73,-21.2,--,487,487,0,53,11.1,-,32,0,37
*,2QZ J005536-2956,0,55,36.4,-,29,56,8,O,--,--,--,--,--,0.333,S1,*,20.51,--,-0.75,-21.1,--,489,489,0,53,11.7,-,30,12,22
*,SDSS J00556+0025,0,55,37.8,--,0,25,21,O,--,2,--,--,--,0.056,S1,--,18.66,--,--,-19.0,--,--,2,0,53,4.0,--,0,9,7
*,2QZ J005537-2926,0,55,37.8,-,29,26,28,O,--,--,--,--,--,0.281,S1,*,20.5,--,-0.45,-20.7,--,489,489,0,53,13.0,-,29,42,42
*,SDSS J00556-0912,0,55,39.3,-,9,12,54,O,--,1,--,--,--,0.64,S1,--,20.13,--,--,-22.9,--,--,1,0,53,8.1,-,9,29,8
*,2QZ J005540-2936,0,55,40.6,-,29,36,33,O,--,--,--,--,--,0.796,S1,*,20.83,--,-0.38,-22.8,--,489,489,0,53,15.8,-,29,52,47
*,SDSS J00556+0037,0,55,40.9,--,0,37,11,O,--,2,--,--,--,0.216,S1,--,20.04,--,--,-20.6,--,--,2,0,53,7.0,--,0,20,57
*,SDSS J00557-1019,0,55,43.8,-,10,19,27,O,--,2,--,--,--,0.076,S1,--,18.97,--,--,-19.4,--,--,2,0,53,12.9,-,10,35,41
*,SDSS J00557+0100,0,55,47.0,--,1,0,3,O,--,2,--,--,--,0.152,S1,--,20.5,--,--,-19.4,--,--,2,0,53,13.0,--,0,43,49
--,MS 00533-1035,0,55,50.8,-,10,19,5,O,0.028,1960,--,--,--,0.308,--,O,19.4,--,--,-22.0,1235,--,1960,0,53,19.9,-,10,35,19
*,SDSS J00559+1357,0,55,59.3,--,13,57,48,O,--,2,--,--,--,0.359,S1,--,20.64,--,--,-21.2,--,--,2,0,53,21.6,--,13,41,34
