RefCode,f_RefCode,Text
1363,--,"Meyer M.J.,Drinkwater M.J.,Phillips S.,Couch W.J. 2001,MNRAS 324,343."
1363,=,2001MNRAS.324..343M
1364,--,"Meylan G.,Djorgovski S. 1989,ApJ 338,L1."
1364,=,1989ApJ...338L...1M
1365,--,"Michalec A.,Maslowski J. 1976,Acta Cosmologica 5,35."
1365,=,1976AcC.....5...35M
1366,--,"Mickaelian A.M. 1999,private communication."
1366,=,1999Private........
1367,--,"Mickaelian A.M.,Goncalves A.C.,Veron-Cetty M.-P.,Veron,P. 1999,Atrophysics 42,1."
1367,=,1999Ap.....42....1M
1368,--,"Mickaelian A.M.,Goncalves A.C.,Veron-Cetty M.-P.,Veron P. 2001,Astrophysics 44,14."
1368,=,2001Ap.....44...14M
1369,--,"Miley G.K.,Osterbrock D.E. 1979,PASP 91,257."
1369,=,1979PASP...91..257M
1370,--,"Miller E.D.,Bregman J.N.,Knezek P.M. 2002,ApJ 569,134."
1370,=,2002ApJ...569..134M
1371,--,"Miller H.R. 1979,ApJ 227,52."
1371,=,1979ApJ...227...52M
1372,--,"Miller J.S.,Goodrich R.W. 1990,ApJ 355,456."
1372,=,1990ApJ...355..456M
1373,--,"Miller J.S.,French H.B.,Hawley S.A. 1978, in: Pittsburgh Conf. on"
1373,--,"BL Lac objects,p.176."
1373,=,1978..............
1374,--,"Miller L.,Peacock J.A.,Mead A.R.G. 1990,MNRAS 244,207."
1374,=,1990MNRAS.244..207M
1375,--,"Miller L.,Lopes A.M.,Smith R.J. et al. 2002,MNRAS (submitted)"
1375,=,astro-ph/0211644
1375,--,'Possible arcminute-separation gravitational lensed QSOs in the 2dF QSO survey'.
1375,=,2002MNRAS..........
1376,--,"Miller P.,Rawlings S.,Saunders R. 1993,MNRAS 263,425."
1376,=,1993MNRAS.263..425M
1377,--,"Mills B.Y.,Little A.G.,Durdin J.M.,Kesteven M.J. 1982,MNRAS 200,1007."
1377,=,1982MNRAS.200.1007M
1378,--,"Minkowski R. 1960,ApJ 132,908."
1378,=,1960ApJ...132..908M
1379,--,"Minns A.R., Riley J.M. 2000,MNRAS 315,839."
1379,=,2000MNRAS.315..839M
1380,--,"Mirabal N.,Halpern J.P.,Eracleous M.,Becker R.H. 2000,ApJ 541,180."
1380,=,2000ApJ...541..180M
1381,--,"Mirabel I.F.,Sanders D.B. 1988,ApJ 335,104."
1381,=,1988ApJ...335..104M
1382,--,"Mitchell K.J.,Condon J.J. 1985,AJ 90,1957."
1382,=,1985AJ.....90.1957M
1383,--,"Mitchell K.J.,Barden S.C.,Warnock III A.,Nations H.L. 1983,PASP 95,45."
1383,=,1983PASP...95...45M
1384,--,"Mitchell K.J.,Warnock III A.,Usher P.D. 1984,ApJ 287,L3."
1384,=,1984ApJ...287L...3M
1385,--,"Mitchell P.S.,Miller L.,Boyle B.J. 1990,MNRAS 244,1."
1385,=,1990MNRAS.244....1M
1386,--,"Mitton S.,Hazard C.,Whelan J.A.J. 1977,MNRAS 179,569."
1386,=,1977MNRAS.179..569M
1387,--,"Miyauchi-Isobe N.,Takase B.,Maehara H. 1997,Publ. Nat. Astron. Obs. Japan 4,153."
1387,=,1997PNAOJ...4..153M
1388,--,"Miyauchi-Isobe N.,Maehara H. 1998,Publ. Nat. Astron. Obs. Japan 5,75."
1388,=,1988PNAOJ...5...75M
1389,--,"Moffat A.F.J.,Schlickweiser R.,Shara et al. 1983,ApJ 271,L45."
1389,=,1983ApJ...271L..45M
1390,--,"Moles M.,Garcia-Pelayo J.M.,Masegosa A.,Aparicio A.,Quintana J.M. 1985,"
1390,--,"A&A 152,271."
1390,=,1985A&A...152..271M
1391,--,"Moles M.,Garcia-Pelayo J.M.,del Rio G.,Lahulla F. 1987,A&A 186,77."
1391,=,1987A&A...186...77M
1392,--,"Moller P.,Jakobsen P.,Perryman M.A.C. 1994,A&A 287,719."
1392,=,1994A&A...287..719M
1393,--,"Molthagen K.,Wendker H.J.,Briel U.G. 1997,A&AS 126,509."
1393,=,1997A&AS..126..509M
1394,--,"Molthagen K.,Bade N.,Wendker H.J. 1998,A&A 331,925."
1394,=,1998A&A...331..925M
1395,--,"Molthagen K. 2000,A&A 361,444."
1395,=,2000A&A...361..444M
1396,--,"Monier E.M.,Turnshek D.A.,Hazard C. 1999,ApJ 522,627."
1396,=,1999ApJ...522..627M
1397,--,"Monier E.M.,Kennefick J.B.,Hall P.B. et al. 2002,AJ 124,2971."
1397,=,2002AJ....124.2971M
1398,--,"Monk A.S.,Penston M.V.,Pettini M.,Blades J.C. 1986,MNRAS 222,787."
1398,=,1986MNRAS.222..787M
1399,--,"Monk A.S.,Penston M.V.,Pettini M.,Blades J.C. 1988,MNRAS 234,193."
1399,=,1988MNRAS.234..193M
1400,--,"Moorwood A.,Cuby I.-G.,Ballester P. et al. 1999,The Messenger 95,1."
1400,=,1999Msngr..95....1M
1401,--,"Moran E.C.,Halpern J.P.,Bothun G.D.,Becker R.H. 1992,AJ 104,990."
1401,=,1992AJ....104..990M
1402,--,"Moran E.C.,Halpern J.P.,Helfand D.J. 1994,ApJ 433,L65."
1402,=,1994ApJ...433L..65M
1403,--,"Moran E.C.,Helfand D.J.,Becker R.H.,White R.L. 1996,ApJ 461,127."
1403,=,1996ApJ...461..127M
1404,--,"Moran E.C.,Halpern J.P.,Helfand D.J. 1996,ApJS 106,341."
1404,=,1996ApJS..106..341M
1405,--,"Moran E.C.,Barth A.J.,Kay L.E.,Filippenko A.V. 2000,ApJ 540,L73."
1405,=,2000ApJ...540L..73M
1406,--,"Moreau O.,Reboul H. 1995,A&AS 111,169."
1406,=,1995A&AS..111..169M
1407,--,"Morel T.,Efstathiou A.,Serjeant S. et al. 2001,MNRAS 327,1187."
1407,=,2001MNRAS.327.1187M
1408,--,"Morgan N.D.,Dressler A.,Maza J.,Schechter P.L.,Winn J.N. 1999,AJ 118,1444."
1408,=,1999AJ....118.1444M
1409,--,"Morgan N.D.,Burley G.,Costa E. et al. 2000,AJ 119,1083."
1409,=,2000AJ....119.1083M
1410,--,"Morgan N.D.,Becker R.H.,Gregg M.D.,Schechter P.L.,White R.L. 2001,AJ 121,611."
1410,=,2001AJ....121..611M
1411,--,"Morgan N.D.,Snyder J.A.,Reens L.H. 2003,AJ (submitted) = astro-ph/0305036"
1411,--,'SDSS 1650+4251: a new gravitational lens'.
1411,=,2003AJ.............
1412,--,"Morganti R.,Fosbury R.A.E.,Hook R.N.,Robinson A.,Tsvetanov Z. 1992,MNRAS 256,1P."
1412,=,1992MNRAS.256p...1M
1413,--,"Morganti R.,Tsvetanov Z.I.,Gallimore J.,Allen M.G. 1999,A&AS 137,457."
1413,=,1999A&AS..137..457M
1414,--,"Morris S.L.,Ward M.J. 1988,MNRAS 230,639."
1414,=,1988MNRAS.230..639M
1415,--,"Morris S.L.,Stocke J.T.,Gioia I.M. et al. 1991,ApJ 380,49."
1415,=,1991ApJ...380...49M
1416,--,"Morris S.L.,Weymann R.J.,Anderson S.F. et al. 1991,AJ 102,1627."
1416,=,1991AJ....102.1627M
1417,--,"Morton D.C.,Tritton K.P. 1982,MNRAS 198,669."
1417,=,1982MNRAS.198..669M
1418,--,"Morton D.C.,Savage A.,Bolton J.G. 1978,MNRAS 185,735."
1418,=,1978MNRAS.185..735M
1419,--,"Moseley G.F.,Brooks C.C.,Douglas J.N. 1970,AJ 75,1015."
1419,=,1970AJ.....75.1015M
1420,--,"Motch C.,Belloni T.,Buckley D. et al. 1991,A&A 246,L24."
1420,=,1991A&A...246L..24M
1421,--,"Motch C.,Guillout P.,Haberl F. et al. 1997,A&AS 122,201."
1421,=,1997A&AS..122..201M
1422,--,"Motch C.,Guillout P.,Haberl F. et al. 1998,A&AS 132,341."
1422,=,1998A&AS..132..341M
1423,--,"Motohara K.,Yamada T.,Iwamuro F. et al. 2001,PASJ 53,459."
1423,=,2001PASJ...53..459M
1424,--,"Mould J.R.,Oke J.B.,de Zeeuw P.T.,Nemec J.M. 1990,AJ 99,1823."
1424,=,1990AJ.....99.1823M
1425,--,"Munoz J.A.,Falco E.E.,Kochanek C.S. et al. 1998,ApJ 492,L9."
1425,=,1998ApJ...492L...9M
1426,--,"Munoz J.A.,Falco E.E.,Kochanek C.S. et al. 2001,ApJ 546,769."
1426,=,2001ApJ...546..769M
1427,--,"Munoz J.A.,Falco E.E.,Kochanek C.S.,Lehar J.,Mediavilla 2003,ApJ (in press)"
1427,=,astro-ph/0305382
1427,--,'The redshift distribution of flat-spectrum radio sources'.
1427,=,2003ApJ............
1428,--,"Murdoch H.S. 1976,MNRAS 177,441."
1428,=,1976MNRAS.177..441M
1429,--,"Murdoch H.S.,Hoskins D.G. 1976,Aust. J. Phys. 26,867."
1429,=,1976AuJPh..26..867M
1430,--,"Murdoch H.S.,McAdam W.B.,Hunstead R.W. 1974,Nat 248,491."
1430,=,1974Natur.248..491M
1431,--,"Murdoch H.S.,Hunstead R.W.,Arp H. et al. 1983,ApJ 265,610."
1431,=,1983ApJ...265..610M
1432,--,"Murdoch H.S.,Hunstead R.W.,Graeme L. 1984,Proc. Astron. Soc. Aust. 5,341."
1432,=,1984PASAu...5..341M
1433,--,"Murphy T.W.,Soifer B.T.,Matthews K.,Armus L. 2000,AJ 120,1675."
1433,=,2000AJ....120.1675M
1434,--,"Myers S.T.,Rusin D.,Fassnacht C.D. et al. 1999,AJ 117,2565."
1434,=,1999AJ....117.2565M
1435,--,"Nagar N.M.,Wilson A.S.,Mulchaey J.S.,Gallimore J.F. 1999,ApJS 120,209."
1435,=,1999ApJS..120..209N
1436,--,"Nagar N.M.,Falcke H.,Wilson A.S.,Ho L.C. 2000,ApJ 542,186."
1436,=,2000ApJ...542..186N
1437,--,"Nagar N.M.,Oliva E.,Marconi A.,Maiolino R. 2002,A&A 391,L21."
1437,=,2002A&A...391L..21N
1438,--,"Najita J.,Dey A., Brotherton M. 2000,AJ 120,2859."
1438,=,2000AJ....120.2859N
1439,--,"Nakajima T.,Kawara K.,Nishida M.,Gregory B. 1991,ApJ 373,452."
1439,=,1991ApJ...373..452N
1440,--,"Nass P.,Bade N.,Kollgaard R.I. et al. 1996,A&A 309,419."
1440,=,1996A&A...309..419N
1441,--,"Neff S.G.,Hutchings J.B. 1990,AJ 100,1441."
1441,=,1990AJ....100.1441N
1442,--,"Neff S.G.,Hutchings J.B. 1992,AJ 103,1746."
1442,=,1992AJ....103.1746N
1443,--,"Neizvestny S.I. 1986,Soobshch. Special Astrofiz. Obs. 51,5."
1443,=,1986SoSAO..51....5N
1444,--,"Nelson B.O.,Malkan M.A. 1992,ApJS 82,447."
1444,=,1992ApJS...82..447N
1445,--,"Netzer H.,Kollatschny W.,Fricke K.J. 1987,A&A 171,41."
1445,=,1987A&A...171...41N
1446,--,"Neumann M.,Reich W.,Furst E. et al. 1994,A&AS 106,303."
1446,=,1994A&AS..106..303N
1447,--,"Nicolson G.D.,Glass I.S.,Feast M.W.,Andrews P.J. 1979,MNRAS 189,29P."
1447,=,1979MNRAS.189p..29N
1448,--,"Niklas S.,Klein U.,Braine J.,Wielebinski R. 1995,A&AS 114,21."
1448,=,1995A&AS..114...21N
1449,--,"Nilsson K.,Pursimo T.,Takalo L.O. et al. 1999,PASP 111,1223."
1449,=,1999PASP..111.1223N
1450,--,"Nordgren T.,Helou G.,Chengalur J.,Terzian Y.,Khachikian E.E. 1995,ApJS 99,461."
1450,=,1995ApJS...99..461N
1451,--,"Norman C.,Hasinger G.,Giacconi R. et al. 2002,ApJ 571,218."
1451,=,2002ApJ...571..218N
1452,--,"Norris R.P.,Allen D.A.,Sramek R.A.,Kesteven M.J.,Troup E.R. 1990,ApJ 359,291."
1452,=,1990ApJ...359..291N
1453,--,"Northover K.J.E. 1973,MNRAS 165,369."
1453,=,1973MNRAS.165..369N
1454,--,"Notni P. 1980,Astron. Nachr. 301,51."
1454,=,1980AN....301...51N
1455,--,"Notni P.,Oleak H.,Richter G.M. 1971,AN 293,221."
1455,=,1971AN....293..221N
1456,--,"Notni P.,Frohlich H.E. 1975,Astron. Nachr. 296,197."
1456,=,1975AN....296..197N
1457,--,"Notni P.,Karachentsev I.D.,Afanasjev V.L. 1979,Astron. Nachr. 300,121."
1457,=,1979AN....300..121N
1458,--,"O'Connell R.W.,Kingham K.A. 1978,PASP 90,244."
1458,=,1978PASP...90..244O
1459,--,"O'Dea C.P.,Baum S.A.,Morris G.B. 1990,A&AS 82,261."
1459,=,1990A&AS...82..261O
1460,--,"O'Dea C.P.,Baum S.A.,Stanghellini C. 1991,ApJ 380,66."
1460,=,1991ApJ...380...66O
1461,--,"Ofek E.O.,Maoz D.,Prada F.,Kolatt T.,Rix H.-W. 2001,MNRAS 324,463."
1461,=,2001MNRAS.324..463O
1462,--,"Ogle P.M.,Cohen M.H.,Miller J.S. et al. 1999,ApJS 125,1."
1462,=,1999ApJS..125....1O
1463,--,"Ohta K.,Yamada T.,Nakanishi K. et al. 1996,ApJ 458,L57."
1463,=,1996ApJ...458L..57O
1464,--,"Ohta K.,Akiyama M., Ueda Y. et al. 2003,ApJ (in press) =astro-ph/0308066"
1464,--,'Optical identification of the ASCA Lynx deep survey: an association
1464,--,of QSOs and a supercluster at z=1.3?'.
1464,=,2003ApJ............
1465,--,"Oke J.B. 1978,ApJ 219,L97."
1465,=,1978ApJ...219L..97O
1466,--,"Oliva E.,Marconi A.,Cimatti A.,di Serego Alighieri S. 1998,A&A 329,L21."
1466,=,1998A&A...329L..21O
1467,--,"Olsen E.T. 1970,AJ 75,764."
1467,=,1970AJ.....75..764O
1468,--,"Oort J.H.,Arp,H.,de Ruiter H. 1981,A&A 95,7."
1468,=,1981A&A....95....7O
1469,--,"Oort M.J.A. 1987,A&AS 71,221."
1469,=,1987A&AS...71..221O
1470,--,"Oort M.J.A.,Steemers W.J.G.,Windhorst R.A. 1988,A&AS 73,103."
1470,=,1988A&AS...73..103O
1471,--,"Oren A.L.,Wolfe A. 1995,ApJ 445,624."
1471,=,1995ApJ...445..624O
1472,--,"Oshlack A.Y.K.N.,Webster R.L.,Whiting M.T. 2001,ApJ 558,578."
1472,=,2001ApJ...558..578O
1473,--,"Osmer P.S. 1977,ApJ 218,L89."
1473,=,1977ApJ...218L..89O
1474,--,"Osmer P.S. 1980,ApJS 42,523."
1474,=,1980ApJS...42..523O
1475,--,"Osmer P.S. 1982,ApJ 253,28."
1475,=,1982ApJ...253...28O
1476,--,"Osmer P.S.,Hewett P.C. 1991,ApJS 75,273."
1476,=,1991ApJS...75..273O
1477,--,"Osmer P.S.,Smith M.G. 1976,ApJ 210,267."
1477,=,1976ApJ...210..267O
1478,--,"Osmer P.S.,Smith M.G. 1977,ApJ 213,607."
1478,=,1977ApJ...213..607O
1479,--,"Osmer P.S.,Smith M.G. 1977,ApJ 215,L47."
1479,=,1977ApJ...215L..47O
1480,--,"Osmer P.S.,Smith M.G. 1977,ApJ 217,L73."
1480,=,1977ApJ...217L..73O
1481,--,"Osmer P.S.,Smith M.G. 1980,ApJS 42,333."
1481,=,1980ApJS...42..333O
1482,--,"Osmer P.S.,Smith M.G.,Weedman D.W. 1974,ApJ 189,187."
1482,=,1974ApJ...189..187O
1483,--,"Osmer P.S.,Porter A.C.,Green R.F. 1994,ApJ 436,678."
1483,=,1994ApJ...436..678O
1484,--,"Osmer P.S.,Kennefick J.D.,Hall P.B.,Green R.F. 1998,ApJS 119,189."
1484,=,1998ApJS..119..189O
1485,--,"Osterbrock D.E. 1977,ApJ 215,733."
1485,=,1977ApJ...215..733O
1486,--,"Osterbrock D.E. 1981,ApJ 249,462."
1486,=,1981ApJ...249..462O
1487,--,"Osterbrock D.E. 1984,ApJ 280,L43."
1487,=,1984ApJ...280L..43O
1488,--,"Osterbrock D.E. 1985,PASP 97,25."
1488,=,1985PASP...97...25O
1489,--,"Osterbrock D.E. 1985,PASP 96,792."
1489,=,1984PASP...96..792O
1490,--,"Osterbrock D.E.,Koski A.T.,Philipps M.M. 1976,ApJ 206,898."
1490,=,1976ApJ...206..898O
1491,--,"Osterbrock D.E.,Phillips M.M. 1977,PASP 89,251."
1491,=,1977PASP...89..251O
1492,--,"Osterbrock D.E.,Grandi S.A. 1979,ApJ 228,L59."
1492,=,1979ApJ...228L..59O
1493,--,"Osterbrock D.E.,Cohen R.D. 1982,ApJ 261,64."
1493,=,1982ApJ...261...64O
1494,--,"Osterbrock D.E.,Shuder J.M. 1982,ApJS 49,149."
1494,=,1982ApJS...49..149O
1495,--,"Osterbrock D.E.,Dahari O. 1983,ApJ 273,478."
1495,=,1983ApJ...273..478O
1496,--,"Osterbrock D.E.,de Robertis M.M. 1985,PASP 97,1129."
1496,=,1985PASP...97.1129O
1497,--,"Osterbrock D.E.,Pogge R.W. 1985,ApJ 297,166."
1497,=,1985ApJ...297..166O
1498,--,"Osterbrock D.E.,Pogge R.W. 1987,ApJ 323,108."
1498,=,1987ApJ...323..108O
1499,--,"Osterbrock D.E.,Shaw R.A. 1988,ApJ 327,89."
1499,=,1988ApJ...327...89O
1500,--,"Osterbrock D.E.,Martel A. 1993,ApJ 414,552."
1500,=,1993ApJ...414..552O
1501,--,"Owen F.N.,Keel W.C. 1995,AJ 109,486."
1501,=,1995AJ....109..486O
1502,--,"Owen F.N.,Mufson S.L. 1977,AJ 82,776."
1502,=,1977AJ.....82..776O
1503,--,"Owen F.N.,Rudnick L. 1976,ApJ 203,307."
1503,=,1976ApJ...203..307O
1504,--,"Owen F.N.,Porcas R.W.,Neff S.G. 1978,AJ 83,1009."
1504,=,1978AJ.....83.1009O
1505,--,"Owen F.N.,Porcas R.W.,Mufson S.L.,Moffett T.J. 1978,AJ 83,685."
1505,=,1978AJ.....83..685O
1506,--,"Owen F.N.,Spangler S.R.,Cotton W.D. 1980,AJ 85,351."
1506,=,1980AJ.....85..351O
1507,--,"Owen F.N.,Wills B.J.,Wills D. 1980,ApJ 235,L57."
1507,=,1980ApJ...235L..57O
1508,--,"Owen F.N.,Condon J.J.,Ledden J.E. 1983,AJ 88,1."
1508,=,1983AJ.....88....1O
1509,--,"Owen F.N.,White R.A.,Burns J.O. 1992,ApJS 80,501."
1509,=,1992ApJS...80..501O
1510,--,"Owen F.N.,White R.A.,Ge J.P. 1993,ApJS 87,135."
1510,=,1993ApJS...87..135O
1511,--,"Owen F.N.,Ledlow M.J.,Keel W.C. 1995,AJ 109,14."
1511,=,1995AJ....109...14O
1512,--,"Padovani P.,Giommi P. 1995,MNRAS 277,1477."
1512,=,1995MNRAS.277.1477P
1513,--,"Padrielli L.,Conway R.G. 1977,A&AS 27,171."
1513,=,1977A&AS...27..171P
1514,--,"Padrielli L.,Kapahi V.K.,Katgert-Merkelijn J.K. 1981,A&AS 46,473."
1514,=,1981A&AS...41..473P
1515,--,"Page M.J.,Mittaz J.P.D.,Carrera F.J. 2000,MNRAS 312,207."
1515,=,2000MNRAS.312..207P
1516,--,"Page M.J.,Mittaz J.P.D.,Carrera F.J. 2001,MNRAS 325,575."
1516,=,2001MNRAS.325..575P
1517,--,"Palma C.,Bauer F.E.,Cotton W.D. et al. 2000,AJ 119,2068."
1517,=,2000AJ....119.2068P
1518,--,"Palumbo G.G.C.,Tanzella-Nitti G.,Vettolani G. 1983,A catalogue of"
1518,--,"radial velocities of galaxies, Gordon and Breach,New-York."
1518,=,1<VII/99>..........
1519,--,"Palunas P.,Collins N.R.,Gardner J.P. et al. 2000,ApJ 541,61."
1519,=,2000ApJ...541...61P
1520,--,"Papadopoulos P.P.,Seaquist E.R.,Wrobel J.M.,Binette L. 1995,ApJ 446,150."
1520,=,1995ApJ...446..150P
1521,--,"Parker E.,Elsmore B.,Shakeshaft J. 1966,Nat 210,22."
1521,=,1966Natur.210...22P
1522,--,"Parkes A.G.,Penston M.V. 1973,MNRAS 162,117."
1522,=,1973MNRAS.162..117P
1523,--,"Pascarelle S.M.,Windhorst R.A.,Driver S.P.,Ostrander E.J.,Kell W.C. 1996,"
1523,--,"ApJ 456,L21."
1523,=,1996ApJ...456L..21P
1524,--,"Pasquini L.,Belloni T. 1998,A&A 336,902."
1524,=,1998A&A...336..902P
1525,--,"Patnaik A.R.,Browne I.W.A.,Walsh D.,Chaffee F.H.,Foltz C.B. 1992,MNRAS 259,1P."
1525,=,1992MNRAS.259p...1P
1526,--,"Patnaik A.R.,Schneider P.,Narayan R. 1996,MNRAS 281,L17."
1526,=,1996MNRAS.281L..17P
1527,--,"Pauliny-Toth I.I.K.,Kellermann K.I. 1968,AJ 73,953."
1527,=,1968AJ.....73..953P
1528,--,"Pauliny-Toth I.I.K.,Kellermann K.I. 1972,AJ 77,797."
1528,=,1972AJ.....77..797P
1529,--,"Pauliny-Toth I.I.K.,Kellermann K.I.,Davis M.M.,Fomalont E.B.,Shaffer D.B. 1972,"
1529,--,"AJ 77,265."
1529,=,1972AJ.....77..265P
1530,--,"Pauliny-Toth I.I.K.,Preuss E.,Witzel A. et al. 1973,A&A 27,475."
1530,=,1973A&A....27..475P
1531,--,"Pauliny-Toth I.I.K.,Witzel A.,Preuss E. 1974,A&A 35,421."
1531,=,1974A&A....35..421P
1532,--,"Pauliny-Toth I.I.K.,Witzel A.,Preuss E. et al. 1978,AJ 83,451."
1532,=,1978AJ.....83..451P
1533,--,"Peacock J.A.,Perryman M.A.C.,Longair M.S.,Gunn J.E.,Westphal J.A. 1981,"
1533,--,"MNRAS 194,601."
1533,=,1981MNRAS.194..601P
1534,--,"Pearson T.J.,Readhead A.C.S. 1988,ApJ 328,114."
1534,=,1988ApJ...328..114P
1535,--,"Peck A.B.,Taylor G.B.,Fassnacht C.D.,Readhead A.C.S.,Vermeulen R.C. 2000,ApJ 534,104"
1535,=,2000ApJ...534..104P
1536,--,"Pecontal E.,Adam G.,Bacon R. et al. 1990,A&A 232,331."
1536,=,1990A&A...232..331P
1537,--,"Pedersen H.,Motch C.,Tarenghi M. et al. 1983,ApJ 270,L43."
1537,=,1983ApJ...270L..43P
1538,--,"Penfold J.E. 1979,MNRAS 186,297."
1538,=,1979MNRAS.186..297P
1539,--,"Pennington R.L.,Humphreys R.M.,Odewahn S.C.,Zumach W.,Thurmes 1993,PASP 105,521."
1539,=,1993PASP..105..521P
1540,--,"Penston M.V. 1971,ApJ 170,395."
1540,=,1971ApJ...170..395P
1541,--,"Penston M.V.,Fosbury R.A.E.,Ward M.J.,Wilson A.S. 1977,MNRAS 180,19."
1541,=,1977MNRAS.180...19P
1542,--,"Pentericci L.,Fan X.,Rix H.W. et al. 2002,AJ 123,2151."
1542,=,2002AJ....123.2151P
1543,--,"Pentericci L.,Kurk J.D.,Carilli C.L. et al. 2002,A&A 396,109."
1543,=,2002A&A...396..109P
1544,--,"Perez E.,Manchado A.,Pottasch S.R.,Garcia-Lario P. 1989,A&A 215,262."
1544,=,1989A&A...215..262P
1545,--,"Perez E.,Penston M.V.,Moles M. 1989,MNRAS 239,55."
1545,=,1989MNRAS.239...55P
1546,--,"Perez E.,Manchado A.,Garcia-Lario P.,Pottasch S.R. 1990,A&A 227,407."
1546,=,1990A&A...227..407P
1547,--,"Perley R.A. 1982,AJ 87,859."
1547,=,1982AJ.....87..859P
1548,--,"Perlman E.S.,Stocke J.T.,Schachter J.F. et al. 1996,ApJS 104,251."
1548,=,1996ApJS..104..251P
1549,--,"Perlman E.S.,Padovani P.,Giommi P. 1998,AJ 115,1253."
1549,=,1998AJ....115.1253P
1550,--,"Peroux C.,Storrie-Lombardi L.J.,McMahon R.G.,Irwin M.,Hook I.M. 2001,AJ 121,1799."
1550,=,2001AJ....121.1799P
1551,--,"Perryman M.A.C. 1979,MNRAS 187,223."
1551,=,1979MNRAS.187..223P
1552,--,"Perryman M.A.C.,Downes A.J.B.,Lilly S.J. 1985,MNRAS 216,641."
1552,=,1985MNRAS.216..641P
1553,--,"Perryman M.A.C.,Lilly S.J.,Longair M.S.,Downes A.J.B. 1984,MNRAS 209,159."
1553,=,1984MNRAS.209..159P
1554,--,"Persic M.,Salucci P.,1986,in: ""Structure of Active Galactic Nuclei"","
1554,--,"Giuricin G.,Mardirossian F.,Mezzetti M.,Ramella M. (eds),p. 675."
1554,=,1986...............
1555,--,"Pesce J.E.,Falomo R.,Treves A. 1995,AJ 110,1554."
1555,=,1995AJ....110.1554P
1556,--,"Pesch P.,Sanduleak N. 1983,ApJS 51,171."
1556,=,1983ApJS...51..171P
1557,--,"Pesch P.,Sanduleak N. 1986,ApJS 60,543."
1557,=,1986ApJS...60..543P
1558,--,"Pesch P.,Sanduleak N. 1988,ApJS 66,297."
1558,=,1988ApJS...66..297P
1559,--,"Pesch P.,Sanduleak N. 1989,ApJS 70,163."
1559,=,1989ApJS...70..163P
1560,--,"Pesch P.,Sanduleak N.,Stephenson C.B. 1991,ApJS 76,1043."
1560,=,1991ApJS...76.1043P
1561,--,"Pesch P.,Stephenson C.B.,MacConnel D.J. 1995,ApJS 98,41."
1561,=,1995ApJS...98...41P
1562,--,"Peterson B.A.,Bolton J.G. 1972,Astrophys. Letters 10,105."
1562,=,1972ApL....10..105P
1563,--,"Peterson B.A.,Bolton J.G. 1972,ApJ 173,L19."
1563,=,1972ApJ...173L..19P
1564,--,"Peterson B.A.,Bolton J.G. 1973,Astrophys. Letters 13,187."
1564,=,1973ApL....13..187P
1565,--,"Peterson B.A.,Bolton J.G.,Shimmins A.J. 1973,Astrophys. Letters 15,109."
1565,=,1973ApL....15..109P
1566,--,"Peterson B.A.,Bolton J.G.,Savage A. 1976,Astrophys. Letters 17,137."
1566,=,1976ApL....17..137P
1567,--,"Peterson B.A.,Jauncey D.L.,Wright A.F.,Condon J.J. 1976,ApJ 207,L5."
1567,=,1976ApJ...207L...5P
1568,--,"Peterson B.A.,Wright A.E.,Jauncey D.L.,Condon J.J. 1979,ApJ 232,400."
1568,=,1979ApJ...232..400P
1569,--,"Peterson B.M.,Craine E.R.,Strittmatter P.A. 1978,PASP 90,386."
1569,=,1978PASP...90..386P
1570,--,"Peterson B.M.,Fricke K.,Biermann P. 1981,PASP 93,281."
1570,=,1981PASP...93..281P
1571,--,"Petric A.O.,Carilli C.L.,Bertoldi F. et al. 2003,AJ 126,15."
1571,=,2003AJ....126...15P
1572,--,"Petrosian A.R.,Saakian K.A.,Khachikian E.E. 1979,Astrophysics 15,250."
1572,=,1979Ap.....15..250P
1573,--,"Petrov G.T. 1986,Astrophys. Space Sci. 124,407."
1573,=,1986ASpS..124..407P
1574,--,"Phillips A.C. 1993,AJ 105,486."
1574,=,1993AJ....105..486P
1575,--,"Phillips A.C.,Guzman R.,Gallego J. et al. 1997,ApJ 489,543."
1575,=,1997ApJ...489..543P
1576,--,"Phillips M.M.,Hawley S.A. 1978,PASP 90,650."
1576,=,1978PASP...90..650P
1577,--,"Phillips M.M.,Charles P.A.,Baldwin J.A. 1983,ApJ 266,485."
1577,=,1983ApJ...266..485P
1578,--,"Piconcelli E.,Cappi M.,Bassani L. et al. 2002,A&A 394,835."
1578,=,2002A&A...394..835P
1579,--,"Pierre M.,Lidman C.,Hunstead R. et al. 2001,A&A 372,L45."
1579,=,2001A&A...372L..45P
1580,--,"Pietsch W.,Vogler A.,Kahabka P.,Jain A.,Klein V. 1994,A&A 284,386."
1580,=,1994A&A...284..386P
1581,--,"Pietsch W.,Bischoff K.,Boller T. et al. 1998,A&A 333,48."
1581,=,1998A&A...333...48P
1582,--,"Pietsch W.,Bischoff K.,Boller T. 2000,preprint = astro-ph/0005167"
1582,--,'New NLS1 galaxies detected among RASS galaxies'.
1582,=,2000...............
1583,--,"Pocock A.S.,Blades J.C.,Penston M.V.,Pettini M. 1984,MNRAS 210,373."
1583,=,1984MNRAS.210..373P
1584,--,"Pogge R.W.,Eskridge P.B. 1993,AJ 106,1405."
1584,=,1993AJ....106.1405P
