RefCode,f_RefCode,Text
1148,=,1999MNRAS.307..420L
1149,--,"Lacy M.,Rawlings S.,Hill J.G. et al. 1999,MNRAS 308,1096."
1149,=,1999MNRAS.308.1096L
1150,--,"Lacy M.,Gregg M.,Becker R.H. et al. 2002,AJ 123,2925."
1150,=,2002AJ....123.2925L
1151,--,"La Franca F.,Cristiani S.,Barbieri C. 1992,AJ 103,1062."
1151,=,1992AJ....103.1062L
1152,--,"La Franca F.,Gregorini L.,Cristiani S.,de Ruiter H.,Owen F. 1994,AJ 108,1548."
1152,=,1994AJ....108.1548L
1153,--,"La Franca F.,Lissandrini C.,Cristiani S. et al. 1999,A&AS 140,351."
1153,=,1999A&AS..140..351L
1154,--,"La Franca F.,Fiore F.,Vignali C. et al. 2002,ApJ 570,100."
1154,=,2002ApJ...570..100L
1155,--,"Lahulla J.F.,Merighi R.,Vettolani G.,Vigotti M. 1991,A&AS 88,525"
1155,=,1991A&AS...88..525L
1156,--,"Laing R.A.,Longair M.S.,Riley J.M.,Kibblewhite E.J.,Gunn J.E. 1978,MNRAS 183,547."
1156,=,1978MNRAS.183..547L
1157,--,"Lamer G.,Brunner H.,Staubert R. 1997,A&A 327,467."
1157,=,1997A&A...327..467L
1158,--,"Lamontagne R.,Demers S.,Wesemael F.,Fontaine G.,Irwin M.J. 2000,AJ 119,241."
1158,=,2000AJ....119..241L
1159,--,"Landt H.,Padovani P.,Perlman E.S. et al. 2001,MNRAS 323,757."
1159,=,2001MNRAS.323..757L
1160,--,"Lang K.R.,Sutton J.,Hazard C.,Gulkis S. 1970,ApJ 160,17."
1160,=,1970ApJ...160...17L
1161,--,"Langston G.I.,Heflin M.B.,Conner S. et al. 1990,ApJS 72,621."
1161,=,1990ApJS...72..621L
1162,--,"Langston G.I.,Schneider D.P.,Conner S. et al. 1989,AJ 97,1283."
1162,=,1989AJ.....97.1283L
1163,--,"Lanzetta K.M.,Turnshek D.A.,Sandoval J. 1993,ApJS 84,109."
1163,=,1993ApJS...84..109L
1164,--,"Lanzetta K.M.,Wolfe A.M.,Turnshek D.A. et al. 1991,ApJS 77,1."
1164,=,1991ApJS...77....1L
1165,--,"Lara L.,Marquez I.,Cotton W.D. et al. 2001,A&A 378,826."
1165,=,2001A&A...378..826L
1166,--,"Larkin J.E.,McLean I.S.,Graham J.R. et al. 2000,ApJ 533,L61."
1166,=,2000ApJ...533L..61L
1167,--,"Laurent-Muehleisen S.A.,Kollgaard R.I.,Ryan P.J. et al. 1997,A&AS 122,235."
1167,=,1997A&AS..122..235L
1168,--,"Laurent-Muehleisen S.A.,Kollgaard R.I.,Ciardullo R. et al. 1998,ApJS 118,127."
1168,=,1998ApJS..118..127L
1169,--,"Laurent-Muehleisen S.A.,Kollgaard R.I.,Feigelson E.D.,Brinkmann W.,Siebert J. 1999,"
1169,--,"ApJ 525,127."
1169,=,1999ApJ...525..127L
1170,--,"Laurikainen E.,Moles M. 1988,AJ 96,470."
1170,=,1988AJ.....96..470L
1171,--,"Lawrence A.,Rowan-Robinson M.,Ellis R.S. et al. 1999,MNRAS 308,897."
1171,=,1999MNRAS.308..897L
1172,--,"Lawrence C.R.,Bennett C.L.,Garcia-Barreto J.A.,Greenfield P.E.,Burke B.F. 1983,"
1172,--,"ApJS 51,67."
1172,=,1983ApJS...51...67L
1173,--,"Lawrence C.R.,Bennett C.L.,Hewitt J.N. et al. 1986,ApJS 61,105."
1173,=,1986ApJS...61..105L
1174,--,"Lawrence C.R.,Schneider D.P.,Schmidt M. et al. 1984,Sci 223,46."
1174,=,1984Sci...223...46L
1175,--,"Lawrence C.R.,Elston R.,Januzzi B.T.,Turner E.L.,1995,AJ 110,2570."
1175,=,1995AJ....110.2570L
1176,--,"Lawrence C.R.,Zucker C.R.,Readhead A.C.S. et al. 1996,ApJS 107,541."
1176,=,1996ApJS..107..541L
1177,--,"Leacock R.J.,Smith A.G.,Edwards P.L. et al. 1976,ApJ 206,L87."
1177,=,1976ApJ...206L..87L
1178,--,"Le Borgne J.F.,Pello R.,Sanahuja B. et al. 1990,A&A 229,L13."
1178,=,1990A&A...229L..13L
1179,--,"Le Brun V.,Viton M.,Milliard B. 1998,A&A 340,381."
1179,=,1998A&A...340..381L
1180,--,"Ledoux C.,Valls-Gabaud D.,Reboul H. et al. 1999,A&AS 138,109."
1180,=,1999A&AS..138..109L
1181,--,"Leech K.J.,Penston M.V.,Terlevich R.J. et al. 1989,MNRAS 240,349."
1181,=,1989MNRAS.240..349L
1182,--,"Leech K.J.,Rowan-Robinson M.,Lawrence A.,Hughes J.D. 1994,MNRAS 267,253."
1182,=,1994MNRAS.267..253L
1183,--,"Le Fevre O.,Crampton D.,Hammer F.,Lilly S.J.,Tresse L. 1994,ApJ 423,L89."
1183,=,1994ApJ...423L..89L
1184,--,"Lehar J.,Buchalter A.,McMahon R.G.,Kochanek C.S.,Muxlow T.W.B. 2001,ApJ 547,60."
1184,=,2001ApJ...547...60L
1185,--,"Lehmann I.,Hasinger G.,Schmidt M. et al. 2000,A&A 354,35."
1185,=,2000A&A...354...35L
1186,--,"Lehmann I.,Hasinger G.,Schmidt M. et al. 2001,A&A 371,833."
1186,=,2001A&A...371..833L
1187,--,"Leighly K.,M.,Halpern J.P.,Helfand D.J.,Becker R.H.,Impey C.D. 2001,AJ 121,2889."
1187,=,2001AJ....121.2889L
1188,--,"Lelievre G.,Wlerick G. 1975,A&A 42,293."
1188,=,1975A&A....42..293L
1189,--,"Lequeux J.,Meyssonnier N.,Azzopardi M. 1987,A&AS 67,169."
1189,=,1987A&AS...67..169L
1190,--,"Le Squeren A.M.,Biraud F.,Lauque R. 1972,Nat PS 240,75."
1190,=,1972Natur.240...75L
1191,--,"Levine D.A.,Lonsdale C.J.,Hurt R.L. et al. 1998,ApJ 504,64."
1191,=,1998ApJ...504...64L
1192,--,"Levshakov S.A.,Varshalovich D.A.,Nazarov E.A. 1987,Astrophysics 25,640."
1192,=,1987Ap.....25..640L
1193,--,"Lewis D.W.,MacAlpine G.M.,Weedman D.W. 1979,ApJ 233,787."
1193,=,1979ApJ...233..787L
1194,--,"Lidman C.,Courbin F.,Meylan G. et al. 1999,ApJ 514,L57."
1194,=,1999ApJ...514L..57L
1195,--,"Liller W.,Alcaino G. 1982,ApJ 257,L27."
1195,=,1982ApJ...257L..27L
1196,--,"Lipari S.,Macchetto F. 1992,ApJ 387,522."
1196,=,1992ApJ...387..522L
1197,--,"Lipari S.,Macchetto F. 1992,ApJ 397,126."
1197,=,1992ApJ...397..126L
1198,--,"Lipari S.,Bonatto C.,Pastoriza M.G. 1991,MNRAS 253,19."
1198,=,1991MNRAS.253...19L
1199,--,"Lipari S.,Macchetto F.,Golombek D. 1991,ApJ 366,L65."
1199,=,1991ApJ...366L..65L
1200,--,"Lipari S.,Terlevich R.,Macchetto F. 1993,ApJ 406,451."
1200,=,1993ApJ...406..451L
1201,--,"Lipari S.,Tsvetanov Z.,Macchetto F. 1997,ApJS 111,369."
1201,=,1997ApJS..111..369L
1202,--,"Lipovetski V.A.,Stepanian J.A.,Erastova L.K.,Shapovalova A.I. 1988,"
1202,--,"Astrophysics 29,747."
1202,=,1988Ap.....29..747L
1203,--,"Lipovetski V.A.,Shapovalova A.I.,Stepanian J.A.,Erastova L.K. 1989,"
1203,--,"Astrophysics 31,665."
1203,=,1989Ap.....31..665L
1204,--,"Lipovetski V.A.,Pustilnik L.A.,Pustilnik S.A.,Shapovalova A.I. 1990,SvA 33,585."
1204,=,1990SvA....33..585L
1205,--,"Liu C.T.,Petry C.E.,Impey C.D.,Foltz C.B. 1999,AJ 118,1912."
1205,=,1999AJ....118.1912L
1206,--,"Liu W.,Hu J.Y.,Li Z.Y.,Cao L. 1999,ApJS 122,257."
1206,=,1999ApJS..122..257L
1207,--,"Liu W.,Hu J.Y. 2000,ApJS 128,387."
1207,=,2000ApJS..128..387L
1208,--,"Loiseau N.,Reich W.,Wielebinski R.,Reich P.,Munch W. 1988,A&AS 75,67."
1208,=,1988A&AS...75...67L
1209,--,"Londish D.,Croom S.M.,Boyle B.J. et al. 2002,MNRAS 334,941."
1209,=,2002MNRAS.334..941L
1210,--,"Longair M.S.,Gunn J.E. 1975,MNRAS 170,121."
1210,=,1975MNRAS.170..121L
1211,--,"Longo G.,de Vaucouleurs A. 1983,'A general catalogue of photoelectric"
1211,--,"magnitudes......',The University of Texas Monographs in Astronomy N3."
1211,=,1983MAUTx...3....1L
1212,--,"Lonsdale C.J.,Lonsdale C.J.,Smith H.E. 1992,ApJ 391,629."
1212,=,1992ApJ...391..629L
1213,--,"Lopez S.,Maza J.,Masegosa J.,Marquez I. 2001,A&A 366,387."
1213,=,2001A&A...366..387L
1214,--,"Lorenz H.,Lange M.,Richter G.M.,Stoll D. 1978,Astrophys. Letters 19,117."
1214,=,1978ApL....19..117L
1215,--,"Lorenz H.,Richter G.A.,Afanasjev V.L.,Lipovetski V.A. 1979,Astron. Nachr. 300,81."
1215,=,1979AN....300...81L
1216,--,"Lowrance J.L.,Morton D.C.,Zucchino P.,Oke J.B.,Schmidt M. 1972,ApJ 171,233."
1216,=,1972ApJ...171..233L
1217,--,"Lu L.,Wolfe A.M.,Turnshek D.A.,Lanzetta K.M. 1993,ApJS 84,1."
1217,=,1993ApJS...84....1L
1218,--,"Lu P.K. 1970,AJ 75,1161."
1218,=,1970AJ.....75.1161L
1219,--,"Luginbuhl C.,Vrba F. 1996,IAUC 6526."
1219,=,1996IAUC.6526....1L
1220,--,"Lumsden S.L.,Heisler C.A.,Bailey J.A.,Hough J.H.,Young S. 2001,MNRAS 327,459."
1220,=,2001MNRAS.327..459L
1221,--,"Lutz D.,Maiolino R.,Moorwood A.F.M. et al. 2002,A&A 396,439."
1221,=,2002A&A...396..439L
1222,--,"Lynds C.R. 1967,ApJ 147,837."
1222,=,1967ApJ...147..837L
1223,--,"Lynds C.R.,Wills D. 1968,ApJ 153,L23."
1223,=,1968ApJ...153L..23L
1224,--,"Lynds C.R.,Wills D. 1972,ApJ 172,531."
1224,=,1972ApJ...172..531L
1225,--,"Lynds C.R.,Stockton A.,Livingstone W. 1965,ApJ 142,1667."
1225,=,1965ApJ...142.1667L
1226,--,"Lynds C.R.,Hill S.,Heere K.,Stockton A. 1966,ApJ 144,1244."
1226,=,1966ApJ...144.1244L
1227,--,"Lyutyi V.M. 1977,SvA 54,1153."
1227,=,1977SvA....54.1153L
1228,--,"MacAlpine G.M.,Feldman F.R. 1982,ApJ 261,412."
1228,=,1982ApJ...261..412M
1229,--,"MacAlpine G.M.,Lewis D.W. 1978,ApJS 36,587."
1229,=,1978ApJS...36..587M
1230,--,"MacAlpine G.M.,Williams G.A. 1981,ApJS 45,113."
1230,=,1981ApJS...45..113M
1231,--,"MacAlpine G.M.,Lewis D.W.,Smith S.B. 1977,ApJS 35,203."
1231,=,1977ApJS...35..203M
1232,--,"MacAlpine G.M.,Smith S.B.,Lewis D.W. 1977,ApJS 34,95."
1232,=,1977ApJS...34...95M
1233,--,"MacAlpine G.M.,Smith S.B.,Lewis D.W. 1977,ApJS 35,197."
1233,=,1977ApJS...35..197M
1234,--,"MacAlpine G.M.,Williams G.A.,Lewis D.W. 1979,PASP 91,746."
1234,=,1979PASP...91..746M
1235,--,"Maccacaro T.,Wolter,A.,McLean B. et al. 1994,Astrophys. Letters & Communications"
1235,--,"29,267."
1235,=,1994ApL....29..267M
1236,--,"Maccagni D.,Gioia I.M.,Henry J.P. et al. 1990,AJ 100,1461."
1236,=,1990AJ....100.1461M
1237,--,"Machalski J. 1991,Acta Astron. 41,39."
1237,=,1991AcA....41...39M
1238,--,"Machalski J. 1992,Acta Astron. 42,335."
1238,=,1992AcA....42..335M
1239,--,"Machalski J.,Brandt W.N. 1996,MNRAS 282,1305."
1239,=,1996MNRAS.282.1305M
1240,--,"Machalski J.,Condon J.J. 1979,AJ 84,164."
1240,=,1979AJ.....84..164M
1241,--,"Machalski J.,Condon J.J. 1983,AJ 88,143."
1241,=,1983AJ.....88..143M
1242,--,"Machalski J.,Condon J.J. 1983,AJ 88,1591."
1242,=,1983AJ.....88.1591M
1243,--,"Machalski J.,Condon J.J. 1999,ApJS 123,41."
1243,=,1999ApJS..123...41M
1244,--,"Machalski J.,Engels D. 1994,MNRAS 266,L69."
1244,=,1994MNRAS.266L..69M
1245,--,"Machalski J.,Jamrozy M. 2000,A&A 363,L17."
1245,=,2000A&A...363L..17M
1246,--,"Machalski J.,Magdziarz P. 1993,A&AS 102,315."
1246,=,1993A&AS..102..315M
1247,--,"Machalski J.,Wisniewski W.Z. 1988,MNRAS 231,1065."
1247,=,1988MNRAS.231.1065M
1248,--,"Machalski J.,Maslowski J.,Condon J.J.,Condon M.A. 1982,AJ 87,1150."
1248,=,1982AJ.....87.1150M
1249,--,"Machalski J.,Jamrozy M.,Zola S. 2001,A&A 371,445."
1249,=,2001A&A...371..445M
1250,--,"Madgwick D.S.,Hewett P.C.,Mortlock D.J.,Lahav O. 2002,MNRAS 334,209."
1250,=,2002MNRAS.334..209M
1251,--,"Magliocchetti M.,Maddox S.J.,Wall J.V.,Benn C.R.,Cotter G. 2000,MNRAS 318,1047."
1251,=,2000MNRAS.318.1047M
1252,--,"Maia M.A.G.,da Costa L.N.,Willmer C.,Pellegrini P.S.,Rite C. 1987,AJ 93,546."
1252,=,1987AJ.....93..546M
1253,--,"Maia M.A.G.,Suzuki J.A.,da Costa L.N.,Willner C.N.A.,Rite C. 1996,A&AS 117,487."
1253,=,1996A&AS..117..487M
1254,--,"Maia M.A.G.,Machado R.S.,Willmer C.A. 2003,AJ (in press)"
1254,=,astro-ph/0307180
1254,--,'The Seyfert population in the local universe'.
1254,=,2003AJ.............
1255,--,"Maiolino R.,Salvati M.,Antonelli L.A. et al. 2000,A&A 355,L47."
1255,=,2000A&A...355L..47M
1256,--,"Malizia A.,Bassani L.,Negueruela I. 2000,A&A 359,509."
1256,=,2000A&A...359..509M
1257,--,"Maltby P.,Matthews T.A.,Moffet A.T. 1963,ApJ 137,153."
1257,=,1963ApJ...137..153M
1258,--,"Mantovani F.,Junor W.,Fanti R. et al. 1992,MNRAS 257,353."
1258,=,1992MNRAS.257..353M
1259,--,"Maoz D. 1995,ApJ 455,L115."
1259,=,1995ApJ...455L.115M
1260,--,"Maoz D.,Bahcall J.N.,Doxsey R. et al. 1992,ApJ 394,51."
1260,=,1992ApJ...394...51M
1261,--,"Maoz D.,Bahcall J.N.,Schneider D.P. et al. 1993,ApJ 409,28."
1261,=,1993ApJ...409...28M
1262,--,"Maoz D.,Ofek E.,Shemi A. et al. 1996,A&A 308,511."
1262,=,1996A&A...308..511M
1263,--,"Marano B.,Zamorani G.,Zitelli V. 1988,MNRAS 232,111."
1263,=,1988MNRAS.232..111M
1264,--,"Marcha M.J.M.,Browne I.W.A.,Impey C.D.,Smith P.S. 1996,MNRAS 281,425."
1264,=,1996MNRAS.281..425M
1265,--,"Marconi A.,Moorwood A.F.M.,Origlia L.,Oliva E. 1994,The Messenger 78,20."
1265,=,1994Msngr..78...20M
1266,--,"Marenbach G.,Appenzeller J. 1982,A&A 108,95."
1266,=,1982A&A...108...95M
1267,--,"Margon B. 1977,ApJ 211,L5."
1267,=,1977ApJ...211L...5M
1268,--,"Margon B.,Chanan G.A.,Downes R.A. 1981,Nat 290,480."
1268,=,1981Natur.290..480M
1269,--,"Margon B.,Downes R.A.,Spinrad H. 1983,Nat 301,221."
1269,=,1983Natur.301..221M
1270,--,"Margon B.,Downes R.A.,Chanan G.A. 1985,ApJS 59,23."
1270,=,1985ApJS...59...23M
1271,--,"Margon B.,Boroson T.A.,Chanan G.A.,Thompson I.B.,Schneider D.P. 1986,PASP 98,1129."
1271,=,1986PASP...98.1129M
1272,--,"Margon B.,Deutsch E.W. 1997,PASP 109,673."
1272,=,1997PASP..109..673M
1273,--,"Margon B.,Deutsch E.W. 1999,PASP 111,45."
1273,=,1999PASP..111...45M
1274,--,"Markarian B.E. 1967,Astrophysics 3,24."
1274,=,1967Ap......3...24M
1275,--,"Markarian B.E. 1969,Astrophysics 5,206."
1275,=,1969Ap......5..206M
1276,--,"Markarian B.E. 1969,Astrophysics 5,286."
1276,=,1969Ap......5..286M
1277,--,"Markarian B.E.,Lipovetski V.A. 1971,Astrophysics 7,299."
1277,=,1971Ap......7..299M
1278,--,"Markarian B.E.,Lipovetski V.A. 1972,Astrophysics 8,89."
1278,=,1972Ap......8...89M
1279,--,"Markarian B.E.,Lipovetski V.A. 1973,Astrophysics 9,283."
1279,=,1973Ap......9..283M
1280,--,"Markarian B.E.,Lipovetski V.A. 1974,Astrophysics 10,185."
1280,=,1974Ap.....10..185M
1281,--,"Markarian B.E.,Lipovetski V.A. 1976,Astrophysics 12,241."
1281,=,1976Ap.....12..241M
1282,--,"Markarian B.E.,Lipovetski V.A. 1976,Astrophysics 12,429."
1282,=,1976Ap.....12..429M
1283,--,"Markarian B.E.,Stepanian J.A. 1983,Astrophysics 19,354."
1283,=,1983Ap.....19..354M
1284,--,"Markarian B.E.,Stepanian J.A. 1984,Astrophysics 20,10."
1284,=,1983Ap.....20...10M
1285,--,"Markarian B.E.,Stepanian J.A. 1984,Astrophysics 20,278."
1285,=,1983Ap.....20..278M
1286,--,"Markarian B.E.,Lipovetski V.A.,Stepanian J.A. 1977,Astrophysics 13,116."
1286,=,1977Ap.....13..116M
1287,--,"Markarian B.E.,Lipovetski V.A.,Stepanian J.A. 1977,Astrophysics 13,215."
1287,=,1977Ap.....13..215M
1288,--,"Markarian B.E.,Lipovetski V.A.,Stepanian J.A. 1979,Astrophysics 15,130."
1288,=,1979Ap.....15..130M
1289,--,"Markarian B.E.,Lipovetski V.A.,Stepanian J.A. 1979,Astrophysics 15,235."
1289,=,1979Ap.....15..235M
1290,--,"Markarian B.E.,Lipovetski V.A.,Stepanian J.A. 1979,Astrophysics 15,363."
1290,=,1979Ap.....15..363M
1291,--,"Markarian B.E.,Lipovetski V.A.,Stepanian J.A. 1980,Astrophysics 16,353."
1291,=,1980Ap.....16..353M
1292,--,"Markarian B.E.,Lipovetski V.A.,Stepanian J.A. 1981,Astrophysics 17,321."
1292,=,1981Ap.....17..321M
1293,--,"Markarian B.E.,Lipovetski V.A.,Stepanian J.A. 1983,Astrophysics 19,14."
1293,=,1983Ap.....19...14M
1294,--,"Markarian B.E.,Lipovetski V.A.,Stepanian J.A. 1984,Astrophysics 20,113."
1294,=,1984Ap.....20..113M
1295,--,"Markarian B.E.,Lipovetski V.A.,Stepanian J.A. 1985,Astrophysics 20,581."
1295,=,1984Ap.....20..581M
1296,--,"Markarian B.E.,Erastova L.K.,Lipovetski V.A.,Stepanian J.A.,Shapovalova A.I."
1296,--,"1985,Astrophysics 21,127."
1296,=,1985Ap.....21..127M
1297,--,"Markarian B.E.,Erastova L.K.,Stepanian J.A.,Lipovetski V.A.,Shapovalova A.I."
1297,--,"1987,SvA Letters 13,1."
1297,=,1987PAZh...13....3M
1298,--,"Markarian B.E.,Erastova L.K.,Lipovetski V.A.,Stepanian J.A.,Shapovalova A.I."
1298,--,"1987,Astrophysics 26,7."
1298,=,1987Ap.....26....7M
1299,--,"Markarian B.E.,Erastova L.K.,Lipovetski V.A.,Stepanian J.A.,Shapovalova A.I."
1299,--,"1988,Astrophysics 28,14."
1299,=,1988Ap.....28...14M
1300,--,"Markarian B.E.,Erastova L.K.,Lipovetski V.A.,Stepanian J.A.,Shapovalova A.I."
1300,--,"1988,Astrophysics 28,283."
1300,=,1988Ap.....28..283M
1301,--,"Markarian B.E.,Stepanian J.A.,Erastova L.K. 1986,Astrophysics 23,623."
1301,=,1985Ap.....23..623M
1302,--,"Markarian B.E.,Stepanian J.A.,Erastova L.K. 1987,Astrophysics 25,551."
1302,=,1987Ap.....25..551M
1303,--,"Markarian B.E.,Stepanian J.A.,Erastova L.K. 1987,IAU Symp. 121,p.25."
1303,=,1987IAUS..121...25M
1304,--,"Markarian B.E.,Stepanian J.A.,Lipovetski V.A. 1983,Astron. Tsirk. 1265,1."
1304,=,1983ATsir1265....1M
1305,--,"Marlow D.R.,Rusin D.,Jackson N. et al. 2000,AJ 119,2629."
1305,=,2000AJ....119.2629M
1306,--,"Marshall F.E.,Madejski G.M.,Prando S.H.,Henry J.P. 1988,BAAS 20,971."
1306,=,1988BAAS...20..971M
1307,--,"Marshall H.L. 1987,ApJ 316,84."
1307,=,1987ApJ...316...84M
1308,--,"Marshall H.L.,Tananbaum H.,Zamorani G. et al. 1983,ApJ 269,42."
1308,=,1983ApJ...269...42M
1309,--,"Marshall H.L.,Avni Y.,Braccesi A. et al. 1984,ApJ 283,50."
1309,=,1984ApJ...283...50M
1310,--,"Martel A.,Osterbrock D.E. 1994,AJ 107,1283."
1310,=,1994AJ....107.1283M
1311,--,"Marti J.,Mirabel I.F.,Chaty S.,Rodriguez L.F. 1998,A&A 330,72."
1311,=,1998A&A...330...72M
1312,--,"Martini P.,Kelson D.D.,Mulchaey J.S.,Trager S.C. 2002,ApJ 576,L109."
1312,=,2002ApJ...576L.109M
1313,--,"Marx M.,Kruegel E.,Klein U.,Wielebinski R. 1994,A&A 281,718."
1313,=,1994A&A...281..718M
1314,--,"Marziani P.,Sulentic J.W.,Dultzin-Hacyan D.,Calvani M.,Moles M. 1996,ApJS 104,37."
1314,=,1996ApJS..104...37M
1315,--,"Marziani P.,D'Onofrio M.,Dultzin-Hacyan D.,Sulentic J.W. 1999,AJ 117,2736."
1315,=,1999AJ....117.2736M
1316,--,"Maslowski J.,Kellermann K.I. 1988,AJ 95,1659."
1316,=,1988AJ.....95.1659M
1317,--,"Maslowski J.,Pauliny-Toth I.I.K.,Witzel A.,Kuhr H. 1981,A&A 95,285."
1317,=,1981A&A....95..285M
1318,--,"Maslowski J.,Mitchell K.,Kellermann K.I. 1993,AJ 105,30."
1318,=,1993AJ....105...30M
1319,--,"Mason K.O.,Hassall B.J.M.,Bromage G.E. et al. 1995,MNRAS 274,1194."
1319,=,1995MNRAS.274.1194M
1320,--,"Mason K.O.,Carrera F.J.,Hasinger G. et al. 2000,MNRAS 311,456."
1320,=,2000MNRAS.311..456M
1321,--,"Matheson T.,Modjaz M.,Filippenko A.V. 1999,IAUC 7228."
1321,=,1999IAUC.7228....1M
1322,--,"Matthews T.A.,Sandage A. 1963,ApJ 138,30."
1322,=,1963ApJ...138...30M
1323,--,"Matthews T.A.,Morgan W.W.,Schmidt M. 1964,ApJ 140,35."
1323,=,1964ApJ...140...35M
1324,--,"Maxfield L.,Djorgovski S.,Thompson D. 1995,PASP 107,566."
1324,=,1995PASP..107..566M
1325,--,"Maza J.,Ruiz M.T. 1989,ApJS 69,353."
1325,=,1989ApJS...69..353M
1326,--,"Maza J.,Ruiz M.T. 1993,in preparation"
1326,--,redshifts for the objects in Maza et al. 1993.
1326,=,1993...............
1327,--,"Maza J.,Ruiz M.T.,Gonzalez L.E.,Wischnjewsky M. 1989,ApJS 69,349."
1327,=,1989ApJS...69..349M
1328,--,"Maza J.,Ruiz M.T.,Gonzalez L.E.,Wischnjewsky M. 1992,Rev. Mex. Astron."
1328,--,"Astrofis. 24,147."
1328,=,1992RMxAA..24..147M
1329,--,"Maza J.,Ruiz M.T.,Gonzalez L.E.,Wischnjewsky M.,Antezana R. 1993,"
1329,--,"Rev. Mex. Astron. Astrofis. 25,51."
1329,=,1993RMxAA..25...51M
1330,--,"Maza J.,Ruiz M.T.,Gonzalez L.E.,Wischnjewsky M.,Antezana R. 1994,"
1330,--,"Rev. Mex. Astron. Astrofis. 28,187."
1330,=,1993RMxAA..25...51M
1331,--,"Maza J.,Wischnjewsky M.,Antezana R.,Gonzalez L.E. 1995,Rev. Mex. Astron."
1331,--,"Astrofis. 31,119."
1331,=,1995RMxAA..31..119M
1332,--,"Maza J.,Ortiz P.F.,Wischnjewsky M.,Antezana R.,Gonzalez L.E. 1995,Rev. Mex."
1332,--,"Astron. Astrofis. 31,159."
1332,=,1995RMxAA..31..159M
1333,--,"Maza J.,Wischnjewsky M.,Antezana R. 1996,Rev. Mex. Astron. Astrofis. 32,35."
1333,=,1996RMxAA..32...35M
1334,--,"Maza J.,Ortiz P.F. 1996,in preparation, cited in Maza et al. 1995."
1334,=,1996...............
1335,--,"Mazzarella J.M.,Boroson T.A. 1993,ApJS 85,27."
1335,=,1993ApJS...85...27M
1336,--,"Mazzarella J.M.,Gaume R.A.,Soifer B.T. et al. 1991,AJ 102,1241."
1336,=,1991AJ....102.1241M
1337,--,"McCarthy P.J. 1991,AJ 102,518."
1337,=,1991AJ....102..518M
1338,--,"McCarthy P.J.,van Breugel W.,Kapahi V.K.,Subrahmanya C.R. 1991,AJ 102,522."
1338,=,1991AJ....102..522M
1339,--,"McCarthy P.J.,Kapahi V.K.,van Breugel W.,Subrahmanya C.R. 1990,AJ 100,1014."
1339,=,1990AJ....100.1014M
1340,--,"McEwan N.J.,Browne I.W.A.,Crowther J.H. 1975,Mem. R. Astron. Soc. 80,1."
1340,=,1975MmRAS..80....1M
1341,--,"McGimsey B.Q.,Miller H.R. 1978,ApJ 219,387."
1341,=,1978ApJ...219..387M
1342,--,"McHardy I.M.,Jones L.R.,Merrifield M.R. et al. 1998,MNRAS 295,641."
1342,=,1998MNRAS.295..641M
1343,--,"McIntosh D.H.,Rieke M.J.,Rix H.-W.,Foltz C.B.,Weymann R.J. 1999,ApJ 514,40."
1343,=,1999ApJ...514...40M
1344,--,"McLure R.J.,Dunlop J.S. 2001,MNRAS 327,199."
1344,=,2001MNRAS.327..199M
1345,--,"McMahon R.G. 1990,Private communication to Warren et al. 1991,ApJS 76,23."
1345,=,1990Private........
1346,--,"McMahon R.G.,Omont A.,Bergeron J.,Kreysa E.,Haslam C.G.T. 1994,MNRAS 267,L9."
1346,=,1994MNRAS.267L...9M
1347,--,"Mead A.R.G.,Ballard K.R.,Brand P.W.J.L. et al. 1990,A&AS 83,183."
1347,=,1990A&AS...83..183M
1348,--,"Meinunger L. 1975,Mitt. Veranderl. Sterne 7,1."
1348,=,1975MitVS...7....1M
1349,--,"Meisenheimer K.,Roser H.J. 1983,A&AS 51,41."
1349,=,1983A&AS...51...41M
1350,--,"Melnick J.,Mirabel I.F. 1990,A&A 231,L19."
1350,=,1990A&A...231L..19M
1351,--,"Menon T.K. 1995,MNRAS 274,845."
1351,=,1995MNRAS.274..845M
1352,--,"Menou K.,Vanden Berk d.E.,Ivezic Z.,et al. 2001,ApJ 561,645."
1352,=,2001ApJ...561..645M
1353,--,"Menzies J.W.,Coulson I.M.,Sargent W.L.W. 1989,AJ 97,1576."
1353,=,1989AJ.....97.1576M
1354,--,"Merighi R.,Basso L.,Vigotti M.,Lahulla J.F.,Lopez-Arroyo M. 1991,A&AS 89,225."
1354,=,1991A&AS...89..225M
1355,--,"Merkelijn J. 1968,Aust. J. Phys. 21,903."
1355,=,1968AuJPh..21..903M
1356,--,"Merkelijn J. 1969,Aust. J. Phys. 22,237."
1356,=,1969AuJPh..22..237M
1357,--,"Merkelijn J. 1972,Aust. J. Phys. 25,451."
1357,=,1972AuJPh..25..451M
1358,--,"Merkelijn J.,Wall J.V. 1970,Aust. J. Phys. 23,575."
1358,=,1970AuJPh..23..575M
1359,--,"Merkelijn J.,Shimmins A.,Bolton J. 1968,Aust. J. Phys. 21,523."
1359,=,1968AuJPh..21..523M
1360,--,"Meusinger H.,Brunzendorf J. 2001,A&A 374,878"
1360,=,2001A&A...374..878M
1361,--,"Meusinger H.,Stecklum B.,Theis C., Bruzendorf J. 2001,A&A 379,845."
1361,=,2001A&A...379..845M
1362,--,"Meusinger H.,Scholz R.-D.,Irwin M.,Lehman H. 2002,A&A 392,851."
1362,=,2002A&A...392..851M
