PN,18 18 23.59,-23 24 52.3,,,,,,+84.0,,0.12,,,PNG 008.4-03.6,PK 008-03.1,H 1-64,
PN,18 14 50.77,-22 43 54.7,,,,,,,,,,,PNG 008.6-02.6,MaC 1-11,
PN,18 31 53.30,-24 46 17.6,,,,,,,,0.05,,,PNG 008.6-07.0,PK 008-07.1,He 2-406,
PN,17 46 09.22,-18 39 36.9,,,,,,+44.0,,0.32,,,PNG 008.8+05.2,PK 008+05.1,Th 4- 2,
PN,17 50 28.36,-19 03 12.1,,,,,,-18.0,,0.10,,,PNG 009.0+04.1,PK 009+04.1,Th 4- 5,
PN,17 55 57.33,-19 28 24.1,,,,,,,,,,,PNG 009.3+02.8,PK 009+02.1,Th 4- 9,
PN,17 50 57.20,-18 46 46.0,,,,,,,,,,,PNG 009.3+04.1,PK 009+04.2,Th 4- 6,
PN,18 25 43.41,-23 11 59.3,,,,,1.667E+03,+14.0,,0.25,,,NGC 6629,PNG 009.4-05.0,PK 009-05.1,
PN,18 44 42.86,-25 21 34.3,,,,,,+46.0,,0.10,,,PNG 009.4-09.8,PK 009-09.1,M 3-32,
PN,17 29 03.69,-15 13 21.1,,,,,,,,0.30,,,PNG 009.6+10.5,PK 009+10.1,A 41,
PN,17 14 03.57,-12 54 36.6,,,,,,-47.6,,0.25,,,NGC 6309,PNG 009.6+14.8,PK 009+14.1,Box Nebula,
PN,18 48 11.94,-25 28 49.4,,,,,,+173.9,,0.08,,,PNG 009.6-10.6,PK 009-10.1,M 3-33,
PN,18 25 04.38,-22 34 53.1,,,,,,-13.0,,0.08,,,PNG 009.8-04.6,PK 009-04.1,H 1-67,
PN,18 36 23.34,-23 55 20.1,,,,,,-32.0,,0.13,,,PNG 009.8-07.5,GJJC 1,
PN,18 05 13.32,-19 50 13.6,,,,,1.950E+03,-16.0,,0.17,,,NGC 6537,PNG 010.1+00.7,PK 010+00.1,
PN,17 52 04.49,-17 36 15.0,,,,,,-21.0,,0.10,,,PNG 010.4+04.5,PK 010+04.1,M 2-17,
PN,17 57 06.56,-18 06 43.0,,,,,,+29.3,,,,,PNG 010.6+03.2,PK 010+03.1,Th 4-10,
PN,17 42 02.71,-15 56 12.7,,,,,,,,0.17,,,PNG 010.7+07.4,Sa 2-230,
PN,18 33 54.54,-22 38 39.8,,,,,,-145.4,,0.07,,,IC 4732,PNG 010.7-06.4,PK 010-06.1,
PN,18 34 51.43,-22 43 22.7,,,,,,,,0.12,,,PNG 010.7-06.7,PK 010-06.2,Pe 1-13,
PN,17 05 37.78,-10 08 32.4,,,,,,+88.0,,0.28,,,PNG 010.8+18.0,PK 010+18.2,M 2- 9,
PN,18 16 17.19,-20 26 59.3,,,,,1.967E+03,+4.5,,0.13,,,NGC 6578,PNG 010.8-01.8,PK 010-01.1,
PN,17 48 19.75,-16 28 44.4,,,,,1.150E+03,-93.8,,0.08,,,NGC 6439,PNG 011.0+05.8,PK 011+05.1,
PN,17 46 54.19,-16 17 23.5,,,,,,+3.7,,0.08,,,PNG 011.0+06.2,PK 011+06.1,M 2-15,
PN,18 29 11.24,-21 46 53.2,,,,,,-72.2,,0.07,,,PNG 011.0-05.1,PK 011-05.1,M 1-47,
PN,17 44 41.50,-15 45 13.2,,,,,,,,,,,PNG 011.1+07.0,Sa 2-237,
PN,17 28 34.12,-13 26 20.5,,,,,,+85.8,,,,,PNG 011.1+11.5,PK 011+11.1,M 2-13,
PN,18 00 09.01,-17 40 29.7,,,,,,,,,,,PNG 011.3+02.8,PK 011+02.1,Th 4-11,
PN,18 46 34.17,-23 26 50.2,,,,,,-21.0,,0.03,,,PNG 011.3-09.4,PK 011-09.1,H 2-48,
PN,18 11 48.40,-18 46 02.8,,,,,,,,0.08,,,PNG 011.7-00.0,PK 011-00.1,M 1-43,
PN,18 13 44.99,-19 04 19.3,,,,,1.363E+03,+119.3,,0.12,,,NGC 6567,PNG 011.7-00.6,PK 011-00.2,
PN,18 36 34.18,-21 48 57.2,,,,,,-22.0,,,,,PNG 011.7-06.6,PK 011-06.1,M 1-55,
PN,17 56 19.48,-16 29 01.4,,,,,,-72.8,,0.12,,,PNG 011.9+04.2,PK 011+04.1,M 1-32,
PN,17 54 20.77,-15 55 51.0,,,,,,,,0.07,,,PNG 012.2+04.9,PM 1-188,
PN,18 50 25.90,-22 34 21.7,,,,,,+34.0,,0.05,,,PNG 012.5-09.8,PK 012-09.1,M 1-62,
PN,18 23 08.01,-19 17 06.4,,,,,,+126.0,,,,,PNG 012.6-02.7,PK 012-02.1,M 1-45,
PN,18 29 59.45,-19 40 37.6,,,,,,,,0.08,,,PNG 013.0-04.3,PK 013-04.1,Pe 2-14,
PN,17 58 58.29,-15 32 16.8,,,,,,-37.3,,0.07,,,PNG 013.1+04.1,PK 013+04.1,M 1-33,
PN,16 21 04.38,-00 16 11.0,,,,,,-87.0,,0.10,,,PNG 013.3+32.7,PK 013+32.1,Sn 1,
PN,18 29 29.70,-19 05 44.8,,,,,,+140.0,,0.07,,,PNG 013.4-03.9,PK 013-03.1,M 1-48,
