A1332-33    1375  Broken (r): 0.6 x 0.3, * sup 0.4 sf. vF corona.               
A1332-33    1449  vBN or * sup, * 0.4 s at edge of lens. SB(r)0+ 5' npp         
A1332-33    1449    ((r): 0.5 x -).                                             
A1335-33    1375  OX. Jets? Triplet 4.5 np. Com E2? 0.8 sp.                     
A1335-33    1449  S0sp 6' np. Many comp nearby.                                 
A1345-30     494  (r): 0.8 x 0.2, eF corona.                                    
A1357-45    1534  Patchy arms.                                                  
A1357-45    2273  OXN, short bar, broken (r'): 0.45 x 0.45; v knotty arms.      
A1409-65    2155  Dark lane; sim to M31. Circinus Gal. F comp 21.5 sp.          
A1416-26    2331  OXN, (r'): 0.5 x 0.4, thin dist arms w knots. S (R')Sa: 2.5   
A1416-26    2331    nff.                                                        
A1427-34     669  Thick knotty arms, one E arm. Sev * sup. Sev F gals near.     
A1450-19    2348  OXN, dust lane, pat arms.                                     
A1515-23    2358  OX, F knots(?) in lens. In corona of N5903 3.1 nf. Near plate 
A1515-23    2358    edge.                                                       
A1517-36    1319  pBN, many knots. Nice ScI spiral.                             
A1610-60    1572  OXN. 2nd brtst of cl. Many comp. Many * sup.                  
A1610-60    1588  OXN, 2nd brtst in cl. S0/a 1.2 nf.                            
A1829-41     787  vBN or *, F bar. Dist? Many * sup. SAB:a 3.0 nf.              
A1852-54    2362  OXN w knots(?) and dust in lens. On plate edge.               
A1852-54    4391  OXN, dist lens w knots. Sev * sup.                            
A1945-18    2602  Dist knotty bar (some * res?), dist arms form (R'): 2.0 x 0.9.
A1945-18    2602    Sup on grp.                                                 
A2004-29     764  pFN in short bar w (r')? Well def arms.                       
A2004-29    1505  OXN.                                                          
A2015-39    1567  OXN, poss bar, brd v pat arms.                                
A2020-44    5235r = I4946 w IC RA corr 18min? (IC desc and dec OK.) OXN, vB     
A2020-44    5235r   lens, smo arms.                                             
A2040-26     754  Poss dust ln or defect sup. Brtst in cl. pB * 0.45 np.        
A2040-26     754    Five galaxies within 5.0.                                   
A2046-26     649  OXN, * sup 0.4 np. Brtst in cl; many comp, esp s.             
A2100-48    3389  OXN w dust lane.                                              
A2101-21     754  BN; (r): 0.45 x 0.35, (R'): 0.8 x 0.7, brtst in grp? E+0 at   
A2101-21     754    7.8 nf, F gal 0.8 sf.                                       
A2101-48    3389  OXN. Poss S0-. SB(rs)a 3.7 sp.                                
A2102-47    3389  OXN, lens 0.8 x 0.55 w dust pats(?), eF corona. Sev F gal     
A2102-47    3389    near.                                                       
A2103-47    3389  OXN, lens 0.8 x 0.45 w F whorls. S SB(rs)a: 1.4 sp.           
A2118-46    4401  Dark lane, fltnd bulge. Note corrected RA (was A2119-46 in    
A2118-46    4401    RC 2).                                                      
A2120-46    4401  OXN, many knots on pat arms. Sim to N7331. Sev comp near.     
A2125-38     683  2 B arms, ext into F arms; fainter nf side.                   
A2125-38     735  SpFN in dist r: 0.4 x 0.25; pat asym arms.                    
A2125-38     828  SBN, v pat arms.                                              
A2125-38     843  BN, dist (r): 0.75 x 0.65; knotty asym arms.                  
A2143-21    5285  = Capricorn Sys = Pal 12 (RA in Kukarkin 1974 incorrect).     
A2143-21    5285    Fully resolved globular (see Harris and Canterna, ApJ 239,  
A2143-21    5285    815, 1980) deleted from SGC.                                
A2152-69     953  BN in F lens, vF corona. Brtst in grp. Sb?sp 10.2 sp.         
A2207-19    3390  = DDO 211. Short pF bar, pat arms w few knots. SAB(s)cd II-III
A2207-19    3390    2.4 sff.                                                    
A2207-22     817r BN, (r): 0.5 x 0.5, * at end of sp arm 0.7 sp N.              
A2207-22    3420  OXN, B bar, pat (r): 0.5 x 0.45, pat arms w vF knots. SB(s)cd:
A2207-22    3420    II-III 5.1 sff. Distant grp f.                              
A2214-21    3398  = DDO 212. B bar w pat arms and B knots; sim to LMC.          
A2340-45    4504  OX spindle, pat arms. RC2 Dec in error.                       
0000-424    3559  OXN, pB thin (r): 0.5 x 0.3, smo arms.                        
0000-501    3714  OXN, dist lens and corona. 2 comp near n and s; brtst in grp. 
0000-530    3714  pF bar, few knots on vF arms.                                 
0000-536    1739  SBN, vF bar, (r): 0.4 x 0.3, thin pat arms w few knots. * sup 
0000-536    1739    0.4 ssp.                                                    
0000-550    1739  OXN w * or com comp sup 0.15 s and nubs. 1st in cl. Sev F gal 
0000-550    1739    near.                                                       
0000-806    3655  pB bar 1.5 x 0.35, pat arms w vF knots. Sup on grp. S E1: 1.7 
0000-806    3655    sp.                                                         
0001-532    1739  OXN w FmE corona. 1st in S cl.                                
0002-458    4504  OXN and bar(?), pF arms form (R'): 0.9 x 0.4. Lrgst in grp.   
0002-499    3714  OXN, prob (r): 0.6 x 0.25, eF (R): 2.1 x 1.1. Sev F comp near.
0002-505    3714  OXN and short bar, poss (r): 0.4 x 0.2, thin dist arms. Sev   
0002-505    3714    comp near. In cl?                                           
0002-548    1739  OX elong N, pB lens, arm forms (R'): 0.8 x 0.4.               
0003-364A    757  Int quad sys w bridges and plumes. (r'): 0.35 x 0.3, * sup    
0003-364A    757    0.18 nnp. Comp 1.7 s.                                       
0003-364B    757  1.4 nnp comp A. * sup 0.3 nf.                                 
0003-364C    757  1.5 nnf comp A.                                               
0003-364D    757  1.1 nff comp A.                                               
0003-525    1739  OXN, pB lens, vFE corona.                                     
0003-530    1739  OXN, poss (R') in vF corona.                                  
0003-541    1739  OXN w prob F (r): 0.4 x 0.3 in lens, mE corona. Sev F comp    
0003-541    1739    near. 1st in S cl.                                          
0004-284A   2693  pB dist lens and corona. 0.7 np comp B. 1st in cl.            
0004-284B   2693  Int tri sys; 0.7 sf comp A.                                   
0004-421    3559  lsb, F loop to nf, knots? Sup on eD cl.                       
0004-446    3559  OXN, 1st in cl, 3-4 comp in F corona; others near.            
0004-507    3714  OXN, pF lens. Brtst in loose cl. Sev gal near.                
0004-525    1739  B frshrtnd bar, pB (r): 0.3 x 0.1, thin pat arms. F comp 0.5  
0004-525    1739    sp.                                                         
0004-529    1739  F bar, sev vF knots on lsb arms.                              
0004-806    3655  Fltnd bulge. Brtst in grp.                                    
0005-349     757  Res dwarf.                                                    
0005-598     921  Thin pat arms.                                                
0007-185    3720  Knotty lsb dwarf. Sup on outskirts of poor cl 4' sf.          
0007-467    3559  Much incl, 1st in grp. S SA(r)c 1.3 nff. Others near.         
0007-468    3559  Thick pat arms w sev B knots. 2nd in grp. P w 0007-467 4.4 np.
0008-291    2693  OXN, FmE corona w sev * and gals sup. 1st in cl.              
0008-339    2633  OXN, prob bar and (r'): 0.7 x 0.4, thin arms w knots; eF(R)?  
0008-339    2633    2 comp 2' ssf. Near pl edge.                                
0008-417    3578  OX bar, highly incl, sev B knots on F arms.                   
0008-474    3559  OXN and bar, B (r): 0.5 x 0.3; thin knotty arms form (R'): 1.5
0008-474    3559    x 0.7. F comp p & f.                                        
0008-474    3714  OXN & short bar, (r): 0.5 x 0.3, arms form (R'): 1.4 x 0.6.   
0009-372     757  B bar, F arms. Comp (bckgnd?) 0.9 sf.                         
0009-476    3714  SN, thin knotty arms.                                         
0010-332AB  2633  2 E (or S0?) in common corona. In grp.                        
0010-378    2633  OX elong N, pF lens, vFmE corona. S comp 2.4 sf.              
0011-703    3670  eSN in v short bar, knotty well-formed inner arms.            
0012-379    2633  OX bar, p smo arms. * sup 0.3 nf.                             
0012-575     921  (r): 0.5 x 0.25. (R): 1.5 x 0.7.                              
0012-575    1804  OXN, (r): 0.5 x 0.25, v patchy (R): 1.5 x 0.65.               
0013-325    2693  Type on this plate (T = 9, L = 9) prob incorrect, rejected.   
0013-325     757  Part res spheroid dwarf. Smo bckgnd w stellar images sup.     
0013-873    2563  OXN, pB lens, eF corona.                                      
0013-873    2565  OXN, sev * close sf.                                          
0014-196    3639  OXN (w bar), eB pat arms, eF env. Sup on cl 9' f.             
0015-342     757  (r): 0.5 x 0.4, (R): 1.3 x 1.0, sim to N1291. Edge of pl.     
0015-380    2633  OX bar, (r'): 0.5 x 0.15, F arms w sev knots.                 
0015-594     921  vB bulge, dark lane, vF arms. * 1.0 np.                       
0015-594    1812  Dark lane across fltnd bulge. eF comp sup 0.18 sp. * 1.0 np.  
0015-686    3670  Sim to N5907. Brtst in grp.                                   
0016-230    3566  Knotty core, vmEvF pat env. In N66 grp.                       
0016-579    1804  OXN, v patchy vF (R): 1.6 x 1.6.                              
0016-579    1812  OXN, eF arms form (R) or (R'): 1.9 x 1.5.                     
0017-348    2633  OXN, short bar, B (r): 0.5 x 0.4, pB (R): 1.2 x 0.8. * sup    
0017-348    2633    0.65 np. Sev F comp near.                                   
0017-515    3714  OXN and bar, F (r): 0.8 x 0.2 in pB lens. Brtst in grp. S0sp  
0017-515    3714    1.5 nf.                                                     
0017-548    1804  Short bar, B patchy arms.                                     
0017-774    1935  lsb w well-formed arms. Sup on grp. E4: 1.6 sp.               
0017-774    3655  vlsb, incomp (r): 0.7 x -, many vF knots. Sup on grp. S E4:   
0017-774    3655    1.5 sp.                                                     
0018-236    3566  OX bar, vB (r): 0.55 x 0.25, pF arms w eF knots form (R'): 1.2
0018-236    3566    x 0.5. Sup on cl; many eF gal near.                         
0018-641     929r BN, F arms, F * or B knot 0.7 sf.                             
0018-641    1864  * or knot sup 0.8 sf on arm.                                  
0018-641    3750  Sim to N253 but fainter arms. Knotty.                         
0020-489    1861  OXN and short bar, knotty (r): 0.4 x 0.3, F arms.             
0020-539    1804  vFeSN, many knots on F arms. Sup on grp.                      
0020-571    1804  OXN, pF lens 0.55 x 0.5; vmE corona. In grp.                  
0022-697    1877  Irr lsb blob w knots, loop to s, eF ext on p side.            
0023-331    2633  OX elong N, F lens, vmEeF corona. 3rd in cl. Sev vF comp.     
0023-333    2633  SOXN, vmE corona, 1st in cl. Many comp.                       
0023-626    3750  vSOXN, poss (r): 0.3 x 0.15, nice knotty arms. Sim to N4321.  
0023-626    3750    Brtst in grp.                                               
0024-413    3551  OXN, bar, and poss (r); pB (R): 1.0 x 0.5. eF env.            
0024-421    1048  lsb dE, part res. 2B * 1.5 nf, sf.                            
0024-421    3551  Knots? Sev gal sup?                                           
0025-329    2633  OXN, pF lens, E corona (w poss eF (R)?). 2nd in cl (on        
0025-329    2633    outskirts. Sev F comp.                                      
0025-345    2633  OXN, p smo arms. Dist comp 0.6 f. Others near.                
0026-327    2633  OXN, short bar, (r): 0.3 x 0.25, thin arms w many F knots.    
0027-372    3551  OXN, prob (r): 0.3 x 0.25, pat arms; in a grp. S S0 1.7 sf.   
0027-372    2633  Slightly elong N.                                             
0027-414    3551  v thin, slight bulge, pat arms.                               
0027-518    1861  OXN, pB lens, vF corona.                                      
0028-230    3566  pF bar w F knots. N144 7.3 n.                                 
0028-230    4496r F knotty bar, vF arms.                                        
0028-321    2633  OXN and bar (poss r??), arms form pF (R'): 0.6 x 0.35. eFE    
0028-321    2633    corona.                                                     
0028-335    2633  Sim to N4322. lsb comp to N134; another lsb is 11' f.         
0028-371    2633  OXN (w poss bar and r), pB lens. P(a)w 0028-372 3.2 sp.       
0028-372    2633  (R'): 0.9 x -. Poss (r') in lens?                             
0028-372    3551  OXN, poss (R) in inner corona? Lrgst in grp. Another S0 3.2   
0028-372    3551    nf.                                                         
0028-486    1861  OXN, smo arms. P(b) w F comp 0.4 sf.                          
0028-490    1861  Dust lane, fltnd bulge, smo texture.                          
0028-567    1804  OXN, twisted, lrgst in grp. 3 B comp near.                    
0029-270     778  Twin of N4565. * 0.8 nff.                                     
0029-405    3551  pB bar, pF pat arms w many knots.                             
0029-417    3551  OXN and bar, slightly dist by B knot 0.4 sp. Cl 8' p.         
0029-645     928r Dark lane, B * 1.0 sf. 0029-647 8.4 s.                        
0029-645     929r Dark lane, B * sup 1' sf cent. Comp 8.3 sf.                   
0029-645    1864  B * sup 1.0 sf.                                               
0029-645    3750  Sim to N891 or N5746. B * sup 1.0 sf. Plate edge.             
0029-647     928r B np arm, F knty sf arm. Poss IB(s)m.                         
0029-647     929r B bar, 1 B arm, 1 F arm w 2 knots. P(b?) at 8.3.              
0029-647    1864  P(b?). OXN, knots on sf arm.                                  
0029-647    3750  OX bar, dist knotty arms.                                     
0031-217    4496r OXN and bar, B knotty (r): 0.4 x 0.35; arms form (R'): 1.1 x  
0031-217    4496r   0.7. 1st in com grp of 6 - 8 gal.                           
0031-346A,B 2633  P(c) at 0.25 w plumes. Sup on eD cl.                          
0031-570    1804  OXN, twisted corona w knots and jets, poss I0. Sev * near.    
0031-570    1804    In grp.                                                     
0031-570    1812  OXN, knots in lens, lumpy corona. vF bridge(?) to knot 0.7 sp.
0031-570    1812    Pec P(b) 5.4 np.                                            
0031-785    2551  Tri sys; bridges and plumes; comp A 0.35 nf comp B, comp C 0.4
0031-785    2551    s. * 0.45 sf comp B. In grp.                                
0032-378    2633  Sim to N1291. (r): 0.5 x 0.4, pF (R): 1.05 x 0.85.            
0032-505    1861  plsb w knots, pB * sup 0.2 nf.                                
0033-204    3639  Near calib cutout.                                            
0033-204    4496r OXN, thin pF arms. * sup 0.4 sp. Sd?sp 2.0 sp.                
0033-328    2633  OXN, thick smo arms. P(b:) w 0033-329 2.0 sp. Others near.    
0033-329    2633  OXN, thin arms, 1st in grp. P(b:) w 0033-328 2.0 nf.          
0033-600    1812  OXN; in corona of vB * 1.8 sf; dim uncertain.                 
0034-286     778  pBN, pat arms esp. on sp side. Sup on bckgnd grp.             
0034-328    2633  OXN w jet, knots and plumes. Bet 2 *.                         
0034-469    1048  B bar, broken r, v pat arms w knots. P(a) w 0035-468 at 12.5. 
0034-469    1861  OX bar, v knotty arms.                                        
0034-535    1804  Short bar, double arms. Sev F comp near.                      
0034-572    1804  OXN. Sim to N4762. In grp.                                    
0034-572    1812  OXN. Sim to N4762, but later and not dist.                    
0035-468    1048  B bar, thin pat arms w knots. Sim to N4236. P(a) w 0034-469   
0035-468    1048    at 12.5.                                                    
0036-276    4641  OXN, dark lane, F pat env. Sim to M31.                        
0036-434    1048  hsb, dark lane, thick arms; sim to N2976. * 0.65 np. v pec dbl
0036-434    1048    gal (or def?) at 1.8 spp (twisted bar, no arms; F bridge to 
0036-434    1048    to 2nd which has * sup).                                    
0036-559    1804  OXN, pB bar, F (r): 0.6 x 0.4, vF corona.                     
0037-207    4496r B bar, thin knotty arms, FE env.                              
0037-309     768  SOXN, pF bar and (r'): 0.4 x 0.3, dist arms. P(b) w Sb?pec 1.8
0037-309     768    sf, F bridge. Sev other comp near.                          
0037-361    2633  OX frshrtnd bar, few knots on thin arms. lsb comp 3' s.       
0037-361    2633    Near calib cutout.                                          
0038-463    1048  Flat bulge, vF out arms. * 1' nf.                             
0038-463    3492  OXN, fltnd bulge, F arms. pB * 1.1 nf.                        
0038-637     929r B pat bar, vF v pat arms, F knots all over. lsb comp 1.4 f.   
0038-637    1864  B bar, F pat (r'): 1.0 x 0.7, F arms. F comp 1.5 sff.         
0039-171    4496r B bar, pat arms w many knots. P(b) of S0pec + Epec 1.2 np.    
0039-818    2551  OX bar, knots on arms. eF galc dif neb sup.                   
0041-176A,B 4496r P(b) at 0.35, bridge and plumes.                              
0041-390    3551  OX elong N, dist lens and corona. Lrgst in grp.               
0041-556    1804  pB bar and (r): 0.5 x 0.35, pat arms. Sev F comp f.           
0041-779    2551  Sim to N891. Sb? 1.7 spp. vF S? w jet 1.7 nf.                 
0041-779    3655  Brtst in grp.                                                 
0042-567    1804  OXN, pB incomp (r): 0.4 x 0.35, smo arms. S S0: sup 0.45 nf.  
0042-610    1812  Fltnd bulge w dark lane, eFvE corona. * sup 0.3 sp. Sim to    
0042-610    1812    N5866.                                                      
0042-769    2551  OXN, pB bar and (r): 0.5 x 0.3. In calib cutout.              
0042-769    3655  OXN, short bar, B (r): 0.5 x 0.3, F arms w knots. Sev * sup n.
0043-315     768  OXN, B bar and (r): 0.35 x 0.25; thin pat arms w knots.       
0043-558    1804  OXN, pat arms w few knots.                                    
0043-558    3660  (r'): 0.4 x 0.15.                                             
0044-229    4641  FN, pat arms, vF env.                                         
0044-319     768  N0254 10.5 nf.                                                
0044-319    1681r lsb gal w dust lane. 3 * sup nf.                              
0044-490    1861  OXN, v pat struct, eF env. Bet 2 *. Brtst in grp. Sc:sp 1.8 n.
0044-523A,B 1804  P(b) at 0.65. Comp A has 1 narrow arm ending in B knot. * sup 
0044-523A,B 1804    0.4 sp N of comp A. In grp; others near.                    
0044-523A,B 1861  P(b) at 0.6, both OXN; bridge and plumes. * sup 0.4 sp comp A.
0045-322    1681r pB bar w F cross bar(?); pB knot 0.55 sp. F arms.             
0046-789    2551  OXN, dist arms. Brtst in grp. Sev comp near.                  
0047-183    4496r F knotty bar, vF "arms" in eF env.                            
0047-202    4496r F knotty bar, vF plume (?) to p side.                         
0047-399     846  BN and bar, B (r): 0.7 x 0.2, vF (R): 1.2 x 0.4. Brtst in grp.
0048-525    1804  OXN, pB bar and (r): 0.4 x 0.4, pF (R): 0.8 x 0.65. Sb:sp 7.8 
0048-525    1804    np.                                                         
0048-525    3660  (r): 0.4 x 0.4, (R): 0.8 x 0.6.                               
0048-559    1804  OXN, vFvmE arms. Dist by sev nearby comp.                     
0049-432    3492  OXN or bar, F arms. pB * sup 0.45 sp.                         
0050-320    1681r Frshrtnd bar, F pat arms.                                     
0050-655    1864  OXN w knots, dust, vF exts. Comp + * 1.1 sff.                 
0051-314     768  OXN w trace of bar, pSpB lens, FmE corona. N0289 16.5 sp.     
0051-563    1804  OXN; brtst in S grp.                                          
0052-323A,B 1681r P(b) at 0.9, plumes.                                          
0052-356    1681r OXN, FmE corona.                                              
0052-442    3492  OX bar, B (r): 0.5 x -, F arms.                               
0052-627    1812  vB bar, B strg arms. S OX comp 2.3 np.                        
0052-627    1870  In reflection halo of eB *. Dims impossible on this plate.    
0052-841    2563  OXN, B lens, F corona. Poss SA0o. Brtst in S cl.              
0052-841    2565  OXN w ansae(?), vF corona. P(a) of S0+SB(s)m V 5.0 sf.        
0053-308     768  lsb, F bar w pB knot sup 0.25 s. * sup 0.45 p.                
0053-535    1804  OXN w dust lane, strg peanut shape like N128. Sev * near.     
0053-535    1804    In grp.                                                     
0053-599    1812  OXN. Knotty arms. vF IB(s:)m: 2.0 np.                         
0053-599    1870  OXN. Knotty arms. F Im? 2.0 np.                               
0054-534    1804  OXN, pF lens 1.1 x 0.55 w some dust. In grp. Sev F comp near  
0054-534    1804    np.                                                         
0054-638A    929r P(b) at 0.75 w comp B.                                        
0054-638A   1864  P(b) w comp B at 0.7. 3 F gal 1.5 sp.                         
0054-638B    929r vBN, B (r): 0.4 x 0.4. B ext np, F loop and plume on side of  
0054-638B    929r   comp A at 0.75. Dim for both: (1.4: x 1.3).                 
0054-638B   1864  P(b) w comp A at 0.7. eBN, B (r): 0.4 x 0.35. Knots, loop,    
0054-638B   1864    plume.                                                      
0055-278    1920  Many filam arms. In frgrnd of cl.                             
0055-278    4641  OXN and bar, poss (r): 0.4 x 0.3; thin arms, many knots.      
0055-312     768  OXN and bar, pB lens, vF corona w knots (or sup on dist cl).  
0055-312     768    1st in grp. SB(r)bc I 2.0 sf.                               
0055-467    3492  OX bar, dist arms w F knots; plume to s. F Ssp 0.6 nf.        
0056-208    3535  pF bar, (r'): 0.6 x 0.4, vFE env. Stage uncertain.            
0056-455    3492  OX, fltnd bulge (bar), sev knots on arms.                     
0057-186    3535  OXN, patches in lnes, vmE dist corona. 2 comp sup. 1st in cl. 
0057-365    1681r Short bar(?), dist pat arms, sev B knots.                     
0058-684    1004r OXN, v smo vF arms. On plate edge. Type on this plate: SA(r)c 
0058-684    1004r   pec.                                                        
0058-684    1877  OXN, vF out loop. Type on this plate: Sa pec.                 
0059-197    3535  OXN, dist lens and corona. 1st in S cl.                       
0059-521    1809r OXN, stubby bar, (r'): 0.6 x 0.5, eF env. In grp.             
0059-521    3660  OXN, narrow arms. Sev comp near.                              
0059-535    3660  OXN, v few knots on p smo arms.                               
0059-600    1812  Fltnd bulge. Sim to N4565. Brtst in grp. Bet B * n and s.     
0059-600    1870  F dark lane across fltnd bulge, vF out arms.                  
0100-222    3535  OXN, dist lens. 1st in cl. Many vF gal near.                  
0100-546    3660  Sim to N45; sev B knots. 2 * sup.                             
0100-821    2551  FN, few knots on lsb arms. F galc dif neb sup. Sb+E0p 10.6 np.
0101-805    3655  pBN, pF pat arms. In grp.                                     
0101-805    2551  B bar, knotty arms, in grp.                                   
0101-866    2565  BN, pat bar and arms, few knots, elsb env. * 0.6 sp.          
0102-379    3570  Sim to N3556.                                                 
0102-464    3492  OXN w nubs (or knots?), E lens, vF corona. In I1633 cl.       
0102-473    3492  OXN, poss S0-. 3 * 0.9 s. Sev comp near. In I1633 cl.         
0102-517    1809r OXN, short bar, thin knotty arms.                             
0102-858    2563  Pat arms. Slightly twisted exts. F comp 2.1 nf.               
0102-858    2565  Sim to I2233. F Im: (lsb dwarf?) 2.1 nf.                      
0103-473    1809r OXN, poss frshrtnd bar. In cl. S Sd:sp 1.8 f.                 
0103-473    3492  Sim to N4565. In I1633 cl.                                    
0103-475    3492  OXN, B bar, (r'): 0.5 x -, F (R): 0.8 x 0.75. In I1633 cl.    
0104-388    3524  OX spindle, pat struct. F comp 0.8 sf.                        
0104-422    3492  OXN w F nubs in lens. 1st in grp. P(a?) w SB(s)0o 2.0 nf.     
0104-423    3492  SvBN, (r'): 0.25 x 0.25, smo arms; S-shaped.                  
0104-427    3492  OXN, pat arms.                                                
0104-461    3492  OXN, trace of (r'); poss E2. In I1633 cl.                     
0104-469    3492  OXN and bar(?), pF (r): 0.45 x 0.4, (R'): 0.8 x -. * sup 0.8  
0104-469    3492    sp. I1621 5.2 sp. In I1633 cl.                              
0104-804    2551  pFN, dust lanes on p smo arms; eF dist outer arms. In grp.    
0104-804    3655  FN, F arms, dust lane? * sup 0.5 n. In grp.                   
0105-339    3570  OXN, short bar, incomp r. Arms form (R'): 1.4 x 0.7.          
0105-474    3492  OXN and bar, trace of (r): 0.6 x 0.4. 3 B comp near n. In     
0105-474    3492    I1633 cl.                                                   
0105-812    2551  SN, (r'): 0.25 x 0.25, knotty dist arms. Sev comp near. Brtst 
0105-812    2551    in grp.                                                     
0106-289    1920  P(a) w I1628 1.2 np.                                          
0106-366    3570  OX elong N, dist corona w knots. 1st in grp.                  
0106-376    3524  OXN, B bar, pat (r): 0.7 x 0.4 w knots. F (R): 1.2 x 1.2.     
0106-460    3492  OXN, dust in lens(?), mE corona. Many comp near. In I1633 cl. 
0106-461    3492  OXN w pB lens and plume. Many comp near. In I1633 cl.         
0106-806    2551  Strg narrow dust lane. Sim to N5866. Brtst in grp.            
0106-806    3655  Strg dark lane; sim to N7814. Poss S0/a: sp.                  
0107-481    1761r Tiny (r): 0.2 x 0.15.                                         
0107-481    3492  vSvFN, pat arms. In I1633 cl.                                 
0108-360    3570  v short pB bar, F pat arms, few knots. Poss eF (R)? In N409   
0108-360    3570    grp.                                                        
0108-426    3524  lsb pat dwarf w few vF knots.                                 
0108-528    3660  OXN, 2 * sup on env 0.6 np.                                   
0108-561    3660  OXN, lens 0.6 x 0.55 w barely seen dust ring. I1649 7.0 f.    
0108-570    3660  OXN, dust lane. S E2? 1.3 np.                                 
0108-792    2551  OXN, eFeE amrs. S0o: 2.5 sf.                                  
0109-325    3570  OXN, pB (r): 0.4 x 0.4, F (R'): 0.8 x 0.65, vF dist corona.   
0109-462A,B 3492  P(a) at 1.5; both OXN. Sev F gal near. * or comp sup 0.15 s of
0109-462A,B 3492    B. In I1633 cl.                                             
0110-193    3535  Quint int sys; bridges and plumes. In cl. Type for brtst.     
0110-339    3570  OXN, pats in corona. Sev pat comp near. 1st in cl.            
0110-382    3524  OXN, B bar, p smo arms w few knots. In aureole of B * 2.9 nf. 
0110-382    3570  Near plate edge.                                              
0110-547    3660  Frshrtnd bar, poss (r): 0.45 x 0.15, eF outer arms.           
0111-325    3570  OXN and bar, dist arms. A0112-32 3.4 ssf. IB(s)m pec 2.1 npp. 
0111-325    3570    Others near.                                                
0111-334    3570  vSN, pB bar, pat arms w knots mimic (r'): 0.5 x 0.3.          
0111-456    3492  OXN, pB lens, vF corona. Sev comp near. In I1633 cl.          
0111-457A,B 1761r P(b) at 1.4 in common mE corona.                              
0111-526    1809r OX bar, pat arms w knots.                                     
0111-526    3660  OX bar, narrow arms w many knots.                             
0112-325    3570  Sim to N1291. Trace of (r), F (R): 1.3 x 1.1.                 
0112-325    1920  (R): 1.3 x 1.2; sim to N1291. 6' f A0112-32.                  
0112-447    3492  OXN, pB lens, vFE corona. In I1633 cl?                        
0112-582    1870  B bar; thin pat arms. In N434 grp.                            
0112-627    1870  pBN, v pat arms. B * 2.5 sp.                                  
0113-267    4655  OX bar, F pat arms w sev knots, vF plume to np.               
0113-271    4655  OXN, B pat inner arms, vF out arms form (R'): 2.2 x 1.8.      
0113-505    1809r OXN and short bar, F (R): 0.9 x 0.7. Sim to N1291.            
0114-444    1761r OXN w nubs, thin (r'): 0.5 x -; smo arms w few F knots. * sup 
0114-444    1761r   0.4 sf.                                                     
0114-619    1870  OXN. Brtst in grp.                                            
0115-421    1761r pB bar 0.55 x 0.25; pat arms. SB(s)dm IV-V 3.7 nf.            
0115-447    1761r Prob P(c) of Sb and S0. Dist arms and plumes.                 
0115-793    2551  SB elong N, patchy arms w knots. Brtst in grp.                
0116-344    3570  OXN, poss bar and dust lane, dist (r'): 0.6 x -. 2nd in N491  
0116-344    3570    grp.                                                        
0116-374    3570  OXN, dist corona w plumes. F bridge to cE0 1.1 n.             
0116-536    3660  OXN, short bar, (r'): 0.3 x -. Arms dist by S comp 0.4 nnf.   
0117-345A,B 3570  P(b) at 0.9, plumes and bridge. In bckgnd of N491 grp?        
0118-176    3607  OX elong N, pB lens, F corona. P(b) of 2 SBa pec (sep 0.55)   
0118-176    3607    3.0 s.                                                      
0118-231    3607  OXN and bar, knotty (r): 0.65 x 0.25, thin arms w sev B knots.
0118-231    3607    * sup 1.0 ssp.                                              
0118-231    4655  OX frshrtnd bar, knotty (r): 0.7 x 0.25; thin pat arms.       
0118-270    4655  OX (elong?) N, B lens, FE corona. S SB?b:III: 5.8 ssp.        
0118-344    3570  B bar, pat arms. Knotty E env. N491 grp.                      
0118-355    3570  OXN, p smo arms. IAB(s)m pec IV-V 1.6 sf.                     
0118-364    3570  OXN, thin arms w B knots. Sev comp near.                      
0118-444    1761r OXN, pF bar, knotty (r): 0.7 x 0.5, dist arms. Sev comp nr p. 
0119-334    3570  OXN, vF (r): 0.5 x 0.45 may not be real. In a grp.            
0119-345    3570  OX bar, vF dist arms; * 0.65 f. P(b?) w Sb 3.2 nnp.           
0119-368    3570  OX w pat arms. Lrgst in grp. Brtst is SAB0o: 5.2 np.          
0119-443    1761r BN, bar and (r): 0.5 x 0.35, slightly dist arms.              
0119-616A   1870  P(b) at 1.3 w comp B. Sev F gal near f. In grp.               
0119-616B   1870  P(b) at 1.3 w comp A.                                         
0120-331    3596  OXN, pat arms. F comp 0.8 np.                                 
0120-350    3596  Sim to N4565. Sev vF comp v near p.                           
0120-434    1761r OXN, dark lane, F arms. P(b) w F comp (S0?+plume) 0.3 sf.     
0121-350    3596  OXN, knotty dist arms. FE env.                                
0121-352    3570  Sim to N4111 or N3115.                                        
0121-569    3660  Short OX bar(:), arm forms (r'): 0.55 x 0.3; pat arms.        
0122-320     859  vBN, broken (r): 0.3 x 0.3.                                   
0122-320    3596  Short bar; near calib cutout.                                 
0122-334    3596  OXN, thin pat arms. Sev F comp within 5'.                     
0122-376    3570  OXN and bar, vB (r'): 0.4 x 0.3, dist arms. Sup on cl.        
0123-348    3596  OXN, (r'): 0.8 x 0.6, eFmE env (with R??).                    
0123-351    3570  OXN, highly incl, poss bar? vFE corona.                       
0123-376    3570  Tri sys (or dbl w dust lane?) in eFE corona. 1st in grp.      
