Field,RAh,RAm,DE-,DEd,DEm,Pmag,Rem_Code
48,14,48.5,+,6,49,15.5,--
48,14,48.6,+,5,2,15.4,--
48,14,48.9,+,7,0,15.1,1
48,14,49.0,+,6,16,15.2,1
48,14,49.0,+,6,19,15.5,--
48,14,49.1,+,2,55,15.3,--
48,14,49.3,+,2,44,15.6,--
48,14,49.4,+,3,34,15.3,--
48,14,49.4,+,5,32,15.4,--
48,14,49.7,+,4,43,15.7,1
48,14,49.7,+,4,53,14.8,--
48,14,49.7,+,7,57,15.6,--
48,14,49.8,+,3,55,15.7,--
48,14,50.0,+,3,20,15.4,--
48,14,50.0,+,3,37,15.7,--
48,14,50.0,+,4,45,15.4,--
48,14,50.1,+,6,8,15.6,--
48,14,50.1,+,6,28,15.1,--
48,14,50.2,+,3,25,15.2,1
48,14,50.2,+,7,7,15.3,--
48,14,50.2,+,8,1,15.5,--
48,14,50.2,+,8,8,14.9,--
48,14,50.4,+,8,9,15.3,--
48,14,50.5,+,3,30,14.2,--
48,14,50.6,+,3,32,13.6,--
48,14,50.8,+,3,10,15.5,--
48,14,50.8,+,4,9,13.3,--
48,14,50.8,+,8,2,15.4,--
48,14,50.9,+,3,28,15.7,--
48,14,50.9,+,8,25,15.1,--
48,14,51.0,+,3,16,14.9,--
48,14,51.1,+,3,47,13.9,--
48,14,51.4,+,3,13,15.4,--
48,14,51.4,+,3,41,15.4,--
48,14,51.5,+,3,45,13.0,--
48,14,51.6,+,3,24,15.6,--
48,14,51.7,+,4,57,14.4,--
48,14,51.7,+,5,0,15.3,--
48,14,51.7,+,5,3,15.1,--
48,14,51.8,+,4,29,14.8,--
48,14,51.8,+,4,43,15.3,--
48,14,52.0,+,3,10,14.7,--
48,14,52.0,+,3,29,15.3,--
48,14,52.6,+,2,55,15.4,1
48,14,52.9,+,5,30,15.2,--
48,14,53.3,+,6,38,15.6,--
48,14,53.5,+,2,39,15.1,--
48,14,54.2,+,6,40,15.2,1
48,14,54.3,+,5,47,15.2,1
48,14,54.5,+,2,55,15.7,--
48,14,55.1,+,8,29,15.1,--
48,14,55.3,+,6,50,14.7,--
48,14,55.4,+,3,58,15.6,--
48,14,55.6,+,2,38,15.5,--
48,14,55.6,+,3,37,15.3,--
48,14,55.7,+,3,30,15.5,--
48,14,55.7,+,4,18,15.6,--
48,14,56.0,+,3,43,15.2,--
48,14,56.0,+,8,25,15.0,--
48,14,56.2,+,6,59,15.4,--
48,14,56.2,+,8,11,15.1,1
48,14,56.4,+,7,12,15.2,--
48,14,57.8,+,2,30,15.4,--
48,14,58.0,+,6,39,15.3,--
48,14,59.4,+,5,8,15.3,--
48,14,59.8,+,6,33,15.5,--
48,14,59.9,+,5,51,14.6,--
48,15,0.0,+,5,45,15.5,--
48,15,0.5,+,7,25,15.7,--
48,15,1.0,+,4,53,15.0,--
48,15,1.0,+,7,32,15.3,--
48,15,1.8,+,3,30,15.7,--
48,15,1.8,+,7,40,15.6,1
48,15,2.0,+,2,32,15.3,--
48,15,2.2,+,6,33,15.7,1
48,15,2.3,+,5,10,15.6,--
48,15,2.3,+,6,32,15.6,--
48,15,2.3,+,8,22,15.1,--
48,15,2.5,+,6,7,15.7,--
48,15,2.6,+,5,59,14.9,--
48,15,2.6,+,6,4,15.3,--
48,15,2.6,+,8,2,15.3,--
48,15,2.8,+,5,15,15.7,--
48,15,2.9,+,4,41,15.3,--
48,15,3.0,+,3,17,15.3,--
48,15,3.0,+,6,24,15.5,--
48,15,3.2,+,5,18,15.3,1
48,15,3.2,+,5,58,15.5,--
48,15,3.3,+,6,1,15.3,--
48,15,3.5,+,3,54,15.2,--
48,15,3.6,+,3,54,15.3,--
48,15,3.7,+,3,52,15.5,--
48,15,3.8,+,3,20,15.6,--
48,15,3.8,+,6,1,15.4,--
48,15,3.9,+,6,35,15.1,1
49,15,4.0,+,5,25,15.2,--
49,15,4.2,+,3,58,15.1,1
49,15,4.2,+,5,31,15.5,1
49,15,4.7,+,7,5,15.7,--
49,15,4.8,+,7,4,15.5,--
49,15,4.9,+,3,23,15.6,--
49,15,4.9,+,7,19,15.4,--
49,15,5.2,+,7,5,15.6,--
49,15,5.3,+,2,45,13.1,--
49,15,5.3,+,4,10,15.5,1
49,15,5.6,+,2,37,15.3,--
49,15,5.7,+,7,1,15.4,1
49,15,5.7,+,8,15,15.4,--
49,15,6.0,+,5,52,15.4,--
49,15,7.0,+,3,15,12.9,--
49,15,7.0,+,4,53,15.6,1
49,15,7.0,+,5,4,15.5,--
49,15,7.7,+,7,49,15.4,--
49,15,7.8,+,7,5,15.6,--
49,15,7.8,+,7,54,15.0,--
49,15,8.0,+,6,41,15.7,1
49,15,8.0,+,7,37,15.6,--
49,15,8.4,+,5,56,15.4,--
49,15,8.4,+,8,11,15.6,--
49,15,8.6,+,4,29,15.3,--
49,15,8.6,+,5,43,15.7,--
49,15,8.6,+,6,53,15.4,--
49,15,8.8,+,4,50,15.7,--
49,15,8.9,+,6,32,15.5,1
49,15,9.0,+,4,42,15.5,--
49,15,9.0,+,5,24,15.3,--
49,15,9.0,+,5,26,15.3,--
49,15,9.0,+,7,26,15.1,--
49,15,9.1,+,4,39,15.7,1
49,15,9.1,+,5,35,15.0,--
49,15,9.2,+,3,51,15.7,--
49,15,9.2,+,4,40,15.6,--
49,15,9.2,+,7,18,15.5,--
49,15,9.5,+,5,45,15.2,--
49,15,9.7,+,5,26,15.4,--
49,15,9.9,+,7,55,15.7,--
49,15,10.1,+,7,57,15.5,--
49,15,10.4,+,4,42,15.3,--
49,15,10.5,+,3,20,14.8,--
49,15,10.6,+,4,41,15.5,--
49,15,10.6,+,7,29,15.2,--
49,15,10.7,+,3,26,15.6,--
49,15,10.7,+,4,28,15.4,--
49,15,10.7,+,4,40,15.4,--
49,15,10.7,+,5,32,15.3,--
49,15,10.7,+,8,3,15.3,--
49,15,10.8,+,2,42,15.4,--
49,15,10.8,+,4,28,14.8,--
49,15,10.8,+,4,40,15.5,--
49,15,10.8,+,4,56,15.7,--
49,15,10.8,+,5,13,15.7,--
49,15,10.8,+,7,25,15.5,--
49,15,10.8,+,8,14,15.4,--
49,15,10.9,+,6,48,15.3,--
49,15,11.0,+,5,50,15.6,1
49,15,11.1,+,4,15,15.7,--
49,15,11.1,+,5,38,15.5,--
49,15,11.2,+,4,16,15.6,1
49,15,11.2,+,8,17,15.4,--
49,15,11.4,+,4,38,15.6,--
49,15,11.5,+,4,54,15.2,--
49,15,11.6,+,4,24,15.6,--
49,15,11.7,+,4,54,15.5,1
49,15,11.9,+,8,30,15.7,1
49,15,12.0,+,5,38,15.6,--
49,15,12.0,+,8,5,15.6,1
49,15,12.3,+,5,43,15.7,1
49,15,12.5,+,6,46,15.6,1
49,15,12.8,+,5,23,15.4,--
49,15,12.8,+,5,46,15.3,1
49,15,12.9,+,4,52,15.3,--
49,15,13.0,+,6,34,14.9,--
49,15,13.0,+,7,40,15.6,--
49,15,13.2,+,8,29,15.4,--
49,15,13.4,+,3,13,15.7,--
49,15,13.8,+,6,59,15.5,--
49,15,13.8,+,7,20,15.3,--
49,15,13.9,+,6,3,15.5,--
49,15,13.9,+,8,18,15.5,--
49,15,14.0,+,5,14,15.6,--
49,15,14.0,+,7,56,15.3,--
49,15,14.2,+,7,35,15.4,--
49,15,14.3,+,5,5,15.6,1
49,15,14.3,+,7,11,15.5,--
49,15,14.3,+,7,12,14.8,--
49,15,14.3,+,7,14,15.6,--
49,15,14.5,+,7,7,15.3,--
49,15,14.5,+,7,26,15.6,1
49,15,14.6,+,5,26,15.5,--
49,15,14.7,+,3,31,15.7,1
49,15,14.7,+,7,4,15.3,--
49,15,14.8,+,7,12,14.9,--
49,15,14.9,+,4,23,15.7,--
49,15,14.9,+,5,41,15.4,--
49,15,14.9,+,7,32,15.5,--
49,15,14.9,+,8,5,15.0,--
49,15,15.0,+,8,3,15.3,--
49,15,15.2,+,6,50,15.7,1
49,15,15.2,+,7,21,15.5,--
49,15,15.3,+,4,20,14.9,1
49,15,15.4,+,5,17,15.6,--
49,15,15.4,+,7,24,15.3,--
49,15,15.4,+,8,25,15.5,--
49,15,15.5,+,7,25,15.5,--
49,15,15.7,+,5,30,14.7,--
49,15,15.7,+,8,26,15.3,--
49,15,15.9,+,5,3,15.4,--
49,15,16.0,+,4,51,15.7,--
49,15,16.0,+,5,24,15.4,--
49,15,16.2,+,6,5,15.2,--
49,15,16.4,+,4,17,15.4,--
49,15,16.4,+,5,3,14.9,--
49,15,16.4,+,6,37,15.4,1
49,15,16.5,+,3,10,15.4,--
49,15,16.5,+,4,42,15.0,--
49,15,16.5,+,5,23,15.3,--
49,15,16.6,+,3,32,15.7,--
49,15,16.6,+,4,30,15.6,--
49,15,16.7,+,5,41,15.5,--
49,15,16.7,+,8,19,15.5,--
49,15,16.8,+,8,3,15.6,--
49,15,16.8,+,8,11,15.7,--
49,15,17.0,+,5,26,15.5,--
49,15,17.4,+,5,18,15.6,--
49,15,17.4,+,5,59,15.6,--
49,15,17.4,+,8,17,15.4,--
49,15,17.5,+,5,36,15.3,--
49,15,17.8,+,3,42,14.7,--
49,15,17.9,+,3,43,15.7,--
49,15,18.0,+,3,37,15.4,--
49,15,18.1,+,8,8,15.5,--
49,15,18.8,+,7,33,15.6,1
49,15,18.9,+,4,31,15.6,--
49,15,19.0,+,6,40,15.4,--
49,15,19.1,+,5,25,15.5,--
49,15,19.1,+,7,46,15.5,--
49,15,19.1,+,7,54,15.5,1
49,15,19.2,+,3,54,15.4,--
49,15,19.2,+,7,54,15.7,1
49,15,19.4,+,7,53,15.5,--
49,15,19.5,+,5,15,12.7,--
49,15,19.6,+,3,56,15.3,--
49,15,19.6,+,6,2,15.2,--
49,15,19.7,+,6,1,15.5,--
49,15,19.9,+,5,34,15.2,--
49,15,20.4,+,8,16,15.4,--
49,15,20.5,+,4,42,15.5,--
49,15,20.5,+,8,14,15.5,--
49,15,21.3,+,5,57,15.3,--
49,15,21.8,+,5,1,15.4,1
49,15,21.9,+,3,48,15.7,--
49,15,22.6,+,5,0,15.6,1
49,15,22.8,+,7,20,15.3,--
49,15,23.0,+,4,59,15.5,--
49,15,23.0,+,7,16,15.5,--
49,15,23.2,+,4,59,15.7,--
49,15,23.5,+,8,0,14.8,--
49,15,23.9,+,4,0,15.5,--
49,15,24.8,+,6,40,15.5,--
49,15,25.3,+,5,3,15.7,1
49,15,25.3,+,6,59,15.6,1
49,15,25.4,+,5,1,15.7,1
49,15,25.5,+,7,50,15.3,--
49,15,25.7,+,5,58,15.6,--
49,15,26.3,+,7,32,15.3,--
49,15,26.3,+,7,34,15.2,1
49,15,26.3,+,7,39,15.6,--
49,15,26.5,+,7,46,15.4,--
49,15,26.5,+,7,55,15.5,--
49,15,26.8,+,5,15,15.2,--
49,15,26.9,+,3,46,15.6,--
49,15,27.0,+,2,55,15.7,1
49,15,27.0,+,3,38,15.1,--
49,15,27.0,+,5,16,15.3,--
49,15,27.1,+,7,45,15.0,--
49,15,27.2,+,2,56,15.7,--
49,15,27.2,+,8,13,15.4,--
49,15,27.3,+,3,41,14.9,--
49,15,27.4,+,5,11,15.3,--
49,15,27.7,+,6,1,15.4,--
50,15,28.1,+,6,50,15.6,--
50,15,28.2,+,3,8,15.6,--
50,15,28.5,+,4,31,15.5,1
50,15,28.6,+,7,10,15.5,1
50,15,28.7,+,6,36,15.5,--
50,15,28.8,+,4,30,15.4,--
50,15,28.8,+,7,38,14.3,--
50,15,29.0,+,6,5,15.5,--
50,15,29.1,+,7,30,15.2,--
50,15,29.2,+,7,28,15.4,1
50,15,29.2,+,7,31,15.1,1
50,15,29.2,+,7,39,15.7,--
50,15,29.3,+,7,29,15.2,--
50,15,29.6,+,4,55,15.4,1
50,15,29.6,+,7,38,15.4,1
50,15,29.8,+,3,40,15.5,1
50,15,29.8,+,5,51,15.4,--
50,15,30.0,+,4,51,15.3,--
50,15,30.0,+,4,57,15.4,1
50,15,30.0,+,5,16,15.4,--
50,15,30.2,+,4,55,15.1,--
50,15,30.3,+,8,26,15.4,1
50,15,30.7,+,6,40,15.6,--
50,15,30.8,+,4,38,15.6,1
50,15,31.3,+,5,28,15.4,--
50,15,31.4,+,5,27,15.3,1
50,15,31.7,+,7,16,15.4,--
50,15,32.2,+,6,28,15.3,--
50,15,32.3,+,8,30,15.6,--
50,15,32.4,+,5,7,15.5,1
50,15,32.7,+,5,14,15.0,--
50,15,32.8,+,5,16,15.3,--
50,15,32.8,+,7,18,15.4,--
50,15,33.0,+,6,28,15.5,1
50,15,33.1,+,2,35,15.6,--
50,15,33.3,+,8,7,15.4,1
50,15,33.4,+,6,14,15.3,--
50,15,33.8,+,5,50,15.1,--
50,15,33.8,+,6,5,15.3,--
50,15,34.1,+,3,31,15.4,1
50,15,34.2,+,3,58,15.5,--
50,15,34.3,+,8,0,15.6,--
50,15,34.4,+,4,55,15.5,1
50,15,34.5,+,5,13,15.6,--
50,15,35.0,+,6,27,15.7,--
50,15,35.1,+,5,6,15.6,1
50,15,35.1,+,6,9,14.2,--
50,15,35.2,+,3,11,15.4,--
50,15,35.3,+,3,36,15.7,1
50,15,35.7,+,4,57,15.2,--
50,15,35.9,+,3,19,15.6,--
50,15,36.1,+,2,53,15.3,--
50,15,36.1,+,6,49,15.7,--
50,15,36.2,+,6,54,15.7,--
50,15,36.3,+,7,4,15.3,--
50,15,36.4,+,4,45,14.4,--
50,15,36.5,+,8,15,15.7,1
50,15,36.6,+,5,44,14.9,1
50,15,36.6,+,6,0,15.2,--
50,15,36.6,+,7,54,15.3,--
50,15,36.7,+,8,15,15.7,--
50,15,36.8,+,5,59,15.5,--
50,15,37.1,+,3,22,15.0,--
50,15,37.7,+,4,22,15.6,--
50,15,37.9,+,7,27,15.2,--
50,15,38.0,+,7,38,15.6,--
50,15,38.2,+,7,36,15.4,--
50,15,38.4,+,5,18,15.5,1
50,15,38.8,+,4,14,15.5,--
50,15,39.3,+,6,46,15.6,--
50,15,39.4,+,6,0,15.5,--
50,15,39.4,+,8,2,15.4,--
50,15,39.6,+,2,50,15.5,1
50,15,39.7,+,6,49,15.2,--
50,15,39.8,+,2,37,15.2,--
50,15,39.9,+,7,59,15.7,--
50,15,40.0,+,7,32,15.6,--
50,15,40.3,+,7,58,15.5,--
50,15,40.3,+,8,24,15.1,--
50,15,40.6,+,6,2,15.4,--
50,15,41.0,+,4,57,15.3,--
50,15,41.0,+,8,4,15.5,--
50,15,41.1,+,5,1,15.1,1
50,15,41.2,+,8,19,15.7,1
50,15,41.5,+,6,37,15.5,--
50,15,41.5,+,8,0,15.5,--
50,15,41.6,+,4,56,15.4,--
50,15,41.6,+,8,26,15.6,1
50,15,41.9,+,8,27,15.6,--
50,15,42.3,+,4,6,15.7,--
50,15,42.5,+,2,37,15.2,--
50,15,42.8,+,5,19,15.5,--
50,15,43.2,+,2,34,15.0,--
50,15,43.3,+,7,17,15.3,--
50,15,43.5,+,2,51,15.4,--
50,15,43.5,+,5,18,15.3,--
50,15,43.6,+,3,22,15.3,--
50,15,43.7,+,2,36,15.7,--
50,15,43.7,+,4,46,15.4,--
50,15,43.7,+,7,3,15.2,--
50,15,43.8,+,2,34,13.1,--
50,15,44.4,+,6,3,15.1,--
50,15,44.8,+,3,5,15.6,--
50,15,44.8,+,6,4,15.2,--
50,15,45.0,+,8,29,15.5,1
50,15,45.6,+,6,5,15.4,--
50,15,46.0,+,7,17,15.3,--
50,15,46.5,+,5,20,15.0,--
50,15,46.5,+,7,22,14.8,--
50,15,46.7,+,4,40,15.6,--
50,15,47.7,+,7,20,15.5,--
50,15,47.9,+,4,37,15.4,--
50,15,48.0,+,6,56,15.1,--
50,15,49.2,+,6,42,15.6,--
50,15,49.4,+,4,29,15.7,--
50,15,49.6,+,4,40,15.5,1
50,15,49.9,+,2,36,15.3,--
50,15,50.6,+,8,10,15.7,--
50,15,50.9,+,7,1,15.6,--
50,15,52.0,+,7,40,15.6,--
51,15,52.0,+,7,40,15.6,--
51,15,52.4,+,4,8,15.7,--
51,15,52.6,+,5,56,15.6,--
51,15,52.8,+,5,2,15.7,--
51,15,53.0,+,6,37,15.6,1
51,15,53.3,+,4,59,15.5,1
51,15,53.4,+,6,5,13.8,--
51,15,54.8,+,6,8,13.8,--
51,15,55.3,+,4,24,15.6,1
51,15,55.6,+,6,55,15.6,--
51,15,55.7,+,7,13,15.7,--
51,15,55.8,+,3,5,15.5,--
51,15,55.8,+,4,35,15.4,--
51,15,56.4,+,8,19,15.5,1
51,15,57.1,+,6,28,15.7,--
51,15,57.2,+,2,51,14.8,--
51,15,57.3,+,2,48,15.2,--
51,15,57.4,+,4,7,15.6,--
51,15,57.6,+,5,1,15.7,--
51,15,59.4,+,8,17,15.1,--
51,15,59.7,+,7,14,15.0,--
51,15,59.9,+,4,22,15.7,--
51,15,59.9,+,6,55,15.6,--
51,16,0.1,+,3,7,15.7,1
51,16,0.6,+,5,15,15.6,1
51,16,0.8,+,5,47,14.7,1
51,16,1.5,+,8,29,15.5,--
51,16,1.6,+,2,45,15.6,--
51,16,1.9,+,5,45,15.7,--
51,16,2.0,+,3,3,15.6,--
51,16,2.0,+,3,56,15.2,--
51,16,2.0,+,4,0,13.9,--
51,16,2.2,+,2,39,15.4,--
51,16,2.2,+,5,19,15.7,--
51,16,2.6,+,2,58,15.7,--
51,16,2.9,+,5,8,15.7,--
51,16,2.9,+,7,13,15.5,--
51,16,3.1,+,3,11,15.6,--
51,16,3.2,+,6,22,15.7,--
51,16,3.3,+,2,55,15.7,--
51,16,4.0,+,4,25,15.4,--
51,16,4.1,+,3,16,15.3,1
51,16,4.2,+,6,43,15.3,--
51,16,4.3,+,3,55,15.1,--
51,16,4.8,+,8,6,14.1,--
51,16,4.9,+,3,42,15.5,1
51,16,5.1,+,2,38,15.7,--
51,16,5.2,+,3,6,15.5,--
51,16,5.7,+,3,15,15.6,--
51,16,5.8,+,3,20,15.7,--
51,16,5.8,+,5,51,15.6,--
51,16,5.9,+,7,40,14.7,--
51,16,6.0,+,7,35,15.4,--
51,16,6.2,+,7,0,15.7,--
51,16,6.4,+,5,45,15.5,--
51,16,7.1,+,8,24,15.6,--
51,16,7.6,+,6,42,15.6,1
51,16,8.0,+,4,31,15.4,--
51,16,8.1,+,4,53,15.5,1
51,16,9.7,+,3,6,15.6,--
51,16,9.8,+,4,44,15.1,1
51,16,10.1,+,3,8,15.7,--
51,16,10.2,+,6,13,15.6,--
51,16,10.3,+,4,43,15.3,--
51,16,10.4,+,6,11,15.5,1
51,16,10.5,+,4,28,15.2,--
51,16,10.6,+,7,17,15.6,--
51,16,10.9,+,7,10,15.5,--
51,16,11.6,+,2,45,15.6,1
51,16,11.7,+,6,16,15.5,--
51,16,11.8,+,4,7,14.7,1
51,16,11.8,+,6,17,15.4,--
51,16,12.0,+,3,20,15.2,1
51,16,12.0,+,4,20,15.6,--
51,16,14.7,+,4,40,15.7,--
52,16,16.4,+,7,32,13.4,--
52,16,17.1,+,7,24,14.9,--
52,16,17.3,+,3,14,15.3,--
52,16,17.3,+,5,17,15.1,1
52,16,17.8,+,6,24,15.7,--
52,16,18.1,+,7,28,15.3,--
52,16,18.6,+,4,19,15.4,--
52,16,20.5,+,3,45,15.6,--
52,16,20.5,+,6,41,15.7,--
52,16,20.9,+,6,46,15.6,1
52,16,21.1,+,7,58,15.4,--
52,16,22.3,+,7,25,15.3,--
52,16,22.5,+,6,11,15.0,--
52,16,23.5,+,4,21,15.7,--
52,16,23.6,+,3,0,15.4,--
52,16,24.4,+,3,20,15.5,--
52,16,24.4,+,5,58,15.5,--
52,16,24.5,+,3,17,15.6,1
52,16,24.6,+,7,40,15.2,--
52,16,24.8,+,3,11,15.1,1
52,16,25.2,+,5,12,15.7,1
52,16,25.5,+,8,36,15.7,--
52,16,26.0,+,8,38,15.5,1
52,16,26.2,+,3,56,15.7,--
52,16,26.7,+,8,12,15.5,--
52,16,26.7,+,8,14,15.3,--
52,16,26.8,+,3,13,15.7,1
52,16,26.9,+,8,30,15.6,--
52,16,27.2,+,6,25,15.5,1
52,16,27.2,+,8,34,15.0,--
52,16,27.4,+,8,45,15.4,--
52,16,27.9,+,8,44,15.2,--
52,16,28.0,+,3,41,15.7,--
52,16,28.1,+,8,5,15.3,1
52,16,28.2,+,3,37,15.5,1
52,16,28.2,+,6,8,15.5,--
52,16,28.4,+,4,11,14.9,--
52,16,28.6,+,5,16,15.2,--
52,16,29.1,+,5,10,15.5,--
52,16,29.6,+,7,52,15.6,--
52,16,29.8,+,3,57,15.4,--
52,16,31.4,+,7,19,15.4,1
52,16,31.8,+,8,25,15.7,--
52,16,32.3,+,6,50,15.7,1
52,16,32.3,+,7,34,15.5,--
52,16,32.3,+,8,46,15.4,1
52,16,32.7,+,7,13,15.6,--
52,16,32.9,+,8,28,15.5,--
52,16,33.6,+,6,52,15.7,--
52,16,34.6,+,8,54,15.7,--
52,16,35.3,+,7,22,15.6,1
52,16,35.5,+,6,22,15.3,--
52,16,35.5,+,7,40,15.7,--
52,16,35.6,+,3,48,15.7,--
52,16,35.6,+,7,43,15.6,--
52,16,35.8,+,6,17,15.3,--
52,16,37.0,+,7,23,15.5,--
52,16,38.3,+,8,43,15.7,--
52,16,39.0,+,5,50,15.7,--
52,16,39.0,+,7,30,15.6,--
52,16,39.1,+,3,14,15.6,--
52,16,39.6,+,7,20,15.7,--
52,16,39.9,+,7,12,15.6,--
53,16,40.7,+,8,37,15.5,--
53,16,41.6,+,7,32,15.4,1
53,16,42.2,+,8,15,15.4,--
53,16,43.0,+,8,56,15.6,1
53,16,43.4,+,5,26,15.5,--
53,16,43.6,+,6,34,15.2,--
53,16,44.1,+,6,39,15.6,--
53,16,45.1,+,8,51,15.7,--
53,16,45.2,+,6,44,15.7,--
53,16,45.8,+,6,24,15.0,--
53,16,45.9,+,6,19,15.0,--
53,16,47.1,+,6,6,15.3,--
53,16,47.3,+,5,0,15.5,--
53,16,48.2,+,4,41,15.5,1
53,16,48.4,+,8,53,15.0,--
53,16,48.9,+,7,57,15.6,--
53,16,49.2,+,4,47,15.6,--
53,16,49.5,+,4,28,15.3,--
53,16,50.9,+,4,19,15.4,--
53,16,51.8,+,3,35,15.6,--
53,16,54.0,+,6,1,15.3,--
53,16,54.6,+,5,27,15.5,--
53,16,58.7,+,6,56,15.4,--
53,16,58.9,+,5,21,15.5,--
53,16,59.0,+,7,0,15.2,--
53,16,59.5,+,6,44,15.5,1
53,17,1.2,+,4,19,15.7,--
53,17,1.7,+,6,51,15.6,--
53,17,2.1,+,4,20,15.6,--
53,17,2.4,+,4,32,15.4,1
53,17,3.7,+,7,51,15.1,--
54,17,4.2,+,4,57,15.4,--
54,17,6.2,+,4,6,14.9,--
54,17,6.3,+,3,57,14.2,--
54,17,6.6,+,8,28,15.7,--
54,17,8.6,+,5,55,15.5,--
54,17,8.8,+,5,28,15.7,1
54,17,9.1,+,8,3,14.8,--
54,17,12.4,+,8,26,15.6,--
54,17,12.5,+,6,16,15.4,--
54,17,12.6,+,8,29,15.6,1
54,17,12.7,+,8,30,15.4,1
54,17,12.8,+,6,30,15.7,--
54,17,12.8,+,8,28,15.2,--
54,17,13.6,+,6,54,15.3,--
54,17,13.9,+,6,37,14.7,--
54,17,14.0,+,6,29,14.8,--
54,17,14.3,+,8,15,15.3,--
54,17,14.8,+,7,48,15.3,--
54,17,15.0,+,7,45,15.4,--
54,17,15.1,+,7,43,15.2,--
54,17,15.3,+,7,39,15.7,1
54,17,16.5,+,8,29,15.0,--
54,17,18.6,+,6,27,15.7,--
54,17,19.9,+,6,40,15.3,--
54,17,20.0,+,6,42,15.6,--
54,17,20.2,+,8,24,15.5,--
54,17,24.5,+,7,10,15.6,1
54,17,25.5,+,6,31,15.5,--
54,17,25.8,+,7,28,15.0,--
54,17,26.6,+,6,22,15.2,1
54,17,26.7,+,8,52,15.6,--
54,17,27.0,+,5,7,15.7,--
55,17,28.2,+,6,19,15.1,--
55,17,28.2,+,6,26,15.2,--
55,17,29.4,+,6,31,15.5,--
55,17,29.4,+,6,32,15.5,1
55,17,29.5,+,6,30,15.4,--
55,17,29.5,+,6,34,15.4,--
55,17,30.0,+,7,6,13.2,--
55,17,30.1,+,3,41,15.6,--
55,17,32.2,+,6,16,15.7,--
55,17,32.8,+,6,12,14.8,--
55,17,33.4,+,7,0,15.3,--
55,17,36.5,+,6,14,15.5,--
55,17,38.4,+,7,4,15.6,--
55,17,39.7,+,3,12,15.5,--
55,17,41.0,+,7,15,15.7,--
55,17,41.4,+,4,34,15.7,1
55,17,45.5,+,6,58,15.6,--
55,17,46.7,+,8,7,15.5,1
55,17,47.7,+,7,18,15.6,1
55,17,48.1,+,5,40,15.7,1
55,17,48.3,+,6,3,15.6,--
55,17,49.8,+,5,27,15.5,--
56,17,53.1,+,6,12,15.5,1
56,17,53.9,+,5,44,15.7,1
56,17,55.3,+,4,37,15.6,--
56,17,55.7,+,3,44,15.4,1
56,17,56.7,+,7,9,15.2,1
56,17,57.0,+,6,17,13.4,--
56,17,59.5,+,6,58,14.6,--
56,18,1.8,+,7,2,15.7,1
56,18,2.0,+,7,17,15.0,1
56,18,10.5,+,6,42,15.4,--
56,18,13.6,+,6,44,15.5,--
57,7,5.0,+,13,10,15.6,--
57,7,5.2,+,13,14,15.4,1
57,7,7.4,+,13,47,15.7,--
57,7,9.8,+,12,37,15.3,--
57,7,10.4,+,12,21,14.1,--
57,7,11.1,+,10,35,14.9,--
57,7,15.2,+,9,46,15.6,1
57,7,18.6,+,13,21,15.7,1
57,7,21.9,+,14,11,15.6,--
57,7,22.4,+,9,18,15.5,--
57,7,22.4,+,9,36,15.2,1
57,7,22.8,+,12,11,15.7,--
57,7,22.9,+,9,16,15.7,--
57,7,26.4,+,14,31,15.2,--
57,7,28.0,+,9,45,15.4,1
57,7,28.0,+,13,10,15.4,--
57,7,28.1,+,13,12,15.5,1
57,7,28.3,+,13,10,15.1,--
57,7,28.7,+,13,16,15.3,--
58,7,28.7,+,13,16,15.3,--
58,7,29.7,+,11,0,15.0,--
58,7,32.2,+,11,12,15.7,--
58,7,32.6,+,11,50,15.6,--
58,7,32.7,+,12,25,15.4,--
58,7,32.8,+,9,27,15.7,--
58,7,32.8,+,11,39,15.7,1
58,7,32.9,+,11,43,14.3,--
58,7,32.9,+,11,49,15.0,--
58,7,34.0,+,10,1,15.3,--
58,7,34.3,+,13,43,14.1,--
58,7,34.4,+,10,1,15.1,--
58,7,34.4,+,12,11,15.7,--
58,7,34.5,+,10,1,15.7,1
58,7,34.5,+,14,12,15.4,--
58,7,34.7,+,9,8,15.2,--
58,7,35.2,+,10,18,15.4,--
58,7,36.2,+,13,44,15.5,--
58,7,36.4,+,9,14,15.3,--
58,7,36.7,+,9,1,15.3,--
58,7,37.1,+,13,22,15.6,--
58,7,37.2,+,13,27,15.7,--
58,7,37.6,+,14,56,15.5,--
58,7,37.7,+,13,59,14.7,--
58,7,37.8,+,12,32,15.7,--
58,7,39.3,+,12,17,15.5,--
58,7,39.7,+,11,22,15.3,1
58,7,39.9,+,11,23,15.6,--
58,7,40.1,+,9,28,15.7,--
58,7,40.6,+,9,29,15.7,--
58,7,41.6,+,10,5,15.4,--
58,7,42.5,+,11,11,14.8,--
58,7,43.4,+,10,47,15.2,--
58,7,43.9,+,9,21,15.1,--
58,7,44.8,+,10,22,15.5,1
58,7,45.4,+,10,56,15.7,--
58,7,46.3,+,12,13,15.7,--
58,7,47.8,+,10,27,15.4,--
58,7,47.9,+,11,13,15.7,--
58,7,48.2,+,9,42,15.7,--
58,7,48.2,+,9,43,15.5,--
58,7,48.5,+,10,16,15.5,--
58,7,48.5,+,10,58,15.1,--
58,7,48.6,+,11,6,15.5,--
58,7,48.7,+,10,39,15.1,--
