Field,RAh,RAm,DE-,DEd,DEm,Pmag,Rem_Code
42,12,29.1,+,4,13,13.3,--
42,12,30.0,+,2,56,15.0,--
42,12,30.0,+,8,19,15.3,--
42,12,30.3,+,3,34,15.3,1
42,12,30.3,+,6,4,15.4,--
42,12,30.6,+,8,6,15.2,--
42,12,30.6,+,8,7,15.0,--
42,12,30.9,+,4,4,15.7,1
42,12,31.1,+,8,8,15.4,--
42,12,31.3,+,8,18,15.2,--
42,12,31.4,+,3,49,15.3,1
42,12,31.5,+,7,58,10.6,--
42,12,31.6,+,2,56,12.4,--
42,12,31.8,+,2,36,14.7,--
42,12,31.8,+,6,45,12.3,--
42,12,31.8,+,8,28,11.1,--
42,12,32.0,+,6,17,15.4,--
42,12,32.1,+,3,36,14.8,--
42,12,32.1,+,7,26,14.2,--
42,12,32.2,+,6,34,15.3,1
42,12,32.5,+,5,42,15.7,--
42,12,32.5,+,6,9,15.4,--
42,12,32.7,+,6,49,15.2,--
42,12,32.8,+,6,23,14.6,--
42,12,33.0,+,3,19,14.4,--
42,12,33.0,+,6,36,15.4,--
42,12,33.2,+,3,29,15.7,--
42,12,33.3,+,6,2,15.5,--
42,12,33.6,+,5,21,15.6,--
42,12,34.0,+,6,27,15.3,--
42,12,34.0,+,8,20,15.0,--
42,12,34.1,+,3,23,15.7,--
42,12,34.1,+,6,54,15.2,--
42,12,34.2,+,4,23,15.4,1
42,12,34.3,+,7,31,11.8,--
42,12,34.5,+,7,12,14.6,1
42,12,34.6,+,5,42,15.7,--
42,12,34.9,+,5,1,15.7,--
42,12,35.0,+,4,38,14.7,--
42,12,35.2,+,5,38,13.1,--
42,12,35.2,+,7,23,15.4,1
42,12,35.7,+,8,5,15.5,1
42,12,35.8,+,8,10,15.3,--
42,12,35.9,+,4,35,13.5,--
42,12,36.0,+,2,56,14.4,--
42,12,36.2,+,7,2,15.1,--
42,12,36.3,+,7,24,15.5,--
42,12,36.7,+,6,17,14.1,--
42,12,36.8,+,5,13,15.4,1
42,12,36.9,+,4,33,15.7,--
42,12,36.9,+,8,14,14.8,--
42,12,37.1,+,7,27,15.4,--
42,12,37.3,+,4,5,15.6,--
42,12,37.6,+,5,39,15.7,--
42,12,37.8,+,3,24,13.7,--
42,12,37.9,+,5,19,15.7,--
42,12,37.9,+,8,27,15.4,1
42,12,38.0,+,2,45,15.5,--
42,12,38.0,+,5,38,15.7,--
42,12,38.3,+,4,48,15.7,--
42,12,38.8,+,6,58,15.2,--
42,12,39.0,+,7,35,12.9,--
42,12,39.6,+,5,48,15.6,--
42,12,39.6,+,7,57,13.6,--
42,12,40.0,+,4,14,13.4,--
43,12,40.0,+,4,14,13.4,--
43,12,40.3,+,2,58,11.8,--
43,12,40.4,+,3,57,15.1,--
43,12,40.6,+,3,51,15.4,--
43,12,40.6,+,7,44,15.5,--
43,12,40.7,+,4,21,15.6,1
43,12,40.8,+,3,49,15.4,--
43,12,40.8,+,6,57,15.6,--
43,12,41.0,+,7,43,15.3,1
43,12,41.4,+,3,53,15.5,--
43,12,41.8,+,4,42,15.3,1
43,12,41.9,+,3,48,15.3,--
43,12,42.1,+,3,7,15.6,1
43,12,42.1,+,6,58,15.6,--
43,12,42.2,+,4,20,15.6,--
43,12,42.3,+,8,22,15.5,--
43,12,42.4,+,2,58,15.7,--
43,12,42.5,+,3,20,12.4,--
43,12,43.2,+,6,36,15.7,--
43,12,43.3,+,6,28,15.5,1
43,12,43.4,+,7,37,15.7,1
43,12,44.2,+,3,16,15.5,1
43,12,44.2,+,6,14,14.7,--
43,12,44.9,+,3,18,15.0,--
43,12,44.9,+,3,52,15.5,1
43,12,44.9,+,5,2,15.6,1
43,12,45.2,+,4,9,15.2,--
43,12,45.2,+,4,36,14.5,--
43,12,45.4,+,4,42,15.5,--
43,12,45.5,+,4,58,15.7,--
43,12,45.6,+,7,15,15.7,--
43,12,45.9,+,3,42,15.6,--
43,12,46.5,+,7,31,15.7,--
43,12,46.7,+,3,40,13.1,--
43,12,46.7,+,4,56,15.5,--
43,12,47.0,+,3,52,15.4,--
43,12,47.1,+,3,1,15.7,1
43,12,47.2,+,4,7,15.7,--
43,12,47.2,+,5,2,15.6,--
43,12,47.3,+,3,8,14.6,--
43,12,47.4,+,5,35,12.3,--
43,12,47.9,+,7,5,15.7,--
43,12,48.4,+,3,28,15.4,--
43,12,48.6,+,4,51,15.6,1
43,12,48.7,+,5,8,14.3,--
43,12,49.0,+,8,18,15.5,--
43,12,49.4,+,4,50,15.6,1
43,12,49.5,+,6,49,15.4,1
43,12,49.8,+,7,22,15.7,1
43,12,50.0,+,3,31,15.7,--
43,12,50.3,+,7,24,15.6,--
43,12,50.4,+,7,46,15.7,--
43,12,50.5,+,7,57,15.5,--
43,12,50.7,+,4,44,13.0,--
43,12,51.1,+,7,4,15.5,--
43,12,51.3,+,3,43,15.7,1
43,12,51.4,+,5,18,15.7,--
43,12,51.7,+,5,37,15.5,--
43,12,51.8,+,5,32,15.6,--
43,12,52.2,+,8,19,15.1,--
43,12,52.3,+,2,55,14.8,--
43,12,52.3,+,2,56,14.9,--
43,12,52.3,+,4,8,15.5,--
43,12,52.5,+,8,20,13.5,1
43,12,52.6,+,8,11,15.5,--
43,12,52.7,+,3,10,14.4,--
43,12,52.9,+,2,30,15.7,1
43,12,52.9,+,8,11,15.3,--
43,12,53.1,+,8,30,15.0,--
43,12,53.3,+,4,17,15.0,--
43,12,53.3,+,4,34,12.5,--
43,12,53.8,+,5,36,15.7,--
43,12,53.8,+,5,45,15.2,--
43,12,53.8,+,7,43,15.5,1
43,12,53.9,+,6,20,15.6,--
43,12,54.2,+,8,4,15.5,--
43,12,54.4,+,4,20,15.3,--
43,12,54.4,+,8,25,15.4,--
43,12,54.5,+,4,52,15.7,--
43,12,55.2,+,2,58,15.4,1
43,12,55.4,+,2,37,15.7,1
43,12,55.4,+,4,0,15.7,--
43,12,55.7,+,3,48,15.6,--
43,12,55.8,+,3,4,15.0,--
43,12,55.8,+,5,9,15.3,--
43,12,56.1,+,8,29,15.2,--
43,12,57.1,+,3,30,15.7,--
43,12,57.1,+,7,19,15.7,1
43,12,57.2,+,7,46,15.6,--
43,12,57.3,+,4,35,15.6,--
43,12,57.4,+,5,19,15.5,--
43,12,57.4,+,7,20,15.6,--
43,12,58.1,+,2,46,12.8,--
43,12,58.4,+,7,19,15.6,--
43,12,58.8,+,7,35,15.5,--
43,12,59.2,+,3,33,15.4,--
43,12,59.2,+,4,57,15.4,1
43,12,59.2,+,5,18,15.6,--
43,12,59.3,+,4,36,15.5,--
43,12,59.3,+,5,16,15.4,--
43,12,59.4,+,3,22,15.6,1
43,12,59.4,+,7,52,15.6,--
43,12,59.5,+,5,20,15.5,1
43,12,59.5,+,6,33,15.5,1
43,12,59.6,+,3,22,15.3,1
43,12,59.6,+,3,42,15.7,--
43,12,59.7,+,4,30,15.7,--
43,12,59.7,+,6,47,15.6,--
43,13,0.2,+,3,38,15.5,--
43,13,0.3,+,7,3,15.6,--
43,13,0.4,+,5,47,15.3,1
43,13,0.4,+,7,57,15.6,1
43,13,0.5,+,8,7,15.7,--
43,13,0.6,+,4,16,15.2,1
43,13,0.6,+,7,49,15.5,--
43,13,0.7,+,8,4,14.9,--
43,13,0.8,+,4,52,15.4,1
43,13,0.8,+,7,17,15.7,--
43,13,1.0,+,8,14,15.6,--
43,13,1.1,+,2,50,15.4,1
43,13,1.1,+,3,27,15.5,--
43,13,1.1,+,8,10,15.4,--
43,13,1.2,+,7,47,15.4,--
43,13,1.3,+,8,28,15.7,--
43,13,1.4,+,5,58,15.5,--
43,13,1.5,+,5,8,15.7,--
43,13,1.6,+,8,11,15.2,--
43,13,1.7,+,8,10,15.5,1
43,13,1.9,+,8,11,15.6,1
43,13,2.0,+,8,4,15.7,--
43,13,2.0,+,8,15,15.6,1
43,13,2.1,+,3,14,15.4,--
43,13,2.1,+,3,59,15.5,1
43,13,2.1,+,4,2,15.5,--
43,13,2.2,+,4,10,15.6,--
43,13,2.2,+,8,14,15.6,--
43,13,2.4,+,4,5,15.3,1
43,13,2.4,+,5,48,15.4,--
43,13,2.8,+,4,55,15.6,--
43,13,2.9,+,7,54,15.6,1
43,13,3.2,+,7,49,15.5,--
43,13,3.4,+,4,13,15.4,--
44,13,4.2,+,2,47,15.6,1
44,13,4.3,+,7,43,15.5,--
44,13,4.4,+,5,0,15.6,1
44,13,5.1,+,6,36,15.3,--
44,13,5.3,+,3,28,15.6,--
44,13,5.5,+,3,52,15.6,1
44,13,5.5,+,6,45,15.2,--
44,13,5.9,+,4,38,15.5,1
44,13,6.2,+,4,25,15.4,--
44,13,6.2,+,4,52,15.4,--
44,13,6.5,+,7,14,15.5,1
44,13,6.6,+,6,7,15.6,--
44,13,6.7,+,2,37,15.5,1
44,13,6.8,+,7,16,15.1,--
44,13,6.8,+,7,46,15.7,--
44,13,7.0,+,5,13,15.3,--
44,13,7.2,+,2,44,15.5,1
44,13,7.2,+,6,29,15.6,--
44,13,7.2,+,6,45,15.7,--
44,13,7.3,+,6,43,15.4,--
44,13,7.9,+,6,36,15.7,--
44,13,8.8,+,3,40,15.4,--
44,13,9.6,+,3,15,15.6,--
44,13,9.6,+,3,28,15.0,--
44,13,9.6,+,4,8,15.3,--
44,13,10.0,+,7,27,15.2,--
44,13,10.2,+,5,0,14.5,--
44,13,10.8,+,6,20,14.8,--
44,13,10.8,+,7,12,15.4,--
44,13,10.9,+,8,18,15.7,--
44,13,11.0,+,7,9,15.7,--
44,13,11.2,+,7,7,15.5,--
44,13,11.2,+,7,15,15.1,--
44,13,11.3,+,2,49,15.5,1
44,13,11.3,+,7,13,15.4,--
44,13,11.4,+,7,13,15.1,--
44,13,12.0,+,3,18,15.5,--
44,13,12.2,+,6,35,15.5,--
44,13,12.5,+,3,17,15.3,--
44,13,12.6,+,3,18,15.3,--
44,13,12.6,+,6,48,15.6,--
44,13,13.0,+,3,46,15.4,--
44,13,13.2,+,3,8,14.7,--
44,13,13.3,+,8,18,15.2,1
44,13,13.4,+,7,35,15.5,--
44,13,13.8,+,7,19,15.5,--
44,13,13.9,+,7,15,15.6,--
44,13,14.0,+,3,20,15.4,--
44,13,14.2,+,7,57,15.6,1
44,13,14.4,+,8,6,15.5,--
44,13,14.5,+,5,55,15.5,1
44,13,14.5,+,6,37,15.0,--
44,13,14.7,+,6,18,14.2,--
44,13,14.7,+,6,40,15.5,--
44,13,14.7,+,7,56,15.7,--
44,13,14.8,+,7,39,15.7,--
44,13,15.1,+,4,45,15.6,--
44,13,15.4,+,4,40,14.8,--
44,13,15.8,+,4,44,15.3,--
44,13,15.8,+,6,35,15.1,--
44,13,16.0,+,4,45,14.8,--
44,13,16.1,+,8,12,15.5,--
44,13,16.1,+,8,16,15.7,--
44,13,16.4,+,8,3,15.4,1
44,13,16.6,+,8,5,15.1,--
44,13,16.7,+,4,11,15.6,--
44,13,16.7,+,7,42,15.2,--
44,13,17.0,+,7,45,15.5,--
44,13,17.1,+,3,17,15.1,--
44,13,17.4,+,6,4,15.3,--
44,13,17.8,+,6,36,15.3,--
44,13,18.0,+,5,40,15.3,--
44,13,18.0,+,7,48,15.6,1
44,13,18.2,+,5,44,15.4,--
44,13,19.6,+,6,22,15.4,--
44,13,20.4,+,8,25,15.4,--
44,13,20.5,+,8,21,15.6,--
44,13,20.9,+,6,39,14.4,--
44,13,21.1,+,6,40,15.5,--
44,13,21.6,+,5,31,15.4,--
44,13,21.6,+,7,10,15.5,--
44,13,21.7,+,7,31,15.6,1
44,13,22.0,+,6,47,14.7,--
44,13,23.9,+,4,44,15.5,--
44,13,24.0,+,4,43,15.3,--
44,13,24.1,+,2,35,15.4,--
44,13,24.8,+,5,54,15.7,--
44,13,25.7,+,3,15,15.2,--
44,13,25.9,+,7,1,15.5,--
44,13,27.8,+,7,45,15.3,1
45,13,28.1,+,7,48,15.4,--
45,13,28.6,+,7,52,15.6,1
45,13,29.7,+,6,25,15.5,--
45,13,29.8,+,3,18,15.6,1
45,13,29.9,+,3,51,15.7,--
45,13,29.9,+,5,3,15.6,--
45,13,29.9,+,7,35,14.4,--
45,13,30.0,+,7,34,15.5,--
45,13,30.1,+,7,36,14.7,--
45,13,30.3,+,7,26,14.4,--
45,13,30.3,+,7,35,15.6,1
45,13,30.3,+,7,39,15.4,--
45,13,30.4,+,5,12,15.7,--
45,13,30.4,+,7,33,15.4,--
45,13,30.5,+,5,15,15.6,1
45,13,30.7,+,6,1,15.3,--
45,13,30.8,+,4,10,15.6,--
45,13,30.8,+,6,35,15.2,1
45,13,30.9,+,5,44,15.4,--
45,13,31.0,+,5,45,15.3,--
45,13,31.0,+,7,24,15.5,--
45,13,31.3,+,3,34,15.4,--
45,13,31.4,+,3,32,14.6,--
45,13,31.5,+,3,36,15.7,--
45,13,31.5,+,5,0,15.3,--
45,13,31.5,+,5,21,15.4,1
45,13,31.6,+,5,7,15.0,--
45,13,32.1,+,4,23,14.9,--
45,13,32.6,+,3,54,15.5,--
45,13,32.6,+,6,44,15.0,--
45,13,33.0,+,6,27,15.4,--
45,13,33.1,+,3,32,15.7,--
45,13,33.1,+,7,48,15.3,--
45,13,33.2,+,3,15,14.7,--
45,13,33.5,+,6,47,15.7,--
45,13,33.5,+,6,50,14.9,--
45,13,33.6,+,3,45,15.5,--
45,13,33.7,+,5,0,15.4,1
45,13,33.8,+,3,35,14.9,--
45,13,33.9,+,7,38,14.7,--
45,13,33.9,+,8,4,15.6,--
45,13,34.0,+,8,28,15.6,--
45,13,34.2,+,6,45,15.1,--
45,13,34.3,+,3,46,15.5,--
45,13,34.3,+,6,6,15.7,--
45,13,34.4,+,3,44,15.6,--
45,13,34.7,+,3,25,15.6,--
45,13,34.8,+,4,9,15.3,--
45,13,34.8,+,6,44,15.4,--
45,13,34.9,+,4,21,14.8,--
45,13,34.9,+,6,41,15.3,--
45,13,34.9,+,6,46,15.3,--
45,13,34.9,+,7,54,15.4,--
45,13,35.1,+,3,43,15.5,--
45,13,35.2,+,5,30,15.0,--
45,13,35.7,+,4,47,14.5,--
45,13,35.8,+,7,48,15.7,--
45,13,35.9,+,2,46,15.7,--
45,13,35.9,+,7,8,15.0,--
45,13,36.2,+,4,42,15.4,--
45,13,36.7,+,4,52,14.9,--
45,13,36.9,+,4,45,15.5,--
45,13,37.0,+,2,38,15.6,--
45,13,37.0,+,6,25,15.2,1
45,13,37.5,+,4,56,15.0,--
45,13,37.7,+,2,43,14.9,--
45,13,37.7,+,5,19,15.3,--
45,13,37.9,+,5,1,14.9,--
45,13,38.3,+,5,40,15.6,--
45,13,38.5,+,5,21,15.3,--
45,13,38.8,+,5,17,15.4,--
45,13,39.1,+,4,30,15.5,--
45,13,39.1,+,5,17,14.6,--
45,13,39.3,+,7,52,15.7,1
45,13,39.7,+,4,30,14.7,--
45,13,39.8,+,4,52,15.7,--
45,13,39.9,+,4,6,15.6,--
45,13,40.0,+,3,19,15.7,--
45,13,40.4,+,3,30,15.7,--
45,13,41.1,+,4,8,15.0,--
45,13,41.2,+,4,8,15.5,--
45,13,41.4,+,8,1,15.7,1
45,13,41.5,+,8,17,15.4,--
45,13,41.6,+,4,9,15.2,--
45,13,41.8,+,6,2,14.7,--
45,13,41.9,+,5,22,15.6,--
45,13,42.0,+,5,2,15.3,1
45,13,42.1,+,6,6,15.7,--
45,13,42.2,+,5,11,15.7,--
45,13,42.3,+,4,16,15.4,--
45,13,42.8,+,4,3,15.4,--
45,13,42.9,+,4,1,15.6,1
45,13,43.3,+,7,15,15.7,1
45,13,43.3,+,7,46,15.4,--
45,13,44.0,+,4,7,15.6,--
45,13,44.0,+,5,27,15.6,--
45,13,44.3,+,4,0,15.3,--
45,13,44.3,+,7,38,15.2,--
45,13,44.6,+,3,54,15.4,--
45,13,44.8,+,4,1,15.4,--
45,13,44.8,+,7,50,15.5,--
45,13,45.1,+,3,35,15.5,--
45,13,45.2,+,3,39,14.7,--
45,13,45.4,+,3,42,15.3,--
45,13,45.5,+,5,14,15.7,--
45,13,45.6,+,3,5,15.6,1
45,13,45.6,+,7,38,14.7,1
45,13,45.7,+,4,12,13.7,--
45,13,45.7,+,7,38,14.9,--
45,13,46.3,+,6,36,15.7,--
45,13,46.6,+,3,10,15.7,1
45,13,47.1,+,4,29,14.4,--
45,13,47.8,+,3,15,15.7,1
45,13,47.8,+,8,3,15.6,--
45,13,48.0,+,3,26,14.8,--
45,13,48.2,+,2,33,15.1,--
45,13,48.3,+,2,34,15.3,1
45,13,48.6,+,4,36,15.5,--
45,13,49.3,+,3,42,15.3,--
45,13,49.5,+,3,37,15.6,--
45,13,49.6,+,2,34,14.4,1
45,13,49.7,+,2,36,15.7,--
45,13,49.7,+,2,39,15.7,1
45,13,49.8,+,2,35,15.6,--
45,13,49.9,+,8,3,15.2,1
45,13,50.0,+,8,6,15.7,--
45,13,50.1,+,3,43,15.6,--
45,13,50.3,+,2,30,15.2,--
45,13,50.4,+,3,4,14.5,--
45,13,50.5,+,2,30,15.4,--
45,13,50.7,+,5,13,15.7,--
45,13,50.9,+,5,27,14.3,--
45,13,51.2,+,3,37,14.9,--
45,13,51.5,+,4,12,15.4,--
45,13,51.6,+,5,11,15.6,--
45,13,51.6,+,5,36,15.2,--
45,13,51.7,+,5,29,14.5,--
46,13,52.4,+,5,35,14.1,--
46,13,52.9,+,6,51,15.1,1
46,13,53.0,+,5,14,14.9,--
46,13,53.1,+,6,2,15.3,--
46,13,53.2,+,8,27,15.2,--
46,13,53.5,+,8,27,15.3,--
46,13,53.6,+,5,30,11.4,--
46,13,53.6,+,5,54,15.7,1
46,13,53.7,+,5,16,13.2,--
46,13,53.8,+,4,50,15.7,--
46,13,53.9,+,4,38,15.3,--
46,13,54.2,+,5,46,15.4,1
46,13,54.4,+,5,24,15.7,1
46,13,54.6,+,5,30,15.3,1
46,13,54.9,+,6,12,15.5,--
46,13,55.0,+,6,21,13.7,--
46,13,55.3,+,7,39,14.8,--
46,13,55.5,+,7,25,15.2,--
46,13,55.5,+,7,41,15.3,--
46,13,55.7,+,4,14,15.7,--
46,13,55.7,+,5,39,15.0,--
46,13,55.7,+,6,30,14.0,--
46,13,55.7,+,6,46,14.0,--
46,13,55.8,+,6,35,13.7,--
46,13,55.8,+,7,29,15.1,--
46,13,55.9,+,6,19,14.8,--
46,13,56.2,+,2,42,15.6,--
46,13,56.2,+,3,5,15.2,1
46,13,56.2,+,7,28,15.0,--
46,13,56.5,+,7,30,15.4,--
46,13,56.9,+,5,47,15.2,--
46,13,57.6,+,3,40,15.6,--
46,13,57.8,+,5,17,15.2,--
46,13,58.3,+,6,43,15.5,--
46,13,58.7,+,7,44,15.3,--
46,13,58.7,+,7,57,14.5,--
46,13,58.8,+,3,14,15.7,--
46,13,59.7,+,4,49,15.2,--
46,13,59.7,+,8,17,13.8,--
46,13,59.8,+,7,56,14.4,--
46,14,0.6,+,4,13,15.6,--
46,14,0.9,+,2,45,15.5,1
46,14,1.0,+,7,1,15.3,--
46,14,1.2,+,6,42,15.6,1
46,14,1.7,+,4,20,15.2,--
46,14,1.8,+,4,57,15.5,1
46,14,3.5,+,2,35,15.6,--
46,14,3.6,+,2,33,15.1,1
46,14,3.8,+,4,57,15.4,1
46,14,4.0,+,6,16,14.5,--
46,14,4.1,+,3,59,15.3,--
46,14,4.5,+,8,29,15.5,1
46,14,5.0,+,7,25,15.5,--
46,14,5.2,+,7,27,15.3,--
46,14,5.4,+,7,17,15.5,--
46,14,5.7,+,6,2,15.2,--
46,14,6.0,+,3,15,15.3,--
46,14,6.0,+,3,39,15.4,--
46,14,6.0,+,5,54,15.4,--
46,14,6.0,+,7,18,14.5,--
46,14,7.3,+,8,19,14.6,--
46,14,7.4,+,4,49,15.1,--
46,14,8.5,+,6,36,13.9,--
46,14,10.6,+,3,56,15.3,1
46,14,11.1,+,6,24,15.7,--
46,14,11.2,+,7,54,14.5,--
46,14,11.3,+,8,27,14.7,1
46,14,11.6,+,3,27,15.2,--
46,14,11.8,+,3,12,15.6,1
46,14,11.9,+,7,45,14.6,--
46,14,12.0,+,3,25,14.8,--
46,14,12.3,+,3,21,14.4,--
46,14,12.4,+,5,8,15.7,--
46,14,12.6,+,5,10,15.3,--
46,14,12.7,+,5,3,14.6,--
46,14,12.7,+,5,6,15.3,--
46,14,12.9,+,4,38,14.3,--
46,14,12.9,+,8,15,15.6,--
46,14,14.6,+,7,30,15.4,--
46,14,15.0,+,4,47,14.9,--
46,14,15.0,+,8,17,15.5,1
46,14,15.1,+,7,17,15.1,--
46,14,15.2,+,7,43,15.4,--
46,14,15.2,+,8,25,15.4,1
46,14,15.4,+,7,47,15.0,--
46,14,15.5,+,5,18,15.5,--
46,14,15.6,+,7,2,15.3,--
46,14,15.6,+,7,53,15.3,--
46,14,15.7,+,7,48,14.1,--
46,14,15.8,+,7,34,15.4,--
46,14,15.9,+,8,20,15.5,1
47,14,16.1,+,7,36,14.2,--
47,14,16.2,+,6,4,15.6,--
47,14,16.4,+,5,40,15.1,--
47,14,16.5,+,7,16,15.2,--
47,14,16.6,+,8,9,15.5,--
47,14,16.8,+,7,15,15.2,--
47,14,17.0,+,7,41,15.4,--
47,14,17.0,+,8,8,15.7,--
47,14,17.1,+,6,22,15.5,1
47,14,17.5,+,4,13,13.7,--
47,14,17.7,+,7,17,15.3,--
47,14,17.8,+,4,9,12.0,--
47,14,18.0,+,4,12,14.9,--
47,14,18.2,+,5,39,15.0,--
47,14,18.2,+,5,43,15.2,--
47,14,18.2,+,7,8,15.0,--
47,14,18.3,+,4,33,15.1,1
47,14,18.4,+,3,28,13.4,--
47,14,18.4,+,4,5,15.6,--
47,14,18.5,+,3,30,12.3,--
47,14,18.5,+,6,26,14.5,--
47,14,18.7,+,3,40,13.6,--
47,14,18.8,+,2,31,15.3,--
47,14,18.9,+,5,17,15.3,--
47,14,19.4,+,4,11,15.1,--
47,14,19.4,+,8,7,15.4,--
47,14,20.1,+,6,24,15.5,--
47,14,20.4,+,6,24,15.6,--
47,14,20.6,+,6,23,15.6,--
47,14,21.3,+,6,48,14.7,--
47,14,21.6,+,6,25,15.4,1
47,14,21.6,+,7,59,15.6,1
47,14,21.9,+,8,30,15.4,1
47,14,22.1,+,4,46,15.0,--
47,14,23.4,+,3,5,15.3,1
47,14,23.4,+,4,52,15.2,--
47,14,23.4,+,6,40,15.2,1
47,14,23.6,+,5,27,14.8,1
47,14,23.6,+,8,20,15.3,1
47,14,24.0,+,2,58,15.3,--
47,14,24.0,+,6,12,15.1,--
47,14,24.7,+,5,21,15.7,--
47,14,24.8,+,3,2,15.4,--
47,14,24.8,+,5,1,14.0,--
47,14,24.8,+,8,7,15.7,--
47,14,24.9,+,3,47,15.1,--
47,14,25.0,+,5,0,15.3,--
47,14,25.0,+,5,2,14.8,--
47,14,25.1,+,3,10,15.1,--
47,14,25.1,+,8,21,15.2,--
47,14,25.2,+,6,16,15.5,--
47,14,25.3,+,5,7,15.4,--
47,14,25.3,+,6,49,15.3,--
47,14,25.4,+,7,59,15.7,--
47,14,25.8,+,4,57,15.6,--
47,14,25.8,+,5,16,15.1,--
47,14,26.0,+,3,29,15.0,--
47,14,26.5,+,3,22,15.3,--
47,14,26.5,+,4,54,15.2,--
47,14,26.6,+,8,4,15.1,--
47,14,26.7,+,2,30,15.2,--
47,14,27.1,+,3,29,14.6,--
47,14,27.2,+,3,27,12.5,--
47,14,27.2,+,7,28,15.5,--
47,14,27.5,+,3,26,15.3,--
47,14,27.5,+,3,59,15.3,--
47,14,27.5,+,7,28,15.5,--
47,14,27.8,+,3,17,15.7,1
47,14,28.1,+,3,38,15.6,--
47,14,28.2,+,7,30,12.8,--
47,14,28.3,+,3,28,15.7,--
47,14,28.5,+,6,12,13.8,--
47,14,28.7,+,5,31,15.2,--
47,14,28.8,+,3,42,15.5,--
47,14,28.8,+,8,10,14.9,--
47,14,28.9,+,3,13,14.0,--
47,14,29.0,+,7,4,15.4,--
47,14,29.0,+,7,17,15.3,--
47,14,29.2,+,6,22,15.4,--
47,14,29.4,+,7,32,15.6,--
47,14,29.5,+,6,28,14.2,--
47,14,29.6,+,6,24,15.3,--
47,14,30.0,+,5,47,15.7,--
47,14,30.0,+,8,18,12.6,--
47,14,30.2,+,3,8,14.9,--
47,14,30.6,+,4,10,14.9,--
47,14,30.7,+,2,52,15.5,--
47,14,30.8,+,4,7,14.9,--
47,14,30.8,+,6,59,15.4,--
47,14,30.9,+,4,40,12.7,--
47,14,30.9,+,7,5,15.0,--
47,14,31.0,+,2,51,15.5,--
47,14,31.0,+,3,54,15.0,--
47,14,31.3,+,4,10,15.2,--
47,14,31.4,+,3,54,15.5,--
47,14,31.4,+,5,40,13.7,--
47,14,31.5,+,3,58,15.4,1
47,14,31.5,+,4,0,15.0,1
47,14,31.5,+,5,48,15.6,--
47,14,31.6,+,3,58,15.4,1
47,14,31.8,+,3,53,15.3,--
47,14,31.9,+,3,0,15.7,--
47,14,32.1,+,3,5,15.6,--
47,14,32.1,+,4,29,15.3,--
47,14,32.2,+,3,30,15.3,--
47,14,32.3,+,3,33,15.2,1
47,14,32.3,+,3,52,15.3,--
47,14,32.3,+,8,23,14.9,--
47,14,32.6,+,3,45,15.2,--
47,14,32.6,+,5,34,14.2,1
47,14,33.0,+,3,54,15.7,--
47,14,33.8,+,5,33,14.9,--
47,14,34.1,+,3,24,15.4,--
47,14,34.2,+,2,36,15.5,1
47,14,34.3,+,8,20,15.5,--
47,14,34.4,+,6,10,15.2,--
47,14,34.4,+,6,21,15.6,1
47,14,35.1,+,8,3,15.6,--
47,14,35.2,+,2,30,13.1,--
47,14,35.3,+,4,1,15.5,--
47,14,35.3,+,5,13,15.3,--
47,14,35.3,+,6,58,15.5,--
47,14,35.8,+,3,37,13.3,--
47,14,36.3,+,7,50,15.7,--
47,14,36.5,+,3,9,15.4,1
47,14,36.7,+,2,56,14.9,--
47,14,36.7,+,5,35,12.9,--
47,14,36.8,+,3,35,15.3,--
47,14,37.1,+,3,22,14.9,--
47,14,37.1,+,4,8,15.6,--
47,14,37.9,+,3,49,15.7,1
47,14,37.9,+,6,31,14.9,--
47,14,38.0,+,3,38,15.6,--
47,14,38.1,+,3,35,15.1,--
47,14,38.1,+,3,40,14.9,--
47,14,38.2,+,3,28,15.7,--
47,14,38.2,+,3,40,14.6,--
47,14,38.3,+,3,19,15.6,--
47,14,38.4,+,3,21,15.2,--
47,14,38.4,+,3,37,15.5,--
47,14,38.4,+,3,44,15.4,--
47,14,38.6,+,6,16,15.5,1
47,14,39.0,+,3,49,15.6,--
47,14,39.2,+,6,10,14.9,--
47,14,39.5,+,3,36,15.5,--
47,14,39.6,+,3,32,15.5,--
47,14,39.9,+,3,26,15.2,--
47,14,40.0,+,4,38,15.2,--
48,14,40.1,+,4,11,15.4,--
48,14,40.1,+,5,34,15.5,1
48,14,40.3,+,6,53,15.7,--
48,14,40.4,+,5,6,14.0,--
48,14,40.4,+,5,21,15.3,--
48,14,40.4,+,6,57,15.6,--
48,14,40.6,+,4,59,15.4,--
48,14,40.9,+,4,35,15.2,1
48,14,41.6,+,6,14,15.7,1
48,14,41.7,+,4,26,15.3,--
48,14,41.7,+,8,10,15.0,--
48,14,41.9,+,4,57,15.6,--
48,14,42.5,+,4,43,15.5,--
48,14,42.7,+,3,36,15.6,--
48,14,43.9,+,6,45,15.4,--
48,14,44.6,+,3,49,15.4,--
48,14,44.9,+,7,23,15.5,--
48,14,46.1,+,7,2,15.3,--
48,14,46.3,+,8,19,15.2,--
48,14,46.5,+,2,38,15.7,1
48,14,47.5,+,5,56,15.4,1
48,14,47.8,+,6,43,15.2,--
48,14,48.4,+,5,9,15.3,--
48,14,48.4,+,5,19,14.6,1
48,14,48.4,+,8,19,15.3,--
