---,UGC,A,RAh,RAm,DE-,DEd,DEm,MCG,POSS,MajAxis,MinAxis,PA,Hubble,Pmag,RadVel,aR,bR,i
UGC,1031,--,1,24.7,+,40,2,MCG+07-04-000,824,1.3,0.9,135,SB,15.6,--,1.3,0.9,--
UGC,1032,--,1,24.8,+,18,55,MCG+03-04-041,1251,0.7,0.5,10,PECULR,13.8,5100,0.7,0.45,--
UGC,1033,--,1,24.8,+,31,18,MCG+05-04-060,30,3.4,0.7,133,Sc,14.4,--,2.7,0.4,6
UGC,1034,--,1,24.8,+,36,55,MCG+06-04-027,1189,2.0,0.8,140,SBb-c,13.5,--,1.7,0.7,6
UGC,1035,--,1,24.8,+,48,33,MCG+08-03-023,863,1.5,0.8,20,Sb,15.4,--,1.5,0.8,5
UGC,1036,--,1,24.9,-,2,10,MCG+00-04-151,1259,2.0,0.6,178,S0,14.0,5503,2.2,0.7,6
UGC,1037,--,1,24.9,+,42,54,MCG+07-04-001,824,1.2,0.6,92,Sb,15.4,--,1.2,0.6,5
UGC,1038,--,1,24.9,+,43,0,MCG+07-04-000,824,1.4,0.6,30,DWARF,17.0,--,1.0,0.5,--
UGC,1039,--,1,25.0,+,84,46,MCG+14-02-001,1277,1.7,0.9,95,Sa-b,15.4,--,1.7,0.7,5
UGC,1040,--,1,25.0,-,1,21,MCG+00-04-152,1259,1.4,0.2,34,S0-a,14.8,4661,1.0,0.2,7
UGC,1041,--,1,25.0,+,11,58,MCG+02-04-055,635,1.7,--,--,CHAIN,15.6,--,--,--,--
UGC,1042,--,1,25.0,+,48,59,MCG+08-03-024,863,1.5,0.7,95,S0,14.9,--,1.4,0.7,5
UGC,1043,--,1,25.1,-,1,23,MCG+00-04-153,1259,1.0,0.9,--,E,15.1,5174,1.0,0.9,--
UGC,1044,--,1,25.2,-,2,8,MCG+00-04-154,1259,1.9,1.5,145,E,13.8,5851,2.0,1.6,--
UGC,1045,--,1,25.2,+,31,47,MCG+05-04-061,30,1.3,0.35,143,S,15.1,--,1.3,0.4,6
UGC,1046,--,1,25.2,+,37,58,MCG+06-04-028,1189,1.6,1.6,--,S IV-V,15.7,--,1.3,1.3,1
UGC,1047,--,1,25.3,-,2,17,MCG+00-04-157,1259,1.6,0.8,77,S0-a,15.0,6203,1.6,0.8,5
UGC,1048,--,1,25.4,+,34,3,MCG+06-04-029,1189,1.7,1.5,--,SBa,14.1,--,1.7,1.5,1
UGC,1049,--,1,25.4,+,48,7,MCG+08-03-025,863,1.4,1.2,20,Sc,14.5,--,1.4,1.2,1
UGC,1050,--,1,25.5,+,10,10,MCG+02-04-000,635,1.2,0.6,--,Sc-IRR,16.5,--,1.3,0.7,--
UGC,1051,--,1,25.5,+,28,45,MCG+05-04-000,30,1.2,0.9,--,DWARF,17.0,--,1.0,0.9,--
UGC,1052,--,1,25.6,-,1,33,MCG+00-04-158,1259,1.5,0.5,36,Sa,14.5,4464,1.4,0.5,6
UGC,1053,--,1,25.8,+,2,15,MCG+00-04-159,1259,1.1,0.6,108,Sb-c,14.3,--,1.2,0.7,4
UGC,1054,--,1,25.9,+,34,5,MCG+06-04-000,1189,1.4,0.12,124,Sc,17.0,--,0.7,0.1,7
UGC,1055,--,1,26.0,-,1,59,MCG+00-04-160,1259,1.6,0.6,157,SBa,15.1,6271,1.5,0.6,6
UGC,1056,--,1,26.1,+,16,25,MCG+03-04-044,1251,1.0,0.9,--,IRR+CMP,15.0,--,--,--,--
UGC,1057,--,1,26.2,+,13,31,MCG+02-04-056,635,1.6,0.5,153,Sb-c,14.9,--,1.6,0.4,6
UGC,1058,--,1,26.2,+,32,5,MCG+05-04-062,30,1.5,0.35,178,S0,14.6,--,1.6,0.35,6
UGC,1059,--,1,26.3,+,39,10,MCG+06-04-031,1189,1.6,1.0,97,SB?,14.7,--,1.1,0.7,--
UGC,1060,--,1,26.4,-,2,4,MCG+00-04-000,1259,1.0,0.25,81,S,15.7,--,1.0,0.25,6
UGC,1061,--,1,26.4,-,1,12,MCG+00-04-162,1259,2.5,1.7,175,SB0/SBa,14.2,5502,2.3,1.7,3
UGC,1062,--,1,26.4,-,0,49,MCG+00-04-163,1259,1.6,0.9,60,S,14.0,--,1.8,1.0,4
UGC,1063,--,1,26.5,+,10,53,MCG+02-04-053,635,1.1,0.5,163,--,14.7,--,1.1,0.5,--
UGC,1064,--,1,26.5,+,50,8,MCG+08-03-000,863,1.5,1.5,--,DWRF SP,18.0,--,1.5,1.5,--
UGC,1065,--,1,26.6,+,10,53,MCG+02-04-054,635,1.3,0.7,15,Sc,15.7,--,1.3,0.8,--
UGC,1066,--,1,26.6,+,31,49,MCG+05-04-000,30,1.4,0.3,44,Sc,16.5,--,1.1,0.3,6
UGC,1067,--,1,26.7,+,51,41,MCG+09-03-000,945,1.2,0.25,87,SB:a-b,16.5,--,1.2,0.3,6
UGC,1068,--,1,26.8,+,45,21,MCG+08-03-027,863,1.9,1.2,30,Sc,13.7,--,1.7,1.2,3
UGC,1069,--,1,27.1,+,32,15,MCG+05-04-063,30,1.8,1.8,--,S,15.0,--,1.3,1.3,1
UGC,1070,--,1,27.1,+,40,43,MCG+07-04-002,824,2.1,1.6,55,Sc,14.3,--,2.2,1.4,3
UGC,1071,--,1,27.2,-,2,14,MCG+00-04-000,1259,1.5,1.3,--,--,15.7,--,1.2,1.2,--
UGC,1072,--,1,27.2,-,1,30,MCG+00-04-164,1259,1.7,1.1,68,S0,14.7,--,1.6,1.0,3
UGC,1073,--,1,27.3,+,25,36,MCG+04-04-011,1229,1.9,1.1,163,DWRF SP,15.3,--,1.8,1.1,4
UGC,1074,--,1,27.3,+,33,4,MCG+05-04-000,30,1.2,1.2,--,DWRF IR,17.0,--,1.0,1.0,--
UGC,1075,--,1,27.5,+,2,36,MCG+00-04-000,1259,1.0,0.4,94,--,17.0,--,1.1,0.4,6
UGC,1076,--,1,27.6,+,16,46,MCG+03-04-049,1251,1.1,0.3,133,S,15.5,--,1.1,0.3,7
UGC,1077,--,1,27.8,+,19,21,MCG+03-04-050,1251,1.2,0.8,50,E-S0,15.5,--,1.3,0.9,--
UGC,1078,--,1,27.9,+,41,0,MCG+07-04-000,824,0.45,0.4,--,PECULR,13.5,--,0.45,0.35,--
UGC,1079,--,1,27.9,+,48,48,MCG+08-03-000,863,1.1,0.5,100,S,16.0,--,0.9,0.4,5
UGC,1080,--,1,28.1,-,2,15,MCG+00-04-165,1259,2.2,1.8,140,SBa,14.2,--,2.0,1.8,2
UGC,1081,--,1,28.1,+,21,11,MCG+03-04-051,1251,1.9,1.8,--,SBc,13.8,--,1.8,1.8,1
UGC,1082,--,1,28.2,+,16,56,MCG+03-04-052,1251,2.7,0.5,43,Sb,14.8,--,2.6,0.5,7
UGC,1083,--,1,28.3,+,13,50,MCG+02-04-057,635,1.6,0.8,125,Sb,14.7,--,1.6,0.8,5
UGC,1084,--,1,28.6,+,23,42,MCG+04-04-000,1229,1.4,1.2,--,DWRF SP,17.0,--,0.6,0.6,--
UGC,1085,--,1,28.7,+,7,32,MCG+01-04-000,1201,1.4,0.9,0,IRR,16.5,--,1.0,0.8,--
UGC,1086,--,1,28.7,+,34,32,MCG+06-04-034,1189,1.0,0.35,38,S,15.0,--,1.0,0.4,6
UGC,1087,--,1,28.8,+,14,1,MCG+02-04-058,635,1.6,1.6,--,Sc,15.1,--,1.6,1.6,1
UGC,1088,--,1,28.8,+,36,35,MCG+06-04-033,1189,1.7,1.6,--,Sc,15.7,--,1.7,1.5,1
UGC,1089,--,1,28.9,+,33,22,MCG+05-04-064,30,1.7,1.6,--,Sc,13.6,--,1.6,1.6,1
UGC,1090,--,1,28.9,+,38,27,MCG+06-04-035,1189,1.2,1.1,--,Sb,14.8,--,1.1,1.1,1
UGC,1091,--,1,29.0,+,8,11,MCG+01-05-000,21,1.0,1.0,--,DWARF,18.0,--,1.0,1.0,--
UGC,1092,--,1,29.1,-,1,11,MCG+00-05-001,362,2.7,0.8,86,Sa,14.2,--,2.7,0.8,7
UGC,1093,--,1,29.1,+,17,19,MCG+03-05-002,1275,1.8,1.4,10,--,14.8,--,1.9,1.4,--
UGC,1094,--,1,29.1,+,33,14,MCG+05-04-065,30,2.2,0.6,58,SBb,13.7,--,2.2,0.6,6
UGC,1095,--,1,29.3,+,31,51,MCG+05-04-067,30,1.0,0.4,--,S,15.0,12532,--,--,--
UGC,1096,--,1,29.5,+,12,13,MCG+02-05-000,15,1.1,0.3,150,S,16.0,--,1.0,0.3,6
UGC,1097,--,1,29.5,+,17,45,MCG+03-05-003,1275,1.2,1.0,35,S,16.0,--,1.1,0.9,--
UGC,1098,--,1,29.5,+,21,10,MCG+03-05-004,1275,1.1,0.6,90,SBb-c,14.8,--,1.0,0.5,5
UGC,1099,--,1,29.7,+,19,23,MCG+03-05-005,1275,1.1,1.1,--,COMPACT,15.3,--,1.1,1.1,--
UGC,1100,--,1,29.7,+,35,6,MCG+06-04-037,1189,2.2,0.8,67,Sb/SBb,13.7,--,2.3,0.9,6
UGC,1101,--,1,29.7,+,41,44,MCG+07-04-000,824,1.2,1.2,--,S0,15.5,--,1.0,1.0,1
UGC,1102,--,1,30.0,+,4,20,MCG+01-05-002,21,1.6,1.4,--,DBL SYS,14.6,--,--,--,--
UGC,1103,--,1,30.0,+,11,35,MCG+02-05-000,15,1.1,0.15,156,Sc,17.0,--,1.0,0.12,7
UGC,1104,--,1,30.0,+,18,4,MCG+03-05-006,1275,1.2,0.8,5,IRR,14.3,--,1.1,0.8,--
UGC,1105,--,1,30.2,+,4,23,MCG+01-05-003,21,1.3,1.0,--,DWRF IR,17.0,--,1.0,1.0,--
UGC,1106,--,1,30.4,-,0,57,MCG+00-05-003,362,1.4,1.1,30,Sc,14.9,--,1.4,1.1,2
UGC,1107,--,1,30.5,-,0,4,MCG+00-05-000,362,1.1,1.1,--,DWARF,17.0,--,1.0,1.0,1
UGC,1108,--,1,30.6,+,17,21,MCG+03-05-000,1275,1.1,0.2,155,S,16.0,--,1.0,0.2,6
UGC,1109,--,1,30.6,+,44,40,MCG+07-04-003,824,3.6,1.8,150,SB0/SBa,14.2,--,3.2,1.8,4
UGC,1110,--,1,30.7,+,13,5,MCG+02-05-001,15,2.0,0.6,174,Sc,15.3,--,1.9,0.6,6
UGC,1111,--,1,30.7,+,35,25,MCG+06-04-038,1189,1.4,1.1,5,SB0/SBa,14.5,--,1.4,1.1,1
UGC,1112,--,1,30.8,+,2,50,MCG+00-05-004,362,1.5,0.7,108,Sc,15.0,--,1.5,0.7,5
UGC,1113,--,1,30.8,+,17,10,MCG+03-05-007,1275,1.3,1.3,--,Sc,16.0,--,1.1,1.1,1
UGC,1114,--,1,30.8,+,18,46,MCG+03-05-008,1275,1.3,0.7,60,Sc,15.6,--,1.1,0.6,4
UGC,1115,--,1,30.9,+,12,19,MCG+02-05-002,15,0.7,0.5,100,IRR,14.5,--,0.8,0.6,--
UGC,1116,--,1,31.0,-,1,21,MCG+00-05-007,362,1.0,0.22,118,Sc-IRR,15.2,--,1.0,0.22,6
UGC,1117,--,1,31.0,+,30,24,MCG+05-04-069,30,73.0,45.0,23,Sc,6.5,-186,71.0,40.0,4
UGC,1118,--,1,31.2,+,3,18,MCG+00-05-008,362,2.5,0.7,66,Sc,14.8,--,2.3,0.7,6
UGC,1119,--,1,31.2,+,16,58,MCG+03-05-000,1275,1.8,1.3,125,--,16.5,--,1.2,1.1,--
UGC,1120,--,1,31.5,-,1,20,MCG+00-05-009,362,2.3,0.6,139,SB:a,14.9,--,1.9,0.6,6
UGC,1121,--,1,31.5,+,13,15,MCG+02-05-003,15,1.1,0.7,115,Sb,16.0,--,1.1,0.7,3
UGC,1122,--,1,31.5,+,29,4,MCG+05-04-000,30,1.1,0.9,--,Sc,17.0,--,1.0,1.0,1
UGC,1123,--,1,31.6,-,1,17,MCG+00-05-010,362,1.5,0.5,71,Sa-b,14.4,--,1.4,0.4,6
UGC,1124,--,1,31.7,+,55,10,MCG+09-03-000,945,1.3,0.3,40,Sc,17.0,--,1.0,0.3,6
UGC,1125,--,1,32.0,+,33,47,MCG+06-04-039,1189,0.65,0.55,--,S,14.3,--,0.65,0.55,--
UGC,1126,--,1,32.1,+,21,10,MCG+03-05-010,1275,1.7,1.5,--,SBc,14.5,--,1.8,1.6,1
UGC,1127,--,1,32.1,+,39,40,MCG+07-04-000,824,1.2,1.2,--,--,16.5,--,0.8,0.7,1
UGC,1128,--,1,32.1,+,41,0,MCG+07-04-004,824,2.2,1.1,145,S0,14.3,--,2.2,1.1,5
UGC,1129,--,1,32.2,+,11,50,MCG+02-05-005,15,1.2,0.7,95,(S0),15.3,--,1.2,0.7,4
UGC,1130,--,1,32.4,+,1,5,MCG+00-05-011,362,1.1,0.2,2,S,15.6,--,1.4,0.15,6
UGC,1131,--,1,32.4,+,34,14,MCG+06-04-041,1189,1.4,1.2,--,--,15.4,--,1.1,1.1,1
UGC,1132,--,1,32.4,+,47,18,MCG+08-04-001,861,1.9,1.0,13,--,15.2,--,1.6,0.7,5
UGC,1133,--,1,32.5,+,4,6,MCG+01-05-005,21,4.0,2.0,--,DWRF IR,16.5,--,4.0,2.0,--
UGC,1134,--,1,32.5,+,36,4,MCG+06-04-000,1189,1.1,0.5,17,DWRF SP,17.0,--,0.8,0.3,--
UGC,1135,--,1,32.6,+,33,25,MCG+05-04-073,30,0.9,0.6,32,--,14.0,--,0.9,0.6,--
UGC,1136,--,1,32.6,+,41,17,MCG+07-04-000,824,1.5,1.4,--,DWRF IR,17.0,--,1.3,1.3,--
UGC,1137,--,1,32.7,+,5,14,MCG+01-05-000,21,1.3,1.3,--,DWARF,18.0,--,1.0,1.0,--
UGC,1138,--,1,32.8,+,4,37,MCG+01-05-006,21,1.3,1.1,--,IRR,16.0,--,1.5,1.1,--
UGC,1139,--,1,32.9,+,11,41,MCG+02-05-006,15,1.1,0.9,--,SB,15.0,--,1.1,0.9,2
UGC,1140,--,1,33.0,+,33,26,MCG+05-04-075,30,1.6,1.5,--,S0?,13.9,--,1.6,1.5,--
UGC,1141,--,1,33.0,+,80,24,MCG+13-02-000,1214,1.5,0.6,120,Sb,16.0,--,0.9,0.5,6
UGC,1142,--,1,33.3,+,47,8,MCG+08-04-002,861,1.3,1.3,--,COMPACT,15.7,--,1.5,1.5,--
UGC,1143,--,1,33.4,+,0,25,MCG+00-05-014,362,2.1,1.7,45,SBb,14.1,--,2.2,1.7,2
UGC,1144,--,1,33.5,+,11,26,MCG+02-05-007,15,1.7,0.7,3,Sc,16.0,--,1.8,0.7,6
UGC,1145,--,1,33.6,+,39,40,MCG+07-04-005,824,1.6,0.7,157,SBb,15.2,--,1.6,0.7,6
UGC,1146,--,1,33.7,+,10,17,MCG+02-05-000,15,1.0,0.1,75,--,17.0,--,1.0,0.1,7
UGC,1147,--,1,33.9,+,35,16,MCG+06-04-045,1189,1.8,1.6,--,SB0,14.2,--,1.6,1.4,1
UGC,1148,--,1,34.0,+,83,43,MCG+14-02-005,1277,1.2,1.2,--,--,15.5,--,1.1,1.1,--
UGC,1149,--,1,34.0,+,15,32,MCG+03-05-011,1275,12.0,12.0,--,Sc,10.5,653,11.0,10.0,1
UGC,1150,--,1,34.0,+,42,4,MCG+07-04-006,824,1.0,1.0,--,PECULR,13.9,--,1.0,0.9,1
UGC,1151,--,1,34.1,-,1,38,MCG+00-05-015,362,1.1,0.9,15,E-S0,15.1,--,1.1,0.9,--
UGC,1152,--,1,34.1,+,31,44,MCG+05-04-076,30,1.2,0.6,177,Sb,14.6,--,1.1,0.6,5
UGC,1153,--,1,34.2,+,5,35,MCG+01-05-007,21,1.7,1.5,--,E,15.0,--,1.6,1.4,--
UGC,1154,--,1,34.4,+,28,38,MCG+05-04-077,30,0.9,0.8,--,S?,14.4,--,0.8,0.8,--
UGC,1155,--,1,34.6,+,4,38,MCG+01-05-009,21,0.9,0.7,166,--,14.5,--,1.0,0.8,--
UGC,1156,--,1,34.6,+,14,13,MCG+02-05-000,15,1.2,1.0,--,Sc,17.0,--,0.9,0.8,1
UGC,1157,--,1,34.7,+,5,37,MCG+01-05-010,21,1.7,1.3,170,S0,13.5,--,1.5,1.2,2
UGC,1158,--,1,34.8,+,32,25,MCG+05-04-000,30,1.0,0.7,155,S,16.5,--,0.7,0.6,3
UGC,1159,--,1,35.1,-,0,12,MCG+00-05-016,362,1.1,0.35,37,S,15.5,--,1.0,0.3,6
UGC,1160,--,1,35.2,+,32,14,MCG+05-04-000,30,1.7,0.2,102,Sc,16.0,--,1.9,0.2,7
UGC,1161,--,1,35.3,+,36,21,MCG+06-04-047,1189,1.0,0.9,--,COMPACT,15.0,--,0.8,0.7,--
UGC,1162,--,1,35.3,+,41,24,MCG+07-04-007,824,1.6,1.6,--,SBb,15.1,--,1.6,1.6,1
UGC,1163,--,1,35.4,+,0,45,MCG+00-05-017,362,1.0,0.9,--,COMPACT,15.5,--,1.2,1.1,--
UGC,1164,--,1,35.4,+,35,7,MCG+06-04-048,1189,2.2,0.7,167,Sa,14.0,--,1.7,0.25,6
UGC,1165,--,1,35.7,+,28,29,MCG+05-04-000,30,1.4,0.2,51,Sc,15.7,--,1.4,0.15,7
UGC,1166,--,1,35.7,+,34,45,MCG+06-04-049,1189,1.5,0.45,69,S0-a,14.0,--,1.4,0.35,6
UGC,1167,--,1,35.8,+,7,16,MCG+01-05-013,21,2.8,2.2,120,Sc,14.8,--,2.6,2.1,2
UGC,1168,--,1,36.2,+,48,31,MCG+08-04-003,861,1.6,1.2,85,Sb?,15.7,--,1.6,1.2,2
UGC,1169,--,1,36.3,+,0,50,MCG+00-05-021,362,1.4,0.6,74,S0,14.2,--,1.5,0.7,5
UGC,1170,--,1,37.0,+,6,58,MCG+01-05-014,21,0.9,0.6,20,--,14.4,--,1.0,0.7,--
UGC,1171,--,1,37.0,+,15,39,MCG+03-05-000,1275,1.4,1.3,--,DWARF,17.0,--,1.3,1.2,--
UGC,1172,--,1,37.1,+,5,32,MCG+01-05-015,21,1.0,0.22,27,--,15.0,--,0.9,0.3,7
UGC,1173,--,1,37.1,+,46,18,MCG+08-04-000,861,1.1,0.3,96,--,17.0,--,0.9,0.2,6
UGC,1174,--,1,37.3,-,2,17,MCG+00-05-025,362,1.3,0.6,103,Sb-c,15.1,--,1.1,0.6,5
UGC,1175,--,1,37.3,+,10,51,MCG+02-05-000,15,1.2,1.1,--,S IV-V,17.0,--,1.0,1.0,1
UGC,1176,--,1,37.4,+,15,39,MCG+03-05-000,1275,5.0,4.0,--,DWRF IR,17.0,--,4.0,3.0,--
UGC,1177,--,1,37.6,+,5,28,MCG+01-05-016,21,3.0,1.3,125,SB:b,13.8,--,3.1,1.4,5
UGC,1178,--,1,37.6,+,34,23,MCG+06-04-053,1189,2.0,0.35,55,Sc,14.8,--,1.9,0.3,7
UGC,1179,--,1,37.7,+,43,37,MCG+07-04-000,824,1.7,0.9,--,COMPACT,15.6,--,1.7,1.0,--
UGC,1180,--,1,37.8,-,0,33,MCG+00-05-027,362,1.1,1.0,--,COMPACT,16.0,--,1.1,1.1,--
UGC,1181,--,1,37.8,+,14,17,MCG+02-05-000,15,1.1,0.2,133,Sc,17.0,--,1.0,0.2,6
UGC,1182,--,1,37.8,+,49,0,MCG+08-04-000,861,1.1,1.1,--,Sc,15.6,--,1.0,1.0,1
UGC,1183,--,1,37.9,+,2,26,MCG+00-05-028,362,1.5,0.8,75,S,16.0,--,1.6,0.9,4
UGC,1184,--,1,38.1,+,7,43,MCG+01-05-017,21,1.2,0.7,55,S,14.7,--,1.1,0.6,4
UGC,1185,--,1,38.2,+,44,45,MCG+07-04-008,824,1.5,0.9,135,COMPACT,15.0,--,1.5,0.9,--
UGC,1186,--,1,38.7,+,48,47,MCG+08-04-004,861,1.6,1.3,--,PECULR,15.7,--,1.6,1.3,--
UGC,1187,--,1,38.8,+,8,15,MCG+01-05-019,21,1.2,0.5,100,S,14.3,--,1.0,0.4,6
UGC,1188,--,1,39.2,+,22,26,MCG+04-05-000,896,1.1,0.5,22,S?,15.7,--,1.0,0.3,--
UGC,1189,--,1,39.3,+,6,52,MCG+01-05-021,21,1.3,0.5,19,S,15.5,--,1.3,0.4,6
UGC,1190,--,1,39.5,+,2,33,MCG+00-05-031,362,1.0,0.2,100,Sc,16.5,--,0.9,0.15,6
UGC,1191,--,1,39.5,+,7,26,MCG+01-05-023,21,1.0,1.0,--,DBL SYS,16.0,--,--,--,--
UGC,1192,--,1,39.5,+,12,20,MCG+02-05-009,15,3.5,1.7,20,Sb,13.6,--,3.3,1.7,5
UGC,1193,--,1,39.5,+,35,23,MCG+06-04-058,1189,1.6,0.22,39,Sa-b,14.1,--,1.6,0.2,7
UGC,1194,--,1,39.6,+,25,53,MCG+04-05-002,896,1.5,1.3,35,SB0,13.5,--,1.5,1.3,1
UGC,1195,--,1,39.7,+,13,43,MCG+02-05-011,15,3.5,1.1,50,IRR,13.9,--,3.5,1.1,--
UGC,1196,--,1,39.8,+,6,28,MCG+01-05-000,21,1.1,1.0,--,Sb,16.5,--,1.0,1.0,1
UGC,1197,--,1,39.8,+,18,3,MCG+03-05-000,1275,2.0,0.6,56,IRR,15.3,--,2.0,0.6,--
UGC,1198,--,1,40.0,+,85,1,MCG+14-02-006,1277,1.0,0.8,70,ERUPTVE,15.1,--,0.9,0.8,--
UGC,1199,--,1,40.1,+,7,55,MCG+01-05-024,21,1.1,0.4,78,Sa-b,15.6,--,1.0,0.4,6
UGC,1200,--,1,40.1,+,12,54,MCG+02-05-012,15,2.1,1.5,170,IRR,14.3,--,1.9,1.5,--
UGC,1201,--,1,40.3,+,13,23,MCG+02-05-013,15,10.0,4.5,170,SB(a),12.8,--,10.0,4.0,--
UGC,1202,--,1,40.4,+,3,57,MCG+01-05-026,21,1.0,0.55,143,Sb,14.9,--,1.0,0.5,4
UGC,1203,--,1,40.4,+,5,35,MCG+01-05-000,21,1.6,0.8,35,--,16.5,--,1.6,0.8,--
UGC,1204,--,1,40.6,+,4,2,MCG+01-05-027,21,1.4,0.4,41,Sb-c,15.5,--,1.6,0.4,6
UGC,1205,--,1,40.6,+,8,38,MCG+01-05-028,21,3.6,0.9,29,Sb,14.2,--,3.5,0.9,6
UGC,1206,--,1,40.7,+,11,39,MCG+02-05-014,15,1.8,1.0,30,--,15.3,--,1.5,1.0,--
UGC,1207,--,1,41.0,+,81,58,MCG+14-02-000,1277,1.8,1.5,--,DWARF,16.5,--,1.7,1.3,--
UGC,1208,--,1,41.0,+,1,50,MCG+00-05-032,362,1.1,0.5,12,Sa-b,15.7,--,1.2,0.6,5
UGC,1209,--,1,41.1,+,11,55,MCG+02-05-015,15,1.5,0.7,65,S-IRR,15.0,--,1.4,0.7,5
UGC,1210,--,1,41.2,+,3,59,MCG+01-05-029,21,1.8,1.5,65,Sb,13.9,--,2.0,1.6,1
UGC,1211,--,1,41.2,+,13,33,MCG+02-05-016,15,3.0,2.0,--,DWARF,17.0,--,2.0,2.0,--
UGC,1212,--,1,41.2,+,34,9,MCG+06-04-059,1289,1.7,1.4,95,Sb,14.5,--,1.5,1.2,2
UGC,1213,--,1,41.3,+,31,5,MCG+05-05-004,413,1.0,0.9,120,S0,14.9,--,1.3,1.1,1
UGC,1214,--,1,41.4,+,2,6,MCG+00-05-033,362,1.7,1.6,--,S0,14.0,--,1.9,1.8,1
UGC,1215,--,1,41.4,+,28,28,MCG+05-05-005,413,2.0,1.6,60,E,13.0,--,2.0,1.6,--
UGC,1216,--,1,41.4,+,40,41,MCG+07-04-000,824,1.0,0.8,--,DWRF SP,18.0,--,0.8,0.8,--
UGC,1217,--,1,41.4,+,42,47,MCG+07-04-010,824,1.0,0.8,--,S,15.6,--,1.1,0.9,2
UGC,1218,--,1,41.6,+,12,0,MCG+02-05-017,15,1.0,0.5,140,SB:b-c,15.5,--,0.9,0.4,5
UGC,1219,--,1,41.6,+,17,13,MCG+03-05-014,1275,1.4,0.6,102,SB,13.6,--,1.4,0.6,5
UGC,1220,--,1,41.6,+,37,26,MCG+06-04-060,1189,0.8,0.45,20,S,13.6,--,0.9,0.5,--
UGC,1221,--,1,41.7,+,37,57,MCG+06-04-061,1189,1.3,0.9,145,Sb-c,15.0,--,1.0,0.7,3
UGC,1222,--,1,41.9,+,4,25,MCG+01-05-000,21,1.2,0.5,85,--,16.5,--,0.7,0.5,--
UGC,1223,--,1,42.3,+,10,10,MCG+02-05-019,15,2.4,1.6,125,S0,13.5,--,2.6,1.7,3
UGC,1224,--,1,42.3,+,31,54,MCG+05-05-000,413,1.1,0.1,125,Sc,17.0,--,1.1,0.1,7
UGC,1225,--,1,42.4,-,0,32,MCG+00-05-034,362,1.0,0.7,20,DBL SYS,16.5,--,--,--,--
UGC,1226,--,1,42.4,+,10,7,MCG+02-05-021,15,1.1,0.8,80,S IV-V,16.5,--,1.1,0.8,3
UGC,1227,--,1,42.4,+,31,49,MCG+05-05-006,413,1.0,1.0,--,Sc,15.6,--,0.9,0.8,1
UGC,1228,--,1,42.5,+,28,29,MCG+05-05-007,413,1.8,0.8,25,S-IRR,15.1,--,1.4,0.7,--
UGC,1229,--,1,42.6,+,10,24,MCG+02-05-023,15,1.3,0.22,66,Sb,14.8,--,1.3,0.25,7
UGC,1230,--,1,42.7,+,25,16,MCG+04-05-005,896,2.3,2.3,--,DWRF SP,17.0,--,1.5,1.3,1
UGC,1231,--,1,42.8,+,10,18,MCG+02-05-025,15,1.8,1.6,--,S,15.0,--,1.8,1.6,1
UGC,1232,--,1,42.8,+,40,58,MCG+07-04-000,824,1.1,0.3,10,Sc,17.0,--,1.0,0.3,6
UGC,1233,--,1,42.9,+,28,34,MCG+05-05-008,413,1.0,0.7,110,Sc,14.7,--,0.9,0.6,3
UGC,1234,--,1,42.9,+,34,52,MCG+06-05-001,1189,1.2,0.7,170,Sc/SBc,14.8,--,1.0,0.7,--
UGC,1235,--,1,43.0,+,3,7,MCG+00-05-035,362,1.1,0.5,143,Sb-c,14.9,--,1.0,0.5,5
UGC,1236,--,1,43.2,+,34,8,MCG+06-05-002,1189,0.8,0.5,80,--,13.6,--,0.6,0.35,--
UGC,1237,--,1,43.3,+,9,34,MCG+02-05-026,15,1.8,0.8,45,Sa-b,15.5,--,2.6,0.9,6
UGC,1238,--,1,43.4,+,36,12,MCG+06-05-003,1225,2.2,1.6,30,Sb,13.5,--,2.2,1.5,3
UGC,1239,--,1,43.5,+,6,10,MCG+01-05-031,21,1.3,1.1,155,Sc-IRR,15.1,--,1.2,0.9,--
UGC,1240,--,1,43.7,+,4,1,MCG+01-05-032,21,1.3,0.5,91,S-IRR,14.9,--,1.0,0.3,6
UGC,1241,--,1,43.8,+,48,10,MCG+08-04-000,861,1.3,0.6,17,--,17.0,--,1.0,0.5,5
UGC,1242,--,1,43.9,+,14,26,MCG+02-05-027,15,1.3,1.3,--,--,15.7,--,1.3,1.2,1
UGC,1243,--,1,44.0,+,18,19,MCG+03-05-015,1275,1.5,0.8,135,S0?,15.0,--,1.0,0.5,--
UGC,1244,--,1,44.0,+,24,13,MCG+04-05-000,896,1.4,0.6,80,S,15.5,--,1.3,0.6,--
UGC,1245,--,1,44.2,+,11,10,MCG+02-05-028,15,1.8,1.1,165,S,15.0,--,1.7,1.1,3
UGC,1246,--,1,44.3,+,12,10,MCG+02-05-030,15,1.6,1.6,--,IRR,15.1,--,1.7,1.7,1
UGC,1247,--,1,44.3,+,12,52,MCG+02-05-029,15,1.7,0.6,55,S,14.3,--,1.1,0.5,6
UGC,1248,--,1,44.3,+,35,18,MCG+06-05-004,1225,3.3,0.7,36,Sa-b,12.9,--,3.0,0.5,6
UGC,1249,--,1,44.6,+,27,5,MCG+04-05-009,896,8.0,3.0,150,--,12.2,362,7.0,2.8,--
