Seq,GLON,GLAT,RAh,RAm,DE-,DEd,DEm,Diam1,Diam2,Area,Color,Bright,ID,Name
376,85.94,4.31,20,35,+,47,50,50,2,0.028,3,3,47,--
377,85.99,6.8,20,23,+,49,20,105,10,0.264,3,3,47,--
378,86.04,-0.04,20,55,+,45,10,90,30,0.429,3,3,47,--
379,86.06,5.84,20,28,+,48,50,12,10,0.025,1,3,47,--
380,86.08,4.41,20,35,+,48,0,150,60,1.838,3,5,47,--
381,86.28,4.98,20,33,+,48,30,100,30,0.486,3,3,47,--
382,86.39,5.67,20,30,+,49,0,240,120,3.187,3,4,47,--
383,86.49,-3.76,21,12,+,43,0,20,10,0.035,3,4,36,--
384,86.52,-0.09,20,57,+,45,30,120,100,1.483,3,1,47,--
385,86.61,-0.95,21,1,+,45,0,70,20,0.221,3,2,47,--
386,86.66,5.87,20,30,+,49,20,50,10,0.088,3,3,47,--
387,86.76,-0.11,20,58,+,45,40,80,20,0.31,3,2,47,--
388,86.87,1.8,20,50,+,47,0,240,120,6.813,3,6,47,--
389,86.98,-3.54,21,13,+,43,30,15,5,0.014,3,3,36,--
390,87.1,-3.43,21,13,+,43,40,20,10,0.028,3,4,36,--
391,87.23,-3.8,21,15,+,43,30,150,60,1.961,3,5,36,S 119
392,87.33,-1.73,21,7,+,45,0,50,8,0.085,3,5,47,--
393,87.34,-3.44,21,14,+,43,50,25,10,0.042,3,3,36,--
394,87.47,1.41,20,54,+,47,12,7,7,0.007,1,1,47,IC 5076
395,87.52,-9.16,21,36,+,39,50,2,2,0.001,4,6,0,--
396,87.58,-9.1,21,36,+,39,55,2,2,0.001,4,6,0,--
397,87.64,-9.31,21,37,+,39,48,2,2,0.001,4,6,0,--
398,87.66,-9.29,21,37,+,39,50,2,2,0.001,4,6,0,--
399,87.72,-8.94,21,36,+,40,8,2,2,0.001,4,6,0,--
400,87.74,-4.32,21,19,+,43,30,90,15,0.19,3,2,36,--
401,87.77,-4.81,21,21,+,43,10,100,40,0.606,3,4,36,--
402,87.97,-3.84,21,18,+,44,0,60,30,0.458,3,4,36,--
403,88.34,1.71,20,56,+,48,3,5,3,0.003,1,6,0,DG 166
404,88.83,-3.99,21,22,+,44,30,90,60,0.68,3,6,36,--
405,89.56,-8.04,21,40,+,42,0,270,90,5.028,4,6,0,S 118
406,90.02,38.77,16,45,+,60,20,120,30,0.771,2,6,0,--
407,90.06,-5.82,21,34,+,44,0,120,12,0.335,4,6,0,--
408,90.34,2.39,21,1,+,50,0,2,2,0.001,1,3,39,DG 170
409,90.38,2.21,21,2,+,49,55,2,2,0.001,1,3,39,DG 169
410,90.45,1.4,21,6,+,49,25,2,2,0.001,3,4,40,--
411,90.45,1.84,21,4,+,49,43,2,2,0.001,3,4,40,DG 171
412,90.48,2.3,21,2,+,50,3,2,2,0.001,1,3,39,--
413,90.48,38.06,16,50,+,60,50,40,12,0.127,2,6,0,--
414,91.0,-6.39,21,40,+,44,12,15,10,0.049,4,5,0,S 123
415,91.47,38.51,16,45,+,61,30,210,20,1.021,2,6,0,--
416,91.66,-2.54,21,28,+,47,30,80,10,0.278,3,6,37,--
417,91.75,-1.47,21,24,+,48,20,30,20,0.113,3,6,37,--
418,92.16,-31.71,22,55,+,24,0,200,120,1.873,1,6,0,--
419,92.93,-37.77,23,10,+,19,0,180,180,4.911,1,6,0,--
420,93.22,-10.33,22,3,+,42,30,190,90,2.56,2,6,0,--
421,94.08,-1.36,21,34,+,50,0,30,12,0.085,3,4,38,--
422,94.2,8.02,20,49,+,56,35,15,13,0.046,1,5,0,C 184
423,94.41,-1.48,21,36,+,50,8,12,10,0.021,3,2,38,--
424,94.43,-5.58,21,52,+,47,0,10,10,0.018,2,1,0,IC 5146
425,94.57,-10.68,22,10,+,43,0,270,270,8.412,1,6,52,--
426,94.79,-1.77,21,39,+,50,10,90,30,0.19,3,4,38,S 124
427,94.89,-33.71,23,8,+,23,20,20,8,0.032,2,6,0,--
428,94.98,-16.95,22,30,+,38,0,110,30,0.704,3,6,55,S 126
429,95.1,-16.04,22,28,+,38,50,100,20,0.415,3,4,55,--
430,95.27,-16.14,22,29,+,38,50,50,10,0.099,3,3,55,--
431,95.4,-31.87,23,6,+,25,10,50,8,0.081,2,6,0,--
432,95.55,-12.55,22,20,+,42,0,270,30,2.729,2,5,52,--
433,95.77,-17.61,22,35,+,37,50,120,30,0.972,3,6,0,--
434,95.9,-49.94,23,40,+,9,0,80,30,0.732,2,6,0,--
435,96.04,-18.34,22,38,+,37,20,20,12,0.06,3,6,56,--
436,96.23,2.55,21,27,+,54,20,1,1,0.001,4,4,0,S 127
437,96.26,-14.97,22,30,+,40,20,75,20,0.366,2,4,52,DG 187
438,96.31,-18.3,22,39,+,37,30,30,5,0.039,2,4,56,--
439,96.37,-28.75,23,3,+,28,20,28,6,0.042,1,6,0,--
440,96.59,-19.03,22,42,+,37,0,10,10,0.014,3,5,0,--
441,97.47,8.5,21,2,+,59,21,1,1,0.001,2,4,0,DG 168
442,97.54,-15.12,22,36,+,40,50,110,30,0.567,2,5,52,--
443,97.56,3.14,21,31,+,55,40,1,1,0.001,3,2,0,S 128
444,97.8,15.26,20,18,+,63,40,10,10,0.021,3,6,10,--
445,97.95,7.55,21,10,+,59,5,60,5,0.095,3,4,24,--
446,97.99,6.51,21,16,+,58,23,12,10,0.031,1,3,0,C 191
447,98.01,15.9,20,14,+,64,10,10,3,0.024,3,6,10,--
448,98.14,-14.88,22,38,+,41,20,42,10,0.113,2,6,52,--
449,98.26,7.84,21,10,+,59,30,150,110,1.19,3,5,24,C 190
450,98.81,-14.48,22,40,+,42,0,290,90,4.849,4,6,0,--
451,98.83,4.12,21,33,+,57,15,12,4,0.007,3,2,14,IC 1396B
452,98.87,3.97,21,34,+,57,10,14,2,0.007,3,2,14,IC 1396A
453,98.97,7.81,21,14,+,60,0,100,13,0.31,3,4,24,--
454,99.41,-15.37,22,45,+,41,30,180,120,4.169,2,6,52,--
455,99.5,3.86,21,38,+,57,30,150,130,4.475,3,4,14,--
456,99.88,4.3,21,38,+,58,5,10,3,0.011,3,2,14,--
457,100.22,3.68,21,43,+,57,50,90,40,0.88,3,3,14,--
458,100.54,-16.13,22,52,+,41,20,80,30,0.444,2,5,52,--
459,100.76,17.32,20,15,+,67,10,160,120,0.775,4,6,0,--
460,100.91,-16.68,22,55,+,41,0,35,20,0.07,2,4,52,--
461,101.07,-14.7,22,51,+,42,50,60,15,0.254,2,5,52,--
462,101.18,-15.32,22,53,+,42,20,30,20,0.123,2,4,52,--
463,101.24,-16.46,22,56,+,41,20,50,25,0.183,2,5,52,--
464,101.56,22.01,19,32,+,69,50,70,15,0.236,2,6,7,--
465,101.66,22.77,19,24,+,70,10,90,10,0.194,2,6,7,--
466,102.41,-31.06,23,29,+,28,20,20,5,0.014,1,6,0,--
467,102.5,-25.55,23,20,+,33,30,15,5,0.018,2,5,60,--
468,102.67,15.42,20,42,+,67,40,60,50,0.426,3,6,18,--
469,102.76,21.89,19,38,+,70,50,60,20,0.278,2,6,6,--
470,102.76,-27.25,23,24,+,32,0,240,120,3.37,2,5,60,--
471,102.76,-0.7,22,17,+,55,50,30,20,0.081,3,2,13,--
472,102.78,10.64,21,19,+,64,40,30,15,0.081,1,4,0,DG 174
473,102.79,-0.92,22,18,+,55,40,80,70,1.187,3,4,13,S 132
474,102.84,2.07,22,6,+,58,10,45,10,0.077,3,5,12,--
475,103.04,14.12,20,55,+,67,10,150,50,2.313,3,6,18,--
476,103.05,9.67,21,27,+,64,10,80,20,0.32,4,5,0,S 133
477,103.09,-17.1,23,6,+,41,30,40,20,0.176,2,4,0,--
478,103.09,-15.28,23,2,+,43,10,30,30,0.067,2,5,0,--
479,103.1,1.28,22,11,+,57,40,45,20,0.18,3,4,12,--
480,103.11,-24.15,23,20,+,35,0,90,20,0.486,2,5,60,--
481,103.2,22.72,19,30,+,71,30,80,8,0.127,2,6,6,--
482,103.3,3.38,22,3,+,59,30,20,10,0.049,3,5,12,--
483,103.47,14.94,20,51,+,68,0,20,10,0.046,3,6,18,--
484,103.57,-30.89,23,33,+,28,50,60,40,0.57,2,6,0,--
485,103.71,2.17,22,11,+,58,45,10,5,0.007,3,4,12,--
486,104.04,1.73,22,15,+,58,34,20,8,0.028,3,5,12,--
487,104.08,14.21,21,1,+,68,0,10,8,0.018,1,1,18,NGC 7023
488,104.11,3.42,22,8,+,60,0,23,15,0.035,3,5,12,--
489,104.23,2.02,22,15,+,58,55,8,2,0.004,3,3,12,--
490,104.28,2.09,22,15,+,59,0,190,150,6.729,3,6,12,S 134
491,104.38,2.02,22,16,+,59,0,13,5,0.018,3,3,12,--
492,104.39,1.32,22,19,+,58,25,22,15,0.056,3,4,12,S 135
493,104.44,1.39,22,19,+,58,30,5,2,0.005,3,2,12,--
494,104.68,4.24,22,8,+,61,0,100,50,0.954,3,6,17,--
495,105.17,13.4,21,15,+,68,15,12,8,0.03,3,5,0,DG 172
496,105.28,4.03,22,13,+,61,10,4,4,0.004,3,5,17,DG 180
497,105.3,9.9,21,41,+,65,50,2,2,0.001,2,1,0,NGC 7129
498,105.48,7.8,21,55,+,64,20,120,60,1.415,4,5,0,S 137
499,105.75,-18.31,23,21,+,41,20,20,20,0.07,1,5,0,--
500,106.21,5.41,22,13,+,62,50,7,5,0.005,1,3,11,--
