Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Bt,SBe,e1,e2,e3,e4,e5,B-Ve,e_B-Ve,gB-V,U-Be,e_U-Be,gU-B,V-Re,e_V-Re,gV-R,V-Ie,e_V-Ie,gV-I,Nap,LastA,Tphot,Mode,Q
PGC054615,15,15,39.2,+,13,42,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC054620,15,15,39.5,+,5,29,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC054641,15,15,58.3,+,4,51,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC054666,15,16,31.9,+,4,42,5,13.55,23.85,0.042,0.015,0.025,0.0,0.0,0.96,0.099,-0.284,--,9.99,9.99,0.56,0.2,-0.104,--,9.99,9.99,7,0.6,-5.0,0,5
PGC054671,15,16,33.7,+,4,30,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC054794,15,18,52.8,+,4,31,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC054826,15,19,12.5,+,7,53,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC054897,15,20,30.0,+,15,10,0,14.81,22.69,0.079,0.029,0.021,0.0,0.0,0.76,0.049,-0.052,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,4,0.12,1.0,0,4
PGC054921,15,20,44.5,+,8,40,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC054927,15,20,45.1,+,8,48,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC054935,15,20,49.2,+,8,45,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC054958,15,21,10.7,+,9,31,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC054966,15,21,11.9,+,9,9,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC054994,15,21,46.7,+,8,43,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055237,15,27,37.9,+,30,39,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055275,15,28,41.1,+,34,5,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055404,15,30,48.0,+,4,37,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055442,15,31,36.0,+,21,18,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055454,15,31,48.0,+,23,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055551,15,34,45.4,+,58,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055595,15,35,21.5,+,54,43,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055616,15,35,48.4,+,55,25,33,15.15,20.4,0.033,0.028,0.03,0.0,0.0,0.42,0.043,0.212,-0.48,0.055,0.155,0.23,0.076,0.162,0.45,1.001,9.99,4,0.3,-5.0,0,4
PGC055627,15,35,14.1,+,21,54,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055638,15,35,12.0,+,9,28,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055699,15,36,41.2,+,10,57,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055716,15,37,19.0,+,25,6,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055743,15,37,45.0,+,21,59,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055767,15,38,30.8,+,35,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055770,15,38,12.0,+,16,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC055872,15,41,12.0,+,17,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056055,15,45,53.2,+,37,21,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056092,15,46,8.2,+,0,25,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056154,15,47,25.7,-,2,40,24,15.85,22.43,0.011,0.006,0.012,0.0,0.0,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,14,0.32,5.0,0,6
PGC056198,15,48,42.2,+,9,52,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056202,15,48,54.0,+,18,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056272,15,49,54.2,+,2,35,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056313,15,51,45.5,+,41,43,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056326,15,51,53.5,+,23,16,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056373,15,53,18.8,+,41,43,24,14.29,22.3,0.019,0.011,0.011,0.0,0.0,1.08,0.033,-0.148,--,9.99,9.99,0.59,0.037,9.99,--,9.99,9.99,8,0.12,1.0,0,2
PGC056377,15,52,54.1,+,19,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056414,15,53,45.3,+,19,2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056433,15,54,1.5,+,9,11,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056437,15,54,6.9,+,16,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056465,15,54,49.6,+,18,19,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056487,15,55,20.4,+,18,10,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056503,15,55,37.5,+,16,29,30,15.41,23.11,0.031,0.016,0.012,0.0,0.0,0.85,0.07,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,7,0.06,4.9,0,2
PGC056518,15,56,5.7,+,18,13,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056519,15,56,7.8,+,22,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056547,15,56,39.0,+,26,57,20,14.55,21.2,0.022,0.027,0.036,0.0,0.0,0.82,0.02,9.99,0.27,0.06,9.99,--,9.99,9.99,--,9.99,9.99,2,0.36,-3.0,0,4
PGC056610,15,57,30.1,+,18,52,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056655,15,58,26.1,+,16,51,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056666,15,58,37.1,+,16,28,19,15.33,21.53,0.017,0.017,0.014,0.0,0.0,0.98,0.027,-0.146,0.36,0.033,-0.048,--,9.99,9.99,--,9.99,9.99,4,0.08,3.0,0,4
PGC056667,15,58,37.9,+,16,28,59,15.77,23.23,0.038,0.033,0.063,0.0,0.0,0.87,0.081,-0.327,0.26,0.072,-0.147,--,9.99,9.99,--,9.99,9.99,3,0.17,4.9,0,4
PGC056727,15,59,20.8,+,16,34,0,15.42,22.92,0.008,0.008,0.013,0.0,0.0,1.03,0.078,-0.312,0.55,9.99,9.99,--,9.99,9.99,--,9.99,9.99,3,0.24,1.0,0,4
PGC056741,15,59,30.0,+,15,55,0,15.95,23.12,0.051,0.045,0.073,0.0,0.0,0.99,0.026,-0.081,0.45,0.082,-0.327,--,9.99,9.99,--,9.99,9.99,3,0.16,3.0,0,4
PGC056762,15,59,48.5,+,18,57,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056770,15,59,51.8,+,16,1,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056776,15,59,56.0,+,16,33,42,15.46,22.78,0.013,0.008,0.014,0.0,0.0,1.04,0.079,-0.296,0.52,0.177,-0.393,--,9.99,9.99,--,9.99,9.99,3,0.18,3.0,0,4
PGC056777,15,59,56.3,+,16,4,30,15.13,22.39,0.029,0.031,0.048,0.0,0.0,0.99,0.017,-0.065,0.41,0.042,-0.148,--,9.99,9.99,--,9.99,9.99,3,0.19,1.5,0,4
PGC056786,16,0,1.3,+,16,30,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056797,15,59,55.7,+,2,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056813,16,0,24.0,+,16,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056838,16,0,42.0,+,15,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056847,16,0,58.2,+,16,32,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056869,16,1,13.4,+,19,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056870,16,1,13.4,+,19,17,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056872,16,1,12.0,+,16,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056878,16,1,17.1,+,17,36,59,15.84,22.76,0.05,0.017,0.017,0.0,0.0,0.86,0.019,-0.065,0.14,0.043,-0.164,--,9.99,9.99,--,9.99,9.99,3,0.12,4.0,0,4
PGC056886,16,1,27.1,+,16,27,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056887,16,1,34.2,+,24,13,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056890,16,1,32.5,+,17,22,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056896,16,1,36.0,+,16,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC056948,16,2,15.1,+,17,36,15,15.96,22.85,0.035,0.015,0.017,0.0,0.0,0.69,0.019,0.057,0.08,0.049,9.99,--,9.99,9.99,--,9.99,9.99,7,0.09,4.9,0,3
PGC056960,16,2,20.8,+,17,51,10,14.76,22.29,0.05,0.034,0.057,0.0,0.0,1.06,0.017,-0.154,0.61,0.022,9.99,--,9.99,9.99,--,9.99,9.99,7,0.51,-3.0,0,5
PGC056962,16,2,20.8,+,17,51,24,15.03,22.89,0.114,0.036,0.077,0.0,0.0,1.04,0.02,9.99,0.52,0.045,9.99,0.7,0.025,9.99,--,9.99,9.99,4,0.75,-2.2,0,5
PGC056987,16,2,30.0,+,17,34,59,15.34,22.42,0.042,0.011,0.012,0.0,0.0,0.69,0.024,-0.115,0.12,0.06,-0.373,0.53,1.0,9.99,--,9.99,9.99,8,0.04,4.9,0,3
PGC056997,16,2,33.0,+,17,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057004,16,2,33.6,+,16,43,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057049,16,3,9.8,+,23,53,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057067,16,3,10.0,+,16,34,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057068,16,3,12.8,+,16,34,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057082,16,3,22.6,+,18,24,26,15.71,22.55,0.034,0.019,0.018,0.0,0.0,0.87,0.04,-0.106,0.33,0.114,-0.643,--,9.99,9.99,--,9.99,9.99,5,0.11,2.9,0,4
PGC057097,16,3,31.7,+,18,9,2,16.05,22.81,0.025,0.022,0.02,0.0,0.0,1.01,0.024,-0.031,0.51,0.063,-0.147,--,9.99,9.99,--,9.99,9.99,5,0.08,2.9,0,4
PGC057099,16,3,31.6,+,17,26,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057101,16,3,30.0,+,15,55,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057118,16,3,46.1,+,18,19,46,15.6,23.1,0.045,0.024,0.014,0.0,0.0,0.94,0.034,-0.301,0.31,0.063,0.328,0.6,1.001,9.99,--,9.99,9.99,9,0.05,4.0,0,3
PGC057121,16,3,47.5,+,18,14,48,15.93,22.79,0.076,0.018,0.02,0.0,0.0,0.67,0.028,-0.076,0.04,0.064,0.136,0.49,1.0,9.99,--,9.99,9.99,4,0.11,3.8,0,4
PGC057122,16,3,48.2,+,18,48,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057128,16,3,52.2,+,18,44,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057131,16,3,59.2,+,18,5,17,16.1,23.01,0.128,0.026,0.027,0.0,0.0,0.55,0.05,-0.196,-0.08,0.043,-0.163,--,9.99,9.99,--,9.99,9.99,3,0.09,6.1,0,4
PGC057132,16,4,0.6,+,18,32,53,15.74,22.72,0.024,0.016,0.019,0.0,0.0,0.87,0.07,-0.38,0.17,0.04,9.99,--,9.99,9.99,--,9.99,9.99,4,0.12,4.0,0,4
PGC057136,16,3,56.6,+,17,26,8,16.02,22.58,0.047,0.017,0.014,0.0,0.0,0.85,0.012,-0.049,0.35,0.049,-0.181,--,9.99,9.99,--,9.99,9.99,3,0.1,3.2,0,4
PGC057139,16,4,3.2,+,16,33,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057147,16,4,8.7,+,15,49,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057150,16,4,9.0,+,15,50,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057160,16,4,20.6,+,18,1,32,16.05,22.13,0.038,0.014,0.009,0.0,0.0,0.85,0.043,0.124,0.26,0.071,-0.198,--,9.99,9.99,--,9.99,9.99,8,0.05,2.9,0,3
PGC057169,16,4,12.0,+,6,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057184,16,4,33.1,+,17,37,31,15.58,22.3,0.024,0.011,0.011,0.0,0.0,0.67,0.028,-0.076,0.04,0.031,-0.084,0.53,0.043,9.99,--,9.99,9.99,5,0.09,3.2,0,4
PGC057193,16,4,47.1,+,18,9,19,15.93,22.9,0.049,0.056,0.082,0.0,0.0,0.95,0.072,-0.295,0.37,0.089,9.99,--,9.99,9.99,--,9.99,9.99,3,0.16,1.1,0,4
PGC057200,16,4,56.0,+,18,46,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057214,16,5,9.2,+,17,47,39,16.03,22.61,0.029,0.015,0.013,0.0,0.0,0.98,0.099,-0.393,0.47,0.079,-0.311,--,9.99,9.99,--,9.99,9.99,3,0.11,2.9,0,4
PGC057299,16,7,35.4,+,41,52,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057390,16,8,35.1,+,17,11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057475,16,10,39.0,+,29,46,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057488,16,10,6.0,+,3,7,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057524,16,11,19.0,+,31,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057553,16,13,36.2,+,65,50,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057636,16,13,0.0,+,1,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057727,16,15,28.8,+,36,4,20,15.63,22.16,0.041,0.016,0.013,0.0,0.0,1.02,0.028,-0.098,0.42,0.049,0.116,--,9.99,9.99,--,9.99,9.99,3,0.06,6.0,0,4
PGC057769,16,15,48.0,+,11,16,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057859,16,17,56.6,+,17,31,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057954,16,20,30.2,+,11,29,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC057975,16,22,0.0,+,54,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC058008,16,22,5.0,+,41,11,41,15.57,19.93,0.047,0.026,0.023,0.0,0.0,0.51,0.023,0.312,-0.69,0.057,0.702,--,9.99,9.99,--,9.99,9.99,5,0.17,-5.0,0,4
PGC058030,16,22,33.7,+,39,19,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC058097,16,23,22.5,+,16,34,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC058149,16,25,12.9,+,41,21,52,14.51,22.4,0.09,0.059,0.044,0.0,0.0,0.55,0.013,0.043,-0.2,0.046,9.99,--,9.99,9.99,--,9.99,9.99,5,0.03,7.3,0,4
PGC058163,16,25,20.6,+,39,38,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC058202,16,26,0.2,+,38,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC058212,16,26,15.9,+,39,42,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC058215,16,26,11.8,+,39,22,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC058268,16,27,1.6,+,41,14,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC058334,16,27,43.4,+,40,58,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
PGC058354,16,29,43.1,+,67,29,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
