MCG,n_MCG,OtherName,RAh,RAm,DE-,DEd,DEm,Mag,MajAxisIn,MinAxisIn,MajAxis,MinAxis,IntIn,IntOut,Incl
MCG-04-02-044,--,--,0,41.3,-,24,41,15.0,0.7,0.7,15.0,8.0,2,5,2
MCG-04-02-045,--,IC 1576,0,41.75,-,25,22,15.0,--,--,6.0,4.0,2,4,1
MCG-04-03-001,--,IC 1578,0,42.0,-,25,20,14.0,--,--,6.0,2.0,1,3,3
MCG-04-03-002,--,--,0,43.6,-,21,54,15.0,4.0,2.5,8.0,3.0,1,3,2
MCG-04-03-003,--,IC 1582,0,43.8,-,24,34,15.0,3.0,1.5,12.0,3.0,2,4,4
MCG-04-03-004,--,--,0,44.55,-,22,7,15.0,4.0,2.5,8.0,3.5,2,3,2
MCG-04-03-005,*,NGC  247,0,44.7,-,21,2,10.0,15.0,10.0,190.0,50.0,2,3,3
MCG-04-03-006,--,--,0,44.75,-,22,51,16.0,--,--,12.0,12.0,--,6,--
MCG-04-03-007,--,--,0,45.0,-,23,17,15.0,1.5,1.5,6.0,5.0,2,5,1
MCG-04-03-008,--,--,0,45.15,-,23,3,15.0,2.5,2.0,4.5,2.0,1,4,--
MCG-04-03-009,*,NGC  253,0,45.2,-,25,33,7.0,60.0,22.0,250.0,50.0,1,3,4
MCG-04-03-010,*,--,0,45.25,-,20,41,14.0,5.0,3.0,9.0,3.0,1,3,3
MCG-04-03-011,*,--,0,45.25,-,20,45,16.0,1.0,1.0,6.0,2.0,3,5,--
MCG-04-03-012,*,--,0,45.25,-,20,43,17.0,--,--,6.0,2.0,--,5,--
MCG-04-03-013,*,--,0,45.25,-,20,47,14.0,3.0,2.0,10.0,8.0,1,4,2
MCG-04-03-014,*,--,0,45.4,-,21,44,15.0,3.0,2.0,5.5,5.0,1,5,1
MCG-04-03-015,--,IC 1587,0,46.3,-,23,50,15.0,2.0,1.5,8.0,2.0,1,6,3
MCG-04-03-016,--,--,0,46.55,-,24,5,15.0,--,--,2.5,2.5,2,3,1
MCG-04-03-017,--,--,0,46.8,-,24,8,15.0,--,--,4.0,4.0,3,5,1
MCG-04-03-018,--,--,0,47.35,-,21,47,15.0,--,--,4.0,2.5,2,3,2
MCG-04-03-019,*,--,0,47.4,-,21,16,16.0,--,--,14.0,6.0,5,6,--
MCG-04-03-020,*,--,0,48.15,-,21,30,15.0,--,--,8.0,1.5,2,3,4
MCG-04-03-021,--,NGC  276,0,49.7,-,22,57,14.0,8.0,2.0,9.0,4.0,3,6,3
MCG-04-03-022,--,--,0,50.3,-,23,14,15.0,3.0,2.0,6.0,3.0,1,4,--
MCG-04-03-023,--,--,0,50.3,-,25,56,15.0,--,--,2.0,2.0,--,2,--
MCG-04-03-024,--,--,0,50.3,-,26,0,16.0,--,--,9.0,1.0,4,6,5
MCG-04-03-025,--,--,0,51.6,-,21,56,15.0,2.0,1.5,6.0,2.0,2,4,2
MCG-04-03-026,--,--,0,51.75,-,21,58,15.0,2.0,2.0,--,--,1,--,--
MCG-04-03-027,*,--,0,51.8,-,23,50,16.0,--,--,4.0,2.5,2,3,1
MCG-04-03-028,*,--,0,51.9,-,23,49,15.0,--,--,6.0,4.0,2,4,--
MCG-04-03-029,--,--,0,51.95,-,25,43,15.0,2.5,1.5,6.0,1.5,2,5,4
MCG-04-03-030,--,IC 1599,0,52.1,-,23,45,15.0,--,--,8.0,2.0,2,3,4
MCG-04-03-031,*,IC 1600,0,52.6,-,23,47,15.0,--,--,7.0,4.0,2,4,1
MCG-04-03-032,*,IC 1601,0,53.0,-,24,25,14.0,--,--,8.0,3.0,1,2,3
MCG-04-03-033,*,--,0,53.1,-,24,25,16.0,--,--,4.0,3.0,2,4,2
MCG-04-03-034,--,--,0,54.4,-,22,23,15.0,--,--,4.0,4.0,2,4,1
MCG-04-03-035,--,--,0,54.75,-,22,11,15.0,2.0,2.0,4.0,4.0,1,6,--
MCG-04-03-036,--,--,0,56.3,-,22,24,15.0,2.0,2.0,8.0,5.0,2,5,1
MCG-04-03-037,--,NGC  320,0,56.4,-,21,6,15.0,--,--,6.0,2.5,1,2,3
MCG-04-03-038,--,--,0,56.45,-,26,1,14.0,1.0,1.0,5.0,4.0,1,3,1
MCG-04-03-039,--,--,0,56.9,-,20,50,15.0,5.0,1.5,6.0,4.0,3,6,--
MCG-04-03-040,--,--,0,57.65,-,21,45,15.0,2.0,2.0,--,--,1,--,--
