160.5-00.5 |-13.4    .3    90.00004
161.2-14.8 |-11.19   .01   78...109,78...302
163.1-00.8 |-13.2          90.00004
164.8+31.1 |-11.27   .2    76..9051
165.5-06.5 |-12.13   .10   91..1504
165.5-15.2 |-10.98   .03   76..9051
166.1+10.4 |-10.55   .01   81..1549,83....46
166.4-06.5 |-12.7    .2    91..1504
167.0-00.9 |-13.0    .3    83...481
167.4-09.1 |-12.24   .10   91..1504
170.3+15.8 |-12.1    .3    91..1504
170.7+04.6 |-13.25   .10   91..1504
171.3-25.8 |-12.44   .02   78...302
173.5+03.2 |-13.6    .4    91..1504
173.7+02.7 |-12.8    .4    91..1504
173.7-05.8 |-11.81   .02   83...481
174.2-14.6 |-12.49   .03   83....46
178.3-02.5 |-12.9    .4    91..1504
181.5+00.9 |-12.8    .3    90.00004
184.0-02.1 |-12.05   .01   78...109
184.6+00.6 |-13.49   .10   91..1504
184.8+04.4 |-13.62   .10   91..1504
189.1+19.8 |-10.99   .01   78...302
189.8+07.7 |-12.05   .03   83...481
190.3-17.7 |-11.39   .01   60...353,78...109,78...302
193.6-09.5 |-12.25         83.13560
194.2+02.5 |-11.32   .02   60...353,83....46
196.6-10.9 |-11.13   .03   63...352,81..1549
197.2-14.2 |-12.13   .05   83...481
197.8+17.3 |-10.39   .02   55....57,SK 85
198.6-06.3 |-11.58   .10   90.00004, 91..1504
200.7+08.4 |-12.9    .3    90.00004
201.7+02.5 |-12.94   .10   91..1504
204.0-08.5 |-12.62   .14   83...481
204.1+04.7 |-11.12   .10   83...481
205.1+14.2 |-10.4    .2    83...481
205.8-26.7 |-12.46   .10   91..1504
206.4-40.5 |-10.42   .02   55....57,83..3099,85..3062
208.5+33.2 |-12.19   .04   83...481
210.3+01.9 |-12.37         83.13560
211.2-03.5 |-12.28   .10   91..1504
212.0+04.3 |-11.66   .03   83.13560,91..1504
214.9+07.8 |-12.04   .05   83...481
215.2-24.2 | -9.58   .02   81..1549,83..3099,85..3062,89...513
215.6+03.6 |-11.33   .02   76...515
216.0-00.2 |-12.8    .4    90.00004
216.3-04.4 |-13.28   .10   90.00004, 91..1504
217.1+14.7 |-11.35   .10   83...481
217.4+02.0 |-12.2    .2    91..1504
218.9-10.7 |-11.8    .3    91..1504
219.1+31.2 |-10.54   .3    83...481
220.3-53.9 |-10.20   .10   78...302
221.3-12.3 |-10.90   .02   76..9051,77.13501,81..1549,89...513
221.5+46.3 |-10.6    .6    91..1504
221.7+05.3 |-12.31   .02   83...481,89...513
224.3+15.3 |-12.5    .3    90.00004
226.4-03.7 |-12.02         83.13560
226.7+05.6 |-12.02   .03   89...513,91..1504
228.2-22.1 |-12.6          90.00004
228.8+05.3 |-12.12   .12   83.13560,91..1504
231.4+04.3 |-12.23         71..9018
231.8+04.1 |-11.04   .06   O 63    ,71..9018,76..9051
232.0+05.7 |-12.1    .3    91..1504
232.4-01.8 |-11.85   .06   83....46
232.8-04.7 |-11.84   .01   83....46,89...513
233.0-10.1 |-12.8    .4    91..1504
233.5-16.3 |-12.47   .04   83...481
234.8+02.4 |-10.50   .01   77.13501,78...302,85..3062,89...513
234.9-01.4 |-11.56   .03   77.13501,91..1504
235.3-03.9 |-11.60   .10   91..1504
236.7+03.5 |-12.8    .4    91..1504
238.0+34.8 |-11.3    .3    83...481
238.9+07.3 |-11.9    .3    91..1504
239.6+13.9 |-11.38   .02   63...352,71..9018,76..9051,89...513
239.6-12.0 |-12.6    .3    91..1504
240.3+07.0 |-12.3    .2    91..1504
240.3-07.6 |-12.61   .02   89...513
241.0+02.3 |-11.40         71..9018
242.6-11.6 |-11.31   .02   85..3062,89...513
243.3-01.0 |-11.49   .05   63...352,71..9018,89...513
245.4+01.6 |-12.20   .01   89...513
248.7+29.5 |-11.84   .05   83...481
248.8-08.5 |-11.7    .2    91..1504
251.1-01.5 |-12.9    .3    91..1504
252.6+04.4 |-12.36         71..9018
253.5+10.7 |-12.5    .4    91..1504
253.9+05.7 |-10.78         83.13560
254.6+00.2 |-10.9    .3    91..1504
257.1-02.6 |-14.1    .4    91..1504
257.5+00.6 |-12.0    .4    91..1504
258.0-15.7 |-11.4    .4    91..1504
258.1-00.3 |-12.24   .02   89...513,91..1504
259.1+00.9 |-12.14   .03   89...513
260.7-03.3 |-12.5    .4    91..1504
261.0+32.0 | -9.79   .02   CD 61   ,76..9051,89...513
261.6+03.0 |-12.33   .02   89...513
261.9+08.5 |-11.32   .07   63...352,71..9018,89...513
262.6-04.6 |-12.8    .4    91..1504
