ID,RA2PI,DEC2PI,VMAG,SIZED,TYPE
NGC4957,3.426117683,0.481177579,13,0.02,Gxy
IC4169,3.426117683,0.676727177,15,0.003333333,Gxy
IC4164,3.426263127,0.358611832,15.2,0.005,Gxy
IC4166,3.426568559,0.548765454,14.3,0.015,Gxy
IC4171,3.426575832,0.630107493,13.8,0.015,Gxy
NGC4947,3.426677642,-0.616746028,11.9,0.04,Gxy
IC846,3.426743092,0.403093487,14.5,0.018333333,Gxy
NGC4964,3.427012164,0.983022764,13.3,0.018333333,Gxy
NGC4945,3.427106703,-0.863288329,8.4,0.33,Gxy
IC4174,3.42729578,0.635280455,99,0,*
NGC4946,3.427332141,-0.76081811,12.4,0.026666667,Gxy
IC4167,3.427441224,0.382411335,16.5,0.005,Gxy
NGC4973,3.427543035,0.936989705,13.9,0.011666667,Gxy
IC4170,3.427753929,0.368870489,16.8,0.003333333,Gxy
NGC4950,3.42785574,-0.759223073,13.9,0.015,Gxy
NGC4967,3.42785574,0.934875918,14.2,0.008333333,Gxy
NGC4959,3.428190261,0.57909055,14.5,0.013333333,Gxy
IC4178,3.428233894,0.628623963,15.1,0.018333333,Gxy
IC4179,3.428539327,0.649238241,99,0,*
IC4175,3.428655682,0.355596291,15.5,0.006666667,Gxy
NGC4961,3.428684771,0.484052524,13.6,0.026666667,Gxy
NGC4958,3.428764765,-0.139975406,10.7,0.065,Gxy
IC4182,3.428793854,0.656355306,11.1,0.08,Gxy
IC4184,3.428968387,0.677847096,14.5,0.006666667,Gxy
NGC4963,3.428982932,0.728175605,13.3,0.013333333,Gxy
NGC4974,3.42927382,0.936529132,13.2,0.023333333,Gxy
IC4186,3.429411992,0.645514872,99,0,*2
IC4187,3.429550164,0.63352543,14.9,0.005,Gxy
IC4188,3.429753785,0.634029636,15.7,0.01,Gxy
IC4189,3.429841052,0.627969465,13.5,0.021666667,Gxy
NGC4977,3.429891957,0.971392084,13.8,0.033333333,Gxy
NGC4955,3.429921046,-0.519313023,12.2,0.031666667,Gxy
IC4190,3.430022857,0.656486206,99,0,*
IC4193,3.430022857,0.688066969,14.6,0.008333333,Gxy
IC4181,3.430037401,0.37513913,15.4,0.006666667,Gxy
IC4194,3.430139212,0.678467658,99,0,*
IC4192,3.430190118,0.656335913,99,0,NF
NGC4953,3.430321017,-0.656001392,12.9,0.02,Gxy
IC4183,3.430408284,0.375328208,16.2,0.005,Gxy
IC4185,3.430481006,0.37995333,15.7,0.01,Gxy
IC4195,3.430706444,0.646436018,99,0,*
NGC4966,3.430830072,0.507241162,13.3,0.016666667,Gxy
IC4177,3.43168092,-0.236860572,14.3,0.015,Gxy
IC4172,3.431986352,0.39881743,15.7,0.006666667,Gxy
NGC4971,3.433564421,0.498267261,13.5,0.016666667,Gxy
IC4180,3.433680776,-0.417434276,12.7,0.015,Gxy
IC848,3.434044386,0.279369036,14.5,0.013333333,Gxy
NGC4969,3.434109836,0.238004732,13.9,0.011666667,Gxy
NGC4968,3.434371636,-0.413240637,12.8,0.031666667,Gxy
NGC4965,3.434604346,-0.492677359,12.2,0.04,Gxy
IC4199,3.436313314,0.625841133,99,0,*
NGC4970,3.436378764,-0.419034161,12.2,0.03,Gxy
IC852,3.436604203,1.049951293,13.6,0.018333333,Gxy
IC849,3.436749647,-0.016449728,13,0.026666667,Gxy
NGC4979,3.437047807,0.43303558,13.9,0.016666667,Gxy
IC850,3.43758595,-0.015150428,14.3,0.015,Gxy
NGC4975,3.437593223,-0.087571895,13.9,0.018333333,Gxy
NGC4978,3.437600495,0.321421774,13.1,0.025,Gxy
IC4201,3.437665945,0.625419345,14.6,0.008333333,Gxy
NGC4987,3.438225904,0.906339784,13.4,0.02,Gxy
IC4197,3.438611331,-0.415335032,12.4,0.023333333,Gxy
NGC4998,3.439047664,0.884261369,14.5,0.015,Gxy
NGC4985,3.439171291,0.727399903,13.7,0.021666667,Gxy
IC4203,3.439673073,0.705597831,99,0,*
IC4204,3.439869423,0.688721467,14.6,0.021666667,Gxy
NGC4986,3.440080317,0.614448011,13.2,0.028333333,Gxy
NGC4983,3.440291211,0.494291789,14,0.018333333,Gxy
IC4202,3.440596643,0.43111087,14.5,0.028333333,Gxy
IC851,3.440785721,0.367391808,14.1,0.016666667,Gxy
NGC4976,3.441018431,-0.864039791,10,0.093333333,Gxy
NGC5003,3.44104752,0.763358533,14.3,0.016666667,Gxy
IC853,3.441323864,0.921087816,13.6,0.026666667,Gxy
NGC4982,3.441651113,-0.184796431,99,0,*4
IC4191,3.441752924,-1.180594036,10.6,0.001333333,PN
NGC4981,3.44184019,-0.11828969,11.3,0.046666667,Gxy
NGC4984,3.442451056,-0.270802378,11.3,0.06,Gxy
NGC4992,3.443076465,0.203054514,13.4,0.02,Gxy
NGC4980,3.443396442,-0.499891387,12.9,0.026666667,Gxy
NGC5007,3.443694603,1.085163311,13.3,0.015,Gxy
NGC4991,3.443767325,0.040986149,14.7,0.01,Gxy
NGC4989,3.443825502,-0.094184754,13.3,0.026666667,Gxy
NGC4990,3.443920041,-0.092022485,13.9,0.016666667,Gxy
IC4206,3.444261835,0.681066259,14.7,0,*
IC4207,3.444625445,0.660132004,15.5,0.005,Gxy
NGC4996,3.444974511,0.014966198,12.6,0.03,Gxy
NGC5001,3.445061777,0.933649339,13.8,0.018333333,Gxy
NGC4999,3.445076322,0.029190632,11.8,0.038333333,Gxy
IC4200,3.445192677,-0.907023372,12.7,0.025,Gxy
IC4208,3.445425388,0.650232109,14.6,0,*
NGC4995,3.445614465,-0.13671261,11.1,0.04,Gxy
NGC5000,3.446116247,0.504516509,13.2,0.028333333,Gxy
NGC4993,3.446123519,-0.408125853,12.4,0.021666667,Gxy
IC854,3.44629078,0.428958297,14.2,0.013333333,Gxy
NGC4997,3.446414407,-0.288245974,12.9,0.023333333,Gxy
NGC4988,3.446603485,-0.75233387,13.1,0.028333333,Gxy
IC4209,3.448654247,-0.125154652,13.7,0.023333333,Gxy
IC855,3.449708716,-0.078282865,13.6,0.018333333,Gxy
NGC5002,3.449803255,0.639386827,13.8,0.028333333,Gxy
IC856,3.45005051,0.358437299,14.4,0.016666667,Gxy
NGC5009,3.450457754,0.874288752,14.5,0.018333333,Gxy
IC4210,3.450494115,0.518522776,14.5,0.013333333,Gxy
NGC5005,3.45110498,0.64679478,9.8,0.096666667,Gxy
IC4211,3.451126796,0.648860086,99,0,*2
NGC5004,3.451497679,0.517257413,12.9,0.023333333,Gxy
NGC5014,3.453672068,0.633234541,12.9,0.026666667,Gxy
NGC5012,3.454057495,0.39993735,12.3,0.048333333,Gxy
NGC5006,3.454711994,-0.336174655,12.4,0.033333333,Gxy
IC4212,3.455955541,-0.12206154,13.8,0.051666667,Gxy
NGC5021,3.456195523,0.806279089,13.4,0.025,Gxy
NGC5016,3.456224612,0.420537083,12.8,0.028333333,Gxy
NGC5013,3.45628279,0.05584084,15.1,0.013333333,Gxy
IC4213,3.456573678,0.622583185,13.3,0.041666667,Gxy
NGC5023,3.456602767,0.768594521,12.3,0.096666667,Gxy
NGC5034,3.457148182,1.233070268,13.3,0.015,Gxy
NGC5015,3.457409982,-0.07569396,12.3,0.03,Gxy
NGC5010,3.457664509,-0.275718389,13.3,0.021666667,Gxy
NGC5029,3.458471724,0.821410124,13.1,0.028333333,Gxy
NGC5020,3.458646257,0.219906638,11.7,0.051666667,Gxy
NGC5019,3.458842606,0.082539529,13.6,0.013333333,Gxy
NGC5025,3.459009867,0.555164994,13.6,0.033333333,Gxy
NGC5011,3.459504377,-0.75217873,11.4,0.041666667,Gxy
NGC5017,3.459707999,-0.292614145,12.6,0.03,Gxy
NGC5024,3.459773448,0.317121477,7.7,0.216666667,GCL
NGC5018,3.460180692,-0.340678574,10.8,0.056666667,Gxy
NGC5027,3.461635133,0.10580089,13.4,0.02,Gxy
NGC5032,3.462078737,0.485220925,12.8,0.035,Gxy
NGC5033,3.46215146,0.638674151,10.2,0.178333333,Gxy
NGC5022,3.462347809,-0.341168236,12.9,0.041666667,Gxy
NGC5040,3.462485981,0.894631534,14.2,0.016666667,Gxy
NGC5028,3.463445912,-0.227624871,12.3,0.026666667,Gxy
IC857,3.463758617,0.298029514,13.8,0.015,Gxy
NGC5030,3.464049505,-0.287824186,12.7,0.028333333,Gxy
NGC5031,3.464704004,-0.281390709,12.9,0.028333333,Gxy
NGC5026,3.465453041,-0.749817687,11.3,0.055,Gxy
NGC5041,3.466842032,0.535908195,13.4,0.028333333,Gxy
NGC5036,3.467591069,-0.072920826,14.6,0.011666667,Gxy
NGC5035,3.468049218,-0.287843579,12.8,0.023333333,Gxy
IC858,3.46825284,0.300671749,12.7,0.023333333,Gxy
NGC5039,3.468260112,-0.07257176,15.4,0.011666667,Gxy
IC859,3.468638267,0.300647508,14.1,0.015,Gxy
NGC5037,3.468798255,-0.289550123,12.2,0.033333333,Gxy
NGC5038,3.468987332,-0.278413953,13.5,0.025,Gxy
IC860,3.469096416,0.429670973,14.5,0.013333333,Gxy
IC861,3.469387304,0.599142443,14.6,0.013333333,Gxy
NGC5044,3.470579945,-0.285962502,10.8,0.05,Gxy
NGC5042,3.471081728,-0.418597829,11.8,0.07,Gxy
NGC5052,3.47138716,0.517941,13.2,0.021666667,Gxy
NGC5050,3.471867126,0.050250938,13.7,0.018333333,Gxy
NGC5046,3.472114381,-0.284954089,13.5,0.013333333,Gxy
NGC5047,3.472361636,-0.288299304,12.6,0.045,Gxy
NGC5055,3.472405269,0.733615214,8.6,0.21,Gxy
NGC5049,3.473154306,-0.286185516,13,0.03,Gxy
NGC5048,3.473808805,-0.495867433,12.8,0.025,Gxy
NGC5056,3.474106965,0.540169707,13.1,0.03,Gxy
IC862,3.474325131,0.349894882,14.2,0.006666667,Gxy
IC4215,3.474412398,0.443396048,14.2,0.025,Gxy
NGC5051,3.474659653,-0.493685771,13.3,0.023333333,Gxy
NGC5053,3.475168707,0.308899037,9,0.166666667,GCL
NGC5057,3.475219612,0.541609604,13,0.021666667,Gxy
NGC5043,3.476114094,-1.047924772,99,0.166666667,OCL
NGC5058,3.477001303,0.21901458,13.5,0.01,Gxy
NGC5054,3.477444907,-0.290330673,10.9,0.085,Gxy
NGC5059,3.477452179,0.136916232,15.1,0.015,Gxy
IC4216,3.477699434,-0.187967112,12.9,0.031666667,Gxy
IC4218,3.47781579,-0.039478378,13.7,0.021666667,Gxy
NGC5045,3.477903056,-1.106771456,99,1,OCL
IC875,3.47811395,1.004262452,12.8,0.023333333,Gxy
IC864,3.4781794,0.361152255,15.2,0.008333333,Gxy
IC863,3.478455744,-0.301151714,13.2,0.02,Gxy
IC4217,3.478528466,-0.229607759,14.6,0.011666667,Gxy
NGC5060,3.478753904,0.105369405,13.3,0.018333333,Gxy
IC866,3.478782993,0.361132863,14.7,0.018333333,Gxy
IC867,3.479001159,0.360192324,13.9,0.023333333,Gxy
IC868,3.479641113,0.359751144,14.6,0.008333333,Gxy
IC869,3.479742924,0.36101166,14.7,0,*
NGC5065,3.479793829,0.54266165,13.6,0.021666667,Gxy
IC870,3.479801102,0.359532978,14.7,0.011666667,Gxy
IC865,3.480142895,-0.101810873,14.5,0.008333333,Gxy
IC4214,3.480673766,-0.560274931,11.4,0.046666667,Gxy
IC4220,3.481524614,-0.237461741,13.9,0.013333333,Gxy
IC871,3.481830047,0.076867209,13.4,0.028333333,Gxy
NGC5061,3.482310012,-0.46839789,10.4,0.058333333,Gxy
IC873,3.483109955,0.077928951,14,0.006666667,Gxy
IC872,3.483284488,0.110586001,14.4,0.015,Gxy
NGC5062,3.483648098,-0.61887436,11.2,0.038333333,Gxy
NGC5063,3.483800814,-0.61702722,12.3,0.038333333,Gxy
NGC5074,3.483808087,0.549226027,14,0.011666667,Gxy
NGC5067,3.483946259,-0.177053956,99,0,*2
NGC5066,3.483997164,-0.178615056,13.3,0.011666667,Gxy
IC4219,3.484098975,-0.552067035,13,0.018333333,Gxy
IC4221,3.484142608,-0.254982907,12.9,0.021666667,Gxy
IC876,3.484448041,0.078297409,14.3,0.013333333,Gxy
NGC5071,3.484629846,0.138511269,14.5,0.015,Gxy
NGC5068,3.48589521,-0.367183338,10,0.121666667,Gxy
IC4223,3.485946115,0.136053263,14.3,0.01,Gxy
NGC5064,3.486295181,-0.836182396,11.8,0.031666667,Gxy
IC877,3.486295181,0.106174196,99,0,NF
IC878,3.486295181,0.106843239,99,0,NF
IC874,3.486331542,-0.482205384,12.7,0.02,Gxy
NGC5083,3.486520619,0.690966155,14.2,0.021666667,Gxy
IC4224,3.486636975,-0.043909575,14.6,0.015,Gxy
NGC5075,3.486746058,0.136688369,13.9,0.01,Gxy
IC880,3.486855141,0.106494173,99,0,NF
NGC5081,3.486898774,0.497530344,13.1,0.036666667,Gxy
NGC5072,3.487211479,-0.21885944,13.1,0.016666667,Gxy
NGC5080,3.487691444,0.147126408,13.6,0.02,Gxy
NGC5073,3.4878078,-0.259118368,12.6,0.056666667,Gxy
NGC5076,3.488505931,-0.222364643,12.7,0.021666667,Gxy
NGC5077,3.488593198,-0.220900506,11.4,0.036666667,Gxy
NGC5093,3.489044074,0.704875459,13.7,0.023333333,Gxy
NGC5079,3.489051347,-0.221651967,12,0.025,Gxy
NGC5089,3.48916043,0.528059061,13.1,0.028333333,Gxy
IC879,3.48922588,-0.478729269,13.2,0.023333333,Gxy
NGC5078,3.489916739,-0.4783899,11,0.066666667,Gxy
NGC5092,3.490047639,0.401425728,13.3,0.016666667,Gxy
IC881,3.490389432,0.276639535,13.8,0.026666667,Gxy
IC4225,3.490723954,0.558190232,14.3,0.016666667,Gxy
IC882,3.491167558,0.277473414,13.8,0.013333333,Gxy
NGC5096,3.491283914,0.577495513,13.9,0.011666667,Gxy
NGC5098,3.491727518,0.578460292,14.1,0.011666667,Gxy
NGC5084,3.491872962,-0.380961742,10.5,0.155,Gxy
NGC5085,3.49193114,-0.426563317,11.7,0.058333333,Gxy
NGC5088,3.492127489,-0.219426672,12.4,0.045,Gxy
NGC5087,3.492469283,-0.359726903,11.4,0.045,Gxy
NGC5103,3.492840166,0.751965412,12.7,0.023333333,Gxy
IC4226,3.492861982,0.558582931,14,0.006666667,Gxy
IC883,3.493240137,0.595831166,13.8,0.023333333,Gxy
NGC5095,3.493334676,-0.039953495,13.7,0.02,Gxy
NGC5082,3.493552842,-0.762713731,12.6,0.025,Gxy
NGC5094,3.494061896,-0.245756903,13,0.018333333,Gxy
NGC5113,3.494483684,1.006046566,12.9,0.028333333,Gxy
IC4227,3.494541862,0.561840879,14.8,0.006666667,Gxy
NGC5086,3.494970922,-0.763208241,99,0,*2
NGC5106,3.494985466,0.156711174,13.9,0.013333333,Gxy
NGC5097,3.494992738,-0.217671647,14.6,0.008333333,Gxy
NGC5090,3.495945397,-0.76279615,11.5,0.045,Gxy
NGC5091,3.496323552,-0.763062797,13.1,0.03,Gxy
NGC5099,3.496439907,-0.227620023,14.3,0.01,Gxy
NGC5104,3.496687162,0.005982601,13.7,0.02,Gxy
NGC5107,3.496796245,0.672620805,13.1,0.028333333,Gxy
IC4228,3.497508921,0.445330455,14.7,0.011666667,Gxy
NGC5101,3.498367042,-0.478758358,10.7,0.09,Gxy
NGC5105,3.498585208,-0.230509513,11.8,0.033333333,Gxy
IC884,3.499006996,-0.222151325,99,0,NF
NGC5112,3.499137895,0.676058134,12.1,0.066666667,Gxy
NGC5102,3.499166984,-0.639343194,9.6,0.143333333,Gxy
IC4230,3.499334245,0.466594383,14.4,0.016666667,Gxy
IC4229,3.501290468,-0.042203031,13.4,0.016666667,Gxy
IC885,3.501639534,0.372046019,13.5,0.013333333,Gxy
NGC5144,3.503304869,1.230714074,13.1,0.02,Gxy
NGC5116,3.503435769,0.470914073,12.7,0.033333333,Gxy
NGC5111,3.503486674,-0.226267393,13.3,0.033333333,Gxy
NGC5117,3.503486674,0.494199674,13.5,0.036666667,Gxy
IC4234,3.503748473,0.473275115,14,0.011666667,Gxy
NGC5115,3.503777562,0.243492823,13.7,0.023333333,Gxy
NGC5123,3.504504783,0.751994501,12.8,0.021666667,Gxy
IC4231,3.504708404,-0.459026441,13.3,0.028333333,Gxy
NGC5108,3.505108376,-0.564473417,13.9,0.02,Gxy
IC4232,3.505362903,-0.455690923,13.6,0.018333333,Gxy
NGC5118,3.505741058,0.111575021,13.7,0.013333333,Gxy
NGC5127,3.50703551,0.550918027,11.9,0.046666667,Gxy
IC4235,3.50759547,-0.222403428,15.3,0.013333333,Gxy
NGC5131,3.50789363,0.540833902,13.5,0.035,Gxy
IC886,3.507922719,-0.076702372,15.3,0.005,Gxy
IC4238,3.508104524,0.539873971,14.8,0.013333333,Gxy
NGC5119,3.508133613,-0.214258558,13,0.021666667,Gxy
NGC5125,3.508162702,0.169476319,12.4,0.028333333,Gxy
NGC5114,3.508228152,-0.564507354,12.4,0.03,Gxy
NGC5129,3.508839017,0.243938852,12.1,0.028333333,Gxy
IC887,3.508984461,-0.217477721,99,0,NF
NGC5122,3.509195355,-0.185955136,13.4,0.015,Gxy
IC4239,3.509958937,0.540339392,14.4,0.013333333,Gxy
NGC5130,3.510089836,-0.178202965,13.4,0.015,Gxy
IC4240,3.510111653,0.540664217,15.5,0.006666667,Gxy
NGC5132,3.510213464,0.245960525,13.2,0.021666667,Gxy
IC4237,3.510482535,-0.368909274,12.3,0.041666667,Gxy
IC4242,3.511100673,0.541507793,15,0.008333333,Gxy
NGC5121,3.511413378,-0.657683695,10.6,0.031666667,Gxy
IC4241,3.511493372,0.466676801,14.5,0.008333333,Gxy
NGC5124,3.511762444,-0.528975359,12.1,0.036666667,Gxy
NGC5136,3.51184971,0.239774302,14,0.011666667,Gxy
NGC5141,3.51184971,0.634931389,12.8,0.021666667,Gxy
NGC5137,3.511929704,0.245689029,15.1,0.01,Gxy
NGC5133,3.511958793,-0.07124337,13.7,0.016666667,Gxy
NGC5126,3.511995154,-0.529421388,13.1,0.023333333,Gxy
IC4244,3.512198776,0.461881994,14.3,0.005,Gxy
NGC5142,3.512562386,0.635295,13.3,0.016666667,Gxy
NGC5143,3.512576931,0.635954346,15.8,0.011666667,Gxy
NGC5145,3.513485956,0.755155486,12.6,0.033333333,Gxy
NGC5134,3.513820478,-0.368870489,11.3,0.046666667,Gxy
NGC5128,3.514584059,-0.75077277,6.8,0.428333333,Gxy
NGC5120,3.515405818,-1.107552006,13,0.05,*Grp
NGC5135,3.51567489,-0.520694742,12.1,0.043333333,Gxy
IC4243,3.516198489,-0.482176295,14.2,0.011666667,Gxy
IC4245,3.516765721,-0.465610211,14.1,0.016666667,Gxy
IC4246,3.516852987,-0.465615059,14.7,0.011666667,Gxy
NGC5149,3.517500213,0.62717437,12.9,0.026666667,Gxy
IC4250,3.517500213,0.462114705,14.5,0.006666667,Gxy
NGC5147,3.518263795,0.036656762,11.8,0.031666667,Gxy
NGC5140,3.518416511,-0.591118777,11.8,0.035,Gxy
NGC5154,3.518918293,0.62850276,13.8,0.023333333,Gxy
NGC5146,3.519558248,-0.215082741,12.6,0.031666667,Gxy
IC889,3.51956552,0.207170582,14.5,0.005,Gxy
NGC5148,3.519660058,0.040380131,14.2,0.011666667,Gxy
NGC5151,3.519805502,0.294504919,13.9,0.013333333,Gxy
IC4247,3.520067302,-0.529915898,13.8,0.021666667,Gxy
NGC5139,3.520256379,-0.828696873,5.3,0.916666667,GCL
IC4248,3.520263651,-0.521518925,13.2,0.018333333,Gxy
NGC5163,3.520772706,0.920733902,13.6,0.018333333,Gxy
IC4256,3.521427204,0.540639976,14.7,0.006666667,Gxy
IC4249,3.521659915,-0.487935881,13.7,0.023333333,Gxy
NGC5164,3.522067158,0.968429872,13.7,0.016666667,Gxy
NGC5138,3.522365319,-1.030471479,7.6,0.133333333,OCL
NGC5157,3.522423496,0.559043504,13.3,0.021666667,Gxy
IC4257,3.522692568,0.818006732,99,0,NF
IC4251,3.522954367,-0.513902502,14,0.013333333,Gxy
IC4252,3.523237983,-0.476901522,13.1,0.021666667,Gxy
IC4253,3.523543416,-0.486471744,14,0.023333333,Gxy
NGC5150,3.523848849,-0.51596296,11.8,0.021666667,Gxy
IC4254,3.524496075,-0.475112559,14.8,0.01,Gxy
NGC5158,3.52461243,0.310300148,12.8,0.021666667,Gxy
NGC5152,3.524946952,-0.51695198,12.4,0.035,Gxy
IC4258,3.525077851,0.497569129,14.2,0.011666667,Gxy
NGC5153,3.525150573,-0.516927739,11.8,0.033333333,Gxy
IC4255,3.525572361,-0.477415424,13.2,0.015,Gxy
NGC5169,3.52629231,0.814583947,13.5,0.035,Gxy
NGC5166,3.52665592,0.559067745,13.5,0.038333333,Gxy
NGC5159,3.526735914,0.052073837,14.2,0.023333333,Gxy
NGC5155,3.526874086,-1.107702299,99,1,*Cloud
NGC5160,3.527135885,0.104647033,99,0,*2
NGC5173,3.527397685,0.813187684,12.2,0.016666667,Gxy
IC890,3.527412229,-0.280857414,14.7,0.015,Gxy
IC4263,3.527994006,0.819029688,14.5,0.031666667,Gxy
NGC5165,3.528408521,0.198749369,13.7,0.013333333,Gxy
NGC5167,3.528488516,0.221855589,13.8,0.015,Gxy
NGC5156,3.528779404,-0.853756892,11.7,0.041666667,Gxy
IC4266,3.530342928,0.65644742,15.5,0.005,Gxy
IC4268,3.530815621,0.657310389,15.6,0.003333333,Gxy
NGC5161,3.530924704,-0.579003283,11.2,0.093333333,Gxy
NGC5201,3.531106509,0.926449856,13.2,0.028333333,Gxy
NGC5172,3.531310131,0.297607726,11.9,0.056666667,Gxy
IC4269,3.531448303,0.65665589,15.1,0.013333333,Gxy
IC4271,3.531484664,0.652990699,15,0.01,Gxy
NGC5171,3.531499208,0.204819236,12.8,0.018333333,Gxy
NGC5177,3.531688286,0.205890674,14.6,0.011666667,Gxy
NGC5176,3.531739191,0.205633723,14.4,0.008333333,Gxy
NGC5174,3.531811913,0.192121966,13,0.045,Gxy
NGC5180,3.531884635,0.293666191,13,0.023333333,Gxy
IC4259,3.531979174,-0.525940426,14.2,0.016666667,Gxy
NGC5178,3.532059168,0.202894526,13.8,0.02,Gxy
NGC5179,3.532168251,0.205013161,14.2,0.011666667,Gxy
NGC5175,3.532182796,0.192713438,12.6,0,*
NGC5204,3.532553678,1.01959226,11.3,0.083333333,Gxy
IC4260,3.532866383,-0.493336706,14.8,0.021666667,Gxy
NGC5181,3.532975466,0.232206361,13.9,0.015,Gxy
IC4261,3.533389982,-0.488803698,13.7,0.016666667,Gxy
NGC5187,3.533433615,0.543320996,13.4,0.021666667,Gxy
NGC5170,3.533477248,-0.313553248,11.1,0.136666667,Gxy
NGC5194,3.533753592,0.823717837,8.4,0.186666667,Gxy
NGC5195,3.534233558,0.824973504,9.6,0.098333333,Gxy
IC891,3.534277191,0.005337799,14.3,0.008333333,Gxy
NGC5185,3.534451724,0.234155312,13.6,0.03,Gxy
NGC5205,3.534517174,1.091048949,12.3,0.053333333,Gxy
NGC5186,3.534575351,0.212498685,14.8,0.006666667,Gxy
NGC5183,3.53473534,-0.030029359,12.7,0.031666667,Gxy
NGC5184,3.535120767,-0.029035491,12.8,0.033333333,Gxy
NGC5198,3.535120767,0.814559706,11.8,0.033333333,Gxy
IC4277,3.535491649,0.825792839,15.7,0.015,Gxy
IC4264,3.535564371,-0.487446219,14.5,0.028333333,Gxy
IC4265,3.53595707,-0.449693778,14.7,0.013333333,Gxy
IC4262,3.535971615,-0.493414276,14.8,0.02,Gxy
IC4278,3.53628432,0.824614742,15.4,0.008333333,Gxy
IC4267,3.536909729,-0.458255588,14.4,0.021666667,Gxy
NGC5190,3.537084262,0.316505764,13.2,0.016666667,Gxy
NGC5182,3.537316973,-0.491315033,12.4,0.031666667,Gxy
NGC5199,3.537396967,0.607917571,13.6,0.015,Gxy
NGC5191,3.537731488,0.195501117,14.1,0.015,Gxy
IC4270,3.537862388,-0.442154925,13.9,0.013333333,Gxy
NGC5192,3.538051465,-0.031047468,14.1,0.01,Gxy
NGC5168,3.539178657,-1.063589102,9.1,0.066666667,OCL
IC4272,3.5398477,-0.522842466,14.8,0.016666667,Gxy
NGC5196,3.540080411,-0.028177371,14.2,0.013333333,Gxy
IC4282,3.540094955,0.823514215,17.4,0.005,Gxy
NGC5197,3.54047311,-0.029539698,15.1,0.01,Gxy
NGC5188,3.540684004,-0.607287313,12.1,0.05,Gxy
IC4273,3.540822176,-0.504293495,14.5,0.013333333,Gxy
IC4284,3.540974892,0.816721975,16,0.003333333,Gxy
NGC5200,3.541738473,-0.000518751,99,0,*2
IC4285,3.541963912,0.817197093,16.7,0.003333333,Gxy
IC892,3.541985728,-0.047342056,12.9,0.025,Gxy
IC893,3.542102084,-0.045577334,14.1,0.018333333,Gxy
IC4275,3.542371155,-0.518925172,13.6,0.015,Gxy
NGC5193,3.542545688,-0.580055329,11.6,0.025,Gxy
NGC5202,3.543054743,-0.029646357,14.5,0.021666667,Gxy
IC894,3.543360175,0.297568941,14.2,0.018333333,Gxy
IC4276,3.543461986,-0.491421692,14.5,0.023333333,Gxy
NGC5216,3.543534708,1.094335985,12.6,0.03,Gxy
NGC5218,3.543760146,1.095509235,12.3,0.03,Gxy
IC4283,3.543796508,0.495479582,14.6,0.008333333,Gxy
NGC5203,3.543992857,-0.153351415,12.6,0.03,Gxy
NGC5207,3.544029218,0.242450474,13.2,0.028333333,Gxy
NGC5208,3.545047327,0.127704772,13.1,0.028333333,Gxy
IC4279,3.545265493,-0.473464193,14.7,0.015,Gxy
IC4281,3.545818181,-0.474191413,13.6,0.023333333,Gxy
IC4287,3.545839997,0.444036002,14.5,0.01,Gxy
NGC5209,3.546109069,0.127893849,13,0.02,Gxy
NGC5214,3.546545401,0.730808143,13.6,0.018333333,Gxy
NGC5210,3.546610851,0.125140107,12.9,0.023333333,Gxy
IC4280,3.546901739,-0.422490882,12.6,0.018333333,Gxy
NGC5212,3.547098089,0.127200566,14.3,0.006666667,Gxy
NGC5211,3.547767132,-0.018078702,12.3,0.035,Gxy
NGC5225,3.548836146,0.898684576,13.6,0.011666667,Gxy
NGC5189,3.54977426,-1.151456733,10.3,0.038833333,PN
IC4286,3.549977882,-0.482268409,15.1,0.006666667,Gxy
NGC5206,3.550566931,-0.840409972,10.9,0.063333333,Gxy
NGC5229,3.551955922,0.836264815,13.7,0.055,Gxy
NGC5217,3.552174088,0.311667323,12.6,0.025,Gxy
IC898,3.552435887,0.231779725,14.5,0.01,Gxy
IC896,3.552479521,0.084978142,13.4,0.02,Gxy
IC897,3.553148563,0.311507335,14.8,0.01,Gxy
NGC5223,3.553570351,0.605464414,13,0.025,Gxy
IC4288,3.553948506,-0.476552456,13.6,0.02,Gxy
NGC5228,3.554297572,0.606986729,13.3,0.016666667,Gxy
NGC5213,3.554595732,0.072096643,14,0.015,Gxy
NGC5238,3.554842987,0.900832301,13.3,0.025,Gxy
IC900,3.554864804,0.162960423,13,0.026666667,Gxy
IC4289,3.555221142,-0.473449648,13.2,0.016666667,Gxy
NGC5222,3.555810191,0.239827632,13.1,0.026666667,Gxy
NGC5221,3.555832007,0.241422669,13,0.026666667,Gxy
IC899,3.556064718,-0.141216529,14.3,0.008333333,Gxy
NGC5226,3.55637015,0.242974073,15.8,0.005,Gxy
NGC5224,3.556748305,0.113126424,14,0.011666667,Gxy
NGC5215,3.556813755,-0.584404107,12.9,0.02,Gxy
NGC5233,3.557082826,0.605231703,13.9,0.023333333,Gxy
IC4297,3.557504614,0.461208103,14.4,0.015,Gxy
IC4290,3.557533703,-0.489075193,13.3,0.026666667,Gxy
NGC5227,3.557904586,0.024618839,13.1,0.03,Gxy
IC4300,3.557933674,0.583284188,15.1,0.003333333,Gxy
NGC5230,3.558442729,0.238678623,12.1,0.031666667,Gxy
IC4301,3.5587118,0.582493942,15,0.015,Gxy
IC4302,3.558719073,0.584326537,14.9,0.021666667,Gxy
