ID,RA2PI,DEC2PI,VMAG,SIZED,TYPE
IC3871,3.379081059,0.330371435,14.8,0.006666667,Gxy
IC3878,3.379357403,0.699348583,15.4,0,*
IC3872,3.379430125,0.330962908,15,0.005,Gxy
IC3873,3.379510119,0.329561796,15.7,0.006666667,Gxy
IC3879,3.379539208,0.674196449,15.7,0.011666667,Gxy
NGC4786,3.379561025,-0.119715042,11.7,0.026666667,Gxy
IC3874,3.379713741,0.330870793,15.2,0.005,Gxy
NGC4782,3.379815552,-0.219373343,11.7,0.03,Gxy
NGC4783,3.379859185,-0.219179417,11.6,0.038333333,Gxy
NGC4784,3.379902819,-0.185227915,13.6,0.031666667,Gxy
IC3875,3.379917363,0.384597845,15.5,0.003333333,Gxy
NGC4801,3.379946452,0.926604996,14.2,0.015,Gxy
NGC4800,3.379960996,0.812125942,11.6,0.026666667,Gxy
NGC4793,3.38017189,0.505064349,11.6,0.048333333,Gxy
IC3885,3.380317334,0.648467387,15.2,0.005,Gxy
IC3887,3.380397328,0.703454955,99,0,*2
NGC4791,3.380404601,0.140562031,14.1,0.021666667,Gxy
IC3888,3.380579134,0.690660722,14.3,0.016666667,Gxy
IC3880,3.380695489,0.392747563,16.8,0.005,Gxy
IC3876,3.38073185,0.331879205,16.7,0.003333333,Gxy
IC3877,3.380739122,0.334691125,13,0.061666667,Gxy
IC3890,3.380855477,0.64900553,15.4,0.005,Gxy
IC3889,3.380906383,0.628609419,99,0,*
NGC4809,3.380913655,0.046299707,13.8,0.028333333,Gxy
NGC4810,3.380935472,0.046091237,14.3,0.021666667,Gxy
NGC4790,3.380986377,-0.178857463,12.4,0.025,Gxy
IC3882,3.381117277,0.394008079,15.5,0.005,Gxy
IC3881,3.381139093,0.333668168,15,0.003333333,Gxy
NGC4798,3.381233632,0.478443229,13.2,0.016666667,Gxy
IC3884,3.381408165,0.343509886,16.3,0.006666667,Gxy
IC3891,3.381451798,0.629234829,15.4,0.005,Gxy
IC3886,3.381597242,0.331811331,17.5,0.003333333,Gxy
NGC4795,3.381779047,0.140780197,12.1,0.038333333,Gxy
NGC4792,3.381837225,-0.218107979,14.2,0.011666667,Gxy
NGC4796,3.381909947,0.140794741,14.5,0.006666667,Gxy
IC3892,3.382011758,0.684571462,14.4,0.021666667,Gxy
IC3893,3.382128113,0.674123727,15.7,0.006666667,Gxy
IC3895,3.382251741,0.684232093,14.5,0.013333333,Gxy
NGC4794,3.382331735,-0.220071474,13.6,0.028333333,Gxy
IC3883,3.382557173,-0.141725583,13.4,0.015,Gxy
NGC4799,3.382695345,0.050556371,13.4,0.021666667,Gxy
IC3897,3.382957145,0.692425444,15.6,0.005,Gxy
NGC4814,3.383160766,1.018302656,12.2,0.055,Gxy
IC3898,3.383306211,0.655952911,16.2,0.003333333,Gxy
NGC4805,3.383342572,0.488347973,14.6,0,*
IC3894,3.383553466,0.3328052,99,0,*2
NGC4807,3.383706182,0.480334003,13.5,0.016666667,Gxy
NGC4803,3.384026159,0.14381513,14.1,0.008333333,Gxy
IC3903,3.384382497,0.705113018,99,0,*
IC3902,3.384397041,0.628240961,14.3,0,*
IC3899,3.384527941,0.360182628,16.7,0.006666667,Gxy
IC3900,3.384571574,0.475626462,14,0.011666667,Gxy
IC3904,3.384884279,0.633438163,15.1,0.011666667,Gxy
NGC4808,3.385131534,0.075112184,11.7,0.046666667,Gxy
NGC4802,3.38518244,-0.210394593,11.4,0.04,Gxy
IC3901,3.385276978,0.382891301,99,0,*
IC3906,3.38528425,0.706228089,99,0,*
NGC4804,3.385378789,-0.226136493,9.8,0,*
IC836,3.385509689,1.110233026,13.7,0.021666667,Gxy
IC3909,3.386135098,0.704856067,15.2,0.005,Gxy
IC3910,3.386287815,0.693249627,99,0,*2
IC3912,3.386498709,0.696570601,99,0,*
IC3905,3.386571431,0.346496338,15.2,0.005,Gxy
IC3911,3.386607792,0.621982016,15.3,0.005,Gxy
NGC4816,3.38683323,0.484246449,12.8,0.021666667,Gxy
NGC4806,3.386840502,-0.514920611,12.8,0.02,Gxy
IC3907,3.387269562,0.327845556,16.2,0.003333333,Gxy
IC834,3.387284107,0.460059095,14.3,0.008333333,Gxy
IC3914,3.387589539,0.634611412,15.7,0.003333333,Gxy
NGC4834,3.387764072,0.912734477,14.8,0.015,Gxy
NGC4819,3.387974966,0.471011036,13.2,0.02,Gxy
IC3913,3.388033144,0.476314897,14.7,0.011666667,Gxy
NGC4821,3.388069505,0.470487437,14.5,0.008333333,Gxy
NGC4817,3.388091322,0.487649841,14.7,0.008333333,Gxy
IC3916,3.388207677,0.673944346,14.6,0.015,Gxy
NGC4813,3.388556743,-0.118997518,13.1,0.021666667,Gxy
NGC4824,3.388571287,0.47880684,14.6,0,*
IC833,3.388716731,-0.117518836,14.5,0.005,Gxy
IC3915,3.38881127,0.351179638,99,0,*
IC3908,3.388869448,-0.131956588,13.8,0.03,Gxy
NGC4828,3.389051253,0.489055801,14.2,0.011666667,Gxy
IC3896,3.389051253,-0.878724797,10.9,0.041666667,Gxy
NGC4827,3.389116703,0.47435625,12.9,0.023333333,Gxy
NGC4826,3.389123975,0.378440711,8.5,0.166666667,Gxy
NGC4837,3.389414863,0.842926155,13.4,0.018333333,Gxy
IC3919,3.389480313,0.673498318,14.8,0.005,Gxy
NGC4818,3.389494857,-0.148789319,11.1,0.071666667,Gxy
IC3920,3.389574851,0.697419025,14.7,0.01,Gxy
IC3917,3.389691207,0.384079094,99,0,*
NGC4811,3.389742112,-0.729503994,13.1,0.021666667,Gxy
IC835,3.389749384,0.462284389,14.2,0.01,Gxy
NGC4812,3.389763929,-0.729785186,12.9,0.02,Gxy
IC3918,3.389829379,0.390488331,14.9,0.01,Gxy
IC3921,3.390062089,0.674395223,15.4,0.008333333,Gxy
IC3922,3.390120267,0.671578455,14.8,0.016666667,Gxy
NGC4820,3.390338433,-0.239439781,13.9,0.016666667,Gxy
IC3923,3.390367522,0.662463958,99,0,*2
NGC4822,3.390563871,-0.187836213,13.3,0.02,Gxy
NGC4825,3.391189281,-0.238489546,11.7,0.033333333,Gxy
IC3925,3.391421992,0.635687699,99,0,*2
NGC4857,3.391618341,1.225274464,13.8,0.021666667,Gxy
IC3928,3.391632886,0.705840238,15.5,0.005,Gxy
IC3930,3.391931046,0.676572036,15.2,0.008333333,Gxy
NGC4839,3.39207649,0.479921911,12.1,0.066666667,Gxy
NGC4829,3.392083762,-0.239759758,14.8,0.006666667,Gxy
IC3924,3.392112851,0.327801922,16.5,0.001666667,Gxy
NGC4823,3.392163757,-0.239081019,14.7,0.011666667,Gxy
NGC4830,3.392331017,-0.343674722,12.1,0.036666667,Gxy
IC3926,3.392512822,0.398148387,99,0,*
IC837,3.392585544,0.462706177,14.6,0.015,Gxy
NGC4840,3.392687355,0.481895103,13.7,0.011666667,Gxy
NGC4841,3.392774622,0.497108556,13,0.016666667,Gxy
NGC4836,3.392789166,-0.222417972,13.4,0.023333333,Gxy
NGC4842,3.392920066,0.479844341,14,0.006666667,Gxy
NGC4831,3.392963699,-0.47633429,12.5,0.028333333,Gxy
IC3929,3.393283676,0.356003534,15.8,0.006666667,Gxy
NGC4832,3.393749097,-0.693976848,11.1,0.03,Gxy
NGC4846,3.393770914,0.634776249,13.6,0.021666667,Gxy
NGC4838,3.394381779,-0.227944848,13,0.026666667,Gxy
IC3933,3.394454501,0.639580753,99,0,*
IC3931,3.394461773,0.342385118,14.8,0.005,Gxy
NGC4815,3.394541768,-1.133794971,8.6,0.083333333,OCL
NGC4843,3.394730845,-0.06320516,13,0.035,Gxy
NGC4845,3.394730845,0.027498632,11.2,0.081666667,Gxy
IC3932,3.395072639,0.341817886,99,0,*
NGC4848,3.395079911,0.492924614,13.7,0.026666667,Gxy
NGC4835,3.395225355,-0.807476578,11.6,0.066666667,Gxy
NGC4844,3.39527626,-0.22827937,15.3,0,*
IC3927,3.395421704,-0.399263459,12.6,0.018333333,Gxy
NGC4849,3.395588965,0.460703897,12.9,0.031666667,Gxy
IC3941,3.395668959,0.694175621,15.7,0.005,Gxy
IC838,3.395676232,0.461222647,15.1,0.008333333,Gxy
IC839,3.395756226,0.490898093,14.8,0.01,Gxy
IC3940,3.395858037,0.625516308,14.7,0.006666667,Gxy
IC3934,3.395938031,0.328558232,15.2,0.006666667,Gxy
IC3942,3.396105292,0.630219,99,0,*
IC3936,3.396134381,0.33262097,99,0,*2
NGC4850,3.396243464,0.488139503,14.2,0.011666667,Gxy
NGC4851,3.396250736,0.491271399,14.2,0.006666667,Gxy
IC3937,3.39646163,0.328441876,15.2,0.003333333,Gxy
IC3938,3.396534352,0.327292868,99,0,*
IC3939,3.396701613,0.327278324,99,0,*
NGC4847,3.396767062,-0.229355656,14.3,0.01,Gxy
IC3945,3.396817968,0.697006933,15,0.01,Gxy
NGC4853,3.397239756,0.481638151,13.6,0.013333333,Gxy
IC3943,3.39731975,0.49067023,14.7,0.01,Gxy
IC840,3.397719721,0.185295789,13.6,0.013333333,Gxy
IC3944,3.397923343,0.415058689,15.4,0.006666667,Gxy
NGC4854,3.398126965,0.483005326,13.9,0.02,Gxy
IC3946,3.398236048,0.485371217,14,0.011666667,Gxy
IC3947,3.398446942,0.484949429,14.4,0.005,Gxy
IC3952,3.398454214,0.678404632,15,0.005,Gxy
IC3956,3.398766919,0.6527289,15.2,0.005,Gxy
IC3949,3.398781463,0.48577846,14.3,0.016666667,Gxy
IC3948,3.398890546,0.419950459,16,0.003333333,Gxy
NGC4861,3.399159618,0.608455714,13.5,0.07,Gxy
NGC4859,3.39916689,0.468019735,13.6,0.021666667,Gxy
NGC4858,3.399195979,0.490704167,15.2,0.008333333,Gxy
NGC4860,3.399319606,0.490844763,13.5,0.015,Gxy
IC3950,3.399465051,0.327006828,16.1,0.006666667,Gxy
IC3955,3.399472323,0.488624317,14.4,0.006666667,Gxy
IC3957,3.399574134,0.484619756,14.6,0.006666667,Gxy
IC3960,3.399610495,0.486156615,14.9,0.006666667,Gxy
IC3959,3.399632311,0.484915492,14.2,0.008333333,Gxy
NGC4868,3.399683217,0.651172648,12.2,0.025,Gxy
IC3953,3.399690489,0.402948043,15.5,0.003333333,Gxy
IC3951,3.399763211,0.327506186,16.2,0.008333333,Gxy
IC3958,3.39985775,0.419266871,15.5,0.003333333,Gxy
IC3970,3.399865022,0.705151803,99,0,*
IC3954,3.399952288,0.33636858,16.2,0.006666667,Gxy
IC3967,3.399959561,0.630582611,15.2,0.006666667,Gxy
IC3966,3.399981377,0.625773259,14.8,0.011666667,Gxy
NGC4864,3.399988649,0.488280099,13.6,0.011666667,Gxy
IC3963,3.400017738,0.484745807,14.7,0.011666667,Gxy
IC3964,3.400017738,0.486093589,99,0,*
IC3962,3.400126821,0.413080649,99,0,*
NGC4867,3.40015591,0.488178288,14.5,0.008333333,Gxy
IC3975,3.400163182,0.678637343,14.4,0.011666667,Gxy
IC3972,3.400272265,0.650644201,99,0,*
NGC4870,3.400323171,0.646615399,14.6,0.015,Gxy
NGC4855,3.400366804,-0.230916756,12.9,0.028333333,Gxy
IC3980,3.400381348,0.683315795,15.5,0.005,Gxy
IC3982,3.400381348,0.699557053,99,0,*
IC3977,3.40045407,0.642256924,99,0,*
NGC4865,3.400483159,0.490161176,13.7,0.015,Gxy
IC3983,3.400504976,0.685007794,99,0,*2
IC3979,3.400555881,0.633961762,14.6,0,*
NGC4856,3.400563154,-0.262536305,10.5,0.071666667,Gxy
IC3981,3.400592242,0.649752144,99,0,*
IC3965,3.400686781,0.328873361,16,0.003333333,Gxy
NGC4869,3.400737686,0.487145635,13.8,0.013333333,Gxy
IC3987,3.40084677,0.676033893,14.6,0.006666667,Gxy
IC3968,3.400890403,0.488212225,15.2,0.006666667,Gxy
IC3988,3.400977669,0.650043032,99,0,*
NGC4866,3.400992214,0.247337396,11.2,0.106666667,Gxy
IC3989,3.401123113,0.641529704,99,0,*
IC3976,3.401174019,0.486074197,14.7,0.008333333,Gxy
NGC4871,3.401217652,0.487931033,14.2,0.011666667,Gxy
IC3993,3.401239469,0.708642461,14.8,0.005,Gxy
IC3973,3.401261285,0.486685062,14.4,0.008333333,Gxy
NGC4862,3.401268557,-0.24664896,14.2,0.018333333,Gxy
IC3996,3.401319463,0.706286267,99,0,*2
IC3971,3.401334007,0.398725316,16.2,0.005,Gxy
IC3969,3.401406729,0.343010528,16.3,0.003333333,Gxy
NGC4873,3.401421274,0.488401302,14.1,0.013333333,Gxy
IC3995,3.401435818,0.681386236,99,0,*
IC3992,3.401457635,0.641791503,99,0,*
NGC4874,3.401523085,0.487761348,14.4,0.008333333,Gxy
NGC4833,3.40157399,-1.236987563,8.4,0.233333333,GCL
NGC4872,3.401632168,0.487984363,11.7,0.031666667,Gxy
IC4000,3.401690345,0.690937066,15.3,0.003333333,Gxy
IC3997,3.401719434,0.640448569,15.5,0.005,Gxy
IC3978,3.401748523,0.342467536,16.5,0.001666667,Gxy
IC4001,3.401777612,0.678404632,15,0.01,Gxy
NGC4875,3.401799428,0.487077761,14.7,0.006666667,Gxy
IC3990,3.401886695,0.504312887,14.4,0.02,Gxy
IC4003,3.401886695,0.677468942,14.3,0.011666667,Gxy
IC3991,3.401923056,0.504851031,14.5,0.011666667,Gxy
IC4002,3.401988506,0.641660603,15,0.006666667,Gxy
IC3984,3.402090317,0.342549955,99,0,*
NGC4863,3.402119405,-0.244859998,13.7,0.03,Gxy
IC4004,3.402141222,0.677381675,14.5,0.013333333,Gxy
IC3985,3.402163039,0.341939089,15.2,0.005,Gxy
NGC4876,3.402272122,0.487160179,14.4,0.01,Gxy
IC3998,3.402439383,0.488217073,14.6,0.013333333,Gxy
IC841,3.402461199,0.380714488,14.6,0.015,Gxy
IC4006,3.402592099,0.645956052,99,0,*
IC3994,3.402715726,0.396470932,16.7,0.003333333,Gxy
IC4009,3.402846626,0.639866793,99,0,*
IC4010,3.402948437,0.660771959,15.7,0.006666667,Gxy
NGC4883,3.403115698,0.489288511,14.3,0.008333333,Gxy
NGC4901,3.40312297,0.823902066,14.5,0.016666667,Gxy
IC4018,3.403202964,0.706664422,15.5,0.005,Gxy
NGC4881,3.403239325,0.492992488,13.6,0.016666667,Gxy
IC4013,3.403239325,0.649233393,99,0,*
NGC4893,3.403362953,0.649155823,14.3,0.006666667,Gxy
IC4016,3.403384769,0.649039467,15,0.006666667,Gxy
IC4005,3.403581119,0.395142543,99,0,*2
IC4020,3.403639296,0.673866776,15.2,0.013333333,Gxy
NGC4892,3.403653841,0.469459632,14,0.021666667,Gxy
IC4024,3.403675657,0.707013487,99,0,*
NGC4886,3.403726563,0.488454632,13.9,0.01,Gxy
IC4022,3.403770196,0.671597848,99,0,*
IC4008,3.403828374,0.390090784,99,0,*2
IC4011,3.403872007,0.48874552,15.1,0.008333333,Gxy
IC4007,3.403901096,0.348450137,15.4,0.006666667,Gxy
IC4012,3.40398109,0.490059365,14.9,0.005,Gxy
NGC4889,3.403995634,0.488280099,11.5,0.046666667,Gxy
NGC4852,3.40404654,-1.040448945,8.9,0.2,OCL
NGC4880,3.404155623,0.217875268,11.4,0.051666667,Gxy
IC4027,3.404395606,0.648229829,15,0.005,Gxy
IC4014,3.404402878,0.392684537,15,0.003333333,Gxy
IC4029,3.404424695,0.67648477,15,0.005,Gxy
IC4021,3.4044756,0.489400019,14.8,0.006666667,Gxy
IC4031,3.404519233,0.683209136,15.5,0.003333333,Gxy
IC4017,3.40454105,0.393668709,15.4,0.003333333,Gxy
IC4028,3.404591955,0.632735183,14.4,0.011666667,Gxy
NGC4894,3.4046065,0.488115262,15.2,0.008333333,Gxy
IC4035,3.4046065,0.703357992,15.4,0.006666667,Gxy
IC4019,3.404642861,0.413982402,99,0,*2
NGC4898,3.404679222,0.487906792,13.5,0.01,Gxy
NGC4895,3.404701038,0.492211938,13.2,0.03,Gxy
IC4037,3.404810121,0.680717193,15.5,0.005,Gxy
IC4034,3.404831938,0.646571766,15,0.003333333,Gxy
NGC4878,3.404853755,-0.106532958,12.9,0.021666667,Gxy
IC4036,3.404890116,0.644191331,99,0,*
IC4038,3.40497011,0.646465107,15.3,0.005,Gxy
IC4026,3.405013743,0.489501829,14.6,0.005,Gxy
NGC4879,3.405253726,-0.10665901,15.5,0,*
IC4032,3.40526827,0.50383777,14.5,0.006666667,Gxy
NGC4877,3.405311904,-0.266734791,12.4,0.036666667,Gxy
IC4023,3.405319176,0.333299709,15,0.005,Gxy
IC4025,3.405319176,0.333309406,15.5,0.005,Gxy
IC4030,3.405428259,0.487906792,15.4,0.006666667,Gxy
IC4033,3.405471892,0.488207377,15,0.011666667,Gxy
NGC4896,3.405639153,0.494737817,13.9,0.016666667,Gxy
NGC4885,3.405850047,-0.119608383,14,0.008333333,Gxy
IC4043,3.405930041,0.647008098,15.9,0.015,Gxy
NGC4888,3.40602458,-0.106038448,13.4,0.016666667,Gxy
IC4040,3.406162752,0.48968121,14.8,0.016666667,Gxy
IC4048,3.406170024,0.695174337,15.2,0.006666667,Gxy
NGC4890,3.406220929,-0.08035302,13.2,0.015,Gxy
NGC4900,3.406228201,0.043652624,11.4,0.036666667,Gxy
NGC4887,3.406250018,-0.255981624,13.6,0.018333333,Gxy
IC4039,3.406250018,0.3786007,15.3,0.003333333,Gxy
IC842,3.406271835,0.506470308,13.9,0.02,Gxy
IC4046,3.406279107,0.640278884,99,0,*
NGC4906,3.406286379,0.487363801,14.1,0.008333333,Gxy
IC4041,3.406359101,0.488638861,14.4,0.006666667,Gxy
IC4052,3.406410007,0.692338177,99,0,*2
IC4049,3.406490001,0.634354461,14.3,0.013333333,Gxy
IC4042,3.406497273,0.488197681,14.3,0.008333333,Gxy
NGC4914,3.406511817,0.651264762,11.6,0.058333333,Gxy
IC4050,3.406555451,0.641209726,99,0,*2
IC4056,3.406613628,0.693845948,15.2,0.013333333,Gxy
NGC4912,3.406737256,0.652374986,99,0,NF
NGC4913,3.406773617,0.651783513,99,0,NF
NGC4891,3.406809978,-0.234334693,14.8,0,*
IC4044,3.406846339,0.487325016,15.4,0.005,Gxy
NGC4907,3.406940878,0.491431388,13.6,0.018333333,Gxy
IC4045,3.406940878,0.490267835,13.9,0.013333333,Gxy
IC4051,3.407144499,0.489438804,13.6,0.015,Gxy
IC4060,3.407202677,0.708332181,14.3,0.011666667,Gxy
NGC4897,3.407239038,-0.234727392,11.8,0.045,Gxy
NGC4908,3.407348121,0.488813394,13.2,0.016666667,Gxy
NGC4916,3.407355393,0.652074401,99,0,NF
NGC4917,3.407428115,0.824188106,13.8,0.025,Gxy
NGC4911,3.407486293,0.485031847,12.8,0.02,Gxy
NGC4899,3.407500837,-0.243391012,11.9,0.043333333,Gxy
IC4061,3.407566287,0.690859496,15,0.005,Gxy
IC4047,3.407580832,0.343611696,15.1,0.006666667,Gxy
NGC4904,3.407646281,-0.000470269,12,0.036666667,Gxy
IC4062,3.407660826,0.695663999,14.2,0.006666667,Gxy
NGC4902,3.407726276,-0.253315148,10.9,0.048333333,Gxy
IC3986,3.407813542,-0.56620905,11.9,0.031666667,Gxy
IC4053,3.407849903,0.400102187,99,0,*
IC4054,3.407849903,0.399757969,99,0,*
IC4055,3.407944442,0.399830691,99,0,NF
IC4057,3.408148064,0.404208558,99,0,*
IC4063,3.40823533,0.684954465,15.5,0.003333333,Gxy
IC4064,3.408242602,0.695368263,13.1,0.026666667,Gxy
IC4058,3.40843168,0.340232545,15,0.005,Gxy
NGC4910,3.408482585,0.029088821,99,0,NF
IC4065,3.408548035,0.693671415,14.6,0.013333333,Gxy
IC4059,3.408875284,0.336378276,15,0.005,Gxy
NGC4919,3.409035273,0.485351824,14.1,0.018333333,Gxy
IC4067,3.40922435,0.697099048,15,0.005,Gxy
IC4068,3.40922435,0.696366979,15,0.005,Gxy
NGC4903,3.409406155,-0.539917604,12.9,0.026666667,Gxy
NGC4922,3.409551599,0.511517219,13,0.021666667,Gxy
IC4069,3.409566144,0.630282026,15.7,0.005,Gxy
IC4073,3.409617049,0.696643323,14.6,0.011666667,Gxy
IC4072,3.409631593,0.651958046,99,0,*
NGC4921,3.409667954,0.486694758,12.2,0.04,Gxy
NGC4915,3.409798854,-0.079344607,12.1,0.026666667,Gxy
NGC4905,3.409980659,-0.538739507,13.3,0.03,Gxy
NGC4923,3.410067926,0.486020867,13.7,0.013333333,Gxy
IC843,3.410198825,0.508424107,13.6,0.018333333,Gxy
IC4077,3.410227914,0.65252043,15.1,0.005,Gxy
IC4078,3.410358814,0.638688695,99,0,*2
IC4085,3.410526075,0.692953891,15,0.005,Gxy
IC4083,3.410569708,0.665707362,15.5,0.006666667,Gxy
IC4082,3.410613341,0.651720487,15.5,0.005,Gxy
IC4066,3.410671519,0.33636858,99,0,*
IC4084,3.410751513,0.645175502,99,0,*2
IC4086,3.410882413,0.639624386,14.6,0.015,Gxy
IC4070,3.410896957,0.336877634,13.8,0.006666667,Gxy
IC4088,3.410918774,0.506916337,13.8,0.025,Gxy
IC4090,3.411129668,0.642930815,99,0,*
IC4076,3.411282384,0.408227664,16.2,0.005,Gxy
IC4075,3.411289656,0.348450137,15,0.005,Gxy
IC4074,3.411304201,0.33176285,16.2,0.005,Gxy
NGC4918,3.411442373,-0.078549513,14.4,0.018333333,Gxy
NGC4926,3.411675083,0.48213751,13,0.018333333,Gxy
IC4081,3.411769622,0.397440559,15.7,0.005,Gxy
IC4079,3.411885977,0.335946792,16.5,0.001666667,Gxy
NGC4927,3.411944155,0.48879885,13.8,0.01,Gxy
IC4080,3.411944155,0.336029211,16.2,0.003333333,Gxy
IC4094,3.412009605,0.659652039,15.4,0.005,Gxy
IC4087,3.412147776,0.34896404,15.2,0.006666667,Gxy
NGC4909,3.412242315,-0.74650641,12.7,0.031666667,Gxy
IC4089,3.412242315,0.340387686,15.7,0.003333333,Gxy
IC4093,3.412336854,0.506058217,99,0,NF
IC4071,3.412409576,-0.132698353,13.8,0.013333333,Gxy
IC4098,3.412416848,0.66287605,15.2,0.006666667,Gxy
NGC4920,3.41242412,-0.19858938,13.5,0.016666667,Gxy
IC4100,3.412467753,0.70526331,14,0.023333333,Gxy
IC4097,3.41248957,0.638877773,99,0,*
NGC4925,3.412649559,-0.134574582,13.1,0.016666667,Gxy
IC4091,3.41304953,0.34719447,15.4,0.005,Gxy
NGC4924,3.413056802,-0.261261245,12.8,0.031666667,Gxy
IC4092,3.413122252,0.334817176,99,0,*
IC4101,3.413122252,0.697099048,99,0,*
IC4096,3.41334769,0.419077794,16.4,0.003333333,Gxy
IC4102,3.413427685,0.630970462,15.5,0.003333333,Gxy
IC4104,3.413442229,0.673561343,15,0.005,Gxy
IC4105,3.413493134,0.667956897,15,0.005,Gxy
IC4103,3.413507679,0.663511156,14.9,0.013333333,Gxy
NGC4972,3.413522223,1.316060674,13.2,0.013333333,Gxy
IC4095,3.413594945,0.333362735,15.8,0.008333333,Gxy
IC4099,3.413805839,0.419397771,16.1,0.003333333,Gxy
IC4108,3.414409432,0.671583304,14.8,0.013333333,Gxy
NGC4932,3.414845765,0.88032953,13.6,0.025,Gxy
IC4106,3.414918487,0.490679927,14.6,0.015,Gxy
IC4107,3.415151197,0.38393365,17.9,0.011666667,Gxy
IC4114,3.415173014,0.699959448,15.7,0.005,Gxy
NGC4929,3.415354819,0.489482437,13.4,0.013333333,Gxy
IC4112,3.415427541,0.649466103,99,0,*
IC4117,3.415652979,0.707294679,15,0,*
IC4115,3.415682068,0.649650333,15.1,0.006666667,Gxy
IC4118,3.415871146,0.668349596,14.8,0.008333333,Gxy
IC4111,3.416242028,0.489923617,14.8,0.006666667,Gxy
NGC4938,3.416292933,0.895688428,14.3,0.013333333,Gxy
IC4109,3.416329294,0.331675584,99,0,*
IC4110,3.416358383,0.335583182,16,0.003333333,Gxy
NGC4928,3.416518372,-0.141105022,12.5,0.018333333,Gxy
NGC4931,3.416562005,0.489249726,13.5,0.026666667,Gxy
IC4120,3.416605638,0.647192327,99,0,*
IC4113,3.416729266,0.357331924,16,0.003333333,Gxy
IC4123,3.416903799,0.668722903,15,0.008333333,Gxy
IC4116,3.417223776,0.333062151,99,0,*
IC4119,3.417580114,0.335670448,16.7,0.003333333,Gxy
NGC4934,3.41766738,0.489215789,14.4,0.016666667,Gxy
IC4127,3.417754647,0.664029906,15.3,0.008333333,Gxy
IC844,3.417805552,-0.532689032,12.8,0.026666667,Gxy
NGC4935,3.418023718,0.250944409,13,0.02,Gxy
IC4121,3.418045535,0.336528569,99,0,*
IC4122,3.418256429,0.352498331,14.2,0.005,Gxy
IC4131,3.418336423,0.679825136,15.5,0.01,Gxy
IC4124,3.418743667,0.398768949,99,0,*2
IC4132,3.418940016,0.66982343,99,0,*
IC4125,3.41902001,0.328189773,15.3,0.008333333,Gxy
IC4126,3.419129093,0.337255789,99,0,*
IC4135,3.419194543,0.702470783,15.2,0.015,Gxy
IC4128,3.419478159,0.352857093,15.6,0.008333333,Gxy
IC4129,3.419674509,0.329459985,15.2,0.005,Gxy
NGC4943,3.419754503,0.49015148,14.4,0.008333333,Gxy
IC4143,3.419798136,0.701743563,99,0,*
IC4130,3.419870858,0.336344339,16,0.016666667,Gxy
IC4142,3.419929036,0.66662366,99,0,*
IC4145,3.420103569,0.668223545,15,0.01,Gxy
NGC4944,3.420118113,0.491925898,12.9,0.025,Gxy
IC4144,3.420132658,0.644768259,15.3,0.018333333,Gxy
IC4133,3.420183563,0.488474024,14.4,0.005,Gxy
IC4173,3.420445363,-0.20080013,14.2,0.01,Gxy
NGC4933,3.420605351,-0.200669231,11.7,0.033333333,Gxy
IC4152,3.420736251,0.66670123,15.2,0.005,Gxy
IC4137,3.420787156,0.396897568,15.7,0.005,Gxy
IC4151,3.420787156,0.643279881,15.7,0.005,Gxy
IC4138,3.420990778,0.360677138,15.4,0.005,Gxy
IC4139,3.421143494,0.336770975,15.8,0.005,Gxy
NGC4930,3.421216216,-0.722765084,11.1,0.073333333,Gxy
IC4140,3.421281666,0.350748154,16,0.003333333,Gxy
IC4141,3.421405294,0.335287446,16.2,0.011666667,Gxy
IC4155,3.42149256,0.6983935,99,0,*
IC4147,3.421536193,0.353434022,17.4,0.01,Gxy
IC4146,3.421594371,0.336465543,15.2,0.003333333,Gxy
IC4148,3.421616188,0.33613587,15.5,0.003333333,Gxy
IC4149,3.421630732,0.38903389,14.7,0.013333333,Gxy
NGC4941,3.421790721,-0.096890014,11.1,0.065,Gxy
IC4150,3.421797993,0.383749421,99,0,*
NGC4939,3.421885259,-0.180467045,11.3,0.091666667,Gxy
NGC4936,3.422081609,-0.532790843,10.7,0.045,Gxy
NGC4949,3.422161603,0.506654537,14.9,0.01,Gxy
IC4157,3.42218342,0.674841252,99,0,*
NGC4942,3.422227053,-0.133498295,13,0.026666667,Gxy
IC4158,3.422634296,0.636705807,14.8,0.008333333,Gxy
IC4153,3.422772468,0.33238826,99,0,*
IC4154,3.422903368,0.411461371,15,0.005,Gxy
IC4161,3.42340515,0.697739002,15,0.008333333,Gxy
IC4159,3.424183276,0.388190314,15.7,0.003333333,Gxy
IC4160,3.424335992,0.399559195,16.5,0.006666667,Gxy
NGC4937,3.424619608,-0.82412508,99,0.008333333,*Grp
NGC4948,3.424903224,-0.13869065,13.2,0.033333333,Gxy
IC4165,3.424997763,0.696817856,14.8,0.011666667,Gxy
IC845,3.425026852,0.210811533,14.7,0.005,Gxy
NGC4962,3.425099574,0.508283511,12.4,0.03,Gxy
NGC4940,3.425223201,-0.824440209,12.3,0.016666667,Gxy
NGC4956,3.425281379,0.613968046,12.4,0.025,Gxy
IC4162,3.425426823,0.358742731,15,0.005,Gxy
NGC4951,3.425754072,-0.113344591,11.9,0.063333333,Gxy
IC4163,3.425783161,0.362524278,15.8,0.006666667,Gxy
IC4168,3.425994055,0.698999517,15.2,0.01,Gxy
